scenario;environment;levy;flood;seed;cycles;population;requested;fulfilled;unmet;trips;travelers;traveler_distance;occupancy_person_hours;fulfillment_rate;travelers_per_capita;distance_per_requested_visit;mean_distance_per_traveler;occupancy_per_requested_visit;peak_hourly_occupancy;runtime_seconds;peak_memory_kib;validation_passed;failed_checks;commit_sha
13_levy_on_flood_homes;13;True;homes;23;56;131925;2374616.0;2374616.0;0.0;750336.0;2374616.0;211122708.23345104;2374616.0;1.0;17.99974227780936;88.9081469313148;88.9081469313148;1.0;6780.0;361.5937243080007;310416.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_homes;13;True;homes;24;56;131925;2374616.0;2374616.0;0.0;750336.0;2374616.0;211200475.11832008;2374616.0;1.0;17.99974227780936;88.94089617787469;88.94089617787469;1.0;6780.0;401.1255554820018;310852.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_homes;13;True;homes;25;56;131925;2374616.0;2374616.0;0.0;750336.0;2374616.0;211196195.4092745;2374616.0;1.0;17.99974227780936;88.93909390371938;88.93909390371938;1.0;6780.0;376.9165050750016;310980.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_homes;13;True;homes;26;56;131925;2374616.0;2374616.0;0.0;750336.0;2374616.0;211217236.6961874;2374616.0;1.0;17.99974227780936;88.94795482561703;88.94795482561703;1.0;6780.0;366.1396861289977;311592.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_homes;13;True;homes;27;56;131925;2374616.0;2374616.0;0.0;750336.0;2374616.0;211202909.74551442;2374616.0;1.0;17.99974227780936;88.94192144983207;88.94192144983207;1.0;6780.0;355.7509570270013;312164.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_homes;13;True;homes;28;56;131925;2374616.0;2374616.0;0.0;750336.0;2374616.0;211301656.50352496;2374616.0;1.0;17.99974227780936;88.98350575567795;88.98350575567795;1.0;6780.0;365.10087984799975;312644.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_homes;13;True;homes;29;56;131925;2374616.0;2374616.0;0.0;750336.0;2374616.0;211226002.66963252;2374616.0;1.0;17.99974227780936;88.95164635866705;88.95164635866705;1.0;6780.0;430.38538578099906;310860.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;0;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182462809.7893448;2291171.0;0.9648595815070732;17.36722380140231;76.83886985910344;79.63736001780084;0.9648595815070732;6780.0;350.6550040930015;278600.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;1;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182478777.1204858;2291171.0;0.9648595815070732;17.36722380140231;76.84559403309242;79.64432908782706;0.9648595815070732;6780.0;358.0881874410006;279216.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;2;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182426461.4085903;2291171.0;0.9648595815070732;17.36722380140231;76.82356280282382;79.62149547484246;0.9648595815070732;6780.0;390.1111467069968;278060.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;3;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182445352.87627035;2291171.0;0.9648595815070732;17.36722380140231;76.83151839129795;79.62974080776614;0.9648595815070732;6780.0;339.01001571000234;278416.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;4;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182425778.11910444;2291171.0;0.9648595815070732;17.36722380140231;76.82327505546347;79.62119724765391;0.9648595815070732;6780.0;384.84479286499845;278740.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;5;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182437298.1934408;2291171.0;0.9648595815070732;17.36722380140231;76.82812639746417;79.62622527669947;0.9648595815070732;6780.0;358.9882267920002;278408.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;6;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182452988.31478837;2291171.0;0.9648595815070732;17.36722380140231;76.83473383266531;79.63307335628303;0.9648595815070732;6780.0;372.57238524100103;278996.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;7;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182431634.66502768;2291171.0;0.9648595815070732;17.36722380140231;76.82574136830026;79.6237533841986;0.9648595815070732;6780.0;371.33986926500074;278848.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;8;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182485894.30443114;2291171.0;0.9648595815070732;17.36722380140231;76.84859122672093;79.64743543996984;0.9648595815070732;6780.0;389.6991280129987;278444.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;9;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182440768.34477156;2291171.0;0.9648595815070732;17.36722380140231;76.82958775009162;79.62773985214179;0.9648595815070732;6780.0;347.35580983899854;278424.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;10;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182424035.4296584;2291171.0;0.9648595815070732;17.36722380140231;76.82254117282896;79.62043663683697;0.9648595815070732;6780.0;361.8717537960001;278292.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;11;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182426573.3943217;2291171.0;0.9648595815070732;17.36722380140231;76.82360996233568;79.62154435191512;0.9648595815070732;6780.0;359.50159514199913;279228.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;12;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182427737.08789435;2291171.0;0.9648595815070732;17.36722380140231;76.82410001781103;79.62205225532898;0.9648595815070732;6780.0;361.9863920030002;279320.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;13;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182438162.10995698;2291171.0;0.9648595815070732;17.36722380140231;76.82849021060963;79.62660234000735;0.9648595815070732;6780.0;374.29121664000195;279336.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;14;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182432556.78407606;2291171.0;0.9648595815070732;17.36722380140231;76.82612969173798;79.6241558504695;0.9648595815070732;6780.0;397.67560328400214;278748.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;15;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182433533.07614988;2291171.0;0.9648595815070732;17.36722380140231;76.82654082855917;79.62458196099281;0.9648595815070732;6780.0;396.65598335699906;279884.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;16;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182429686.45888442;2291171.0;0.9648595815070732;17.36722380140231;76.8249209383262;79.62290307396717;0.9648595815070732;6780.0;361.98021872699974;278144.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;17;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182431392.02833766;2291171.0;0.9648595815070732;17.36722380140231;76.82563918896261;79.62364748346485;0.9648595815070732;6780.0;337.94182326699956;279216.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;18;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182439257.63831076;2291171.0;0.9648595815070732;17.36722380140231;76.82895156029892;79.62708049216351;0.9648595815070732;6780.0;356.8071377169981;279304.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;19;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182432508.89104652;2291171.0;0.9648595815070732;17.36722380140231;76.82610952299089;79.62413494717178;0.9648595815070732;6780.0;347.0300855059977;278684.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;20;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182444934.03451186;2291171.0;0.9648595815070732;17.36722380140231;76.83134200835498;79.62955800091389;0.9648595815070732;6780.0;367.53680258500026;278664.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;21;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182390443.4449373;2291171.0;0.9648595815070732;17.36722380140231;76.80839489203193;79.60577514508401;0.9648595815070732;6780.0;381.8961282260025;278404.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;22;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182429388.76629385;2291171.0;0.9648595815070732;17.36722380140231;76.82479557380809;79.62277314364307;0.9648595815070732;6780.0;377.5020255700001;279552.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;23;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182431242.5526845;2291171.0;0.9648595815070732;17.36722380140231;76.8255762416679;79.6235822436145;0.9648595815070732;6780.0;370.84797392399923;278572.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;24;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182441069.09629345;2291171.0;0.9648595815070732;17.36722380140231;76.82971440278911;79.62787111756104;0.9648595815070732;6780.0;408.96260949000134;278696.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;25;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182465039.0254028;2291171.0;0.9648595815070732;17.36722380140231;76.83980863659758;79.63833298579758;0.9648595815070732;6780.0;361.38258900300207;278864.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;26;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182426041.61191514;2291171.0;0.9648595815070732;17.36722380140231;76.82338601774566;79.62131225120916;0.9648595815070732;6780.0;363.8154487389984;278144.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;27;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182429337.83679628;2291171.0;0.9648595815070732;17.36722380140231;76.8247741263414;79.62275091505448;0.9648595815070732;6780.0;374.3345979000005;280424.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;28;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182426822.04206157;2291171.0;0.9648595815070732;17.36722380140231;76.82371467305096;79.62165287621987;0.9648595815070732;6780.0;374.7101479410012;280776.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
13_levy_on_flood_both;13;True;both;29;56;131925;2374616.0;2291171.0;83445.0;722405.0;2291171.0;182469637.91443998;2291171.0;0.9648595815070732;17.36722380140231;76.84174532406081;79.64034020788495;0.9648595815070732;6780.0;377.9384947159997;279024.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
94_levy_off_flood_none;94;False;none;0;56;1331414;23965416.0;23965416.0;0.0;5545352.0;23965416.0;2154108174.335903;23965416.0;1.0;17.99997296107747;89.8840301514442;89.8840301514442;1.0;68345.0;2591.721676684003;638500.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
94_levy_on_flood_none;94;True;none;0;56;1331414;23965416.0;23965416.0;0.0;5545352.0;23965416.0;2013794974.6032329;23965416.0;1.0;17.99997296107747;84.02921003345959;84.02921003345959;1.0;68345.0;4847.818377509;959348.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
94_levy_on_flood_none;94;True;none;1;56;1331414;23965416.0;23965416.0;0.0;5545352.0;23965416.0;2013529995.9242136;23965416.0;1.0;17.99997296107747;84.01815332244655;84.01815332244655;1.0;68345.0;4792.257785505;959572.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
94_levy_on_flood_none;94;True;none;2;56;1331414;23965416.0;23965416.0;0.0;5545352.0;23965416.0;2013109038.667635;23965416.0;1.0;17.99997296107747;84.00058812530669;84.00058812530669;1.0;68345.0;4751.066842173997;959824.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
94_levy_on_flood_none;94;True;none;3;56;1331414;23965416.0;23965416.0;0.0;5545352.0;23965416.0;2013723728.6454182;23965416.0;1.0;17.99997296107747;84.02623716798482;84.02623716798482;1.0;68345.0;3952.8191270530006;959364.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
94_levy_on_flood_none;94;True;none;4;56;1331414;23965416.0;23965416.0;0.0;5545352.0;23965416.0;2013199181.1915329;23965416.0;1.0;17.99997296107747;84.0043494839202;84.0043494839202;1.0;68345.0;2520.693408277999;959144.0;True;;ba1c230496d7c4aa810407cca8cd6ef85112743f
