scenario;environment;levy;flood;seed;destination_region;node_type;requested;fulfilled;unmet;fulfillment_rate;occupancy_person_hours
13_levy_on_flood_none;13;True;none;22;Bom Fim;restaurant;81280.0;81280.0;0.0;1.0;81280.0
13_levy_on_flood_none;13;True;none;22;Centro Histórico;marketplace;244552.0;244552.0;0.0;1.0;244552.0
13_levy_on_flood_none;13;True;none;22;Centro Histórico;pharmacy;61128.0;61128.0;0.0;1.0;61128.0
13_levy_on_flood_none;13;True;none;22;Centro Histórico;restaurant;244552.0;244552.0;0.0;1.0;244552.0
13_levy_on_flood_none;13;True;none;22;Cidade Baixa;marketplace;104112.0;104112.0;0.0;1.0;104112.0
13_levy_on_flood_none;13;True;none;22;Cidade Baixa;pharmacy;26024.0;26024.0;0.0;1.0;26024.0
13_levy_on_flood_none;13;True;none;22;Cidade Baixa;restaurant;104112.0;104112.0;0.0;1.0;104112.0
13_levy_on_flood_none;13;True;none;22;Farroupilha;marketplace;6192.0;6192.0;0.0;1.0;6192.0
13_levy_on_flood_none;13;True;none;22;Farroupilha;pharmacy;1552.0;1552.0;0.0;1.0;1552.0
13_levy_on_flood_none;13;True;none;22;Farroupilha;restaurant;6192.0;6192.0;0.0;1.0;6192.0
13_levy_on_flood_none;13;True;none;22;Floresta;marketplace;70384.0;70384.0;0.0;1.0;70384.0
13_levy_on_flood_none;13;True;none;22;Floresta;pharmacy;17576.0;17576.0;0.0;1.0;17576.0
13_levy_on_flood_none;13;True;none;22;Floresta;restaurant;70384.0;70384.0;0.0;1.0;70384.0
13_levy_on_flood_none;13;True;none;22;Independência;marketplace;55080.0;55080.0;0.0;1.0;55080.0
13_levy_on_flood_none;13;True;none;22;Independência;pharmacy;13752.0;13752.0;0.0;1.0;13752.0
13_levy_on_flood_none;13;True;none;22;Independência;restaurant;55080.0;55080.0;0.0;1.0;55080.0
13_levy_on_flood_none;13;True;none;22;Moinhos de Vento;marketplace;79960.0;79960.0;0.0;1.0;79960.0
13_levy_on_flood_none;13;True;none;22;Moinhos de Vento;pharmacy;20000.0;20000.0;0.0;1.0;20000.0
13_levy_on_flood_none;13;True;none;22;Moinhos de Vento;restaurant;79960.0;79960.0;0.0;1.0;79960.0
13_levy_on_flood_none;13;True;none;22;Praia de Belas;marketplace;12176.0;12176.0;0.0;1.0;12176.0
13_levy_on_flood_none;13;True;none;22;Praia de Belas;pharmacy;3048.0;3048.0;0.0;1.0;3048.0
13_levy_on_flood_none;13;True;none;22;Praia de Belas;restaurant;12176.0;12176.0;0.0;1.0;12176.0
13_levy_on_flood_none;13;True;none;22;Rio Branco;marketplace;125680.0;125680.0;0.0;1.0;125680.0
13_levy_on_flood_none;13;True;none;22;Rio Branco;pharmacy;31408.0;31408.0;0.0;1.0;31408.0
13_levy_on_flood_none;13;True;none;22;Rio Branco;restaurant;125680.0;125680.0;0.0;1.0;125680.0
13_levy_on_flood_none;13;True;none;22;Santa Cecília;marketplace;37120.0;37120.0;0.0;1.0;37120.0
13_levy_on_flood_none;13;True;none;22;Santa Cecília;pharmacy;9288.0;9288.0;0.0;1.0;9288.0
13_levy_on_flood_none;13;True;none;22;Santa Cecília;restaurant;37120.0;37120.0;0.0;1.0;37120.0
13_levy_on_flood_none;13;True;none;22;Santana;marketplace;142352.0;142352.0;0.0;1.0;142352.0
13_levy_on_flood_none;13;True;none;22;Santana;pharmacy;35576.0;35576.0;0.0;1.0;35576.0
13_levy_on_flood_none;13;True;none;22;Santana;restaurant;142352.0;142352.0;0.0;1.0;142352.0
13_levy_on_flood_none;13;True;none;23;Azenha;marketplace;96512.0;96512.0;0.0;1.0;96512.0
13_levy_on_flood_none;13;True;none;23;Azenha;pharmacy;24144.0;24144.0;0.0;1.0;24144.0
13_levy_on_flood_none;13;True;none;23;Azenha;restaurant;96512.0;96512.0;0.0;1.0;96512.0
13_levy_on_flood_none;13;True;none;23;Bom Fim;marketplace;81280.0;81280.0;0.0;1.0;81280.0
13_levy_on_flood_none;13;True;none;23;Bom Fim;pharmacy;20320.0;20320.0;0.0;1.0;20320.0
13_levy_on_flood_none;13;True;none;23;Bom Fim;restaurant;81280.0;81280.0;0.0;1.0;81280.0
13_levy_on_flood_none;13;True;none;23;Centro Histórico;marketplace;244552.0;244552.0;0.0;1.0;244552.0
13_levy_on_flood_none;13;True;none;23;Centro Histórico;pharmacy;61128.0;61128.0;0.0;1.0;61128.0
13_levy_on_flood_none;13;True;none;23;Centro Histórico;restaurant;244552.0;244552.0;0.0;1.0;244552.0
13_levy_on_flood_none;13;True;none;23;Cidade Baixa;marketplace;104112.0;104112.0;0.0;1.0;104112.0
13_levy_on_flood_none;13;True;none;23;Cidade Baixa;pharmacy;26024.0;26024.0;0.0;1.0;26024.0
13_levy_on_flood_none;13;True;none;23;Cidade Baixa;restaurant;104112.0;104112.0;0.0;1.0;104112.0
13_levy_on_flood_none;13;True;none;23;Farroupilha;marketplace;6192.0;6192.0;0.0;1.0;6192.0
13_levy_on_flood_none;13;True;none;23;Farroupilha;pharmacy;1552.0;1552.0;0.0;1.0;1552.0
13_levy_on_flood_none;13;True;none;23;Farroupilha;restaurant;6192.0;6192.0;0.0;1.0;6192.0
13_levy_on_flood_none;13;True;none;23;Floresta;marketplace;70384.0;70384.0;0.0;1.0;70384.0
13_levy_on_flood_none;13;True;none;23;Floresta;pharmacy;17576.0;17576.0;0.0;1.0;17576.0
13_levy_on_flood_none;13;True;none;23;Floresta;restaurant;70384.0;70384.0;0.0;1.0;70384.0
13_levy_on_flood_none;13;True;none;23;Independência;marketplace;55080.0;55080.0;0.0;1.0;55080.0
13_levy_on_flood_none;13;True;none;23;Independência;pharmacy;13752.0;13752.0;0.0;1.0;13752.0
13_levy_on_flood_none;13;True;none;23;Independência;restaurant;55080.0;55080.0;0.0;1.0;55080.0
13_levy_on_flood_none;13;True;none;23;Moinhos de Vento;marketplace;79960.0;79960.0;0.0;1.0;79960.0
13_levy_on_flood_none;13;True;none;23;Moinhos de Vento;pharmacy;20000.0;20000.0;0.0;1.0;20000.0
13_levy_on_flood_none;13;True;none;23;Moinhos de Vento;restaurant;79960.0;79960.0;0.0;1.0;79960.0
13_levy_on_flood_none;13;True;none;23;Praia de Belas;marketplace;12176.0;12176.0;0.0;1.0;12176.0
13_levy_on_flood_none;13;True;none;23;Praia de Belas;pharmacy;3048.0;3048.0;0.0;1.0;3048.0
13_levy_on_flood_none;13;True;none;23;Praia de Belas;restaurant;12176.0;12176.0;0.0;1.0;12176.0
13_levy_on_flood_none;13;True;none;23;Rio Branco;marketplace;125680.0;125680.0;0.0;1.0;125680.0
13_levy_on_flood_none;13;True;none;23;Rio Branco;pharmacy;31408.0;31408.0;0.0;1.0;31408.0
13_levy_on_flood_none;13;True;none;23;Rio Branco;restaurant;125680.0;125680.0;0.0;1.0;125680.0
13_levy_on_flood_none;13;True;none;23;Santa Cecília;marketplace;37120.0;37120.0;0.0;1.0;37120.0
13_levy_on_flood_none;13;True;none;23;Santa Cecília;pharmacy;9288.0;9288.0;0.0;1.0;9288.0
13_levy_on_flood_none;13;True;none;23;Santa Cecília;restaurant;37120.0;37120.0;0.0;1.0;37120.0
13_levy_on_flood_none;13;True;none;23;Santana;marketplace;142352.0;142352.0;0.0;1.0;142352.0
13_levy_on_flood_none;13;True;none;23;Santana;pharmacy;35576.0;35576.0;0.0;1.0;35576.0
13_levy_on_flood_none;13;True;none;23;Santana;restaurant;142352.0;142352.0;0.0;1.0;142352.0
13_levy_on_flood_none;13;True;none;24;Azenha;marketplace;96512.0;96512.0;0.0;1.0;96512.0
13_levy_on_flood_none;13;True;none;24;Azenha;pharmacy;24144.0;24144.0;0.0;1.0;24144.0
13_levy_on_flood_none;13;True;none;24;Azenha;restaurant;96512.0;96512.0;0.0;1.0;96512.0
13_levy_on_flood_none;13;True;none;24;Bom Fim;marketplace;81280.0;81280.0;0.0;1.0;81280.0
13_levy_on_flood_none;13;True;none;24;Bom Fim;pharmacy;20320.0;20320.0;0.0;1.0;20320.0
13_levy_on_flood_none;13;True;none;24;Bom Fim;restaurant;81280.0;81280.0;0.0;1.0;81280.0
13_levy_on_flood_none;13;True;none;24;Centro Histórico;marketplace;244552.0;244552.0;0.0;1.0;244552.0
13_levy_on_flood_none;13;True;none;24;Centro Histórico;pharmacy;61128.0;61128.0;0.0;1.0;61128.0
13_levy_on_flood_none;13;True;none;24;Centro Histórico;restaurant;244552.0;244552.0;0.0;1.0;244552.0
13_levy_on_flood_none;13;True;none;24;Cidade Baixa;marketplace;104112.0;104112.0;0.0;1.0;104112.0
13_levy_on_flood_none;13;True;none;24;Cidade Baixa;pharmacy;26024.0;26024.0;0.0;1.0;26024.0
13_levy_on_flood_none;13;True;none;24;Cidade Baixa;restaurant;104112.0;104112.0;0.0;1.0;104112.0
13_levy_on_flood_none;13;True;none;24;Farroupilha;marketplace;6192.0;6192.0;0.0;1.0;6192.0
13_levy_on_flood_none;13;True;none;24;Farroupilha;pharmacy;1552.0;1552.0;0.0;1.0;1552.0
13_levy_on_flood_none;13;True;none;24;Farroupilha;restaurant;6192.0;6192.0;0.0;1.0;6192.0
13_levy_on_flood_none;13;True;none;24;Floresta;marketplace;70384.0;70384.0;0.0;1.0;70384.0
13_levy_on_flood_none;13;True;none;24;Floresta;pharmacy;17576.0;17576.0;0.0;1.0;17576.0
13_levy_on_flood_none;13;True;none;24;Floresta;restaurant;70384.0;70384.0;0.0;1.0;70384.0
13_levy_on_flood_none;13;True;none;24;Independência;marketplace;55080.0;55080.0;0.0;1.0;55080.0
13_levy_on_flood_none;13;True;none;24;Independência;pharmacy;13752.0;13752.0;0.0;1.0;13752.0
13_levy_on_flood_none;13;True;none;24;Independência;restaurant;55080.0;55080.0;0.0;1.0;55080.0
13_levy_on_flood_none;13;True;none;24;Moinhos de Vento;marketplace;79960.0;79960.0;0.0;1.0;79960.0
13_levy_on_flood_none;13;True;none;24;Moinhos de Vento;pharmacy;20000.0;20000.0;0.0;1.0;20000.0
13_levy_on_flood_none;13;True;none;24;Moinhos de Vento;restaurant;79960.0;79960.0;0.0;1.0;79960.0
13_levy_on_flood_none;13;True;none;24;Praia de Belas;marketplace;12176.0;12176.0;0.0;1.0;12176.0
13_levy_on_flood_none;13;True;none;24;Praia de Belas;pharmacy;3048.0;3048.0;0.0;1.0;3048.0
13_levy_on_flood_none;13;True;none;24;Praia de Belas;restaurant;12176.0;12176.0;0.0;1.0;12176.0
13_levy_on_flood_none;13;True;none;24;Rio Branco;marketplace;125680.0;125680.0;0.0;1.0;125680.0
13_levy_on_flood_none;13;True;none;24;Rio Branco;pharmacy;31408.0;31408.0;0.0;1.0;31408.0
13_levy_on_flood_none;13;True;none;24;Rio Branco;restaurant;125680.0;125680.0;0.0;1.0;125680.0
13_levy_on_flood_none;13;True;none;24;Santa Cecília;marketplace;37120.0;37120.0;0.0;1.0;37120.0
13_levy_on_flood_none;13;True;none;24;Santa Cecília;pharmacy;9288.0;9288.0;0.0;1.0;9288.0
13_levy_on_flood_none;13;True;none;24;Santa Cecília;restaurant;37120.0;37120.0;0.0;1.0;37120.0
13_levy_on_flood_none;13;True;none;24;Santana;marketplace;142352.0;142352.0;0.0;1.0;142352.0
13_levy_on_flood_none;13;True;none;24;Santana;pharmacy;35576.0;35576.0;0.0;1.0;35576.0
13_levy_on_flood_none;13;True;none;24;Santana;restaurant;142352.0;142352.0;0.0;1.0;142352.0
13_levy_on_flood_none;13;True;none;25;Azenha;marketplace;96512.0;96512.0;0.0;1.0;96512.0
13_levy_on_flood_none;13;True;none;25;Azenha;pharmacy;24144.0;24144.0;0.0;1.0;24144.0
13_levy_on_flood_none;13;True;none;25;Azenha;restaurant;96512.0;96512.0;0.0;1.0;96512.0
13_levy_on_flood_none;13;True;none;25;Bom Fim;marketplace;81280.0;81280.0;0.0;1.0;81280.0
13_levy_on_flood_none;13;True;none;25;Bom Fim;pharmacy;20320.0;20320.0;0.0;1.0;20320.0
13_levy_on_flood_none;13;True;none;25;Bom Fim;restaurant;81280.0;81280.0;0.0;1.0;81280.0
13_levy_on_flood_none;13;True;none;25;Centro Histórico;marketplace;244552.0;244552.0;0.0;1.0;244552.0
13_levy_on_flood_none;13;True;none;25;Centro Histórico;pharmacy;61128.0;61128.0;0.0;1.0;61128.0
13_levy_on_flood_none;13;True;none;25;Centro Histórico;restaurant;244552.0;244552.0;0.0;1.0;244552.0
13_levy_on_flood_none;13;True;none;25;Cidade Baixa;marketplace;104112.0;104112.0;0.0;1.0;104112.0
13_levy_on_flood_none;13;True;none;25;Cidade Baixa;pharmacy;26024.0;26024.0;0.0;1.0;26024.0
13_levy_on_flood_none;13;True;none;25;Cidade Baixa;restaurant;104112.0;104112.0;0.0;1.0;104112.0
13_levy_on_flood_none;13;True;none;25;Farroupilha;marketplace;6192.0;6192.0;0.0;1.0;6192.0
13_levy_on_flood_none;13;True;none;25;Farroupilha;pharmacy;1552.0;1552.0;0.0;1.0;1552.0
13_levy_on_flood_none;13;True;none;25;Farroupilha;restaurant;6192.0;6192.0;0.0;1.0;6192.0
13_levy_on_flood_none;13;True;none;25;Floresta;marketplace;70384.0;70384.0;0.0;1.0;70384.0
13_levy_on_flood_none;13;True;none;25;Floresta;pharmacy;17576.0;17576.0;0.0;1.0;17576.0
13_levy_on_flood_none;13;True;none;25;Floresta;restaurant;70384.0;70384.0;0.0;1.0;70384.0
13_levy_on_flood_none;13;True;none;25;Independência;marketplace;55080.0;55080.0;0.0;1.0;55080.0
13_levy_on_flood_none;13;True;none;25;Independência;pharmacy;13752.0;13752.0;0.0;1.0;13752.0
13_levy_on_flood_none;13;True;none;25;Independência;restaurant;55080.0;55080.0;0.0;1.0;55080.0
13_levy_on_flood_none;13;True;none;25;Moinhos de Vento;marketplace;79960.0;79960.0;0.0;1.0;79960.0
13_levy_on_flood_none;13;True;none;25;Moinhos de Vento;pharmacy;20000.0;20000.0;0.0;1.0;20000.0
13_levy_on_flood_none;13;True;none;25;Moinhos de Vento;restaurant;79960.0;79960.0;0.0;1.0;79960.0
13_levy_on_flood_none;13;True;none;25;Praia de Belas;marketplace;12176.0;12176.0;0.0;1.0;12176.0
13_levy_on_flood_none;13;True;none;25;Praia de Belas;pharmacy;3048.0;3048.0;0.0;1.0;3048.0
13_levy_on_flood_none;13;True;none;25;Praia de Belas;restaurant;12176.0;12176.0;0.0;1.0;12176.0
13_levy_on_flood_none;13;True;none;25;Rio Branco;marketplace;125680.0;125680.0;0.0;1.0;125680.0
13_levy_on_flood_none;13;True;none;25;Rio Branco;pharmacy;31408.0;31408.0;0.0;1.0;31408.0
13_levy_on_flood_none;13;True;none;25;Rio Branco;restaurant;125680.0;125680.0;0.0;1.0;125680.0
13_levy_on_flood_none;13;True;none;25;Santa Cecília;marketplace;37120.0;37120.0;0.0;1.0;37120.0
13_levy_on_flood_none;13;True;none;25;Santa Cecília;pharmacy;9288.0;9288.0;0.0;1.0;9288.0
13_levy_on_flood_none;13;True;none;25;Santa Cecília;restaurant;37120.0;37120.0;0.0;1.0;37120.0
13_levy_on_flood_none;13;True;none;25;Santana;marketplace;142352.0;142352.0;0.0;1.0;142352.0
13_levy_on_flood_none;13;True;none;25;Santana;pharmacy;35576.0;35576.0;0.0;1.0;35576.0
13_levy_on_flood_none;13;True;none;25;Santana;restaurant;142352.0;142352.0;0.0;1.0;142352.0
13_levy_on_flood_none;13;True;none;26;Azenha;marketplace;96512.0;96512.0;0.0;1.0;96512.0
13_levy_on_flood_none;13;True;none;26;Azenha;pharmacy;24144.0;24144.0;0.0;1.0;24144.0
13_levy_on_flood_none;13;True;none;26;Azenha;restaurant;96512.0;96512.0;0.0;1.0;96512.0
13_levy_on_flood_none;13;True;none;26;Bom Fim;marketplace;81280.0;81280.0;0.0;1.0;81280.0
13_levy_on_flood_none;13;True;none;26;Bom Fim;pharmacy;20320.0;20320.0;0.0;1.0;20320.0
13_levy_on_flood_none;13;True;none;26;Bom Fim;restaurant;81280.0;81280.0;0.0;1.0;81280.0
13_levy_on_flood_none;13;True;none;26;Centro Histórico;marketplace;244552.0;244552.0;0.0;1.0;244552.0
13_levy_on_flood_none;13;True;none;26;Centro Histórico;pharmacy;61128.0;61128.0;0.0;1.0;61128.0
13_levy_on_flood_none;13;True;none;26;Centro Histórico;restaurant;244552.0;244552.0;0.0;1.0;244552.0
13_levy_on_flood_none;13;True;none;26;Cidade Baixa;marketplace;104112.0;104112.0;0.0;1.0;104112.0
13_levy_on_flood_none;13;True;none;26;Cidade Baixa;pharmacy;26024.0;26024.0;0.0;1.0;26024.0
13_levy_on_flood_none;13;True;none;26;Cidade Baixa;restaurant;104112.0;104112.0;0.0;1.0;104112.0
13_levy_on_flood_none;13;True;none;26;Farroupilha;marketplace;6192.0;6192.0;0.0;1.0;6192.0
13_levy_on_flood_none;13;True;none;26;Farroupilha;pharmacy;1552.0;1552.0;0.0;1.0;1552.0
13_levy_on_flood_none;13;True;none;26;Farroupilha;restaurant;6192.0;6192.0;0.0;1.0;6192.0
13_levy_on_flood_none;13;True;none;26;Floresta;marketplace;70384.0;70384.0;0.0;1.0;70384.0
13_levy_on_flood_none;13;True;none;26;Floresta;pharmacy;17576.0;17576.0;0.0;1.0;17576.0
13_levy_on_flood_none;13;True;none;26;Floresta;restaurant;70384.0;70384.0;0.0;1.0;70384.0
13_levy_on_flood_none;13;True;none;26;Independência;marketplace;55080.0;55080.0;0.0;1.0;55080.0
13_levy_on_flood_none;13;True;none;26;Independência;pharmacy;13752.0;13752.0;0.0;1.0;13752.0
13_levy_on_flood_none;13;True;none;26;Independência;restaurant;55080.0;55080.0;0.0;1.0;55080.0
13_levy_on_flood_none;13;True;none;26;Moinhos de Vento;marketplace;79960.0;79960.0;0.0;1.0;79960.0
13_levy_on_flood_none;13;True;none;26;Moinhos de Vento;pharmacy;20000.0;20000.0;0.0;1.0;20000.0
13_levy_on_flood_none;13;True;none;26;Moinhos de Vento;restaurant;79960.0;79960.0;0.0;1.0;79960.0
13_levy_on_flood_none;13;True;none;26;Praia de Belas;marketplace;12176.0;12176.0;0.0;1.0;12176.0
13_levy_on_flood_none;13;True;none;26;Praia de Belas;pharmacy;3048.0;3048.0;0.0;1.0;3048.0
13_levy_on_flood_none;13;True;none;26;Praia de Belas;restaurant;12176.0;12176.0;0.0;1.0;12176.0
13_levy_on_flood_none;13;True;none;26;Rio Branco;marketplace;125680.0;125680.0;0.0;1.0;125680.0
13_levy_on_flood_none;13;True;none;26;Rio Branco;pharmacy;31408.0;31408.0;0.0;1.0;31408.0
13_levy_on_flood_none;13;True;none;26;Rio Branco;restaurant;125680.0;125680.0;0.0;1.0;125680.0
13_levy_on_flood_none;13;True;none;26;Santa Cecília;marketplace;37120.0;37120.0;0.0;1.0;37120.0
13_levy_on_flood_none;13;True;none;26;Santa Cecília;pharmacy;9288.0;9288.0;0.0;1.0;9288.0
13_levy_on_flood_none;13;True;none;26;Santa Cecília;restaurant;37120.0;37120.0;0.0;1.0;37120.0
13_levy_on_flood_none;13;True;none;26;Santana;marketplace;142352.0;142352.0;0.0;1.0;142352.0
13_levy_on_flood_none;13;True;none;26;Santana;pharmacy;35576.0;35576.0;0.0;1.0;35576.0
13_levy_on_flood_none;13;True;none;26;Santana;restaurant;142352.0;142352.0;0.0;1.0;142352.0
13_levy_on_flood_none;13;True;none;27;Azenha;marketplace;96512.0;96512.0;0.0;1.0;96512.0
13_levy_on_flood_none;13;True;none;27;Azenha;pharmacy;24144.0;24144.0;0.0;1.0;24144.0
13_levy_on_flood_none;13;True;none;27;Azenha;restaurant;96512.0;96512.0;0.0;1.0;96512.0
13_levy_on_flood_none;13;True;none;27;Bom Fim;marketplace;81280.0;81280.0;0.0;1.0;81280.0
13_levy_on_flood_none;13;True;none;27;Bom Fim;pharmacy;20320.0;20320.0;0.0;1.0;20320.0
13_levy_on_flood_none;13;True;none;27;Bom Fim;restaurant;81280.0;81280.0;0.0;1.0;81280.0
13_levy_on_flood_none;13;True;none;27;Centro Histórico;marketplace;244552.0;244552.0;0.0;1.0;244552.0
13_levy_on_flood_none;13;True;none;27;Centro Histórico;pharmacy;61128.0;61128.0;0.0;1.0;61128.0
13_levy_on_flood_none;13;True;none;27;Centro Histórico;restaurant;244552.0;244552.0;0.0;1.0;244552.0
13_levy_on_flood_none;13;True;none;27;Cidade Baixa;marketplace;104112.0;104112.0;0.0;1.0;104112.0
13_levy_on_flood_none;13;True;none;27;Cidade Baixa;pharmacy;26024.0;26024.0;0.0;1.0;26024.0
13_levy_on_flood_none;13;True;none;27;Cidade Baixa;restaurant;104112.0;104112.0;0.0;1.0;104112.0
13_levy_on_flood_none;13;True;none;27;Farroupilha;marketplace;6192.0;6192.0;0.0;1.0;6192.0
13_levy_on_flood_none;13;True;none;27;Farroupilha;pharmacy;1552.0;1552.0;0.0;1.0;1552.0
13_levy_on_flood_none;13;True;none;27;Farroupilha;restaurant;6192.0;6192.0;0.0;1.0;6192.0
13_levy_on_flood_none;13;True;none;27;Floresta;marketplace;70384.0;70384.0;0.0;1.0;70384.0
13_levy_on_flood_none;13;True;none;27;Floresta;pharmacy;17576.0;17576.0;0.0;1.0;17576.0
13_levy_on_flood_none;13;True;none;27;Floresta;restaurant;70384.0;70384.0;0.0;1.0;70384.0
13_levy_on_flood_none;13;True;none;27;Independência;marketplace;55080.0;55080.0;0.0;1.0;55080.0
13_levy_on_flood_none;13;True;none;27;Independência;pharmacy;13752.0;13752.0;0.0;1.0;13752.0
13_levy_on_flood_none;13;True;none;27;Independência;restaurant;55080.0;55080.0;0.0;1.0;55080.0
13_levy_on_flood_none;13;True;none;27;Moinhos de Vento;marketplace;79960.0;79960.0;0.0;1.0;79960.0
13_levy_on_flood_none;13;True;none;27;Moinhos de Vento;pharmacy;20000.0;20000.0;0.0;1.0;20000.0
13_levy_on_flood_none;13;True;none;27;Moinhos de Vento;restaurant;79960.0;79960.0;0.0;1.0;79960.0
13_levy_on_flood_none;13;True;none;27;Praia de Belas;marketplace;12176.0;12176.0;0.0;1.0;12176.0
13_levy_on_flood_none;13;True;none;27;Praia de Belas;pharmacy;3048.0;3048.0;0.0;1.0;3048.0
13_levy_on_flood_none;13;True;none;27;Praia de Belas;restaurant;12176.0;12176.0;0.0;1.0;12176.0
13_levy_on_flood_none;13;True;none;27;Rio Branco;marketplace;125680.0;125680.0;0.0;1.0;125680.0
13_levy_on_flood_none;13;True;none;27;Rio Branco;pharmacy;31408.0;31408.0;0.0;1.0;31408.0
13_levy_on_flood_none;13;True;none;27;Rio Branco;restaurant;125680.0;125680.0;0.0;1.0;125680.0
13_levy_on_flood_none;13;True;none;27;Santa Cecília;marketplace;37120.0;37120.0;0.0;1.0;37120.0
13_levy_on_flood_none;13;True;none;27;Santa Cecília;pharmacy;9288.0;9288.0;0.0;1.0;9288.0
13_levy_on_flood_none;13;True;none;27;Santa Cecília;restaurant;37120.0;37120.0;0.0;1.0;37120.0
13_levy_on_flood_none;13;True;none;27;Santana;marketplace;142352.0;142352.0;0.0;1.0;142352.0
13_levy_on_flood_none;13;True;none;27;Santana;pharmacy;35576.0;35576.0;0.0;1.0;35576.0
13_levy_on_flood_none;13;True;none;27;Santana;restaurant;142352.0;142352.0;0.0;1.0;142352.0
13_levy_on_flood_none;13;True;none;28;Azenha;marketplace;96512.0;96512.0;0.0;1.0;96512.0
13_levy_on_flood_none;13;True;none;28;Azenha;pharmacy;24144.0;24144.0;0.0;1.0;24144.0
13_levy_on_flood_none;13;True;none;28;Azenha;restaurant;96512.0;96512.0;0.0;1.0;96512.0
13_levy_on_flood_none;13;True;none;28;Bom Fim;marketplace;81280.0;81280.0;0.0;1.0;81280.0
13_levy_on_flood_none;13;True;none;28;Bom Fim;pharmacy;20320.0;20320.0;0.0;1.0;20320.0
13_levy_on_flood_none;13;True;none;28;Bom Fim;restaurant;81280.0;81280.0;0.0;1.0;81280.0
13_levy_on_flood_none;13;True;none;28;Centro Histórico;marketplace;244552.0;244552.0;0.0;1.0;244552.0
13_levy_on_flood_none;13;True;none;28;Centro Histórico;pharmacy;61128.0;61128.0;0.0;1.0;61128.0
13_levy_on_flood_none;13;True;none;28;Centro Histórico;restaurant;244552.0;244552.0;0.0;1.0;244552.0
13_levy_on_flood_none;13;True;none;28;Cidade Baixa;marketplace;104112.0;104112.0;0.0;1.0;104112.0
13_levy_on_flood_none;13;True;none;28;Cidade Baixa;pharmacy;26024.0;26024.0;0.0;1.0;26024.0
13_levy_on_flood_none;13;True;none;28;Cidade Baixa;restaurant;104112.0;104112.0;0.0;1.0;104112.0
13_levy_on_flood_none;13;True;none;28;Farroupilha;marketplace;6192.0;6192.0;0.0;1.0;6192.0
13_levy_on_flood_none;13;True;none;28;Farroupilha;pharmacy;1552.0;1552.0;0.0;1.0;1552.0
13_levy_on_flood_none;13;True;none;28;Farroupilha;restaurant;6192.0;6192.0;0.0;1.0;6192.0
13_levy_on_flood_none;13;True;none;28;Floresta;marketplace;70384.0;70384.0;0.0;1.0;70384.0
13_levy_on_flood_none;13;True;none;28;Floresta;pharmacy;17576.0;17576.0;0.0;1.0;17576.0
13_levy_on_flood_none;13;True;none;28;Floresta;restaurant;70384.0;70384.0;0.0;1.0;70384.0
13_levy_on_flood_none;13;True;none;28;Independência;marketplace;55080.0;55080.0;0.0;1.0;55080.0
13_levy_on_flood_none;13;True;none;28;Independência;pharmacy;13752.0;13752.0;0.0;1.0;13752.0
13_levy_on_flood_none;13;True;none;28;Independência;restaurant;55080.0;55080.0;0.0;1.0;55080.0
13_levy_on_flood_none;13;True;none;28;Moinhos de Vento;marketplace;79960.0;79960.0;0.0;1.0;79960.0
13_levy_on_flood_none;13;True;none;28;Moinhos de Vento;pharmacy;20000.0;20000.0;0.0;1.0;20000.0
13_levy_on_flood_none;13;True;none;28;Moinhos de Vento;restaurant;79960.0;79960.0;0.0;1.0;79960.0
13_levy_on_flood_none;13;True;none;28;Praia de Belas;marketplace;12176.0;12176.0;0.0;1.0;12176.0
13_levy_on_flood_none;13;True;none;28;Praia de Belas;pharmacy;3048.0;3048.0;0.0;1.0;3048.0
13_levy_on_flood_none;13;True;none;28;Praia de Belas;restaurant;12176.0;12176.0;0.0;1.0;12176.0
13_levy_on_flood_none;13;True;none;28;Rio Branco;marketplace;125680.0;125680.0;0.0;1.0;125680.0
13_levy_on_flood_none;13;True;none;28;Rio Branco;pharmacy;31408.0;31408.0;0.0;1.0;31408.0
13_levy_on_flood_none;13;True;none;28;Rio Branco;restaurant;125680.0;125680.0;0.0;1.0;125680.0
13_levy_on_flood_none;13;True;none;28;Santa Cecília;marketplace;37120.0;37120.0;0.0;1.0;37120.0
13_levy_on_flood_none;13;True;none;28;Santa Cecília;pharmacy;9288.0;9288.0;0.0;1.0;9288.0
13_levy_on_flood_none;13;True;none;28;Santa Cecília;restaurant;37120.0;37120.0;0.0;1.0;37120.0
13_levy_on_flood_none;13;True;none;28;Santana;marketplace;142352.0;142352.0;0.0;1.0;142352.0
13_levy_on_flood_none;13;True;none;28;Santana;pharmacy;35576.0;35576.0;0.0;1.0;35576.0
13_levy_on_flood_none;13;True;none;28;Santana;restaurant;142352.0;142352.0;0.0;1.0;142352.0
13_levy_on_flood_none;13;True;none;29;Azenha;marketplace;96512.0;96512.0;0.0;1.0;96512.0
13_levy_on_flood_none;13;True;none;29;Azenha;pharmacy;24144.0;24144.0;0.0;1.0;24144.0
13_levy_on_flood_none;13;True;none;29;Azenha;restaurant;96512.0;96512.0;0.0;1.0;96512.0
13_levy_on_flood_none;13;True;none;29;Bom Fim;marketplace;81280.0;81280.0;0.0;1.0;81280.0
13_levy_on_flood_none;13;True;none;29;Bom Fim;pharmacy;20320.0;20320.0;0.0;1.0;20320.0
