scenario;environment;levy;flood;seed;origin_region;destination_region;node_type;trips;travelers;traveler_distance;mean_distance_per_traveler
13_levy_on_flood_none;13;True;none;19;Bom Fim;Bom Fim;marketplace;20259.0;72012.0;4940060.009061618;68.60051115177495
13_levy_on_flood_none;13;True;none;19;Bom Fim;Bom Fim;pharmacy;13844.0;18356.0;1202638.1497741481;65.51744115134824
13_levy_on_flood_none;13;True;none;19;Bom Fim;Bom Fim;restaurant;14592.0;75064.0;3950621.3178716144;52.63003993754149
13_levy_on_flood_none;13;True;none;19;Bom Fim;Centro Histórico;marketplace;1.0;1.0;176.47716931064673;176.47716931064673
13_levy_on_flood_none;13;True;none;19;Bom Fim;Farroupilha;marketplace;880.0;2712.0;406544.6159164805;149.9058318276108
13_levy_on_flood_none;13;True;none;19;Bom Fim;Independência;marketplace;1736.0;3640.0;246109.61706995836;67.61253216207648
13_levy_on_flood_none;13;True;none;19;Bom Fim;Independência;pharmacy;568.0;568.0;42625.61597393765;75.04509854566489
13_levy_on_flood_none;13;True;none;19;Bom Fim;Independência;restaurant;608.0;2280.0;134862.71628778984;59.15031416131133
13_levy_on_flood_none;13;True;none;19;Bom Fim;Rio Branco;marketplace;3.0;5.0;288.49944449692754;57.699888899385506
13_levy_on_flood_none;13;True;none;19;Bom Fim;Rio Branco;pharmacy;2.0;2.0;272.27901551224835;136.13950775612417
13_levy_on_flood_none;13;True;none;19;Centro Histórico;Centro Histórico;marketplace;82367.0;242575.0;13938745.143594705;57.46158979117677
13_levy_on_flood_none;13;True;none;19;Centro Histórico;Centro Histórico;pharmacy;52616.0;61128.0;3751420.8944817474;61.369926948072035
13_levy_on_flood_none;13;True;none;19;Centro Histórico;Centro Histórico;restaurant;57152.0;242576.0;14321516.140380384;59.039295480098545
13_levy_on_flood_none;13;True;none;19;Centro Histórico;Floresta;marketplace;888.0;3088.0;294924.1465469989;95.50652414086751
13_levy_on_flood_none;13;True;none;19;Centro Histórico;Independência;marketplace;856.0;1576.0;212786.9884902338;135.01712467654428
13_levy_on_flood_none;13;True;none;19;Centro Histórico;Independência;restaurant;608.0;1744.0;239521.5047359784;137.34031234861146
13_levy_on_flood_none;13;True;none;19;Centro Histórico;Praia de Belas;marketplace;838.0;2697.0;1893276.977758215;701.9936884531758
13_levy_on_flood_none;13;True;none;19;Centro Histórico;Praia de Belas;pharmacy;624.0;712.0;57067.10452760534;80.15042770731087
13_levy_on_flood_none;13;True;none;19;Centro Histórico;Praia de Belas;restaurant;608.0;2840.0;520321.05252832535;183.21163821419907
13_levy_on_flood_none;13;True;none;19;Cidade Baixa;Cidade Baixa;marketplace;34176.0;104112.0;6738178.111948289;64.72047518007808
13_levy_on_flood_none;13;True;none;19;Cidade Baixa;Cidade Baixa;pharmacy;20504.0;24448.0;1601504.6267661862;65.50657013932371
13_levy_on_flood_none;13;True;none;19;Cidade Baixa;Cidade Baixa;restaurant;23104.0;101992.0;4880336.5299187545;47.85018952387201
13_levy_on_flood_none;13;True;none;19;Cidade Baixa;Farroupilha;restaurant;608.0;3480.0;408615.53297801595;117.41825660287815
13_levy_on_flood_none;13;True;none;19;Cidade Baixa;Praia de Belas;marketplace;18.0;55.0;40502.29198574872;736.405308831795
13_levy_on_flood_none;13;True;none;19;Farroupilha;Farroupilha;pharmacy;616.0;680.0;158215.66664777134;232.67009801142845
13_levy_on_flood_none;13;True;none;19;Farroupilha;Farroupilha;restaurant;608.0;2712.0;954197.4803493833;351.842728742398
13_levy_on_flood_none;13;True;none;19;Farroupilha;Santana;pharmacy;624.0;960.0;55262.50736942914;57.56511184315536
13_levy_on_flood_none;13;True;none;19;Floresta;Centro Histórico;marketplace;872.0;1976.0;929526.0108854304;470.40790024566314
13_levy_on_flood_none;13;True;none;19;Floresta;Centro Histórico;restaurant;608.0;1976.0;1524206.2420660208;771.3594342439377
13_levy_on_flood_none;13;True;none;19;Floresta;Floresta;marketplace;16017.0;58466.0;7154205.418752284;122.36522797441734
13_levy_on_flood_none;13;True;none;19;Floresta;Floresta;pharmacy;12072.0;16584.0;2026848.5793216573;122.21711163299912
13_levy_on_flood_none;13;True;none;19;Floresta;Floresta;restaurant;12848.0;67168.0;7483975.829755636;111.42174591703841
13_levy_on_flood_none;13;True;none;19;Floresta;Independência;marketplace;845.0;1417.0;175514.86790461227;123.86370353183646
13_levy_on_flood_none;13;True;none;19;Floresta;Independência;pharmacy;624.0;928.0;138830.53801253802;149.60187285833837
13_levy_on_flood_none;13;True;none;19;Floresta;Moinhos de Vento;marketplace;872.0;1984.0;245637.89353684057;123.80942214558496
13_levy_on_flood_none;13;True;none;19;Floresta;Moinhos de Vento;restaurant;608.0;2208.0;427414.84905908915;193.57556569705125
13_levy_on_flood_none;13;True;none;19;Independência;Bom Fim;marketplace;1760.0;5600.0;604468.2085458604;107.9407515260465
13_levy_on_flood_none;13;True;none;19;Independência;Bom Fim;restaurant;1216.0;6216.0;326332.15018351615;52.49873715951032
13_levy_on_flood_none;13;True;none;19;Independência;Independência;marketplace;14899.0;47079.0;2678059.82637347;56.88438213159731
13_levy_on_flood_none;13;True;none;19;Independência;Independência;pharmacy;9344.0;10936.0;662506.630481377;60.580342948187365
13_levy_on_flood_none;13;True;none;19;Independência;Independência;restaurant;10944.0;45768.0;2863662.8902028673;62.56910702243636
13_levy_on_flood_none;13;True;none;19;Moinhos de Vento;Floresta;marketplace;2591.0;8830.0;1296347.1679297439;146.81168379725298
13_levy_on_flood_none;13;True;none;19;Moinhos de Vento;Floresta;pharmacy;992.0;992.0;208846.7098285231;210.53095748843054
13_levy_on_flood_none;13;True;none;19;Moinhos de Vento;Floresta;restaurant;608.0;3216.0;133088.94127899877;41.383377263370264
13_levy_on_flood_none;13;True;none;19;Moinhos de Vento;Independência;pharmacy;624.0;976.0;184645.8054013473;189.18627602597059
13_levy_on_flood_none;13;True;none;19;Moinhos de Vento;Independência;restaurant;608.0;3920.0;730483.8583676638;186.34792305297546
13_levy_on_flood_none;13;True;none;19;Moinhos de Vento;Moinhos de Vento;marketplace;21160.0;76752.0;8760176.28053959;114.13613040102656
13_levy_on_flood_none;13;True;none;19;Moinhos de Vento;Moinhos de Vento;pharmacy;15088.0;20000.0;1848170.7718070163;92.40853859035082
13_levy_on_flood_none;13;True;none;19;Moinhos de Vento;Moinhos de Vento;restaurant;15200.0;77752.0;8905487.06689636;114.53708029242155
13_levy_on_flood_none;13;True;none;19;Praia de Belas;Praia de Belas;marketplace;3408.0;7072.0;483462.6263556649;68.36292793490738
13_levy_on_flood_none;13;True;none;19;Praia de Belas;Praia de Belas;pharmacy;2248.0;2336.0;252658.07366714888;108.15842194655346
13_levy_on_flood_none;13;True;none;19;Praia de Belas;Praia de Belas;restaurant;3088.0;9336.0;1003899.4461908487;107.52993211127342
13_levy_on_flood_none;13;True;none;19;Rio Branco;Bom Fim;marketplace;885.0;3668.0;234472.6752295618;63.923848208713686
13_levy_on_flood_none;13;True;none;19;Rio Branco;Bom Fim;pharmacy;1244.0;1964.0;125730.41719592265;64.01752403051051
13_levy_on_flood_none;13;True;none;19;Rio Branco;Independência;marketplace;856.0;1368.0;171590.74505113714;125.43183117773182
13_levy_on_flood_none;13;True;none;19;Rio Branco;Independência;pharmacy;344.0;344.0;44576.141039908165;129.58180534857024
13_levy_on_flood_none;13;True;none;19;Rio Branco;Independência;restaurant;608.0;1368.0;158075.7454692805;115.55244551847989
13_levy_on_flood_none;13;True;none;19;Rio Branco;Moinhos de Vento;marketplace;848.0;1224.0;179733.52448406102;146.84111477455966
13_levy_on_flood_none;13;True;none;19;Rio Branco;Rio Branco;marketplace;33389.0;121643.0;10445270.470291782;85.86824124932616
13_levy_on_flood_none;13;True;none;19;Rio Branco;Rio Branco;pharmacy;20768.0;29344.0;2290408.4437211733;78.05372286399854
13_levy_on_flood_none;13;True;none;19;Rio Branco;Rio Branco;restaurant;23712.0;125680.0;11261747.533654502;89.6065207961052
13_levy_on_flood_none;13;True;none;19;Rio Branco;Santa Cecília;pharmacy;1.0;2.0;589.0874219192244;294.5437109596122
13_levy_on_flood_none;13;True;none;19;Rio Branco;Santa Cecília;restaurant;608.0;4336.0;489241.06333760463;112.83234855572063
13_levy_on_flood_none;13;True;none;19;Santa Cecília;Rio Branco;marketplace;888.0;4032.0;404560.51279227977;100.33742876792653
13_levy_on_flood_none;13;True;none;19;Santa Cecília;Rio Branco;pharmacy;1270.0;2062.0;254331.55189445338;123.3421687169997
13_levy_on_flood_none;13;True;none;19;Santa Cecília;Santa Cecília;marketplace;9728.0;37120.0;4287775.819957516;115.51120204626929
13_levy_on_flood_none;13;True;none;19;Santa Cecília;Santa Cecília;pharmacy;6159.0;8334.0;789239.1958190412;94.7011274080923
13_levy_on_flood_none;13;True;none;19;Santa Cecília;Santa Cecília;restaurant;6080.0;32784.0;2981011.279593681;90.92884576603468
13_levy_on_flood_none;13;True;none;19;Santana;Azenha;marketplace;2584.0;5112.0;455141.2267599813;89.03388629890088
13_levy_on_flood_none;13;True;none;19;Santana;Azenha;pharmacy;1135.0;1791.0;213170.4040099363;119.02311781682651
13_levy_on_flood_none;13;True;none;19;Santana;Farroupilha;marketplace;888.0;3480.0;317955.52906829724;91.36653134146472
13_levy_on_flood_none;13;True;none;19;Santana;Farroupilha;pharmacy;624.0;872.0;74199.94118346996;85.09167566911692
13_levy_on_flood_none;13;True;none;19;Santana;Santa Cecília;pharmacy;624.0;952.0;140818.8868188096;147.91899875925378
13_levy_on_flood_none;13;True;none;19;Santana;Santana;marketplace;37944.0;136904.0;11313510.080672259;82.63827266312349
13_levy_on_flood_none;13;True;none;19;Santana;Santana;pharmacy;25528.0;34616.0;2825631.6796611613;81.6279084718385
13_levy_on_flood_none;13;True;none;19;Santana;Santana;restaurant;27360.0;142352.0;11427608.901566833;80.2771222151205
13_levy_on_flood_none;13;True;none;20;Azenha;Azenha;marketplace;26176.0;91400.0;7488477.596933287;81.93082709992655
13_levy_on_flood_none;13;True;none;20;Azenha;Azenha;pharmacy;17184.0;22352.0;1687655.1114688471;75.50353934631563
13_levy_on_flood_none;13;True;none;20;Azenha;Azenha;restaurant;20040.0;96512.0;8521773.04645088;88.29754897267573
13_levy_on_flood_none;13;True;none;20;Azenha;Cidade Baixa;pharmacy;1152.0;1576.0;153745.59056496556;97.55430873411521
13_levy_on_flood_none;13;True;none;20;Azenha;Cidade Baixa;restaurant;608.0;2120.0;186448.05873387057;87.94719751597668
13_levy_on_flood_none;13;True;none;20;Azenha;Praia de Belas;marketplace;928.0;2352.0;3249306.6146274903;1381.5079143824364
13_levy_on_flood_none;13;True;none;20;Azenha;Santana;marketplace;1720.0;5448.0;493658.3962435992;90.6127746408956
13_levy_on_flood_none;13;True;none;20;Bom Fim;Bom Fim;marketplace;20256.0;72008.0;4939812.12188371;68.60087937289899
13_levy_on_flood_none;13;True;none;20;Bom Fim;Bom Fim;pharmacy;13840.0;18352.0;1202351.024718897;65.51607588921627
13_levy_on_flood_none;13;True;none;20;Bom Fim;Bom Fim;restaurant;14595.0;75084.0;3952114.0086623826;52.63590123944359
13_levy_on_flood_none;13;True;none;20;Bom Fim;Centro Histórico;marketplace;2.0;2.0;352.95433862129346;176.47716931064673
13_levy_on_flood_none;13;True;none;20;Bom Fim;Farroupilha;marketplace;880.0;2712.0;406544.6159164805;149.9058318276108
13_levy_on_flood_none;13;True;none;20;Bom Fim;Farroupilha;pharmacy;1.0;1.0;277.67481329982917;277.67481329982917
13_levy_on_flood_none;13;True;none;20;Bom Fim;Independência;marketplace;1736.0;3640.0;246109.61706995836;67.61253216207648
13_levy_on_flood_none;13;True;none;20;Bom Fim;Independência;pharmacy;568.0;568.0;42625.61597393765;75.04509854566489
13_levy_on_flood_none;13;True;none;20;Bom Fim;Independência;restaurant;611.0;2289.0;135316.88397042066;59.11615726099636
13_levy_on_flood_none;13;True;none;20;Centro Histórico;Centro Histórico;marketplace;82366.0;242574.0;13938880.492872579;57.46238464498495
13_levy_on_flood_none;13;True;none;20;Centro Histórico;Centro Histórico;pharmacy;52616.0;61128.0;3751473.365866278;61.370785333501466
13_levy_on_flood_none;13;True;none;20;Centro Histórico;Centro Histórico;restaurant;57152.0;242576.0;14321765.017370412;59.040321455421854
13_levy_on_flood_none;13;True;none;20;Centro Histórico;Floresta;marketplace;888.0;3088.0;294924.1465469989;95.50652414086751
13_levy_on_flood_none;13;True;none;20;Centro Histórico;Independência;marketplace;856.0;1576.0;212786.9884902338;135.01712467654428
13_levy_on_flood_none;13;True;none;20;Centro Histórico;Independência;restaurant;608.0;1744.0;239521.5047359784;137.34031234861146
13_levy_on_flood_none;13;True;none;20;Centro Histórico;Praia de Belas;marketplace;856.0;2752.0;1931886.630623139;701.9936884531755
13_levy_on_flood_none;13;True;none;20;Centro Histórico;Praia de Belas;pharmacy;624.0;712.0;57067.10452760534;80.15042770731087
13_levy_on_flood_none;13;True;none;20;Centro Histórico;Praia de Belas;restaurant;608.0;2840.0;520321.05252832535;183.21163821419907
13_levy_on_flood_none;13;True;none;20;Cidade Baixa;Cidade Baixa;marketplace;34176.0;104112.0;6743345.244218735;64.77010569596911
13_levy_on_flood_none;13;True;none;20;Cidade Baixa;Cidade Baixa;pharmacy;20504.0;24448.0;1601504.6267661862;65.50657013932371
13_levy_on_flood_none;13;True;none;20;Cidade Baixa;Cidade Baixa;restaurant;23104.0;101992.0;4880336.5299187545;47.85018952387201
13_levy_on_flood_none;13;True;none;20;Cidade Baixa;Farroupilha;restaurant;608.0;3480.0;408615.53297801595;117.41825660287815
13_levy_on_flood_none;13;True;none;20;Farroupilha;Farroupilha;pharmacy;615.0;679.0;157982.99654975993;232.67009801142848
13_levy_on_flood_none;13;True;none;20;Farroupilha;Farroupilha;restaurant;608.0;2712.0;954197.4803493833;351.842728742398
13_levy_on_flood_none;13;True;none;20;Farroupilha;Santana;pharmacy;624.0;960.0;55262.50736942914;57.56511184315536
13_levy_on_flood_none;13;True;none;20;Floresta;Centro Histórico;marketplace;872.0;1976.0;930252.9759531398;470.77579754713554
13_levy_on_flood_none;13;True;none;20;Floresta;Centro Histórico;restaurant;608.0;1976.0;1524206.2420660208;771.3594342439377
13_levy_on_flood_none;13;True;none;20;Floresta;Floresta;marketplace;16013.0;58461.0;7158989.575876775;122.45752853828664
13_levy_on_flood_none;13;True;none;20;Floresta;Floresta;pharmacy;12062.0;16572.0;2025430.2683922928;122.22002585036766
13_levy_on_flood_none;13;True;none;20;Floresta;Floresta;restaurant;12848.0;67168.0;7483880.701196898;111.42032963906767
13_levy_on_flood_none;13;True;none;20;Floresta;Independência;marketplace;854.0;1430.0;177125.09605052613;123.86370353183645
13_levy_on_flood_none;13;True;none;20;Floresta;Independência;pharmacy;616.0;918.0;137334.5192839546;149.60187285833834
13_levy_on_flood_none;13;True;none;20;Floresta;Moinhos de Vento;marketplace;872.0;1984.0;245637.89353684057;123.80942214558496
13_levy_on_flood_none;13;True;none;20;Floresta;Moinhos de Vento;restaurant;608.0;2208.0;427414.84905908915;193.57556569705125
13_levy_on_flood_none;13;True;none;20;Independência;Bom Fim;marketplace;1760.0;5600.0;604468.2085458604;107.9407515260465
13_levy_on_flood_none;13;True;none;20;Independência;Bom Fim;restaurant;1213.0;6196.0;325354.78794722044;52.5104564149807
13_levy_on_flood_none;13;True;none;20;Independência;Floresta;marketplace;9.0;31.0;7818.023040253385;252.19429162107696
13_levy_on_flood_none;13;True;none;20;Independência;Floresta;pharmacy;8.0;10.0;2384.2218411447766;238.42218411447766
13_levy_on_flood_none;13;True;none;20;Independência;Independência;marketplace;14891.0;47067.0;2676658.8558579097;56.86911967743663
13_levy_on_flood_none;13;True;none;20;Independência;Independência;pharmacy;9352.0;10946.0;664239.5727880674;60.683315621054945
13_levy_on_flood_none;13;True;none;20;Independência;Independência;restaurant;10941.0;45759.0;2861541.497944565;62.535053168656766
13_levy_on_flood_none;13;True;none;20;Independência;Moinhos de Vento;marketplace;1.0;1.0;113.2317971819168;113.2317971819168
13_levy_on_flood_none;13;True;none;20;Moinhos de Vento;Floresta;marketplace;2586.0;8804.0;1292561.0863647696;146.81520744715692
13_levy_on_flood_none;13;True;none;20;Moinhos de Vento;Floresta;pharmacy;994.0;994.0;209583.91919099021;210.8490132706139
13_levy_on_flood_none;13;True;none;20;Moinhos de Vento;Floresta;restaurant;608.0;3216.0;133088.94127899877;41.383377263370264
13_levy_on_flood_none;13;True;none;20;Moinhos de Vento;Independência;pharmacy;624.0;976.0;184645.8054013473;189.18627602597059
13_levy_on_flood_none;13;True;none;20;Moinhos de Vento;Independência;restaurant;608.0;3920.0;730483.8583676638;186.34792305297546
13_levy_on_flood_none;13;True;none;20;Moinhos de Vento;Moinhos de Vento;marketplace;21159.0;76751.0;8760873.929976616;114.14670727386765
13_levy_on_flood_none;13;True;none;20;Moinhos de Vento;Moinhos de Vento;pharmacy;15088.0;20000.0;1848030.2337750415;92.40151168875208
13_levy_on_flood_none;13;True;none;20;Moinhos de Vento;Moinhos de Vento;restaurant;15200.0;77752.0;8905487.06689636;114.53708029242155
13_levy_on_flood_none;13;True;none;20;Praia de Belas;Praia de Belas;marketplace;3408.0;7072.0;483462.6263556649;68.36292793490738
13_levy_on_flood_none;13;True;none;20;Praia de Belas;Praia de Belas;pharmacy;2248.0;2336.0;252658.07366714888;108.15842194655346
13_levy_on_flood_none;13;True;none;20;Praia de Belas;Praia de Belas;restaurant;3088.0;9336.0;1003899.4461908487;107.52993211127342
13_levy_on_flood_none;13;True;none;20;Rio Branco;Bom Fim;marketplace;888.0;3672.0;234728.37062239667;63.92384820871369
13_levy_on_flood_none;13;True;none;20;Rio Branco;Bom Fim;pharmacy;1248.0;1968.0;125981.66362251862;64.01507297892206
13_levy_on_flood_none;13;True;none;20;Rio Branco;Independência;marketplace;855.0;1367.0;171465.3132199594;125.43183117773182
13_levy_on_flood_none;13;True;none;20;Rio Branco;Independência;pharmacy;344.0;344.0;44576.141039908165;129.58180534857024
13_levy_on_flood_none;13;True;none;20;Rio Branco;Independência;restaurant;608.0;1368.0;158075.7454692805;115.55244551847989
13_levy_on_flood_none;13;True;none;20;Rio Branco;Moinhos de Vento;marketplace;848.0;1224.0;179733.52448406102;146.84111477455966
13_levy_on_flood_none;13;True;none;20;Rio Branco;Rio Branco;marketplace;33392.0;121648.0;10447689.324903594;85.8845959235137
13_levy_on_flood_none;13;True;none;20;Rio Branco;Rio Branco;pharmacy;20762.0;29330.0;2286361.6280780346;77.95300470774069
13_levy_on_flood_none;13;True;none;20;Rio Branco;Rio Branco;restaurant;23712.0;125680.0;11259811.893541215;89.59111945847562
13_levy_on_flood_none;13;True;none;20;Rio Branco;Santa Cecília;restaurant;608.0;4336.0;489241.06333760463;112.83234855572063
13_levy_on_flood_none;13;True;none;20;Santa Cecília;Rio Branco;marketplace;888.0;4032.0;404560.51279227977;100.33742876792653
13_levy_on_flood_none;13;True;none;20;Santa Cecília;Rio Branco;pharmacy;1278.0;2078.0;256383.05925842677;123.37972052859806
13_levy_on_flood_none;13;True;none;20;Santa Cecília;Santa Cecília;marketplace;9728.0;37120.0;4287775.819957516;115.51120204626929
13_levy_on_flood_none;13;True;none;20;Santa Cecília;Santa Cecília;pharmacy;6160.0;8336.0;789572.4484083323;94.71838392614352
13_levy_on_flood_none;13;True;none;20;Santa Cecília;Santa Cecília;restaurant;6080.0;32784.0;2981792.267835172;90.95266800375707
13_levy_on_flood_none;13;True;none;20;Santana;Azenha;marketplace;2584.0;5112.0;455141.2267599813;89.03388629890088
13_levy_on_flood_none;13;True;none;20;Santana;Azenha;pharmacy;1136.0;1792.0;213374.65048854894;119.07067549584204
13_levy_on_flood_none;13;True;none;20;Santana;Farroupilha;marketplace;888.0;3480.0;317955.52906829724;91.36653134146472
13_levy_on_flood_none;13;True;none;20;Santana;Farroupilha;pharmacy;624.0;872.0;74199.94118346996;85.09167566911692
13_levy_on_flood_none;13;True;none;20;Santana;Santa Cecília;pharmacy;624.0;952.0;140818.8868188096;147.91899875925378
13_levy_on_flood_none;13;True;none;20;Santana;Santana;marketplace;37944.0;136904.0;11313391.386507092;82.63740567483121
13_levy_on_flood_none;13;True;none;20;Santana;Santana;pharmacy;25528.0;34616.0;2826082.916637582;81.64094397497058
13_levy_on_flood_none;13;True;none;20;Santana;Santana;restaurant;27360.0;142352.0;11427813.029515686;80.27855618126675
13_levy_on_flood_none;13;True;none;21;Azenha;Azenha;marketplace;26176.0;91400.0;7488688.4987812545;81.93313455996996
13_levy_on_flood_none;13;True;none;21;Azenha;Azenha;pharmacy;17198.0;22379.0;1691011.074599868;75.56240558558774
13_levy_on_flood_none;13;True;none;21;Azenha;Azenha;restaurant;20040.0;96512.0;8521773.04645088;88.29754897267573
13_levy_on_flood_none;13;True;none;21;Azenha;Cidade Baixa;pharmacy;1152.0;1576.0;153745.59056496556;97.55430873411521
13_levy_on_flood_none;13;True;none;21;Azenha;Cidade Baixa;restaurant;608.0;2120.0;186448.05873387057;87.94719751597668
13_levy_on_flood_none;13;True;none;21;Azenha;Praia de Belas;marketplace;928.0;2352.0;3249187.138310478;1381.4571166286046
13_levy_on_flood_none;13;True;none;21;Azenha;Santana;marketplace;898.0;3104.0;89222.30879443133;28.744300513669888
13_levy_on_flood_none;13;True;none;21;Bom Fim;Bom Fim;marketplace;20256.0;72008.0;4939773.967074415;68.60034950386644
13_levy_on_flood_none;13;True;none;21;Bom Fim;Bom Fim;pharmacy;13841.0;18353.0;1202513.5372243545;65.52136093414452
13_levy_on_flood_none;13;True;none;21;Bom Fim;Bom Fim;restaurant;14592.0;75064.0;3950621.3178716144;52.63003993754149
13_levy_on_flood_none;13;True;none;21;Bom Fim;Centro Histórico;marketplace;1.0;1.0;176.47716931064673;176.47716931064673
13_levy_on_flood_none;13;True;none;21;Bom Fim;Farroupilha;marketplace;880.0;2712.0;406544.6159164805;149.9058318276108
13_levy_on_flood_none;13;True;none;21;Bom Fim;Independência;marketplace;1736.0;3640.0;246109.61706995836;67.61253216207648
13_levy_on_flood_none;13;True;none;21;Bom Fim;Independência;pharmacy;568.0;568.0;42625.61597393765;75.04509854566489
13_levy_on_flood_none;13;True;none;21;Bom Fim;Independência;restaurant;608.0;2280.0;134862.71628778984;59.15031416131133
13_levy_on_flood_none;13;True;none;21;Centro Histórico;Centro Histórico;marketplace;82367.0;242575.0;13938646.394413827;57.46118270396301
13_levy_on_flood_none;13;True;none;21;Centro Histórico;Centro Histórico;pharmacy;52616.0;61128.0;3751347.440704462;61.36872530926028
13_levy_on_flood_none;13;True;none;21;Centro Histórico;Centro Histórico;restaurant;57152.0;242576.0;14187632.467599535;58.48737083470556
13_levy_on_flood_none;13;True;none;21;Centro Histórico;Floresta;marketplace;888.0;3088.0;294924.1465469989;95.50652414086751
13_levy_on_flood_none;13;True;none;21;Centro Histórico;Independência;marketplace;856.0;1576.0;212786.9884902338;135.01712467654428
13_levy_on_flood_none;13;True;none;21;Centro Histórico;Independência;restaurant;608.0;1744.0;239521.5047359784;137.34031234861146
13_levy_on_flood_none;13;True;none;21;Centro Histórico;Praia de Belas;marketplace;856.0;2752.0;1931921.0225694636;702.0061855266946
13_levy_on_flood_none;13;True;none;21;Centro Histórico;Praia de Belas;pharmacy;624.0;712.0;57067.10452760534;80.15042770731087
13_levy_on_flood_none;13;True;none;21;Centro Histórico;Praia de Belas;restaurant;608.0;2840.0;520321.05252832535;183.21163821419907
13_levy_on_flood_none;13;True;none;21;Cidade Baixa;Cidade Baixa;marketplace;34176.0;104112.0;6743145.770035361;64.76818973831413
13_levy_on_flood_none;13;True;none;21;Cidade Baixa;Cidade Baixa;pharmacy;20504.0;24448.0;1601504.6267661862;65.50657013932371
13_levy_on_flood_none;13;True;none;21;Cidade Baixa;Cidade Baixa;restaurant;23104.0;101992.0;4880336.5299187545;47.85018952387201
13_levy_on_flood_none;13;True;none;21;Cidade Baixa;Farroupilha;pharmacy;1.0;1.0;208.35971090281387;208.35971090281387
13_levy_on_flood_none;13;True;none;21;Cidade Baixa;Farroupilha;restaurant;608.0;3480.0;408615.53297801595;117.41825660287815
13_levy_on_flood_none;13;True;none;21;Farroupilha;Farroupilha;pharmacy;615.0;679.0;157982.99654975993;232.67009801142848
13_levy_on_flood_none;13;True;none;21;Farroupilha;Farroupilha;restaurant;608.0;2712.0;954197.4803493833;351.842728742398
13_levy_on_flood_none;13;True;none;21;Farroupilha;Santana;pharmacy;624.0;960.0;55262.50736942914;57.56511184315536
13_levy_on_flood_none;13;True;none;21;Floresta;Centro Histórico;marketplace;872.0;1976.0;930252.9759531398;470.77579754713554
13_levy_on_flood_none;13;True;none;21;Floresta;Centro Histórico;restaurant;608.0;1976.0;1524283.0089064827;771.398283859556
13_levy_on_flood_none;13;True;none;21;Floresta;Floresta;marketplace;16022.0;58478.0;7156818.200230393;122.3847977056396
13_levy_on_flood_none;13;True;none;21;Floresta;Floresta;pharmacy;12071.0;16583.0;2026682.4762665818;122.214465191255
13_levy_on_flood_none;13;True;none;21;Floresta;Floresta;restaurant;12848.0;67168.0;7483778.081109126;111.41880182689862
13_levy_on_flood_none;13;True;none;21;Floresta;Independência;marketplace;856.0;1432.0;177372.8234575898;123.86370353183646
13_levy_on_flood_none;13;True;none;21;Floresta;Independência;pharmacy;624.0;928.0;138830.53801253802;149.60187285833837
13_levy_on_flood_none;13;True;none;21;Floresta;Moinhos de Vento;marketplace;872.0;1984.0;245637.89353684057;123.80942214558496
13_levy_on_flood_none;13;True;none;21;Floresta;Moinhos de Vento;restaurant;608.0;2208.0;427414.84905908915;193.57556569705125
13_levy_on_flood_none;13;True;none;21;Independência;Bom Fim;marketplace;1760.0;5600.0;604468.2085458604;107.9407515260465
13_levy_on_flood_none;13;True;none;21;Independência;Bom Fim;restaurant;1216.0;6216.0;326332.15018351615;52.49873715951032
13_levy_on_flood_none;13;True;none;21;Independência;Independência;marketplace;14888.0;47064.0;2676289.087862925;56.864887979409424
13_levy_on_flood_none;13;True;none;21;Independência;Independência;pharmacy;9344.0;10936.0;662411.5430736127;60.57164804989144
13_levy_on_flood_none;13;True;none;21;Independência;Independência;restaurant;10944.0;45768.0;2861793.3977849544;62.52825987119722
13_levy_on_flood_none;13;True;none;21;Moinhos de Vento;Floresta;marketplace;2586.0;8818.0;1294601.3671519952;146.81349139850252
13_levy_on_flood_none;13;True;none;21;Moinhos de Vento;Floresta;pharmacy;993.0;993.0;209215.3145097567;210.69014552845587
13_levy_on_flood_none;13;True;none;21;Moinhos de Vento;Floresta;restaurant;608.0;3216.0;133088.94127899877;41.383377263370264
13_levy_on_flood_none;13;True;none;21;Moinhos de Vento;Independência;pharmacy;624.0;976.0;184645.8054013473;189.18627602597059
13_levy_on_flood_none;13;True;none;21;Moinhos de Vento;Independência;restaurant;608.0;3920.0;730483.8583676638;186.34792305297546
13_levy_on_flood_none;13;True;none;21;Moinhos de Vento;Moinhos de Vento;marketplace;21160.0;76752.0;8760331.337010395;114.1381506281321
13_levy_on_flood_none;13;True;none;21;Moinhos de Vento;Moinhos de Vento;pharmacy;15088.0;20000.0;1848030.2337750415;92.40151168875208
13_levy_on_flood_none;13;True;none;21;Moinhos de Vento;Moinhos de Vento;restaurant;15200.0;77752.0;8905487.06689636;114.53708029242155
13_levy_on_flood_none;13;True;none;21;Praia de Belas;Praia de Belas;marketplace;3408.0;7072.0;483462.6263556649;68.36292793490738
13_levy_on_flood_none;13;True;none;21;Praia de Belas;Praia de Belas;pharmacy;2248.0;2336.0;252658.07366714888;108.15842194655346
13_levy_on_flood_none;13;True;none;21;Praia de Belas;Praia de Belas;restaurant;3088.0;9336.0;1003899.4461908487;107.52993211127342
13_levy_on_flood_none;13;True;none;21;Rio Branco;Bom Fim;marketplace;888.0;3672.0;234728.37062239667;63.92384820871369
