scenario;environment;levy;flood;seed;node_type;population;requested;fulfilled;unmet;fulfillment_rate;trips;travelers;travelers_per_capita;traveler_distance;distance_per_requested_visit;mean_distance_per_traveler;occupancy_person_hours;occupancy_per_requested_visit;peak_hourly_occupancy
13_levy_on_flood_pois;13;True;pois;8;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19531609.41394332;74.0349691222038;76.84315693495945;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;8;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78866023.62265404;74.72619255510142;77.52652040312877;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;9;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82708114.42181219;78.36660453080556;81.10881088870863;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;9;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19531406.054633852;74.03419828453866;76.84235685899027;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;9;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78865212.97457922;74.72542445952172;77.5257235235395;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;10;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82704473.34576297;78.36315458192436;81.10524021912231;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;10;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19533472.69594593;74.04203193114114;76.8504876401925;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;10;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78861806.79163752;74.72219707375169;77.52237519305197;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;11;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82700099.9775664;78.35901078033581;81.10095141751583;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;11;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19532886.516089868;74.03981000428278;76.8481814344049;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;11;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78862108.9106342;74.72248333393425;77.52267218069613;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;12;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82704047.07206902;78.36275068416622;81.10482218816283;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;12;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19529856.61975192;74.02832511959821;76.83626092161668;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;12;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78861065.76250486;74.72149494268037;77.52164674995907;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;13;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82714458.93557738;78.37261600869564;81.1150327203966;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;13;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19532557.80254887;74.03856400881247;76.84688817762908;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;13;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78865970.00341536;74.72614175044093;77.52646769458826;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;14;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82705465.45292884;78.36409461145428;81.10621314219112;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;14;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19531548.454852745;74.03473805551121;76.84291710377789;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;14;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78862858.64460473;74.72319371290953;77.52340918077923;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;15;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82718856.26931663;78.3767825178289;81.11934502413082;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;15;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19531213.196144756;74.03346725045014;76.84159809636965;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;15;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78867467.62356286;74.72756075759224;77.52793987834481;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;16;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82700894.14204364;78.35976325757403;81.10173022545806;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;16;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19533732.889572162;74.0430182004585;76.85151131925706;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;16;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78872935.99698873;74.73274208545455;77.53331537395749;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;17;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82697614.06728795;78.3566553603259;81.09851357658485;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;17;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19532491.63366375;74.03831319428599;76.84662784956723;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;17;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78868409.3856663;74.72845308477004;77.5288656450511;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;18;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82708730.78588745;78.36718854073095;81.10941533432522;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;18;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19531411.392696187;74.03421851857426;76.84237786051416;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;18;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78865379.09283176;74.72558185790389;77.52588682034975;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;19;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82704155.4666648;78.36285338891871;81.10492848676282;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;19;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19533657.72532834;74.04273328883897;76.85121560078034;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;19;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78870672.18055932;74.73059710115531;77.53109000741127;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;20;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82712078.18255532;78.37036022603309;81.11269800332575;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;20;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19532083.95398093;74.03676787602318;76.84502391651787;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;20;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78866317.95267725;74.72647143516889;77.52680973409161;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;21;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82795783.17582579;78.44967138130167;81.19478441669735;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;21;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19528928.937348854;74.02480872027797;76.83261114330227;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;21;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78732959.48910783;74.60011321689201;77.39571630282758;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;22;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82705963.76161823;78.36456676295076;81.1067018152256;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;22;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19529620.120095737;74.02742866276397;76.83533046167301;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;22;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78861042.86374754;74.72147324592338;77.52162424012663;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;23;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82707890.5526794;78.36639241299925;81.10859134847027;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;23;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19532356.680690628;74.03780165225243;76.84609690445807;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;23;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78861731.4267991;74.7221256649603;77.52230110825074;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;24;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82711274.31258555;78.36959855276251;81.11190967756335;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;24;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19531788.64704098;74.03564850896451;76.84386209124021;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;24;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78865238.50309838;74.72544864799923;77.52574861846848;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;25;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82720093.26276767;78.37795457908629;81.12055809818762;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;25;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19538983.78914062;74.06292184378741;76.87216991891657;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;25;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78874231.359345;74.73396945171973;77.53458873517859;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;26;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82699555.85977699;78.3584952243481;81.10041782117898;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;26;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19529869.49875608;74.02837393772964;76.83631159144716;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;26;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78863848.61981355;74.72413172239298;77.52438234171342;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;27;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82704230.30537523;78.36292429919958;81.10500187833816;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;27;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19530322.660637677;74.03009165720682;76.83809446498545;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;27;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78862028.51143599;74.72240715504641;77.5225931470414;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;28;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82702251.38098149;78.3610492523986;81.10306121984851;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;28;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19532365.44061097;74.03783485691153;76.84613136858846;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;28;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78862127.67825793;74.72250111640888;77.52269062956039;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_pois;13;True;pois;29;marketplace;131925;1055400.0;1019718.0;35682.0;0.9661910176236498;309674.0;1019718.0;7.729528140989198;82729435.90945718;78.38680681206858;81.12972008874726;1019718.0;0.9661910176236498;2075.0
13_levy_on_flood_pois;13;True;pois;29;pharmacy;131925;263816.0;254175.0;9641.0;0.9634555902598781;198756.0;254175.0;1.9266628766344513;19533695.379371192;74.04287601726655;76.85136374297706;254175.0;0.9634555902598781;685.0
13_levy_on_flood_pois;13;True;pois;29;restaurant;131925;1055400.0;1017278.0;38122.0;0.9638790979723327;213975.0;1017278.0;7.711032783778662;78871937.05647975;74.73179558127701;77.53233339999464;1017278.0;0.9638790979723327;5367.0
13_levy_on_flood_homes;13;True;homes;0;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96881916.44635718;91.79639610229029;91.79639610229029;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;0;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22709564.232771307;86.08107253832712;86.08107253832712;263816.0;1.0;685.0
13_levy_on_flood_homes;13;True;homes;0;restaurant;131925;1055400.0;1055400.0;0.0;1.0;222632.0;1055400.0;8.0;91684562.90747674;86.87186176565922;86.87186176565922;1055400.0;1.0;5367.0
13_levy_on_flood_homes;13;True;homes;1;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96823448.48594405;91.74099723890852;91.74099723890852;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;1;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22694762.45057862;86.02496607703331;86.02496607703331;263816.0;1.0;685.0
13_levy_on_flood_homes;13;True;homes;1;restaurant;131925;1055400.0;1055400.0;0.0;1.0;222632.0;1055400.0;8.0;91626205.38694975;86.81656754495901;86.81656754495901;1055400.0;1.0;5367.0
13_levy_on_flood_homes;13;True;homes;2;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96844118.92886776;91.76058265005473;91.76058265005473;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;2;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22702889.830019716;86.05577307676455;86.05577307676455;263816.0;1.0;685.0
13_levy_on_flood_homes;13;True;homes;2;restaurant;131925;1055400.0;1055400.0;0.0;1.0;222632.0;1055400.0;8.0;91664176.76168753;86.85254572833763;86.85254572833763;1055400.0;1.0;5367.0
13_levy_on_flood_homes;13;True;homes;3;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96821861.39922737;91.73949346146235;91.73949346146235;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;3;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22714616.54568769;86.10022343484735;86.10022343484735;263816.0;1.0;685.0
13_levy_on_flood_homes;13;True;homes;3;restaurant;131925;1055400.0;1055400.0;0.0;1.0;222632.0;1055400.0;8.0;91678360.2032993;86.86598465349564;86.86598465349564;1055400.0;1.0;5367.0
13_levy_on_flood_homes;13;True;homes;4;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96845252.78722768;91.76165698998264;91.76165698998264;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;4;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22702767.855005905;86.05531072795397;86.05531072795397;263816.0;1.0;685.0
13_levy_on_flood_homes;13;True;homes;4;restaurant;131925;1055400.0;1055400.0;0.0;1.0;222632.0;1055400.0;8.0;91655580.51040363;86.84440071101349;86.84440071101349;1055400.0;1.0;5367.0
13_levy_on_flood_homes;13;True;homes;5;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96868774.05795689;91.7839435834346;91.7839435834346;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;5;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22713024.42883659;86.09418848302072;86.09418848302072;263816.0;1.0;685.0
13_levy_on_flood_homes;13;True;homes;5;restaurant;131925;1055400.0;1055400.0;0.0;1.0;222632.0;1055400.0;8.0;91695878.85735846;86.88258371930876;86.88258371930876;1055400.0;1.0;5367.0
13_levy_on_flood_homes;13;True;homes;6;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96884193.29755434;91.79855343713696;91.79855343713696;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;6;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22717223.82412739;86.11010637765484;86.11010637765484;263816.0;1.0;685.0
13_levy_on_flood_homes;13;True;homes;6;restaurant;131925;1055400.0;1055400.0;0.0;1.0;222632.0;1055400.0;8.0;91696598.49985704;86.88326558637203;86.88326558637203;1055400.0;1.0;5367.0
13_levy_on_flood_homes;13;True;homes;7;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96845909.25081451;91.7622789945182;91.7622789945182;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;7;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22703394.013110373;86.05768419318909;86.05768419318909;263816.0;1.0;685.0
13_levy_on_flood_homes;13;True;homes;7;restaurant;131925;1055400.0;1055400.0;0.0;1.0;222632.0;1055400.0;8.0;91653475.46951386;86.84240616781682;86.84240616781682;1055400.0;1.0;5367.0
13_levy_on_flood_homes;13;True;homes;8;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96844807.81408297;91.7612353743443;91.7612353743443;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;8;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22707607.726255298;86.07365635994518;86.07365635994518;263816.0;1.0;685.0
13_levy_on_flood_homes;13;True;homes;8;restaurant;131925;1055400.0;1055400.0;0.0;1.0;222632.0;1055400.0;8.0;91706601.44110277;86.89274345376424;86.89274345376424;1055400.0;1.0;5367.0
13_levy_on_flood_homes;13;True;homes;9;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96825049.55030933;91.7425142602893;91.7425142602893;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;9;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22705423.155758753;86.06537570033187;86.06537570033187;263816.0;1.0;685.0
13_levy_on_flood_homes;13;True;homes;9;restaurant;131925;1055400.0;1055400.0;0.0;1.0;222632.0;1055400.0;8.0;91660776.3839093;86.84932384300673;86.84932384300673;1055400.0;1.0;5367.0
13_levy_on_flood_homes;13;True;homes;10;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96806801.22557873;91.72522382563837;91.72522382563837;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;10;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22694556.012292933;86.02418356844518;86.02418356844518;263816.0;1.0;685.0
13_levy_on_flood_homes;13;True;homes;10;restaurant;131925;1055400.0;1055400.0;0.0;1.0;222632.0;1055400.0;8.0;91628870.8693713;86.81909311102075;86.81909311102075;1055400.0;1.0;5367.0
13_levy_on_flood_homes;13;True;homes;11;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96834846.08498901;91.75179655579781;91.75179655579781;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;11;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22706794.612456802;86.07057423528823;86.07057423528823;263816.0;1.0;685.0
13_levy_on_flood_homes;13;True;homes;11;restaurant;131925;1055400.0;1055400.0;0.0;1.0;222632.0;1055400.0;8.0;91680253.28937921;86.86777836780293;86.86777836780293;1055400.0;1.0;5367.0
13_levy_on_flood_homes;13;True;homes;12;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96839087.58559766;91.75581541178478;91.75581541178478;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;12;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22702255.364638876;86.05336812262667;86.05336812262667;263816.0;1.0;685.0
13_levy_on_flood_homes;13;True;homes;12;restaurant;131925;1055400.0;1055400.0;0.0;1.0;222632.0;1055400.0;8.0;91654690.71689871;86.84355762450133;86.84355762450133;1055400.0;1.0;5367.0
13_levy_on_flood_homes;13;True;homes;13;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96865523.77077988;91.78086391015717;91.78086391015717;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;13;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22709459.541375544;86.08067570342793;86.08067570342793;263816.0;1.0;685.0
13_levy_on_flood_homes;13;True;homes;13;restaurant;131925;1055400.0;1055400.0;0.0;1.0;222632.0;1055400.0;8.0;91692233.56797549;86.8791297782599;86.8791297782599;1055400.0;1.0;5367.0
13_levy_on_flood_homes;13;True;homes;14;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96814747.24481395;91.73275274285953;91.73275274285953;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;14;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22704759.61586407;86.06286053864841;86.06286053864841;263816.0;1.0;685.0
13_levy_on_flood_homes;13;True;homes;14;restaurant;131925;1055400.0;1055400.0;0.0;1.0;222632.0;1055400.0;8.0;91671906.29623212;86.8598695245709;86.8598695245709;1055400.0;1.0;5367.0
13_levy_on_flood_homes;13;True;homes;15;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96832990.70494707;91.75003856826518;91.75003856826518;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;15;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22669885.882338006;85.93067093102013;85.93067093102013;263816.0;1.0;685.0
13_levy_on_flood_homes;13;True;homes;15;restaurant;131925;1055400.0;1055400.0;0.0;1.0;222632.0;1055400.0;8.0;91504089.45326845;86.70086171429644;86.70086171429644;1055400.0;1.0;5367.0
13_levy_on_flood_homes;13;True;homes;16;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96832795.60502926;91.74985370952174;91.74985370952174;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;16;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22704993.5903408;86.06374742373775;86.06374742373775;263816.0;1.0;685.0
13_levy_on_flood_homes;13;True;homes;16;restaurant;131925;1055400.0;1055400.0;0.0;1.0;222632.0;1055400.0;8.0;91658032.0048814;86.84672352177506;86.84672352177506;1055400.0;1.0;5367.0
13_levy_on_flood_homes;13;True;homes;17;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96837774.19091327;91.75457095974349;91.75457095974349;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;17;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22692523.54581946;86.0164794622747;86.0164794622747;263816.0;1.0;685.0
13_levy_on_flood_homes;13;True;homes;17;restaurant;131925;1055400.0;1055400.0;0.0;1.0;222632.0;1055400.0;8.0;91628693.468775;86.81892502252701;86.81892502252701;1055400.0;1.0;5367.0
13_levy_on_flood_homes;13;True;homes;18;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96857485.84167652;91.77324790759572;91.77324790759572;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;18;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22703256.424768936;86.05716266173748;86.05716266173748;263816.0;1.0;685.0
13_levy_on_flood_homes;13;True;homes;18;restaurant;131925;1055400.0;1055400.0;0.0;1.0;222632.0;1055400.0;8.0;91688507.06468692;86.8755988863814;86.8755988863814;1055400.0;1.0;5367.0
13_levy_on_flood_homes;13;True;homes;19;marketplace;131925;1055400.0;1055400.0;0.0;1.0;321280.0;1055400.0;8.0;96730045.42530246;91.65249708669931;91.65249708669931;1055400.0;1.0;2075.0
13_levy_on_flood_homes;13;True;homes;19;pharmacy;131925;263816.0;263816.0;0.0;1.0;206424.0;263816.0;1.9997422778093614;22692062.474017028;86.0147317600791;86.0147317600791;263816.0;1.0;685.0
