Frame;Hour;Neighbourhood;Total;Locals;Outsiders;home_total;home_locals;home_outsiders;work_total;work_locals;work_outsiders;
30;6;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
30;6;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
30;6;Santana;20723;20723;0;20723;20723;0;0;0;0;
31;7;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
31;7;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
31;7;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
31;7;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
31;7;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
31;7;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
31;7;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
31;7;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
31;7;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
31;7;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
31;7;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
31;7;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
31;7;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
32;8;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
32;8;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
32;8;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
32;8;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
32;8;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
32;8;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
32;8;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
32;8;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
32;8;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
32;8;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
32;8;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
32;8;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
32;8;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
33;9;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
33;9;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
33;9;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
33;9;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
33;9;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
33;9;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
33;9;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
33;9;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
33;9;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
33;9;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
33;9;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
33;9;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
33;9;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
34;10;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
34;10;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
34;10;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
34;10;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
34;10;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
34;10;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
34;10;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
34;10;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
34;10;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
34;10;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
34;10;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
34;10;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
34;10;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
35;11;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
35;11;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
35;11;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
35;11;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
35;11;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
35;11;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
35;11;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
35;11;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
35;11;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
35;11;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
35;11;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
35;11;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
35;11;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
36;12;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
36;12;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
36;12;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
36;12;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
36;12;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
36;12;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
36;12;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
36;12;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
36;12;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
36;12;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
36;12;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
36;12;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
36;12;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
37;13;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
37;13;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
37;13;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
37;13;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
37;13;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
37;13;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
37;13;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
37;13;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
37;13;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
37;13;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
37;13;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
37;13;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
37;13;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
38;14;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
38;14;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
38;14;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
38;14;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
38;14;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
38;14;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
38;14;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
38;14;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
38;14;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
38;14;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
38;14;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
38;14;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
38;14;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
39;15;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
39;15;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
39;15;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
39;15;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
39;15;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
39;15;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
39;15;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
39;15;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
39;15;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
39;15;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
39;15;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
39;15;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
39;15;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
40;16;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
40;16;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
40;16;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
40;16;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
40;16;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
40;16;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
40;16;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
40;16;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
40;16;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
40;16;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
40;16;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
40;16;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
40;16;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
41;17;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
41;17;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
41;17;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
41;17;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
41;17;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
41;17;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
41;17;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
41;17;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
41;17;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
41;17;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
41;17;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
41;17;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
41;17;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
42;18;Azenha;13804;13804;0;13804;13804;0;0;0;0;
42;18;Bom Fim;11593;11593;0;11593;11593;0;0;0;0;
42;18;Centro;39154;39154;0;39154;39154;0;0;0;0;
42;18;Cidade Baixa;15379;15379;0;15379;15379;0;0;0;0;
42;18;Farroupilha;961;961;0;961;961;0;0;0;0;
42;18;Floresta;11596;11596;0;11596;11596;0;0;0;0;
42;18;Independência;8112;8112;0;8112;8112;0;0;0;0;
42;18;Menino Deus;31650;31650;0;31650;31650;0;0;0;0;
42;18;Moinhos de Vento;11937;11937;0;11937;11937;0;0;0;0;
42;18;Praia de Belas;2281;2281;0;2281;2281;0;0;0;0;
42;18;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
42;18;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
42;18;Santana;20723;20723;0;20723;20723;0;0;0;0;
43;19;Azenha;13804;13804;0;13804;13804;0;0;0;0;
43;19;Bom Fim;11593;11593;0;11593;11593;0;0;0;0;
43;19;Centro;39154;39154;0;39154;39154;0;0;0;0;
43;19;Cidade Baixa;15379;15379;0;15379;15379;0;0;0;0;
43;19;Farroupilha;961;961;0;961;961;0;0;0;0;
43;19;Floresta;11596;11596;0;11596;11596;0;0;0;0;
43;19;Independência;8112;8112;0;8112;8112;0;0;0;0;
43;19;Menino Deus;31650;31650;0;31650;31650;0;0;0;0;
43;19;Moinhos de Vento;11937;11937;0;11937;11937;0;0;0;0;
43;19;Praia de Belas;2281;2281;0;2281;2281;0;0;0;0;
43;19;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
43;19;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
43;19;Santana;20723;20723;0;20723;20723;0;0;0;0;
44;20;Azenha;13804;13804;0;13804;13804;0;0;0;0;
44;20;Bom Fim;11593;11593;0;11593;11593;0;0;0;0;
44;20;Centro;39154;39154;0;39154;39154;0;0;0;0;
44;20;Cidade Baixa;15379;15379;0;15379;15379;0;0;0;0;
44;20;Farroupilha;961;961;0;961;961;0;0;0;0;
44;20;Floresta;11596;11596;0;11596;11596;0;0;0;0;
44;20;Independência;8112;8112;0;8112;8112;0;0;0;0;
44;20;Menino Deus;31650;31650;0;31650;31650;0;0;0;0;
44;20;Moinhos de Vento;11937;11937;0;11937;11937;0;0;0;0;
44;20;Praia de Belas;2281;2281;0;2281;2281;0;0;0;0;
44;20;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
44;20;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
44;20;Santana;20723;20723;0;20723;20723;0;0;0;0;
45;21;Azenha;13804;13804;0;13804;13804;0;0;0;0;
45;21;Bom Fim;11593;11593;0;11593;11593;0;0;0;0;
45;21;Centro;39154;39154;0;39154;39154;0;0;0;0;
45;21;Cidade Baixa;15379;15379;0;15379;15379;0;0;0;0;
45;21;Farroupilha;961;961;0;961;961;0;0;0;0;
45;21;Floresta;11596;11596;0;11596;11596;0;0;0;0;
45;21;Independência;8112;8112;0;8112;8112;0;0;0;0;
45;21;Menino Deus;31650;31650;0;31650;31650;0;0;0;0;
45;21;Moinhos de Vento;11937;11937;0;11937;11937;0;0;0;0;
45;21;Praia de Belas;2281;2281;0;2281;2281;0;0;0;0;
45;21;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
45;21;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
45;21;Santana;20723;20723;0;20723;20723;0;0;0;0;
46;22;Azenha;13804;13804;0;13804;13804;0;0;0;0;
46;22;Bom Fim;11593;11593;0;11593;11593;0;0;0;0;
46;22;Centro;39154;39154;0;39154;39154;0;0;0;0;
46;22;Cidade Baixa;15379;15379;0;15379;15379;0;0;0;0;
46;22;Farroupilha;961;961;0;961;961;0;0;0;0;
46;22;Floresta;11596;11596;0;11596;11596;0;0;0;0;
46;22;Independência;8112;8112;0;8112;8112;0;0;0;0;
46;22;Menino Deus;31650;31650;0;31650;31650;0;0;0;0;
46;22;Moinhos de Vento;11937;11937;0;11937;11937;0;0;0;0;
46;22;Praia de Belas;2281;2281;0;2281;2281;0;0;0;0;
46;22;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
46;22;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
46;22;Santana;20723;20723;0;20723;20723;0;0;0;0;
47;23;Azenha;13804;13804;0;13804;13804;0;0;0;0;
47;23;Bom Fim;11593;11593;0;11593;11593;0;0;0;0;
47;23;Centro;39154;39154;0;39154;39154;0;0;0;0;
47;23;Cidade Baixa;15379;15379;0;15379;15379;0;0;0;0;
47;23;Farroupilha;961;961;0;961;961;0;0;0;0;
47;23;Floresta;11596;11596;0;11596;11596;0;0;0;0;
47;23;Independência;8112;8112;0;8112;8112;0;0;0;0;
47;23;Menino Deus;31650;31650;0;31650;31650;0;0;0;0;
47;23;Moinhos de Vento;11937;11937;0;11937;11937;0;0;0;0;
47;23;Praia de Belas;2281;2281;0;2281;2281;0;0;0;0;
47;23;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
47;23;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
47;23;Santana;20723;20723;0;20723;20723;0;0;0;0;
48;0;Azenha;13804;13804;0;13804;13804;0;0;0;0;
48;0;Bom Fim;11593;11593;0;11593;11593;0;0;0;0;
48;0;Centro;39154;39154;0;39154;39154;0;0;0;0;
48;0;Cidade Baixa;15379;15379;0;15379;15379;0;0;0;0;
48;0;Farroupilha;961;961;0;961;961;0;0;0;0;
48;0;Floresta;11596;11596;0;11596;11596;0;0;0;0;
48;0;Independência;8112;8112;0;8112;8112;0;0;0;0;
48;0;Menino Deus;31650;31650;0;31650;31650;0;0;0;0;
48;0;Moinhos de Vento;11937;11937;0;11937;11937;0;0;0;0;
48;0;Praia de Belas;2281;2281;0;2281;2281;0;0;0;0;
48;0;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
48;0;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
48;0;Santana;20723;20723;0;20723;20723;0;0;0;0;
49;1;Azenha;13804;13804;0;13804;13804;0;0;0;0;
49;1;Bom Fim;11593;11593;0;11593;11593;0;0;0;0;
49;1;Centro;39154;39154;0;39154;39154;0;0;0;0;
49;1;Cidade Baixa;15379;15379;0;15379;15379;0;0;0;0;
49;1;Farroupilha;961;961;0;961;961;0;0;0;0;
49;1;Floresta;11596;11596;0;11596;11596;0;0;0;0;
49;1;Independência;8112;8112;0;8112;8112;0;0;0;0;
49;1;Menino Deus;31650;31650;0;31650;31650;0;0;0;0;
49;1;Moinhos de Vento;11937;11937;0;11937;11937;0;0;0;0;
49;1;Praia de Belas;2281;2281;0;2281;2281;0;0;0;0;
49;1;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
49;1;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
49;1;Santana;20723;20723;0;20723;20723;0;0;0;0;
50;2;Azenha;13804;13804;0;13804;13804;0;0;0;0;
50;2;Bom Fim;11593;11593;0;11593;11593;0;0;0;0;
50;2;Centro;39154;39154;0;39154;39154;0;0;0;0;
50;2;Cidade Baixa;15379;15379;0;15379;15379;0;0;0;0;
50;2;Farroupilha;961;961;0;961;961;0;0;0;0;
50;2;Floresta;11596;11596;0;11596;11596;0;0;0;0;
50;2;Independência;8112;8112;0;8112;8112;0;0;0;0;
50;2;Menino Deus;31650;31650;0;31650;31650;0;0;0;0;
50;2;Moinhos de Vento;11937;11937;0;11937;11937;0;0;0;0;
50;2;Praia de Belas;2281;2281;0;2281;2281;0;0;0;0;
50;2;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
50;2;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
50;2;Santana;20723;20723;0;20723;20723;0;0;0;0;
51;3;Azenha;13804;13804;0;13804;13804;0;0;0;0;
51;3;Bom Fim;11593;11593;0;11593;11593;0;0;0;0;
51;3;Centro;39154;39154;0;39154;39154;0;0;0;0;
51;3;Cidade Baixa;15379;15379;0;15379;15379;0;0;0;0;
51;3;Farroupilha;961;961;0;961;961;0;0;0;0;
51;3;Floresta;11596;11596;0;11596;11596;0;0;0;0;
51;3;Independência;8112;8112;0;8112;8112;0;0;0;0;
51;3;Menino Deus;31650;31650;0;31650;31650;0;0;0;0;
51;3;Moinhos de Vento;11937;11937;0;11937;11937;0;0;0;0;
51;3;Praia de Belas;2281;2281;0;2281;2281;0;0;0;0;
51;3;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
51;3;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
51;3;Santana;20723;20723;0;20723;20723;0;0;0;0;
52;4;Azenha;13804;13804;0;13804;13804;0;0;0;0;
52;4;Bom Fim;11593;11593;0;11593;11593;0;0;0;0;
52;4;Centro;39154;39154;0;39154;39154;0;0;0;0;
52;4;Cidade Baixa;15379;15379;0;15379;15379;0;0;0;0;
52;4;Farroupilha;961;961;0;961;961;0;0;0;0;
52;4;Floresta;11596;11596;0;11596;11596;0;0;0;0;
52;4;Independência;8112;8112;0;8112;8112;0;0;0;0;
52;4;Menino Deus;31650;31650;0;31650;31650;0;0;0;0;
52;4;Moinhos de Vento;11937;11937;0;11937;11937;0;0;0;0;
52;4;Praia de Belas;2281;2281;0;2281;2281;0;0;0;0;
52;4;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
52;4;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
52;4;Santana;20723;20723;0;20723;20723;0;0;0;0;
53;5;Azenha;13804;13804;0;13804;13804;0;0;0;0;
53;5;Bom Fim;11593;11593;0;11593;11593;0;0;0;0;
53;5;Centro;39154;39154;0;39154;39154;0;0;0;0;
53;5;Cidade Baixa;15379;15379;0;15379;15379;0;0;0;0;
53;5;Farroupilha;961;961;0;961;961;0;0;0;0;
53;5;Floresta;11596;11596;0;11596;11596;0;0;0;0;
53;5;Independência;8112;8112;0;8112;8112;0;0;0;0;
53;5;Menino Deus;31650;31650;0;31650;31650;0;0;0;0;
53;5;Moinhos de Vento;11937;11937;0;11937;11937;0;0;0;0;
53;5;Praia de Belas;2281;2281;0;2281;2281;0;0;0;0;
53;5;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
53;5;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
53;5;Santana;20723;20723;0;20723;20723;0;0;0;0;
54;6;Azenha;13804;13804;0;13804;13804;0;0;0;0;
54;6;Bom Fim;11593;11593;0;11593;11593;0;0;0;0;
54;6;Centro;39154;39154;0;39154;39154;0;0;0;0;
54;6;Cidade Baixa;15379;15379;0;15379;15379;0;0;0;0;
54;6;Farroupilha;961;961;0;961;961;0;0;0;0;
54;6;Floresta;11596;11596;0;11596;11596;0;0;0;0;
54;6;Independência;8112;8112;0;8112;8112;0;0;0;0;
54;6;Menino Deus;31650;31650;0;31650;31650;0;0;0;0;
54;6;Moinhos de Vento;11937;11937;0;11937;11937;0;0;0;0;
54;6;Praia de Belas;2281;2281;0;2281;2281;0;0;0;0;
54;6;Rio Branco;17531;17531;0;17531;17531;0;0;0;0;
54;6;Santa Cecília;5768;5768;0;5768;5768;0;0;0;0;
54;6;Santana;20723;20723;0;20723;20723;0;0;0;0;
55;7;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
55;7;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
55;7;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
55;7;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
55;7;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
55;7;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
55;7;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
55;7;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
55;7;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
55;7;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
55;7;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
55;7;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
55;7;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
56;8;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
56;8;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
56;8;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
56;8;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
56;8;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
56;8;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
56;8;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
56;8;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
56;8;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
56;8;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
56;8;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
56;8;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
56;8;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
57;9;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
57;9;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
57;9;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
57;9;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
57;9;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
57;9;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
57;9;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
57;9;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
57;9;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
57;9;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
57;9;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
57;9;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
57;9;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
58;10;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
58;10;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
58;10;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
58;10;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
58;10;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
58;10;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
58;10;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
58;10;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
58;10;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
58;10;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
58;10;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
58;10;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
58;10;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
59;11;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
59;11;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
59;11;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
59;11;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
59;11;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
59;11;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
59;11;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
59;11;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
59;11;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
59;11;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
59;11;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
59;11;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
59;11;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
60;12;Azenha;14539;9945;4594;6907;6907;0;7632;3038;4594;
60;12;Bom Fim;12763;7895;4868;5801;5801;0;6962;2094;4868;
60;12;Centro;31785;29111;2674;19580;19580;0;12205;9531;2674;
60;12;Cidade Baixa;15367;10917;4450;7692;7692;0;7675;3225;4450;
60;12;Farroupilha;6044;670;5374;488;488;0;5556;182;5374;
60;12;Floresta;12031;8409;3622;5803;5803;0;6228;2606;3622;
60;12;Independência;10508;5599;4909;4061;4061;0;6447;1538;4909;
60;12;Menino Deus;26310;23181;3129;15832;15832;0;10478;7349;3129;
60;12;Moinhos de Vento;12129;8711;3418;5973;5973;0;6156;2738;3418;
60;12;Praia de Belas;5864;1703;4161;1148;1148;0;4716;555;4161;
60;12;Rio Branco;16175;12368;3807;8771;8771;0;7404;3597;3807;
60;12;Santa Cecília;8505;4111;4394;2888;2888;0;5617;1223;4394;
60;12;Santana;18469;14854;3615;10365;10365;0;8104;4489;3615;
