Frame;Hour;Day;Region;Total;Locals;Outsiders;dTotals;dLocals;dOutsiders
12;12;0;Floresta;12147;9319;2828;-649;873;-1522
12;12;0;Independência;10710;6470;4240;-882;398;-1280
12;12;0;Menino Deus;26598;23682;2916;998;2282;-1284
12;12;0;Moinhos de Vento;11446;9215;2231;-141;828;-969
12;12;0;Praia de Belas;5940;1673;4267;-971;82;-1053
12;12;0;Rio Branco;14566;12506;2060;585;1865;-1280
12;12;0;Santa Cecília;8306;4399;3907;-992;331;-1323
12;12;0;Santana;19254;16524;2730;1201;2191;-990
13;13;0;Azenha;15897;10590;5307;350;-1150;1500
13;13;0;Bom Fim;13371;7303;6068;50;-1350;1400
13;13;0;Centro Histórico;31496;28541;2955;-1900;-2900;1000
13;13;0;Cidade Baixa;13952;9021;4931;100;-1750;1850
13;13;0;Farroupilha;7706;747;6959;2300;-150;2450
13;13;0;Floresta;12297;7719;4578;150;-1600;1750
13;13;0;Independência;11610;6020;5590;900;-450;1350
13;13;0;Menino Deus;25098;21182;3916;-1500;-2500;1000
13;13;0;Moinhos de Vento;11896;8215;3681;450;-1000;1450
13;13;0;Praia de Belas;6740;1373;5367;800;-300;1100
13;13;0;Rio Branco;14016;10456;3560;-550;-2050;1500
13;13;0;Santa Cecília;8906;3799;5107;600;-600;1200
13;13;0;Santana;17504;14074;3430;-1750;-2450;700
14;14;0;Azenha;15847;10390;5457;-50;-200;150
14;14;0;Bom Fim;13271;7003;6268;-100;-300;200
14;14;0;Centro Histórico;31246;28091;3155;-250;-450;200
14;14;0;Cidade Baixa;14202;8821;5381;250;-200;450
14;14;0;Farroupilha;8056;747;7309;350;0;350
14;14;0;Floresta;12247;7519;4728;-50;-200;150
14;14;0;Independência;12010;5970;6040;400;-50;450
14;14;0;Menino Deus;24398;20382;4016;-700;-800;100
14;14;0;Moinhos de Vento;11946;8115;3831;50;-100;150
14;14;0;Praia de Belas;6990;1373;5617;250;0;250
14;14;0;Rio Branco;13866;10156;3710;-150;-300;150
14;14;0;Santa Cecília;9256;3699;5557;350;-100;450
14;14;0;Santana;17154;13724;3430;-350;-350;0
15;15;0;Azenha;15897;10290;5607;50;-100;150
15;15;0;Bom Fim;13471;6953;6518;200;-50;250
15;15;0;Centro Histórico;31046;27841;3205;-200;-250;50
15;15;0;Cidade Baixa;14252;8721;5531;50;-100;150
15;15;0;Farroupilha;8256;747;7509;200;0;200
15;15;0;Floresta;12297;7419;4878;50;-100;150
15;15;0;Independência;12260;5870;6390;250;-100;350
15;15;0;Menino Deus;23648;19582;4066;-750;-800;50
15;15;0;Moinhos de Vento;11946;8065;3881;0;-50;50
15;15;0;Praia de Belas;7140;1323;5817;150;-50;200
15;15;0;Rio Branco;13616;9806;3810;-250;-350;100
15;15;0;Santa Cecília;9456;3699;5757;200;0;200
15;15;0;Santana;17204;13574;3630;50;-150;200
16;16;0;Azenha;15654;10545;5109;-243;255;-498
16;16;0;Bom Fim;13317;7196;6121;-154;243;-397
16;16;0;Centro Histórico;31567;28610;2957;521;769;-248
16;16;0;Cidade Baixa;14470;9301;5169;218;580;-362
16;16;0;Farroupilha;7667;769;6898;-589;22;-611
16;16;0;Floresta;12341;7733;4608;44;314;-270
16;16;0;Independência;11713;5970;5743;-547;100;-647
16;16;0;Menino Deus;24755;20932;3823;1107;1350;-243
16;16;0;Moinhos de Vento;12104;8422;3682;158;357;-199
16;16;0;Praia de Belas;6459;1403;5056;-681;80;-761
16;16;0;Rio Branco;14014;10248;3766;398;442;-44
16;16;0;Santa Cecília;8860;3795;5065;-596;96;-692
16;16;0;Santana;17568;14204;3364;364;630;-266
17;17;0;Azenha;15361;11257;4104;-293;712;-1005
17;17;0;Bom Fim;13635;8185;5450;318;989;-671
17;17;0;Centro Histórico;32764;30555;2209;1197;1945;-748
17;17;0;Cidade Baixa;14182;10466;3716;-288;1165;-1453
17;17;0;Farroupilha;5899;803;5096;-1768;34;-1802
17;17;0;Floresta;12289;8869;3420;-52;1136;-1188
17;17;0;Independência;11349;6264;5085;-364;294;-658
17;17;0;Menino Deus;25171;22109;3062;416;1177;-761
17;17;0;Moinhos de Vento;11861;9131;2730;-243;709;-952
17;17;0;Praia de Belas;6020;1652;4368;-439;249;-688
17;17;0;Rio Branco;14137;11436;2701;123;1188;-1065
17;17;0;Santa Cecília;8864;4223;4641;4;428;-424
17;17;0;Santana;18957;16047;2910;1389;1843;-454
18;18;0;Azenha;15461;11157;4304;100;-100;200
18;18;0;Bom Fim;13535;7935;5600;-100;-250;150
