Frame;Hour;Day;Node;Total;Locals;Outsiders;dTotals;dLocals;dOutsiders
1;1;0;Azenha//pharmacy;0;0;0;0;0;0
1;1;0;Azenha//gas_station;0;0;0;0;0;0
1;1;0;Azenha//hospital;0;0;0;0;0;0
1;1;0;Azenha//shopping_mall;0;0;0;0;0;0
1;1;0;Bom Fim//home;11043;11043;0;-550;-550;0
1;1;0;Bom Fim//work;600;50;550;600;50;550
1;1;0;Bom Fim//school;0;0;0;0;0;0
1;1;0;Bom Fim//marketplace;0;0;0;0;0;0
1;1;0;Bom Fim//pharmacy;0;0;0;0;0;0
1;1;0;Bom Fim//gas_station;0;0;0;0;0;0
1;1;0;Centro Histórico//home;38454;38454;0;-700;-700;0
1;1;0;Centro Histórico//work;350;100;250;350;100;250
1;1;0;Centro Histórico//school;0;0;0;0;0;0
1;1;0;Centro Histórico//marketplace;0;0;0;0;0;0
1;1;0;Centro Histórico//pharmacy;0;0;0;0;0;0
1;1;0;Centro Histórico//gas_station;0;0;0;0;0;0
1;1;0;Centro Histórico//hospital;0;0;0;0;0;0
1;1;0;Centro Histórico//shopping_mall;0;0;0;0;0;0
1;1;0;Cidade Baixa//home;14879;14879;0;-500;-500;0
1;1;0;Cidade Baixa//work;400;50;350;400;50;350
1;1;0;Cidade Baixa//school;0;0;0;0;0;0
1;1;0;Cidade Baixa//marketplace;0;0;0;0;0;0
1;1;0;Cidade Baixa//pharmacy;0;0;0;0;0;0
1;1;0;Cidade Baixa//gas_station;0;0;0;0;0;0
1;1;0;Farroupilha//home;961;961;0;0;0;0
1;1;0;Farroupilha//work;450;0;450;450;0;450
1;1;0;Farroupilha//school;0;0;0;0;0;0
1;1;0;Farroupilha//marketplace;0;0;0;0;0;0
1;1;0;Farroupilha//pharmacy;0;0;0;0;0;0
1;1;0;Farroupilha//gas_station;0;0;0;0;0;0
1;1;0;Farroupilha//hospital;0;0;0;0;0;0
1;1;0;Floresta//home;11146;11146;0;-450;-450;0
1;1;0;Floresta//work;100;0;100;100;0;100
1;1;0;Floresta//school;0;0;0;0;0;0
1;1;0;Floresta//marketplace;0;0;0;0;0;0
1;1;0;Floresta//pharmacy;0;0;0;0;0;0
1;1;0;Floresta//gas_station;0;0;0;0;0;0
1;1;0;Independência//home;7962;7962;0;-150;-150;0
1;1;0;Independência//work;900;100;800;900;100;800
1;1;0;Independência//school;0;0;0;0;0;0
1;1;0;Independência//marketplace;0;0;0;0;0;0
1;1;0;Independência//pharmacy;0;0;0;0;0;0
1;1;0;Independência//gas_station;0;0;0;0;0;0
1;1;0;Independência//hospital;0;0;0;0;0;0
1;1;0;Independência//shopping_mall;0;0;0;0;0;0
1;1;0;Menino Deus//home;29950;29950;0;-1700;-1700;0
1;1;0;Menino Deus//work;1050;400;650;1050;400;650
1;1;0;Menino Deus//school;0;0;0;0;0;0
1;1;0;Menino Deus//marketplace;0;0;0;0;0;0
1;1;0;Menino Deus//pharmacy;0;0;0;0;0;0
1;1;0;Menino Deus//gas_station;0;0;0;0;0;0
1;1;0;Menino Deus//hospital;0;0;0;0;0;0
1;1;0;Moinhos de Vento//home;11587;11587;0;-350;-350;0
1;1;0;Moinhos de Vento//work;350;50;300;350;50;300
1;1;0;Moinhos de Vento//school;0;0;0;0;0;0
1;1;0;Moinhos de Vento//marketplace;0;0;0;0;0;0
1;1;0;Moinhos de Vento//pharmacy;0;0;0;0;0;0
1;1;0;Moinhos de Vento//gas_station;0;0;0;0;0;0
1;1;0;Moinhos de Vento//hospital;0;0;0;0;0;0
1;1;0;Moinhos de Vento//shopping_mall;0;0;0;0;0;0
1;1;0;Praia de Belas//home;2181;2181;0;-100;-100;0
1;1;0;Praia de Belas//work;650;0;650;650;0;650
1;1;0;Praia de Belas//school;0;0;0;0;0;0
1;1;0;Praia de Belas//marketplace;0;0;0;0;0;0
1;1;0;Praia de Belas//pharmacy;0;0;0;0;0;0
1;1;0;Praia de Belas//gas_station;0;0;0;0;0;0
1;1;0;Praia de Belas//stadium;0;0;0;0;0;0
1;1;0;Praia de Belas//shopping_mall;0;0;0;0;0;0
1;1;0;Rio Branco//home;16581;16581;0;-950;-950;0
1;1;0;Rio Branco//work;350;50;300;350;50;300
1;1;0;Rio Branco//school;0;0;0;0;0;0
1;1;0;Rio Branco//marketplace;0;0;0;0;0;0
1;1;0;Rio Branco//pharmacy;0;0;0;0;0;0
1;1;0;Rio Branco//gas_station;0;0;0;0;0;0
1;1;0;Rio Branco//hospital;0;0;0;0;0;0
1;1;0;Santa Cecília//home;5568;5568;0;-200;-200;0
1;1;0;Santa Cecília//work;550;100;450;550;100;450
1;1;0;Santa Cecília//school;0;0;0;0;0;0
1;1;0;Santa Cecília//marketplace;0;0;0;0;0;0
1;1;0;Santa Cecília//pharmacy;0;0;0;0;0;0
1;1;0;Santa Cecília//gas_station;0;0;0;0;0;0
1;1;0;Santa Cecília//hospital;0;0;0;0;0;0
1;1;0;Santana//home;20073;20073;0;-650;-650;0
1;1;0;Santana//work;450;250;200;450;250;200
1;1;0;Santana//school;0;0;0;0;0;0
1;1;0;Santana//marketplace;0;0;0;0;0;0
1;1;0;Santana//pharmacy;0;0;0;0;0;0
1;1;0;Santana//gas_station;0;0;0;0;0;0
1;1;0;Santana//hospital;0;0;0;0;0;0
2;2;0;Azenha//home;13354;13354;0;-100;-100;0
2;2;0;Azenha//work;900;100;800;450;50;400
2;2;0;Azenha//school;0;0;0;0;0;0
2;2;0;Azenha//marketplace;0;0;0;0;0;0
2;2;0;Azenha//pharmacy;0;0;0;0;0;0
2;2;0;Azenha//gas_station;0;0;0;0;0;0
2;2;0;Azenha//hospital;0;0;0;0;0;0
2;2;0;Azenha//shopping_mall;0;0;0;0;0;0
2;2;0;Bom Fim//home;10393;10393;0;-650;-650;0
2;2;0;Bom Fim//work;1350;200;1150;750;150;600
2;2;0;Bom Fim//school;0;0;0;0;0;0
2;2;0;Bom Fim//marketplace;0;0;0;0;0;0
2;2;0;Bom Fim//pharmacy;0;0;0;0;0;0
2;2;0;Bom Fim//gas_station;0;0;0;0;0;0
2;2;0;Centro Histórico//home;37554;37554;0;-900;-900;0
2;2;0;Centro Histórico//work;600;150;450;250;50;200
2;2;0;Centro Histórico//school;0;0;0;0;0;0
2;2;0;Centro Histórico//marketplace;0;0;0;0;0;0
2;2;0;Centro Histórico//pharmacy;0;0;0;0;0;0
2;2;0;Centro Histórico//gas_station;0;0;0;0;0;0
2;2;0;Centro Histórico//hospital;0;0;0;0;0;0
2;2;0;Centro Histórico//shopping_mall;0;0;0;0;0;0
2;2;0;Cidade Baixa//home;14579;14579;0;-300;-300;0
2;2;0;Cidade Baixa//work;900;100;800;500;50;450
2;2;0;Cidade Baixa//school;0;0;0;0;0;0
2;2;0;Cidade Baixa//marketplace;0;0;0;0;0;0
2;2;0;Cidade Baixa//pharmacy;0;0;0;0;0;0
2;2;0;Cidade Baixa//gas_station;0;0;0;0;0;0
2;2;0;Farroupilha//home;961;961;0;0;0;0
2;2;0;Farroupilha//work;1100;0;1100;650;0;650
2;2;0;Farroupilha//school;0;0;0;0;0;0
2;2;0;Farroupilha//marketplace;0;0;0;0;0;0
2;2;0;Farroupilha//pharmacy;0;0;0;0;0;0
2;2;0;Farroupilha//gas_station;0;0;0;0;0;0
2;2;0;Farroupilha//hospital;0;0;0;0;0;0
2;2;0;Floresta//home;10646;10646;0;-500;-500;0
2;2;0;Floresta//work;500;150;350;400;150;250
2;2;0;Floresta//school;0;0;0;0;0;0
2;2;0;Floresta//marketplace;0;0;0;0;0;0
2;2;0;Floresta//pharmacy;0;0;0;0;0;0
2;2;0;Floresta//gas_station;0;0;0;0;0;0
2;2;0;Independência//home;7762;7762;0;-200;-200;0
2;2;0;Independência//work;1650;150;1500;750;50;700
2;2;0;Independência//school;0;0;0;0;0;0
2;2;0;Independência//marketplace;0;0;0;0;0;0
2;2;0;Independência//pharmacy;0;0;0;0;0;0
2;2;0;Independência//gas_station;0;0;0;0;0;0
2;2;0;Independência//hospital;0;0;0;0;0;0
2;2;0;Independência//shopping_mall;0;0;0;0;0;0
2;2;0;Menino Deus//home;28750;28750;0;-1200;-1200;0
2;2;0;Menino Deus//work;1400;550;850;350;150;200
2;2;0;Menino Deus//school;0;0;0;0;0;0
2;2;0;Menino Deus//marketplace;0;0;0;0;0;0
2;2;0;Menino Deus//pharmacy;0;0;0;0;0;0
2;2;0;Menino Deus//gas_station;0;0;0;0;0;0
2;2;0;Menino Deus//hospital;0;0;0;0;0;0
2;2;0;Moinhos de Vento//home;11187;11187;0;-400;-400;0
2;2;0;Moinhos de Vento//work;850;200;650;500;150;350
2;2;0;Moinhos de Vento//school;0;0;0;0;0;0
2;2;0;Moinhos de Vento//marketplace;0;0;0;0;0;0
2;2;0;Moinhos de Vento//pharmacy;0;0;0;0;0;0
2;2;0;Moinhos de Vento//gas_station;0;0;0;0;0;0
2;2;0;Moinhos de Vento//hospital;0;0;0;0;0;0
2;2;0;Moinhos de Vento//shopping_mall;0;0;0;0;0;0
2;2;0;Praia de Belas//home;2131;2131;0;-50;-50;0
2;2;0;Praia de Belas//work;1300;0;1300;650;0;650
2;2;0;Praia de Belas//school;0;0;0;0;0;0
2;2;0;Praia de Belas//marketplace;0;0;0;0;0;0
2;2;0;Praia de Belas//pharmacy;0;0;0;0;0;0
2;2;0;Praia de Belas//gas_station;0;0;0;0;0;0
2;2;0;Praia de Belas//stadium;0;0;0;0;0;0
2;2;0;Praia de Belas//shopping_mall;0;0;0;0;0;0
2;2;0;Rio Branco//home;15331;15331;0;-1250;-1250;0
2;2;0;Rio Branco//work;600;200;400;250;150;100
2;2;0;Rio Branco//school;0;0;0;0;0;0
2;2;0;Rio Branco//marketplace;0;0;0;0;0;0
2;2;0;Rio Branco//pharmacy;0;0;0;0;0;0
2;2;0;Rio Branco//gas_station;0;0;0;0;0;0
2;2;0;Rio Branco//hospital;0;0;0;0;0;0
2;2;0;Santa Cecília//home;5368;5368;0;-200;-200;0
2;2;0;Santa Cecília//work;950;200;750;400;100;300
2;2;0;Santa Cecília//school;0;0;0;0;0;0
2;2;0;Santa Cecília//marketplace;0;0;0;0;0;0
2;2;0;Santa Cecília//pharmacy;0;0;0;0;0;0
2;2;0;Santa Cecília//gas_station;0;0;0;0;0;0
2;2;0;Santa Cecília//hospital;0;0;0;0;0;0
2;2;0;Santana//home;19373;19373;0;-700;-700;0
2;2;0;Santana//work;1000;550;450;550;300;250
2;2;0;Santana//school;0;0;0;0;0;0
2;2;0;Santana//marketplace;0;0;0;0;0;0
2;2;0;Santana//pharmacy;0;0;0;0;0;0
2;2;0;Santana//gas_station;0;0;0;0;0;0
2;2;0;Santana//hospital;0;0;0;0;0;0
3;3;0;Azenha//home;13104;13104;0;-250;-250;0
3;3;0;Azenha//work;1350;100;1250;450;0;450
3;3;0;Azenha//school;0;0;0;0;0;0
3;3;0;Azenha//marketplace;0;0;0;0;0;0
3;3;0;Azenha//pharmacy;0;0;0;0;0;0
3;3;0;Azenha//gas_station;0;0;0;0;0;0
3;3;0;Azenha//hospital;0;0;0;0;0;0
3;3;0;Azenha//shopping_mall;0;0;0;0;0;0
3;3;0;Bom Fim//home;9993;9993;0;-400;-400;0
3;3;0;Bom Fim//work;1800;300;1500;450;100;350
3;3;0;Bom Fim//school;0;0;0;0;0;0
3;3;0;Bom Fim//marketplace;0;0;0;0;0;0
3;3;0;Bom Fim//pharmacy;0;0;0;0;0;0
3;3;0;Bom Fim//gas_station;0;0;0;0;0;0
3;3;0;Centro Histórico//home;36604;36604;0;-950;-950;0
3;3;0;Centro Histórico//work;950;150;800;350;0;350
3;3;0;Centro Histórico//school;0;0;0;0;0;0
3;3;0;Centro Histórico//marketplace;0;0;0;0;0;0
3;3;0;Centro Histórico//pharmacy;0;0;0;0;0;0
3;3;0;Centro Histórico//gas_station;0;0;0;0;0;0
3;3;0;Centro Histórico//hospital;0;0;0;0;0;0
3;3;0;Centro Histórico//shopping_mall;0;0;0;0;0;0
3;3;0;Cidade Baixa//home;13979;13979;0;-600;-600;0
3;3;0;Cidade Baixa//work;1600;200;1400;700;100;600
3;3;0;Cidade Baixa//school;0;0;0;0;0;0
3;3;0;Cidade Baixa//marketplace;0;0;0;0;0;0
3;3;0;Cidade Baixa//pharmacy;0;0;0;0;0;0
3;3;0;Cidade Baixa//gas_station;0;0;0;0;0;0
3;3;0;Farroupilha//home;961;961;0;0;0;0
3;3;0;Farroupilha//work;1850;0;1850;750;0;750
3;3;0;Farroupilha//school;0;0;0;0;0;0
3;3;0;Farroupilha//marketplace;0;0;0;0;0;0
3;3;0;Farroupilha//pharmacy;0;0;0;0;0;0
3;3;0;Farroupilha//gas_station;0;0;0;0;0;0
3;3;0;Farroupilha//hospital;0;0;0;0;0;0
3;3;0;Floresta//home;10496;10496;0;-150;-150;0
3;3;0;Floresta//work;550;150;400;50;0;50
3;3;0;Floresta//school;0;0;0;0;0;0
3;3;0;Floresta//marketplace;0;0;0;0;0;0
3;3;0;Floresta//pharmacy;0;0;0;0;0;0
3;3;0;Floresta//gas_station;0;0;0;0;0;0
3;3;0;Independência//home;7462;7462;0;-300;-300;0
3;3;0;Independência//work;2650;300;2350;1000;150;850
3;3;0;Independência//school;0;0;0;0;0;0
3;3;0;Independência//marketplace;0;0;0;0;0;0
3;3;0;Independência//pharmacy;0;0;0;0;0;0
3;3;0;Independência//gas_station;0;0;0;0;0;0
3;3;0;Independência//hospital;0;0;0;0;0;0
3;3;0;Independência//shopping_mall;0;0;0;0;0;0
3;3;0;Menino Deus//home;27100;27100;0;-1650;-1650;0
3;3;0;Menino Deus//work;1950;1000;950;550;450;100
3;3;0;Menino Deus//school;0;0;0;0;0;0
3;3;0;Menino Deus//marketplace;0;0;0;0;0;0
3;3;0;Menino Deus//pharmacy;0;0;0;0;0;0
3;3;0;Menino Deus//gas_station;0;0;0;0;0;0
3;3;0;Menino Deus//hospital;0;0;0;0;0;0
3;3;0;Moinhos de Vento//home;10787;10787;0;-400;-400;0
3;3;0;Moinhos de Vento//work;1150;400;750;300;200;100
3;3;0;Moinhos de Vento//school;0;0;0;0;0;0
3;3;0;Moinhos de Vento//marketplace;0;0;0;0;0;0
3;3;0;Moinhos de Vento//pharmacy;0;0;0;0;0;0
3;3;0;Moinhos de Vento//gas_station;0;0;0;0;0;0
3;3;0;Moinhos de Vento//hospital;0;0;0;0;0;0
3;3;0;Moinhos de Vento//shopping_mall;0;0;0;0;0;0
3;3;0;Praia de Belas//home;1981;1981;0;-150;-150;0
3;3;0;Praia de Belas//work;1550;0;1550;250;0;250
3;3;0;Praia de Belas//school;0;0;0;0;0;0
3;3;0;Praia de Belas//marketplace;0;0;0;0;0;0
3;3;0;Praia de Belas//pharmacy;0;0;0;0;0;0
3;3;0;Praia de Belas//gas_station;0;0;0;0;0;0
3;3;0;Praia de Belas//stadium;0;0;0;0;0;0
3;3;0;Praia de Belas//shopping_mall;0;0;0;0;0;0
3;3;0;Rio Branco//home;14731;14731;0;-600;-600;0
3;3;0;Rio Branco//work;850;250;600;250;50;200
3;3;0;Rio Branco//school;0;0;0;0;0;0
3;3;0;Rio Branco//marketplace;0;0;0;0;0;0
3;3;0;Rio Branco//pharmacy;0;0;0;0;0;0
3;3;0;Rio Branco//gas_station;0;0;0;0;0;0
3;3;0;Rio Branco//hospital;0;0;0;0;0;0
3;3;0;Santa Cecília//home;5118;5118;0;-250;-250;0
3;3;0;Santa Cecília//work;1500;350;1150;550;150;400
3;3;0;Santa Cecília//school;0;0;0;0;0;0
3;3;0;Santa Cecília//marketplace;0;0;0;0;0;0
3;3;0;Santa Cecília//pharmacy;0;0;0;0;0;0
3;3;0;Santa Cecília//gas_station;0;0;0;0;0;0
3;3;0;Santa Cecília//hospital;0;0;0;0;0;0
3;3;0;Santana//home;18923;18923;0;-450;-450;0
3;3;0;Santana//work;1500;700;800;500;150;350
3;3;0;Santana//school;0;0;0;0;0;0
3;3;0;Santana//marketplace;0;0;0;0;0;0
3;3;0;Santana//pharmacy;0;0;0;0;0;0
3;3;0;Santana//gas_station;0;0;0;0;0;0
3;3;0;Santana//hospital;0;0;0;0;0;0
