Simulation Frame;Azenha;Bom Fim;Centro;Cidade Baixa;Farroupilha;Floresta;Independência;Menino Deus;Moinhos de Vento;Praia de Belas;Rio Branco;Santa Cecília;Santana
0;4;5;3;4;5;3;4;3;4;3;4;4;4
1;5;5;14;4;5;3;4;7;4;3;4;4;5
2;5;5;14;4;5;3;4;10;4;3;7;4;7
3;5;5;14;4;5;3;4;10;4;3;7;4;7
4;7;5;14;4;5;3;4;12;5;3;7;4;7
5;7;5;14;8;5;5;4;12;5;3;8;4;9
6;7;5;14;8;5;5;4;12;5;3;8;4;9
7;9;5;14;10;5;5;4;12;6;3;9;4;9
8;13;11;14;13;5;10;7;14;8;3;12;4;14
9;13;11;14;13;5;10;8;14;11;3;13;4;14
