Frame;Hour;Day;Region;Total;Locals;Outsiders;dTotals;dLocals;dOutsiders;VaccLvl_0;VaccLvl_1;VaccLvl_2;dVaccLvl_0;dVaccLvl_1;dVaccLvl_2
62;14;2;Santa Cecília;5402;5210;192;0;0;0;5009;393;0;0;0;0
62;14;2;Santana;21031;20276;755;0;0;0;19613;1418;0;0;0;0
63;15;2;Azenha;13715;13221;494;0;0;0;12771;944;0;0;0;0
63;15;2;Bom Fim;11424;10963;461;0;0;0;10631;793;0;0;0;0
63;15;2;Centro;40156;38827;1329;0;0;0;37457;2699;0;0;0;0
63;15;2;Cidade Baixa;15372;14809;563;0;0;0;14320;1052;0;0;0;0
63;15;2;Farroupilha;293;273;20;0;0;0;229;64;0;0;0;0
63;15;2;Floresta;11530;11140;390;0;0;0;10737;793;0;0;0;0
63;15;2;Independência;7784;7475;309;0;0;0;7229;555;0;0;0;0
63;15;2;Menino Deus;32369;31262;1107;0;0;0;30202;2167;0;0;0;0
63;15;2;Moinhos de Vento;11918;11518;400;0;0;0;11101;817;0;0;0;0
63;15;2;Praia de Belas;1785;1751;34;0;0;0;1631;154;0;0;0;0
63;15;2;Rio Branco;17710;17055;655;0;0;0;16510;1200;0;0;0;0
63;15;2;Santa Cecília;5402;5210;192;0;0;0;5009;393;0;0;0;0
63;15;2;Santana;21031;20276;755;0;0;0;19613;1418;0;0;0;0
64;16;2;Azenha;13715;13221;494;0;0;0;12771;944;0;0;0;0
64;16;2;Bom Fim;11424;10963;461;0;0;0;10631;793;0;0;0;0
64;16;2;Centro;40156;38827;1329;0;0;0;37457;2699;0;0;0;0
64;16;2;Cidade Baixa;15372;14809;563;0;0;0;14320;1052;0;0;0;0
64;16;2;Farroupilha;293;273;20;0;0;0;229;64;0;0;0;0
64;16;2;Floresta;11530;11140;390;0;0;0;10737;793;0;0;0;0
64;16;2;Independência;7784;7475;309;0;0;0;7229;555;0;0;0;0
64;16;2;Menino Deus;32369;31262;1107;0;0;0;30202;2167;0;0;0;0
64;16;2;Moinhos de Vento;11918;11518;400;0;0;0;11101;817;0;0;0;0
64;16;2;Praia de Belas;1785;1751;34;0;0;0;1631;154;0;0;0;0
64;16;2;Rio Branco;17710;17055;655;0;0;0;16510;1200;0;0;0;0
64;16;2;Santa Cecília;5402;5210;192;0;0;0;5009;393;0;0;0;0
64;16;2;Santana;21031;20276;755;0;0;0;19613;1418;0;0;0;0
65;17;2;Azenha;13715;13221;494;0;0;0;12771;944;0;0;0;0
65;17;2;Bom Fim;11424;10963;461;0;0;0;10631;793;0;0;0;0
65;17;2;Centro;40156;38827;1329;0;0;0;37457;2699;0;0;0;0
65;17;2;Cidade Baixa;15372;14809;563;0;0;0;14320;1052;0;0;0;0
65;17;2;Farroupilha;293;273;20;0;0;0;229;64;0;0;0;0
65;17;2;Floresta;11530;11140;390;0;0;0;10737;793;0;0;0;0
65;17;2;Independência;7784;7475;309;0;0;0;7229;555;0;0;0;0
65;17;2;Menino Deus;32369;31262;1107;0;0;0;30202;2167;0;0;0;0
65;17;2;Moinhos de Vento;11918;11518;400;0;0;0;11101;817;0;0;0;0
65;17;2;Praia de Belas;1785;1751;34;0;0;0;1631;154;0;0;0;0
65;17;2;Rio Branco;17710;17055;655;0;0;0;16510;1200;0;0;0;0
65;17;2;Santa Cecília;5402;5210;192;0;0;0;5009;393;0;0;0;0
65;17;2;Santana;21031;20276;755;0;0;0;19613;1418;0;0;0;0
66;18;2;Azenha;13715;13221;494;0;0;0;12771;944;0;0;0;0
66;18;2;Bom Fim;11424;10963;461;0;0;0;10631;793;0;0;0;0
66;18;2;Centro;40156;38827;1329;0;0;0;37457;2699;0;0;0;0
66;18;2;Cidade Baixa;15372;14809;563;0;0;0;14320;1052;0;0;0;0
66;18;2;Farroupilha;293;273;20;0;0;0;229;64;0;0;0;0
66;18;2;Floresta;11530;11140;390;0;0;0;10737;793;0;0;0;0
66;18;2;Independência;7784;7475;309;0;0;0;7229;555;0;0;0;0
66;18;2;Menino Deus;32369;31262;1107;0;0;0;30202;2167;0;0;0;0
66;18;2;Moinhos de Vento;11918;11518;400;0;0;0;11101;817;0;0;0;0
66;18;2;Praia de Belas;1785;1751;34;0;0;0;1631;154;0;0;0;0
66;18;2;Rio Branco;17710;17055;655;0;0;0;16510;1200;0;0;0;0
66;18;2;Santa Cecília;5402;5210;192;0;0;0;5009;393;0;0;0;0
66;18;2;Santana;21031;20276;755;0;0;0;19613;1418;0;0;0;0
67;19;2;Azenha;13715;13221;494;0;0;0;12771;944;0;0;0;0
67;19;2;Bom Fim;11424;10963;461;0;0;0;10631;793;0;0;0;0
67;19;2;Centro;40156;38827;1329;0;0;0;37457;2699;0;0;0;0
67;19;2;Cidade Baixa;15372;14809;563;0;0;0;14320;1052;0;0;0;0
67;19;2;Farroupilha;293;273;20;0;0;0;229;64;0;0;0;0
67;19;2;Floresta;11530;11140;390;0;0;0;10737;793;0;0;0;0
67;19;2;Independência;7784;7475;309;0;0;0;7229;555;0;0;0;0
67;19;2;Menino Deus;32369;31262;1107;0;0;0;30202;2167;0;0;0;0
67;19;2;Moinhos de Vento;11918;11518;400;0;0;0;11101;817;0;0;0;0
67;19;2;Praia de Belas;1785;1751;34;0;0;0;1631;154;0;0;0;0
67;19;2;Rio Branco;17710;17055;655;0;0;0;16510;1200;0;0;0;0
67;19;2;Santa Cecília;5402;5210;192;0;0;0;5009;393;0;0;0;0
67;19;2;Santana;21031;20276;755;0;0;0;19613;1418;0;0;0;0
68;20;2;Azenha;13715;13221;494;0;0;0;12771;944;0;0;0;0
68;20;2;Bom Fim;11424;10963;461;0;0;0;10631;793;0;0;0;0
68;20;2;Centro;40156;38827;1329;0;0;0;37457;2699;0;0;0;0
68;20;2;Cidade Baixa;15372;14809;563;0;0;0;14320;1052;0;0;0;0
68;20;2;Farroupilha;293;273;20;0;0;0;229;64;0;0;0;0
68;20;2;Floresta;11530;11140;390;0;0;0;10737;793;0;0;0;0
68;20;2;Independência;7784;7475;309;0;0;0;7229;555;0;0;0;0
68;20;2;Menino Deus;32369;31262;1107;0;0;0;30202;2167;0;0;0;0
68;20;2;Moinhos de Vento;11918;11518;400;0;0;0;11101;817;0;0;0;0
68;20;2;Praia de Belas;1785;1751;34;0;0;0;1631;154;0;0;0;0
68;20;2;Rio Branco;17710;17055;655;0;0;0;16510;1200;0;0;0;0
68;20;2;Santa Cecília;5402;5210;192;0;0;0;5009;393;0;0;0;0
68;20;2;Santana;21031;20276;755;0;0;0;19613;1418;0;0;0;0
69;21;2;Azenha;13715;13221;494;0;0;0;12771;944;0;0;0;0
69;21;2;Bom Fim;11424;10963;461;0;0;0;10631;793;0;0;0;0
69;21;2;Centro;40156;38827;1329;0;0;0;37457;2699;0;0;0;0
69;21;2;Cidade Baixa;15372;14809;563;0;0;0;14320;1052;0;0;0;0
69;21;2;Farroupilha;293;273;20;0;0;0;229;64;0;0;0;0
69;21;2;Floresta;11530;11140;390;0;0;0;10737;793;0;0;0;0
69;21;2;Independência;7784;7475;309;0;0;0;7229;555;0;0;0;0
69;21;2;Menino Deus;32369;31262;1107;0;0;0;30202;2167;0;0;0;0
69;21;2;Moinhos de Vento;11918;11518;400;0;0;0;11101;817;0;0;0;0
69;21;2;Praia de Belas;1785;1751;34;0;0;0;1631;154;0;0;0;0
69;21;2;Rio Branco;17710;17055;655;0;0;0;16510;1200;0;0;0;0
69;21;2;Santa Cecília;5402;5210;192;0;0;0;5009;393;0;0;0;0
69;21;2;Santana;21031;20276;755;0;0;0;19613;1418;0;0;0;0
70;22;2;Azenha;13715;13221;494;0;0;0;12771;944;0;0;0;0
70;22;2;Bom Fim;11424;10963;461;0;0;0;10631;793;0;0;0;0
70;22;2;Centro;40156;38827;1329;0;0;0;37457;2699;0;0;0;0
70;22;2;Cidade Baixa;15372;14809;563;0;0;0;14320;1052;0;0;0;0
70;22;2;Farroupilha;293;273;20;0;0;0;229;64;0;0;0;0
70;22;2;Floresta;11530;11140;390;0;0;0;10737;793;0;0;0;0
70;22;2;Independência;7784;7475;309;0;0;0;7229;555;0;0;0;0
70;22;2;Menino Deus;32369;31262;1107;0;0;0;30202;2167;0;0;0;0
70;22;2;Moinhos de Vento;11918;11518;400;0;0;0;11101;817;0;0;0;0
70;22;2;Praia de Belas;1785;1751;34;0;0;0;1631;154;0;0;0;0
70;22;2;Rio Branco;17710;17055;655;0;0;0;16510;1200;0;0;0;0
70;22;2;Santa Cecília;5402;5210;192;0;0;0;5009;393;0;0;0;0
70;22;2;Santana;21031;20276;755;0;0;0;19613;1418;0;0;0;0
71;23;2;Azenha;13715;13221;494;0;0;0;12771;944;0;0;0;0
71;23;2;Bom Fim;11424;10963;461;0;0;0;10631;793;0;0;0;0
71;23;2;Centro;40156;38827;1329;0;0;0;37457;2699;0;0;0;0
71;23;2;Cidade Baixa;15372;14809;563;0;0;0;14320;1052;0;0;0;0
71;23;2;Farroupilha;293;273;20;0;0;0;229;64;0;0;0;0
71;23;2;Floresta;11530;11140;390;0;0;0;10737;793;0;0;0;0
71;23;2;Independência;7784;7475;309;0;0;0;7229;555;0;0;0;0
71;23;2;Menino Deus;32369;31262;1107;0;0;0;30202;2167;0;0;0;0
71;23;2;Moinhos de Vento;11918;11518;400;0;0;0;11101;817;0;0;0;0
71;23;2;Praia de Belas;1785;1751;34;0;0;0;1631;154;0;0;0;0
71;23;2;Rio Branco;17710;17055;655;0;0;0;16510;1200;0;0;0;0
71;23;2;Santa Cecília;5402;5210;192;0;0;0;5009;393;0;0;0;0
71;23;2;Santana;21031;20276;755;0;0;0;19613;1418;0;0;0;0
72;0;3;Azenha;13715;13221;494;0;0;0;12771;944;0;0;0;0
72;0;3;Bom Fim;11424;10963;461;0;0;0;10631;793;0;0;0;0
72;0;3;Centro;40156;38827;1329;0;0;0;37457;2699;0;0;0;0
72;0;3;Cidade Baixa;15372;14809;563;0;0;0;14320;1052;0;0;0;0
72;0;3;Farroupilha;293;273;20;0;0;0;229;64;0;0;0;0
72;0;3;Floresta;11530;11140;390;0;0;0;10737;793;0;0;0;0
72;0;3;Independência;7784;7475;309;0;0;0;7229;555;0;0;0;0
72;0;3;Menino Deus;32369;31262;1107;0;0;0;30202;2167;0;0;0;0
72;0;3;Moinhos de Vento;11918;11518;400;0;0;0;11101;817;0;0;0;0
72;0;3;Praia de Belas;1785;1751;34;0;0;0;1631;154;0;0;0;0
72;0;3;Rio Branco;17710;17055;655;0;0;0;16510;1200;0;0;0;0
72;0;3;Santa Cecília;5402;5210;192;0;0;0;5009;393;0;0;0;0
72;0;3;Santana;21031;20276;755;0;0;0;19613;1418;0;0;0;0
73;1;3;Azenha;13715;13221;494;0;0;0;12771;944;0;0;0;0
73;1;3;Bom Fim;11424;10963;461;0;0;0;10631;793;0;0;0;0
73;1;3;Centro;40156;38827;1329;0;0;0;37457;2699;0;0;0;0
73;1;3;Cidade Baixa;15372;14809;563;0;0;0;14320;1052;0;0;0;0
73;1;3;Farroupilha;293;273;20;0;0;0;229;64;0;0;0;0
73;1;3;Floresta;11530;11140;390;0;0;0;10737;793;0;0;0;0
73;1;3;Independência;7784;7475;309;0;0;0;7229;555;0;0;0;0
73;1;3;Menino Deus;32369;31262;1107;0;0;0;30202;2167;0;0;0;0
73;1;3;Moinhos de Vento;11918;11518;400;0;0;0;11101;817;0;0;0;0
73;1;3;Praia de Belas;1785;1751;34;0;0;0;1631;154;0;0;0;0
73;1;3;Rio Branco;17710;17055;655;0;0;0;16510;1200;0;0;0;0
73;1;3;Santa Cecília;5402;5210;192;0;0;0;5009;393;0;0;0;0
73;1;3;Santana;21031;20276;755;0;0;0;19613;1418;0;0;0;0
74;2;3;Azenha;13715;13221;494;0;0;0;12771;944;0;0;0;0
74;2;3;Bom Fim;11424;10963;461;0;0;0;10631;793;0;0;0;0
74;2;3;Centro;40156;38827;1329;0;0;0;37457;2699;0;0;0;0
74;2;3;Cidade Baixa;15372;14809;563;0;0;0;14320;1052;0;0;0;0
74;2;3;Farroupilha;293;273;20;0;0;0;229;64;0;0;0;0
74;2;3;Floresta;11530;11140;390;0;0;0;10737;793;0;0;0;0
74;2;3;Independência;7784;7475;309;0;0;0;7229;555;0;0;0;0
74;2;3;Menino Deus;32369;31262;1107;0;0;0;30202;2167;0;0;0;0
74;2;3;Moinhos de Vento;11918;11518;400;0;0;0;11101;817;0;0;0;0
74;2;3;Praia de Belas;1785;1751;34;0;0;0;1631;154;0;0;0;0
74;2;3;Rio Branco;17710;17055;655;0;0;0;16510;1200;0;0;0;0
74;2;3;Santa Cecília;5402;5210;192;0;0;0;5009;393;0;0;0;0
74;2;3;Santana;21031;20276;755;0;0;0;19613;1418;0;0;0;0
75;3;3;Azenha;13715;13221;494;0;0;0;12771;944;0;0;0;0
75;3;3;Bom Fim;11424;10963;461;0;0;0;10631;793;0;0;0;0
75;3;3;Centro;40156;38827;1329;0;0;0;37457;2699;0;0;0;0
75;3;3;Cidade Baixa;15372;14809;563;0;0;0;14320;1052;0;0;0;0
75;3;3;Farroupilha;293;273;20;0;0;0;229;64;0;0;0;0
75;3;3;Floresta;11530;11140;390;0;0;0;10737;793;0;0;0;0
75;3;3;Independência;7784;7475;309;0;0;0;7229;555;0;0;0;0
75;3;3;Menino Deus;32369;31262;1107;0;0;0;30202;2167;0;0;0;0
75;3;3;Moinhos de Vento;11918;11518;400;0;0;0;11101;817;0;0;0;0
75;3;3;Praia de Belas;1785;1751;34;0;0;0;1631;154;0;0;0;0
75;3;3;Rio Branco;17710;17055;655;0;0;0;16510;1200;0;0;0;0
75;3;3;Santa Cecília;5402;5210;192;0;0;0;5009;393;0;0;0;0
75;3;3;Santana;21031;20276;755;0;0;0;19613;1418;0;0;0;0
76;4;3;Azenha;13715;13221;494;0;0;0;12771;944;0;0;0;0
76;4;3;Bom Fim;11424;10963;461;0;0;0;10631;793;0;0;0;0
76;4;3;Centro;40156;38827;1329;0;0;0;37457;2699;0;0;0;0
76;4;3;Cidade Baixa;15372;14809;563;0;0;0;14320;1052;0;0;0;0
76;4;3;Farroupilha;293;273;20;0;0;0;229;64;0;0;0;0
76;4;3;Floresta;11530;11140;390;0;0;0;10737;793;0;0;0;0
76;4;3;Independência;7784;7475;309;0;0;0;7229;555;0;0;0;0
76;4;3;Menino Deus;32369;31262;1107;0;0;0;30202;2167;0;0;0;0
76;4;3;Moinhos de Vento;11918;11518;400;0;0;0;11101;817;0;0;0;0
76;4;3;Praia de Belas;1785;1751;34;0;0;0;1631;154;0;0;0;0
76;4;3;Rio Branco;17710;17055;655;0;0;0;16510;1200;0;0;0;0
76;4;3;Santa Cecília;5402;5210;192;0;0;0;5009;393;0;0;0;0
76;4;3;Santana;21031;20276;755;0;0;0;19613;1418;0;0;0;0
77;5;3;Azenha;13715;13221;494;0;0;0;12771;944;0;0;0;0
77;5;3;Bom Fim;11424;10963;461;0;0;0;10631;793;0;0;0;0
77;5;3;Centro;40156;38827;1329;0;0;0;37457;2699;0;0;0;0
77;5;3;Cidade Baixa;15372;14809;563;0;0;0;14320;1052;0;0;0;0
77;5;3;Farroupilha;293;273;20;0;0;0;229;64;0;0;0;0
77;5;3;Floresta;11530;11140;390;0;0;0;10737;793;0;0;0;0
77;5;3;Independência;7784;7475;309;0;0;0;7229;555;0;0;0;0
77;5;3;Menino Deus;32369;31262;1107;0;0;0;30202;2167;0;0;0;0
77;5;3;Moinhos de Vento;11918;11518;400;0;0;0;11101;817;0;0;0;0
77;5;3;Praia de Belas;1785;1751;34;0;0;0;1631;154;0;0;0;0
77;5;3;Rio Branco;17710;17055;655;0;0;0;16510;1200;0;0;0;0
77;5;3;Santa Cecília;5402;5210;192;0;0;0;5009;393;0;0;0;0
77;5;3;Santana;21031;20276;755;0;0;0;19613;1418;0;0;0;0
78;6;3;Azenha;13715;13221;494;0;0;0;12771;944;0;0;0;0
78;6;3;Bom Fim;11424;10963;461;0;0;0;10631;793;0;0;0;0
78;6;3;Centro;40156;38827;1329;0;0;0;37457;2699;0;0;0;0
78;6;3;Cidade Baixa;15372;14809;563;0;0;0;14320;1052;0;0;0;0
78;6;3;Farroupilha;293;273;20;0;0;0;229;64;0;0;0;0
78;6;3;Floresta;11530;11140;390;0;0;0;10737;793;0;0;0;0
78;6;3;Independência;7784;7475;309;0;0;0;7229;555;0;0;0;0
78;6;3;Menino Deus;32369;31262;1107;0;0;0;30202;2167;0;0;0;0
78;6;3;Moinhos de Vento;11918;11518;400;0;0;0;11101;817;0;0;0;0
78;6;3;Praia de Belas;1785;1751;34;0;0;0;1631;154;0;0;0;0
78;6;3;Rio Branco;17710;17055;655;0;0;0;16510;1200;0;0;0;0
78;6;3;Santa Cecília;5402;5210;192;0;0;0;5009;393;0;0;0;0
78;6;3;Santana;21031;20276;755;0;0;0;19613;1418;0;0;0;0
79;7;3;Azenha;13715;13221;494;0;0;0;12771;944;0;0;0;0
79;7;3;Bom Fim;11424;10963;461;0;0;0;10631;793;0;0;0;0
79;7;3;Centro;40156;38827;1329;0;0;0;37457;2699;0;0;0;0
79;7;3;Cidade Baixa;15372;14809;563;0;0;0;14320;1052;0;0;0;0
79;7;3;Farroupilha;293;273;20;0;0;0;229;64;0;0;0;0
79;7;3;Floresta;11530;11140;390;0;0;0;10737;793;0;0;0;0
79;7;3;Independência;7784;7475;309;0;0;0;7229;555;0;0;0;0
79;7;3;Menino Deus;32369;31262;1107;0;0;0;30202;2167;0;0;0;0
79;7;3;Moinhos de Vento;11918;11518;400;0;0;0;11101;817;0;0;0;0
79;7;3;Praia de Belas;1785;1751;34;0;0;0;1631;154;0;0;0;0
79;7;3;Rio Branco;17710;17055;655;0;0;0;16510;1200;0;0;0;0
79;7;3;Santa Cecília;5402;5210;192;0;0;0;5009;393;0;0;0;0
79;7;3;Santana;21031;20276;755;0;0;0;19613;1418;0;0;0;0
80;8;3;Azenha;13701;13133;568;-14;-88;74;12615;1063;23;-156;119;23
80;8;3;Bom Fim;11399;10867;532;-25;-96;71;10487;892;20;-144;99;20
80;8;3;Centro;40309;38777;1532;153;-50;203;37206;3029;74;-251;330;74
80;8;3;Cidade Baixa;15370;14722;648;-2;-87;85;14160;1184;26;-160;132;26
80;8;3;Farroupilha;191;168;23;-102;-105;3;118;72;1;-111;8;1
80;8;3;Floresta;11521;11072;449;-9;-68;59;10609;892;20;-128;99;20
80;8;3;Independência;7735;7380;355;-49;-95;46;7097;624;14;-132;69;14
80;8;3;Menino Deus;32478;31204;1274;109;-58;167;29986;2438;54;-216;271;54
80;8;3;Moinhos de Vento;11912;11453;459;-6;-65;59;10973;919;20;-128;102;20
80;8;3;Praia de Belas;1710;1671;39;-75;-80;5;1533;174;3;-98;20;3
80;8;3;Rio Branco;17739;16982;757;29;-73;102;16359;1350;30;-151;150;30
80;8;3;Santa Cecília;5346;5126;220;-56;-84;28;4894;443;9;-115;50;9
80;8;3;Santana;21078;20208;870;47;-68;115;19447;1596;35;-166;178;35
81;9;3;Azenha;13701;13133;568;0;0;0;12615;1063;23;0;0;0
81;9;3;Bom Fim;11399;10867;532;0;0;0;10487;892;20;0;0;0
81;9;3;Centro;40309;38777;1532;0;0;0;37206;3029;74;0;0;0
81;9;3;Cidade Baixa;15370;14722;648;0;0;0;14160;1184;26;0;0;0
81;9;3;Farroupilha;191;168;23;0;0;0;118;72;1;0;0;0
81;9;3;Floresta;11521;11072;449;0;0;0;10609;892;20;0;0;0
81;9;3;Independência;7735;7380;355;0;0;0;7097;624;14;0;0;0
81;9;3;Menino Deus;32478;31204;1274;0;0;0;29986;2438;54;0;0;0
81;9;3;Moinhos de Vento;11912;11453;459;0;0;0;10973;919;20;0;0;0
81;9;3;Praia de Belas;1710;1671;39;0;0;0;1533;174;3;0;0;0
81;9;3;Rio Branco;17739;16982;757;0;0;0;16359;1350;30;0;0;0
81;9;3;Santa Cecília;5346;5126;220;0;0;0;4894;443;9;0;0;0
81;9;3;Santana;21078;20208;870;0;0;0;19447;1596;35;0;0;0
82;10;3;Azenha;13686;13044;642;-15;-89;74;12458;1205;23;-157;142;0
82;10;3;Bom Fim;11374;10771;603;-25;-96;71;10343;1011;20;-144;119;0
82;10;3;Centro;40462;38727;1735;153;-50;203;36954;3434;74;-252;405;0
82;10;3;Cidade Baixa;15368;14635;733;-2;-87;85;14000;1342;26;-160;158;0
82;10;3;Farroupilha;88;62;26;-103;-106;3;5;82;1;-113;10;0
82;10;3;Floresta;11512;11004;508;-9;-68;59;10481;1011;20;-128;119;0
82;10;3;Independência;7686;7285;401;-49;-95;46;6965;707;14;-132;83;0
82;10;3;Menino Deus;32587;31146;1441;109;-58;167;29769;2764;54;-217;326;0
82;10;3;Moinhos de Vento;11908;11388;520;-4;-65;61;10846;1042;20;-127;123;0
82;10;3;Praia de Belas;1635;1591;44;-75;-80;5;1435;197;3;-98;23;0
82;10;3;Rio Branco;17768;16909;859;29;-73;102;16208;1530;30;-151;180;0
82;10;3;Santa Cecília;5290;5042;248;-56;-84;28;4779;502;9;-115;59;0
82;10;3;Santana;21125;20140;985;47;-68;115;19281;1809;35;-166;213;0
83;11;3;Azenha;13686;13044;642;0;0;0;12458;1205;23;0;0;0
83;11;3;Bom Fim;11374;10771;603;0;0;0;10343;1011;20;0;0;0
83;11;3;Centro;40462;38727;1735;0;0;0;36954;3434;74;0;0;0
83;11;3;Cidade Baixa;15368;14635;733;0;0;0;14000;1342;26;0;0;0
83;11;3;Farroupilha;88;62;26;0;0;0;5;82;1;0;0;0
83;11;3;Floresta;11512;11004;508;0;0;0;10481;1011;20;0;0;0
83;11;3;Independência;7686;7285;401;0;0;0;6965;707;14;0;0;0
83;11;3;Menino Deus;32587;31146;1441;0;0;0;29769;2764;54;0;0;0
83;11;3;Moinhos de Vento;11908;11388;520;0;0;0;10846;1042;20;0;0;0
83;11;3;Praia de Belas;1635;1591;44;0;0;0;1435;197;3;0;0;0
83;11;3;Rio Branco;17768;16909;859;0;0;0;16208;1530;30;0;0;0
83;11;3;Santa Cecília;5290;5042;248;0;0;0;4779;502;9;0;0;0
83;11;3;Santana;21125;20140;985;0;0;0;19281;1809;35;0;0;0
84;12;3;Azenha;13660;12946;714;-26;-98;72;12290;1347;23;-168;142;0
84;12;3;Bom Fim;11341;10671;670;-33;-100;67;10190;1131;20;-153;120;0
84;12;3;Centro;40600;38674;1926;138;-53;191;36687;3839;74;-267;405;0
84;12;3;Cidade Baixa;15357;14543;814;-11;-92;81;13831;1500;26;-169;158;0
84;12;3;Farroupilha;93;57;36;5;-5;10;0;92;1;-5;10;0
84;12;3;Floresta;11498;10931;567;-14;-73;59;10347;1131;20;-134;120;0
84;12;3;Independência;7628;7182;446;-58;-103;45;6823;791;14;-142;84;0
84;12;3;Menino Deus;32687;31084;1603;100;-62;162;29543;3090;54;-226;326;0
84;12;3;Moinhos de Vento;11896;11319;577;-12;-69;57;10711;1165;20;-135;123;0
84;12;3;Praia de Belas;1556;1506;50;-79;-85;6;1332;221;3;-103;24;0
84;12;3;Rio Branco;17785;16830;955;17;-79;96;16044;1711;30;-164;181;0
84;12;3;Santa Cecília;5225;4951;274;-65;-91;26;4654;562;9;-125;60;0
84;12;3;Santana;21163;20067;1096;38;-73;111;19105;2023;35;-176;214;0
85;13;3;Azenha;13660;12946;714;0;0;0;12290;1347;23;0;0;0
85;13;3;Bom Fim;11341;10671;670;0;0;0;10190;1131;20;0;0;0
85;13;3;Centro;40600;38674;1926;0;0;0;36687;3839;74;0;0;0
85;13;3;Cidade Baixa;15357;14543;814;0;0;0;13831;1500;26;0;0;0
85;13;3;Farroupilha;93;57;36;0;0;0;0;92;1;0;0;0
85;13;3;Floresta;11498;10931;567;0;0;0;10347;1131;20;0;0;0
85;13;3;Independência;7628;7182;446;0;0;0;6823;791;14;0;0;0
85;13;3;Menino Deus;32687;31084;1603;0;0;0;29543;3090;54;0;0;0
85;13;3;Moinhos de Vento;11896;11319;577;0;0;0;10711;1165;20;0;0;0
85;13;3;Praia de Belas;1556;1506;50;0;0;0;1332;221;3;0;0;0
85;13;3;Rio Branco;17785;16830;955;0;0;0;16044;1711;30;0;0;0
85;13;3;Santa Cecília;5225;4951;274;0;0;0;4654;562;9;0;0;0
85;13;3;Santana;21163;20067;1096;0;0;0;19105;2023;35;0;0;0
86;14;3;Azenha;13660;12946;714;0;0;0;12290;1347;23;0;0;0
86;14;3;Bom Fim;11341;10671;670;0;0;0;10190;1131;20;0;0;0
86;14;3;Centro;40600;38674;1926;0;0;0;36687;3839;74;0;0;0
86;14;3;Cidade Baixa;15357;14543;814;0;0;0;13831;1500;26;0;0;0
86;14;3;Farroupilha;93;57;36;0;0;0;0;92;1;0;0;0
86;14;3;Floresta;11498;10931;567;0;0;0;10347;1131;20;0;0;0
86;14;3;Independência;7628;7182;446;0;0;0;6823;791;14;0;0;0
86;14;3;Menino Deus;32687;31084;1603;0;0;0;29543;3090;54;0;0;0
86;14;3;Moinhos de Vento;11896;11319;577;0;0;0;10711;1165;20;0;0;0
86;14;3;Praia de Belas;1556;1506;50;0;0;0;1332;221;3;0;0;0
86;14;3;Rio Branco;17785;16830;955;0;0;0;16044;1711;30;0;0;0
86;14;3;Santa Cecília;5225;4951;274;0;0;0;4654;562;9;0;0;0
86;14;3;Santana;21163;20067;1096;0;0;0;19105;2023;35;0;0;0
87;15;3;Azenha;13660;12946;714;0;0;0;12290;1347;23;0;0;0
87;15;3;Bom Fim;11341;10671;670;0;0;0;10190;1131;20;0;0;0
87;15;3;Centro;40600;38674;1926;0;0;0;36687;3839;74;0;0;0
87;15;3;Cidade Baixa;15357;14543;814;0;0;0;13831;1500;26;0;0;0
87;15;3;Farroupilha;93;57;36;0;0;0;0;92;1;0;0;0
87;15;3;Floresta;11498;10931;567;0;0;0;10347;1131;20;0;0;0
87;15;3;Independência;7628;7182;446;0;0;0;6823;791;14;0;0;0
87;15;3;Menino Deus;32687;31084;1603;0;0;0;29543;3090;54;0;0;0
87;15;3;Moinhos de Vento;11896;11319;577;0;0;0;10711;1165;20;0;0;0
87;15;3;Praia de Belas;1556;1506;50;0;0;0;1332;221;3;0;0;0
87;15;3;Rio Branco;17785;16830;955;0;0;0;16044;1711;30;0;0;0
87;15;3;Santa Cecília;5225;4951;274;0;0;0;4654;562;9;0;0;0
87;15;3;Santana;21163;20067;1096;0;0;0;19105;2023;35;0;0;0
88;16;3;Azenha;13660;12946;714;0;0;0;12290;1347;23;0;0;0
88;16;3;Bom Fim;11341;10671;670;0;0;0;10190;1131;20;0;0;0
88;16;3;Centro;40600;38674;1926;0;0;0;36687;3839;74;0;0;0
88;16;3;Cidade Baixa;15357;14543;814;0;0;0;13831;1500;26;0;0;0
88;16;3;Farroupilha;93;57;36;0;0;0;0;92;1;0;0;0
88;16;3;Floresta;11498;10931;567;0;0;0;10347;1131;20;0;0;0
88;16;3;Independência;7628;7182;446;0;0;0;6823;791;14;0;0;0
88;16;3;Menino Deus;32687;31084;1603;0;0;0;29543;3090;54;0;0;0
88;16;3;Moinhos de Vento;11896;11319;577;0;0;0;10711;1165;20;0;0;0
88;16;3;Praia de Belas;1556;1506;50;0;0;0;1332;221;3;0;0;0
88;16;3;Rio Branco;17785;16830;955;0;0;0;16044;1711;30;0;0;0
88;16;3;Santa Cecília;5225;4951;274;0;0;0;4654;562;9;0;0;0
88;16;3;Santana;21163;20067;1096;0;0;0;19105;2023;35;0;0;0
89;17;3;Azenha;13660;12946;714;0;0;0;12290;1347;23;0;0;0
89;17;3;Bom Fim;11341;10671;670;0;0;0;10190;1131;20;0;0;0
89;17;3;Centro;40600;38674;1926;0;0;0;36687;3839;74;0;0;0
89;17;3;Cidade Baixa;15357;14543;814;0;0;0;13831;1500;26;0;0;0
89;17;3;Farroupilha;93;57;36;0;0;0;0;92;1;0;0;0
