Frame;Hour;Day;Neighbourhood;Total;Locals;Outsiders;dTotals;dLocals;dOutsiders;VaccLvl_0;VaccLvl_1;VaccLvl_2;dVaccLvl_0;dVaccLvl_1;dVaccLvl_2
378;18;15;Centro;39154;39154;0;0;0;0;32310;1065;5779;0;0;0
378;18;15;Cidade Baixa;15379;15379;0;0;0;0;11068;680;3631;0;0;0
378;18;15;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
378;18;15;Floresta;11596;11596;0;0;0;0;8157;530;2909;0;0;0
378;18;15;Independência;8112;8112;0;0;0;0;4542;541;3029;0;0;0
378;18;15;Menino Deus;31650;31650;0;0;0;0;25797;944;4909;0;0;0
378;18;15;Moinhos de Vento;11937;11937;0;0;0;0;8557;508;2872;0;0;0
378;18;15;Praia de Belas;2281;2281;0;0;0;0;0;94;2187;0;0;0
378;18;15;Rio Branco;17531;17531;0;0;0;0;13418;629;3484;0;0;0
378;18;15;Santa Cecília;5768;5768;0;0;0;0;2658;469;2641;0;0;0
378;18;15;Santana;20723;20723;0;0;0;0;16214;695;3814;0;0;0
379;19;15;Azenha;13804;13804;0;0;0;0;9604;655;3545;0;0;0
379;19;15;Bom Fim;11593;11593;0;0;0;0;7691;612;3290;0;0;0
379;19;15;Centro;39154;39154;0;0;0;0;32310;1065;5779;0;0;0
379;19;15;Cidade Baixa;15379;15379;0;0;0;0;11068;680;3631;0;0;0
379;19;15;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
379;19;15;Floresta;11596;11596;0;0;0;0;8157;530;2909;0;0;0
379;19;15;Independência;8112;8112;0;0;0;0;4542;541;3029;0;0;0
379;19;15;Menino Deus;31650;31650;0;0;0;0;25797;944;4909;0;0;0
379;19;15;Moinhos de Vento;11937;11937;0;0;0;0;8557;508;2872;0;0;0
379;19;15;Praia de Belas;2281;2281;0;0;0;0;0;94;2187;0;0;0
379;19;15;Rio Branco;17531;17531;0;0;0;0;13418;629;3484;0;0;0
379;19;15;Santa Cecília;5768;5768;0;0;0;0;2658;469;2641;0;0;0
379;19;15;Santana;20723;20723;0;0;0;0;16214;695;3814;0;0;0
380;20;15;Azenha;13804;13804;0;0;0;0;9604;655;3545;0;0;0
380;20;15;Bom Fim;11593;11593;0;0;0;0;7691;612;3290;0;0;0
380;20;15;Centro;39154;39154;0;0;0;0;32310;1065;5779;0;0;0
380;20;15;Cidade Baixa;15379;15379;0;0;0;0;11068;680;3631;0;0;0
380;20;15;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
380;20;15;Floresta;11596;11596;0;0;0;0;8157;530;2909;0;0;0
380;20;15;Independência;8112;8112;0;0;0;0;4542;541;3029;0;0;0
380;20;15;Menino Deus;31650;31650;0;0;0;0;25797;944;4909;0;0;0
380;20;15;Moinhos de Vento;11937;11937;0;0;0;0;8557;508;2872;0;0;0
380;20;15;Praia de Belas;2281;2281;0;0;0;0;0;94;2187;0;0;0
380;20;15;Rio Branco;17531;17531;0;0;0;0;13418;629;3484;0;0;0
380;20;15;Santa Cecília;5768;5768;0;0;0;0;2658;469;2641;0;0;0
380;20;15;Santana;20723;20723;0;0;0;0;16214;695;3814;0;0;0
381;21;15;Azenha;13804;13804;0;0;0;0;9604;655;3545;0;0;0
381;21;15;Bom Fim;11593;11593;0;0;0;0;7691;612;3290;0;0;0
381;21;15;Centro;39154;39154;0;0;0;0;32310;1065;5779;0;0;0
381;21;15;Cidade Baixa;15379;15379;0;0;0;0;11068;680;3631;0;0;0
381;21;15;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
381;21;15;Floresta;11596;11596;0;0;0;0;8157;530;2909;0;0;0
381;21;15;Independência;8112;8112;0;0;0;0;4542;541;3029;0;0;0
381;21;15;Menino Deus;31650;31650;0;0;0;0;25797;944;4909;0;0;0
381;21;15;Moinhos de Vento;11937;11937;0;0;0;0;8557;508;2872;0;0;0
381;21;15;Praia de Belas;2281;2281;0;0;0;0;0;94;2187;0;0;0
381;21;15;Rio Branco;17531;17531;0;0;0;0;13418;629;3484;0;0;0
381;21;15;Santa Cecília;5768;5768;0;0;0;0;2658;469;2641;0;0;0
381;21;15;Santana;20723;20723;0;0;0;0;16214;695;3814;0;0;0
382;22;15;Azenha;13804;13804;0;0;0;0;9604;655;3545;0;0;0
382;22;15;Bom Fim;11593;11593;0;0;0;0;7691;612;3290;0;0;0
382;22;15;Centro;39154;39154;0;0;0;0;32310;1065;5779;0;0;0
382;22;15;Cidade Baixa;15379;15379;0;0;0;0;11068;680;3631;0;0;0
382;22;15;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
382;22;15;Floresta;11596;11596;0;0;0;0;8157;530;2909;0;0;0
382;22;15;Independência;8112;8112;0;0;0;0;4542;541;3029;0;0;0
382;22;15;Menino Deus;31650;31650;0;0;0;0;25797;944;4909;0;0;0
382;22;15;Moinhos de Vento;11937;11937;0;0;0;0;8557;508;2872;0;0;0
382;22;15;Praia de Belas;2281;2281;0;0;0;0;0;94;2187;0;0;0
382;22;15;Rio Branco;17531;17531;0;0;0;0;13418;629;3484;0;0;0
382;22;15;Santa Cecília;5768;5768;0;0;0;0;2658;469;2641;0;0;0
382;22;15;Santana;20723;20723;0;0;0;0;16214;695;3814;0;0;0
383;23;15;Azenha;13804;13804;0;0;0;0;9604;655;3545;0;0;0
383;23;15;Bom Fim;11593;11593;0;0;0;0;7691;612;3290;0;0;0
383;23;15;Centro;39154;39154;0;0;0;0;32310;1065;5779;0;0;0
383;23;15;Cidade Baixa;15379;15379;0;0;0;0;11068;680;3631;0;0;0
383;23;15;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
383;23;15;Floresta;11596;11596;0;0;0;0;8157;530;2909;0;0;0
383;23;15;Independência;8112;8112;0;0;0;0;4542;541;3029;0;0;0
383;23;15;Menino Deus;31650;31650;0;0;0;0;25797;944;4909;0;0;0
383;23;15;Moinhos de Vento;11937;11937;0;0;0;0;8557;508;2872;0;0;0
383;23;15;Praia de Belas;2281;2281;0;0;0;0;0;94;2187;0;0;0
383;23;15;Rio Branco;17531;17531;0;0;0;0;13418;629;3484;0;0;0
383;23;15;Santa Cecília;5768;5768;0;0;0;0;2658;469;2641;0;0;0
383;23;15;Santana;20723;20723;0;0;0;0;16214;695;3814;0;0;0
384;0;16;Azenha;13804;13804;0;0;0;0;9604;655;3545;0;0;0
384;0;16;Bom Fim;11593;11593;0;0;0;0;7691;612;3290;0;0;0
384;0;16;Centro;39154;39154;0;0;0;0;32310;1065;5779;0;0;0
384;0;16;Cidade Baixa;15379;15379;0;0;0;0;11068;680;3631;0;0;0
384;0;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
384;0;16;Floresta;11596;11596;0;0;0;0;8157;530;2909;0;0;0
384;0;16;Independência;8112;8112;0;0;0;0;4542;541;3029;0;0;0
384;0;16;Menino Deus;31650;31650;0;0;0;0;25797;944;4909;0;0;0
384;0;16;Moinhos de Vento;11937;11937;0;0;0;0;8557;508;2872;0;0;0
384;0;16;Praia de Belas;2281;2281;0;0;0;0;0;94;2187;0;0;0
384;0;16;Rio Branco;17531;17531;0;0;0;0;13418;629;3484;0;0;0
384;0;16;Santa Cecília;5768;5768;0;0;0;0;2658;469;2641;0;0;0
384;0;16;Santana;20723;20723;0;0;0;0;16214;695;3814;0;0;0
385;1;16;Azenha;13804;13804;0;0;0;0;9604;655;3545;0;0;0
385;1;16;Bom Fim;11593;11593;0;0;0;0;7691;612;3290;0;0;0
385;1;16;Centro;39154;39154;0;0;0;0;32310;1065;5779;0;0;0
385;1;16;Cidade Baixa;15379;15379;0;0;0;0;11068;680;3631;0;0;0
385;1;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
385;1;16;Floresta;11596;11596;0;0;0;0;8157;530;2909;0;0;0
385;1;16;Independência;8112;8112;0;0;0;0;4542;541;3029;0;0;0
385;1;16;Menino Deus;31650;31650;0;0;0;0;25797;944;4909;0;0;0
385;1;16;Moinhos de Vento;11937;11937;0;0;0;0;8557;508;2872;0;0;0
385;1;16;Praia de Belas;2281;2281;0;0;0;0;0;94;2187;0;0;0
385;1;16;Rio Branco;17531;17531;0;0;0;0;13418;629;3484;0;0;0
385;1;16;Santa Cecília;5768;5768;0;0;0;0;2658;469;2641;0;0;0
385;1;16;Santana;20723;20723;0;0;0;0;16214;695;3814;0;0;0
386;2;16;Azenha;13804;13804;0;0;0;0;9604;655;3545;0;0;0
386;2;16;Bom Fim;11593;11593;0;0;0;0;7691;612;3290;0;0;0
386;2;16;Centro;39154;39154;0;0;0;0;32310;1065;5779;0;0;0
386;2;16;Cidade Baixa;15379;15379;0;0;0;0;11068;680;3631;0;0;0
386;2;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
386;2;16;Floresta;11596;11596;0;0;0;0;8157;530;2909;0;0;0
386;2;16;Independência;8112;8112;0;0;0;0;4542;541;3029;0;0;0
386;2;16;Menino Deus;31650;31650;0;0;0;0;25797;944;4909;0;0;0
386;2;16;Moinhos de Vento;11937;11937;0;0;0;0;8557;508;2872;0;0;0
386;2;16;Praia de Belas;2281;2281;0;0;0;0;0;94;2187;0;0;0
386;2;16;Rio Branco;17531;17531;0;0;0;0;13418;629;3484;0;0;0
386;2;16;Santa Cecília;5768;5768;0;0;0;0;2658;469;2641;0;0;0
386;2;16;Santana;20723;20723;0;0;0;0;16214;695;3814;0;0;0
387;3;16;Azenha;13804;13804;0;0;0;0;9604;655;3545;0;0;0
387;3;16;Bom Fim;11593;11593;0;0;0;0;7691;612;3290;0;0;0
387;3;16;Centro;39154;39154;0;0;0;0;32310;1065;5779;0;0;0
387;3;16;Cidade Baixa;15379;15379;0;0;0;0;11068;680;3631;0;0;0
387;3;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
387;3;16;Floresta;11596;11596;0;0;0;0;8157;530;2909;0;0;0
387;3;16;Independência;8112;8112;0;0;0;0;4542;541;3029;0;0;0
387;3;16;Menino Deus;31650;31650;0;0;0;0;25797;944;4909;0;0;0
387;3;16;Moinhos de Vento;11937;11937;0;0;0;0;8557;508;2872;0;0;0
387;3;16;Praia de Belas;2281;2281;0;0;0;0;0;94;2187;0;0;0
387;3;16;Rio Branco;17531;17531;0;0;0;0;13418;629;3484;0;0;0
387;3;16;Santa Cecília;5768;5768;0;0;0;0;2658;469;2641;0;0;0
387;3;16;Santana;20723;20723;0;0;0;0;16214;695;3814;0;0;0
388;4;16;Azenha;13804;13804;0;0;0;0;9604;655;3545;0;0;0
388;4;16;Bom Fim;11593;11593;0;0;0;0;7691;612;3290;0;0;0
388;4;16;Centro;39154;39154;0;0;0;0;32310;1065;5779;0;0;0
388;4;16;Cidade Baixa;15379;15379;0;0;0;0;11068;680;3631;0;0;0
388;4;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
388;4;16;Floresta;11596;11596;0;0;0;0;8157;530;2909;0;0;0
388;4;16;Independência;8112;8112;0;0;0;0;4542;541;3029;0;0;0
388;4;16;Menino Deus;31650;31650;0;0;0;0;25797;944;4909;0;0;0
388;4;16;Moinhos de Vento;11937;11937;0;0;0;0;8557;508;2872;0;0;0
388;4;16;Praia de Belas;2281;2281;0;0;0;0;0;94;2187;0;0;0
388;4;16;Rio Branco;17531;17531;0;0;0;0;13418;629;3484;0;0;0
388;4;16;Santa Cecília;5768;5768;0;0;0;0;2658;469;2641;0;0;0
388;4;16;Santana;20723;20723;0;0;0;0;16214;695;3814;0;0;0
389;5;16;Azenha;13804;13804;0;0;0;0;9604;655;3545;0;0;0
389;5;16;Bom Fim;11593;11593;0;0;0;0;7691;612;3290;0;0;0
389;5;16;Centro;39154;39154;0;0;0;0;32310;1065;5779;0;0;0
389;5;16;Cidade Baixa;15379;15379;0;0;0;0;11068;680;3631;0;0;0
389;5;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
389;5;16;Floresta;11596;11596;0;0;0;0;8157;530;2909;0;0;0
389;5;16;Independência;8112;8112;0;0;0;0;4542;541;3029;0;0;0
389;5;16;Menino Deus;31650;31650;0;0;0;0;25797;944;4909;0;0;0
389;5;16;Moinhos de Vento;11937;11937;0;0;0;0;8557;508;2872;0;0;0
389;5;16;Praia de Belas;2281;2281;0;0;0;0;0;94;2187;0;0;0
389;5;16;Rio Branco;17531;17531;0;0;0;0;13418;629;3484;0;0;0
389;5;16;Santa Cecília;5768;5768;0;0;0;0;2658;469;2641;0;0;0
389;5;16;Santana;20723;20723;0;0;0;0;16214;695;3814;0;0;0
390;6;16;Azenha;13804;13804;0;0;0;0;9604;655;3545;0;0;0
390;6;16;Bom Fim;11593;11593;0;0;0;0;7691;612;3290;0;0;0
390;6;16;Centro;39154;39154;0;0;0;0;32310;1065;5779;0;0;0
390;6;16;Cidade Baixa;15379;15379;0;0;0;0;11068;680;3631;0;0;0
390;6;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
390;6;16;Floresta;11596;11596;0;0;0;0;8157;530;2909;0;0;0
390;6;16;Independência;8112;8112;0;0;0;0;4542;541;3029;0;0;0
390;6;16;Menino Deus;31650;31650;0;0;0;0;25797;944;4909;0;0;0
390;6;16;Moinhos de Vento;11937;11937;0;0;0;0;8557;508;2872;0;0;0
390;6;16;Praia de Belas;2281;2281;0;0;0;0;0;94;2187;0;0;0
390;6;16;Rio Branco;17531;17531;0;0;0;0;13418;629;3484;0;0;0
390;6;16;Santa Cecília;5768;5768;0;0;0;0;2658;469;2641;0;0;0
390;6;16;Santana;20723;20723;0;0;0;0;16214;695;3814;0;0;0
391;7;16;Azenha;13804;13804;0;0;0;0;9604;655;3545;0;0;0
391;7;16;Bom Fim;11593;11593;0;0;0;0;7691;612;3290;0;0;0
391;7;16;Centro;39154;39154;0;0;0;0;32310;1065;5779;0;0;0
391;7;16;Cidade Baixa;15379;15379;0;0;0;0;11068;680;3631;0;0;0
391;7;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
391;7;16;Floresta;11596;11596;0;0;0;0;8157;530;2909;0;0;0
391;7;16;Independência;8112;8112;0;0;0;0;4542;541;3029;0;0;0
391;7;16;Menino Deus;31650;31650;0;0;0;0;25797;944;4909;0;0;0
391;7;16;Moinhos de Vento;11937;11937;0;0;0;0;8557;508;2872;0;0;0
391;7;16;Praia de Belas;2281;2281;0;0;0;0;0;94;2187;0;0;0
391;7;16;Rio Branco;17531;17531;0;0;0;0;13418;629;3484;0;0;0
391;7;16;Santa Cecília;5768;5768;0;0;0;0;2658;469;2641;0;0;0
391;7;16;Santana;20723;20723;0;0;0;0;16214;695;3814;0;0;0
392;8;16;Azenha;13804;13804;0;0;0;0;9488;662;3654;-116;7;109
392;8;16;Bom Fim;11593;11593;0;0;0;0;7584;618;3391;-107;6;101
392;8;16;Centro;39154;39154;0;0;0;0;32123;1075;5956;-187;10;177
392;8;16;Cidade Baixa;15379;15379;0;0;0;0;10948;686;3745;-120;6;114
392;8;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
392;8;16;Floresta;11596;11596;0;0;0;0;8066;529;3001;-91;-1;92
392;8;16;Independência;8112;8112;0;0;0;0;4446;545;3121;-96;4;92
392;8;16;Menino Deus;31650;31650;0;0;0;0;25635;958;5057;-162;14;148
392;8;16;Moinhos de Vento;11937;11937;0;0;0;0;8468;509;2960;-89;1;88
392;8;16;Praia de Belas;2281;2281;0;0;0;0;0;27;2254;0;-67;67
392;8;16;Rio Branco;17531;17531;0;0;0;0;13309;630;3592;-109;1;108
392;8;16;Santa Cecília;5768;5768;0;0;0;0;2574;471;2723;-84;2;82
392;8;16;Santana;20723;20723;0;0;0;0;16093;700;3930;-121;5;116
393;9;16;Azenha;13804;13804;0;0;0;0;9488;662;3654;0;0;0
393;9;16;Bom Fim;11593;11593;0;0;0;0;7584;618;3391;0;0;0
393;9;16;Centro;39154;39154;0;0;0;0;32123;1075;5956;0;0;0
393;9;16;Cidade Baixa;15379;15379;0;0;0;0;10948;686;3745;0;0;0
393;9;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
393;9;16;Floresta;11596;11596;0;0;0;0;8066;529;3001;0;0;0
393;9;16;Independência;8112;8112;0;0;0;0;4446;545;3121;0;0;0
393;9;16;Menino Deus;31650;31650;0;0;0;0;25635;958;5057;0;0;0
393;9;16;Moinhos de Vento;11937;11937;0;0;0;0;8468;509;2960;0;0;0
393;9;16;Praia de Belas;2281;2281;0;0;0;0;0;27;2254;0;0;0
393;9;16;Rio Branco;17531;17531;0;0;0;0;13309;630;3592;0;0;0
393;9;16;Santa Cecília;5768;5768;0;0;0;0;2574;471;2723;0;0;0
393;9;16;Santana;20723;20723;0;0;0;0;16093;700;3930;0;0;0
394;10;16;Azenha;13804;13804;0;0;0;0;9372;664;3768;-116;2;114
394;10;16;Bom Fim;11593;11593;0;0;0;0;7477;621;3495;-107;3;104
394;10;16;Centro;39154;39154;0;0;0;0;31936;1083;6135;-187;8;179
394;10;16;Cidade Baixa;15379;15379;0;0;0;0;10828;689;3862;-120;3;117
394;10;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
394;10;16;Floresta;11596;11596;0;0;0;0;7975;527;3094;-91;-2;93
394;10;16;Independência;8112;8112;0;0;0;0;4349;549;3214;-97;4;93
394;10;16;Menino Deus;31650;31650;0;0;0;0;25472;957;5221;-163;-1;164
394;10;16;Moinhos de Vento;11937;11937;0;0;0;0;8378;509;3050;-90;0;90
394;10;16;Praia de Belas;2281;2281;0;0;0;0;0;0;2281;0;-27;27
394;10;16;Rio Branco;17531;17531;0;0;0;0;13200;629;3702;-109;-1;110
394;10;16;Santa Cecília;5768;5768;0;0;0;0;2490;471;2807;-84;0;84
394;10;16;Santana;20723;20723;0;0;0;0;15970;701;4052;-123;1;122
395;11;16;Azenha;13804;13804;0;0;0;0;9372;664;3768;0;0;0
395;11;16;Bom Fim;11593;11593;0;0;0;0;7477;621;3495;0;0;0
395;11;16;Centro;39154;39154;0;0;0;0;31936;1083;6135;0;0;0
395;11;16;Cidade Baixa;15379;15379;0;0;0;0;10828;689;3862;0;0;0
395;11;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
395;11;16;Floresta;11596;11596;0;0;0;0;7975;527;3094;0;0;0
395;11;16;Independência;8112;8112;0;0;0;0;4349;549;3214;0;0;0
395;11;16;Menino Deus;31650;31650;0;0;0;0;25472;957;5221;0;0;0
395;11;16;Moinhos de Vento;11937;11937;0;0;0;0;8378;509;3050;0;0;0
395;11;16;Praia de Belas;2281;2281;0;0;0;0;0;0;2281;0;0;0
395;11;16;Rio Branco;17531;17531;0;0;0;0;13200;629;3702;0;0;0
395;11;16;Santa Cecília;5768;5768;0;0;0;0;2490;471;2807;0;0;0
395;11;16;Santana;20723;20723;0;0;0;0;15970;701;4052;0;0;0
396;12;16;Azenha;13804;13804;0;0;0;0;9256;663;3885;-116;-1;117
396;12;16;Bom Fim;11593;11593;0;0;0;0;7369;620;3604;-108;-1;109
396;12;16;Centro;39154;39154;0;0;0;0;31749;1083;6322;-187;0;187
396;12;16;Cidade Baixa;15379;15379;0;0;0;0;10708;688;3983;-120;-1;121
396;12;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
396;12;16;Floresta;11596;11596;0;0;0;0;7883;527;3186;-92;0;92
396;12;16;Independência;8112;8112;0;0;0;0;4251;549;3312;-98;0;98
396;12;16;Menino Deus;31650;31650;0;0;0;0;25308;956;5386;-164;-1;165
396;12;16;Moinhos de Vento;11937;11937;0;0;0;0;8288;509;3140;-90;0;90
396;12;16;Praia de Belas;2281;2281;0;0;0;0;0;0;2281;0;0;0
396;12;16;Rio Branco;17531;17531;0;0;0;0;13089;628;3814;-111;-1;112
396;12;16;Santa Cecília;5768;5768;0;0;0;0;2405;470;2893;-85;-1;86
396;12;16;Santana;20723;20723;0;0;0;0;15848;699;4176;-122;-2;124
397;13;16;Azenha;13804;13804;0;0;0;0;9256;663;3885;0;0;0
397;13;16;Bom Fim;11593;11593;0;0;0;0;7369;620;3604;0;0;0
397;13;16;Centro;39154;39154;0;0;0;0;31749;1083;6322;0;0;0
397;13;16;Cidade Baixa;15379;15379;0;0;0;0;10708;688;3983;0;0;0
397;13;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
397;13;16;Floresta;11596;11596;0;0;0;0;7883;527;3186;0;0;0
397;13;16;Independência;8112;8112;0;0;0;0;4251;549;3312;0;0;0
397;13;16;Menino Deus;31650;31650;0;0;0;0;25308;956;5386;0;0;0
397;13;16;Moinhos de Vento;11937;11937;0;0;0;0;8288;509;3140;0;0;0
397;13;16;Praia de Belas;2281;2281;0;0;0;0;0;0;2281;0;0;0
397;13;16;Rio Branco;17531;17531;0;0;0;0;13089;628;3814;0;0;0
397;13;16;Santa Cecília;5768;5768;0;0;0;0;2405;470;2893;0;0;0
397;13;16;Santana;20723;20723;0;0;0;0;15848;699;4176;0;0;0
398;14;16;Azenha;13804;13804;0;0;0;0;9256;663;3885;0;0;0
398;14;16;Bom Fim;11593;11593;0;0;0;0;7369;620;3604;0;0;0
398;14;16;Centro;39154;39154;0;0;0;0;31749;1083;6322;0;0;0
398;14;16;Cidade Baixa;15379;15379;0;0;0;0;10708;688;3983;0;0;0
398;14;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
398;14;16;Floresta;11596;11596;0;0;0;0;7883;527;3186;0;0;0
398;14;16;Independência;8112;8112;0;0;0;0;4251;549;3312;0;0;0
398;14;16;Menino Deus;31650;31650;0;0;0;0;25308;956;5386;0;0;0
398;14;16;Moinhos de Vento;11937;11937;0;0;0;0;8288;509;3140;0;0;0
398;14;16;Praia de Belas;2281;2281;0;0;0;0;0;0;2281;0;0;0
398;14;16;Rio Branco;17531;17531;0;0;0;0;13089;628;3814;0;0;0
398;14;16;Santa Cecília;5768;5768;0;0;0;0;2405;470;2893;0;0;0
398;14;16;Santana;20723;20723;0;0;0;0;15848;699;4176;0;0;0
399;15;16;Azenha;13804;13804;0;0;0;0;9256;663;3885;0;0;0
399;15;16;Bom Fim;11593;11593;0;0;0;0;7369;620;3604;0;0;0
399;15;16;Centro;39154;39154;0;0;0;0;31749;1083;6322;0;0;0
399;15;16;Cidade Baixa;15379;15379;0;0;0;0;10708;688;3983;0;0;0
399;15;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
399;15;16;Floresta;11596;11596;0;0;0;0;7883;527;3186;0;0;0
399;15;16;Independência;8112;8112;0;0;0;0;4251;549;3312;0;0;0
399;15;16;Menino Deus;31650;31650;0;0;0;0;25308;956;5386;0;0;0
399;15;16;Moinhos de Vento;11937;11937;0;0;0;0;8288;509;3140;0;0;0
399;15;16;Praia de Belas;2281;2281;0;0;0;0;0;0;2281;0;0;0
399;15;16;Rio Branco;17531;17531;0;0;0;0;13089;628;3814;0;0;0
399;15;16;Santa Cecília;5768;5768;0;0;0;0;2405;470;2893;0;0;0
399;15;16;Santana;20723;20723;0;0;0;0;15848;699;4176;0;0;0
400;16;16;Azenha;13804;13804;0;0;0;0;9256;663;3885;0;0;0
400;16;16;Bom Fim;11593;11593;0;0;0;0;7369;620;3604;0;0;0
400;16;16;Centro;39154;39154;0;0;0;0;31749;1083;6322;0;0;0
400;16;16;Cidade Baixa;15379;15379;0;0;0;0;10708;688;3983;0;0;0
400;16;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
400;16;16;Floresta;11596;11596;0;0;0;0;7883;527;3186;0;0;0
400;16;16;Independência;8112;8112;0;0;0;0;4251;549;3312;0;0;0
400;16;16;Menino Deus;31650;31650;0;0;0;0;25308;956;5386;0;0;0
400;16;16;Moinhos de Vento;11937;11937;0;0;0;0;8288;509;3140;0;0;0
400;16;16;Praia de Belas;2281;2281;0;0;0;0;0;0;2281;0;0;0
400;16;16;Rio Branco;17531;17531;0;0;0;0;13089;628;3814;0;0;0
400;16;16;Santa Cecília;5768;5768;0;0;0;0;2405;470;2893;0;0;0
400;16;16;Santana;20723;20723;0;0;0;0;15848;699;4176;0;0;0
401;17;16;Azenha;13804;13804;0;0;0;0;9256;663;3885;0;0;0
401;17;16;Bom Fim;11593;11593;0;0;0;0;7369;620;3604;0;0;0
401;17;16;Centro;39154;39154;0;0;0;0;31749;1083;6322;0;0;0
401;17;16;Cidade Baixa;15379;15379;0;0;0;0;10708;688;3983;0;0;0
401;17;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
401;17;16;Floresta;11596;11596;0;0;0;0;7883;527;3186;0;0;0
401;17;16;Independência;8112;8112;0;0;0;0;4251;549;3312;0;0;0
401;17;16;Menino Deus;31650;31650;0;0;0;0;25308;956;5386;0;0;0
401;17;16;Moinhos de Vento;11937;11937;0;0;0;0;8288;509;3140;0;0;0
401;17;16;Praia de Belas;2281;2281;0;0;0;0;0;0;2281;0;0;0
401;17;16;Rio Branco;17531;17531;0;0;0;0;13089;628;3814;0;0;0
401;17;16;Santa Cecília;5768;5768;0;0;0;0;2405;470;2893;0;0;0
401;17;16;Santana;20723;20723;0;0;0;0;15848;699;4176;0;0;0
402;18;16;Azenha;13804;13804;0;0;0;0;9256;663;3885;0;0;0
402;18;16;Bom Fim;11593;11593;0;0;0;0;7369;620;3604;0;0;0
402;18;16;Centro;39154;39154;0;0;0;0;31749;1083;6322;0;0;0
402;18;16;Cidade Baixa;15379;15379;0;0;0;0;10708;688;3983;0;0;0
402;18;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
402;18;16;Floresta;11596;11596;0;0;0;0;7883;527;3186;0;0;0
402;18;16;Independência;8112;8112;0;0;0;0;4251;549;3312;0;0;0
402;18;16;Menino Deus;31650;31650;0;0;0;0;25308;956;5386;0;0;0
402;18;16;Moinhos de Vento;11937;11937;0;0;0;0;8288;509;3140;0;0;0
402;18;16;Praia de Belas;2281;2281;0;0;0;0;0;0;2281;0;0;0
402;18;16;Rio Branco;17531;17531;0;0;0;0;13089;628;3814;0;0;0
402;18;16;Santa Cecília;5768;5768;0;0;0;0;2405;470;2893;0;0;0
402;18;16;Santana;20723;20723;0;0;0;0;15848;699;4176;0;0;0
403;19;16;Azenha;13804;13804;0;0;0;0;9256;663;3885;0;0;0
403;19;16;Bom Fim;11593;11593;0;0;0;0;7369;620;3604;0;0;0
403;19;16;Centro;39154;39154;0;0;0;0;31749;1083;6322;0;0;0
403;19;16;Cidade Baixa;15379;15379;0;0;0;0;10708;688;3983;0;0;0
403;19;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
403;19;16;Floresta;11596;11596;0;0;0;0;7883;527;3186;0;0;0
403;19;16;Independência;8112;8112;0;0;0;0;4251;549;3312;0;0;0
403;19;16;Menino Deus;31650;31650;0;0;0;0;25308;956;5386;0;0;0
403;19;16;Moinhos de Vento;11937;11937;0;0;0;0;8288;509;3140;0;0;0
403;19;16;Praia de Belas;2281;2281;0;0;0;0;0;0;2281;0;0;0
403;19;16;Rio Branco;17531;17531;0;0;0;0;13089;628;3814;0;0;0
403;19;16;Santa Cecília;5768;5768;0;0;0;0;2405;470;2893;0;0;0
403;19;16;Santana;20723;20723;0;0;0;0;15848;699;4176;0;0;0
404;20;16;Azenha;13804;13804;0;0;0;0;9256;663;3885;0;0;0
404;20;16;Bom Fim;11593;11593;0;0;0;0;7369;620;3604;0;0;0
404;20;16;Centro;39154;39154;0;0;0;0;31749;1083;6322;0;0;0
404;20;16;Cidade Baixa;15379;15379;0;0;0;0;10708;688;3983;0;0;0
404;20;16;Farroupilha;961;961;0;0;0;0;0;0;961;0;0;0
404;20;16;Floresta;11596;11596;0;0;0;0;7883;527;3186;0;0;0
404;20;16;Independência;8112;8112;0;0;0;0;4251;549;3312;0;0;0
404;20;16;Menino Deus;31650;31650;0;0;0;0;25308;956;5386;0;0;0
