Frame;Hour;Vacc0;Vacc1;Vacc2;Vacc3;dI;dR;dV
696;0;96443;62816;31230;0;0;0;
697;1;96443;62816;31230;0;0;0;
698;2;96443;62816;31230;0;0;0;
699;3;96443;62816;31230;0;0;0;
700;4;96443;62816;31230;0;0;0;
701;5;96443;62816;31230;0;0;0;
702;6;96443;62816;31230;0;0;0;
703;7;96443;62816;31230;0;0;0;
704;8;96443;62816;31230;0;0;0;
705;9;95647;62438;32404;0;-796;-378;
706;10;94846;62062;33581;0;-801;-376;
707;11;94846;62062;33581;0;0;0;
708;12;94042;61685;34762;0;-804;-377;
709;13;94042;61685;34762;0;0;0;
710;14;94042;61685;34762;0;0;0;
711;15;94042;61685;34762;0;0;0;
712;16;94042;61685;34762;0;0;0;
713;17;94042;61685;34762;0;0;0;
714;18;94042;61685;34762;0;0;0;
715;19;94042;61685;34762;0;0;0;
716;20;94042;61685;34762;0;0;0;
717;21;94042;61685;34762;0;0;0;
718;22;94042;61685;34762;0;0;0;
719;23;94042;61685;34762;0;0;0;
720;0;94042;61685;34762;0;0;0;
721;1;94042;61685;34762;0;0;0;
722;2;94042;61685;34762;0;0;0;
723;3;94042;61685;34762;0;0;0;
724;4;94042;61685;34762;0;0;0;
725;5;94042;61685;34762;0;0;0;
726;6;94042;61685;34762;0;0;0;
727;7;94042;61685;34762;0;0;0;
728;8;94042;61685;34762;0;0;0;
729;9;93400;60251;36838;0;-642;-1434;
730;10;92756;58815;38918;0;-644;-1436;
731;11;92756;58815;38918;0;0;0;
732;12;92107;57377;41005;0;-649;-1438;
733;13;92107;57377;41005;0;0;0;
734;14;92107;57377;41005;0;0;0;
735;15;92107;57377;41005;0;0;0;
736;16;92107;57377;41005;0;0;0;
737;17;92107;57377;41005;0;0;0;
738;18;92107;57377;41005;0;0;0;
739;19;92107;57377;41005;0;0;0;
740;20;92107;57377;41005;0;0;0;
741;21;92107;57377;41005;0;0;0;
742;22;92107;57377;41005;0;0;0;
743;23;92107;57377;41005;0;0;0;
744;0;92107;57377;41005;0;0;0;
745;1;92107;57377;41005;0;0;0;
746;2;92107;57377;41005;0;0;0;
747;3;92107;57377;41005;0;0;0;
748;4;92107;57377;41005;0;0;0;
749;5;92107;57377;41005;0;0;0;
750;6;92107;57377;41005;0;0;0;
751;7;92107;57377;41005;0;0;0;
752;8;92107;57377;41005;0;0;0;
753;9;91694;57111;41684;0;-413;-266;
754;10;91279;56845;42365;0;-415;-266;
755;11;91279;56845;42365;0;0;0;
756;12;90861;56577;43051;0;-418;-268;
757;13;90861;56577;43051;0;0;0;
758;14;90861;56577;43051;0;0;0;
759;15;90861;56577;43051;0;0;0;
760;16;90861;56577;43051;0;0;0;
761;17;90861;56577;43051;0;0;0;
762;18;90861;56577;43051;0;0;0;
763;19;90861;56577;43051;0;0;0;
764;20;90861;56577;43051;0;0;0;
765;21;90861;56577;43051;0;0;0;
766;22;90861;56577;43051;0;0;0;
767;23;90861;56577;43051;0;0;0;
768;0;90861;56577;43051;0;0;0;
769;1;90861;56577;43051;0;0;0;
770;2;90861;56577;43051;0;0;0;
771;3;90861;56577;43051;0;0;0;
772;4;90861;56577;43051;0;0;0;
773;5;90861;56577;43051;0;0;0;
774;6;90861;56577;43051;0;0;0;
775;7;90861;56577;43051;0;0;0;
776;8;90861;56577;43051;0;0;0;
777;9;90861;56577;43051;0;0;0;
778;10;90861;56577;43051;0;0;0;
779;11;90861;56577;43051;0;0;0;
780;12;90861;56577;43051;0;0;0;
781;13;90861;56577;43051;0;0;0;
782;14;90861;56577;43051;0;0;0;
783;15;90861;56577;43051;0;0;0;
784;16;90861;56577;43051;0;0;0;
785;17;90861;56577;43051;0;0;0;
786;18;90861;56577;43051;0;0;0;
787;19;90861;56577;43051;0;0;0;
788;20;90861;56577;43051;0;0;0;
789;21;90861;56577;43051;0;0;0;
790;22;90861;56577;43051;0;0;0;
791;23;90861;56577;43051;0;0;0;
792;0;90861;56577;43051;0;0;0;
793;1;90861;56577;43051;0;0;0;
794;2;90861;56577;43051;0;0;0;
795;3;90861;56577;43051;0;0;0;
796;4;90861;56577;43051;0;0;0;
797;5;90861;56577;43051;0;0;0;
798;6;90861;56577;43051;0;0;0;
799;7;90861;56577;43051;0;0;0;
800;8;90861;56577;43051;0;0;0;
801;9;90861;55283;44345;0;0;-1294;
802;10;90861;53986;45642;0;0;-1297;
803;11;90861;53986;45642;0;0;0;
804;12;90861;52685;46943;0;0;-1301;
805;13;90861;52685;46943;0;0;0;
806;14;90861;52685;46943;0;0;0;
807;15;90861;52685;46943;0;0;0;
808;16;90861;52685;46943;0;0;0;
809;17;90861;52685;46943;0;0;0;
810;18;90861;52685;46943;0;0;0;
811;19;90861;52685;46943;0;0;0;
812;20;90861;52685;46943;0;0;0;
813;21;90861;52685;46943;0;0;0;
814;22;90861;52685;46943;0;0;0;
815;23;90861;52685;46943;0;0;0;
816;0;90861;52685;46943;0;0;0;
817;1;90861;52685;46943;0;0;0;
818;2;90861;52685;46943;0;0;0;
819;3;90861;52685;46943;0;0;0;
820;4;90861;52685;46943;0;0;0;
821;5;90861;52685;46943;0;0;0;
822;6;90861;52685;46943;0;0;0;
823;7;90861;52685;46943;0;0;0;
824;8;90861;52685;46943;0;0;0;
825;9;90512;52945;47032;0;-349;260;
826;10;90161;53200;47128;0;-351;255;
827;11;90161;53200;47128;0;0;0;
828;12;89803;53459;47227;0;-358;259;
829;13;89803;53459;47227;0;0;0;
830;14;89803;53459;47227;0;0;0;
831;15;89803;53459;47227;0;0;0;
832;16;89803;53459;47227;0;0;0;
833;17;89803;53459;47227;0;0;0;
834;18;89803;53459;47227;0;0;0;
835;19;89803;53459;47227;0;0;0;
836;20;89803;53459;47227;0;0;0;
837;21;89803;53459;47227;0;0;0;
838;22;89803;53459;47227;0;0;0;
839;23;89803;53459;47227;0;0;0;
840;0;89803;53459;47227;0;0;0;
841;1;89803;53459;47227;0;0;0;
842;2;89803;53459;47227;0;0;0;
843;3;89803;53459;47227;0;0;0;
844;4;89803;53459;47227;0;0;0;
845;5;89803;53459;47227;0;0;0;
846;6;89803;53459;47227;0;0;0;
847;7;89803;53459;47227;0;0;0;
848;8;89803;53459;47227;0;0;0;
849;9;89540;52646;48303;0;-263;-813;
850;10;89274;51829;49386;0;-266;-817;
851;11;89274;51829;49386;0;0;0;
852;12;89005;51011;50473;0;-269;-818;
853;13;89005;51011;50473;0;0;0;
854;14;89005;51011;50473;0;0;0;
855;15;89005;51011;50473;0;0;0;
856;16;89005;51011;50473;0;0;0;
857;17;89005;51011;50473;0;0;0;
858;18;89005;51011;50473;0;0;0;
859;19;89005;51011;50473;0;0;0;
860;20;89005;51011;50473;0;0;0;
861;21;89005;51011;50473;0;0;0;
862;22;89005;51011;50473;0;0;0;
863;23;89005;51011;50473;0;0;0;
864;0;89005;51011;50473;0;0;0;
865;1;89005;51011;50473;0;0;0;
866;2;89005;51011;50473;0;0;0;
867;3;89005;51011;50473;0;0;0;
868;4;89005;51011;50473;0;0;0;
869;5;89005;51011;50473;0;0;0;
870;6;89005;51011;50473;0;0;0;
871;7;89005;51011;50473;0;0;0;
872;8;89005;51011;50473;0;0;0;
873;9;88821;49913;51755;0;-184;-1098;
874;10;88633;48814;53042;0;-188;-1099;
875;11;88633;48814;53042;0;0;0;
876;12;88441;47713;54335;0;-192;-1101;
877;13;88441;47713;54335;0;0;0;
878;14;88441;47713;54335;0;0;0;
879;15;88441;47713;54335;0;0;0;
880;16;88441;47713;54335;0;0;0;
881;17;88441;47713;54335;0;0;0;
882;18;88441;47713;54335;0;0;0;
883;19;88441;47713;54335;0;0;0;
884;20;88441;47713;54335;0;0;0;
885;21;88441;47713;54335;0;0;0;
886;22;88441;47713;54335;0;0;0;
887;23;88441;47713;54335;0;0;0;
888;0;88441;47713;54335;0;0;0;
889;1;88441;47713;54335;0;0;0;
890;2;88441;47713;54335;0;0;0;
891;3;88441;47713;54335;0;0;0;
892;4;88441;47713;54335;0;0;0;
893;5;88441;47713;54335;0;0;0;
894;6;88441;47713;54335;0;0;0;
895;7;88441;47713;54335;0;0;0;
896;8;88441;47713;54335;0;0;0;
897;9;88105;47131;55253;0;-336;-582;
898;10;87764;46550;56175;0;-341;-581;
899;11;87764;46550;56175;0;0;0;
900;12;87418;45971;57100;0;-346;-579;
901;13;87418;45971;57100;0;0;0;
902;14;87418;45971;57100;0;0;0;
903;15;87418;45971;57100;0;0;0;
904;16;87418;45971;57100;0;0;0;
905;17;87418;45971;57100;0;0;0;
906;18;87418;45971;57100;0;0;0;
907;19;87418;45971;57100;0;0;0;
908;20;87418;45971;57100;0;0;0;
909;21;87418;45971;57100;0;0;0;
910;22;87418;45971;57100;0;0;0;
911;23;87418;45971;57100;0;0;0;
912;0;87418;45971;57100;0;0;0;
913;1;87418;45971;57100;0;0;0;
914;2;87418;45971;57100;0;0;0;
915;3;87418;45971;57100;0;0;0;
916;4;87418;45971;57100;0;0;0;
917;5;87418;45971;57100;0;0;0;
918;6;87418;45971;57100;0;0;0;
919;7;87418;45971;57100;0;0;0;
920;8;87418;45971;57100;0;0;0;
921;9;86578;44613;59298;0;-840;-1358;
922;10;85735;43253;61501;0;-843;-1360;
923;11;85735;43253;61501;0;0;0;
924;12;84888;41893;63708;0;-847;-1360;
925;13;84888;41893;63708;0;0;0;
926;14;84888;41893;63708;0;0;0;
927;15;84888;41893;63708;0;0;0;
928;16;84888;41893;63708;0;0;0;
929;17;84888;41893;63708;0;0;0;
930;18;84888;41893;63708;0;0;0;
931;19;84888;41893;63708;0;0;0;
932;20;84888;41893;63708;0;0;0;
933;21;84888;41893;63708;0;0;0;
934;22;84888;41893;63708;0;0;0;
935;23;84888;41893;63708;0;0;0;
936;0;84888;41893;63708;0;0;0;
937;1;84888;41893;63708;0;0;0;
938;2;84888;41893;63708;0;0;0;
939;3;84888;41893;63708;0;0;0;
940;4;84888;41893;63708;0;0;0;
941;5;84888;41893;63708;0;0;0;
942;6;84888;41893;63708;0;0;0;
943;7;84888;41893;63708;0;0;0;
944;8;84888;41893;63708;0;0;0;
945;9;84638;42143;63708;0;-250;250;
946;10;84384;42397;63708;0;-254;254;
947;11;84384;42397;63708;0;0;0;
948;12;84125;42656;63708;0;-259;259;
949;13;84125;42656;63708;0;0;0;
950;14;84125;42656;63708;0;0;0;
951;15;84125;42656;63708;0;0;0;
952;16;84125;42656;63708;0;0;0;
953;17;84125;42656;63708;0;0;0;
954;18;84125;42656;63708;0;0;0;
955;19;84125;42656;63708;0;0;0;
956;20;84125;42656;63708;0;0;0;
957;21;84125;42656;63708;0;0;0;
958;22;84125;42656;63708;0;0;0;
959;23;84125;42656;63708;0;0;0;
960;0;84125;42656;63708;0;0;0;
961;1;84125;42656;63708;0;0;0;
962;2;84125;42656;63708;0;0;0;
963;3;84125;42656;63708;0;0;0;
964;4;84125;42656;63708;0;0;0;
965;5;84125;42656;63708;0;0;0;
966;6;84125;42656;63708;0;0;0;
967;7;84125;42656;63708;0;0;0;
968;8;84125;42656;63708;0;0;0;
969;9;84125;41931;64329;104;0;-725;
970;10;84125;41200;64948;216;0;-731;
971;11;84125;41200;64948;216;0;0;
972;12;84125;40465;65570;329;0;-735;
973;13;84125;40465;65570;329;0;0;
974;14;84125;40465;65570;329;0;0;
975;15;84125;40465;65570;329;0;0;
976;16;84125;40465;65570;329;0;0;
977;17;84125;40465;65570;329;0;0;
978;18;84125;40465;65570;329;0;0;
979;19;84125;40465;65570;329;0;0;
980;20;84125;40465;65570;329;0;0;
981;21;84125;40465;65570;329;0;0;
982;22;84125;40465;65570;329;0;0;
983;23;84125;40465;65570;329;0;0;
984;0;84125;40465;65570;329;0;0;
985;1;84125;40465;65570;329;0;0;
986;2;84125;40465;65570;329;0;0;
987;3;84125;40465;65570;329;0;0;
988;4;84125;40465;65570;329;0;0;
989;5;84125;40465;65570;329;0;0;
990;6;84125;40465;65570;329;0;0;
991;7;84125;40465;65570;329;0;0;
992;8;84125;40465;65570;329;0;0;
993;9;83787;39931;64559;2212;-338;-534;
994;10;83444;39400;63545;4100;-343;-531;
995;11;83444;39400;63545;4100;0;0;
996;12;83095;38869;62530;5995;-349;-531;
997;13;83095;38869;62530;5995;0;0;
998;14;83095;38869;62530;5995;0;0;
999;15;83095;38869;62530;5995;0;0;
1000;16;83095;38869;62530;5995;0;0;
1001;17;83095;38869;62530;5995;0;0;
1002;18;83095;38869;62530;5995;0;0;
1003;19;83095;38869;62530;5995;0;0;
1004;20;83095;38869;62530;5995;0;0;
1005;21;83095;38869;62530;5995;0;0;
1006;22;83095;38869;62530;5995;0;0;
1007;23;83095;38869;62530;5995;0;0;
1008;0;83095;38869;62530;5995;0;0;
1009;1;83095;38869;62530;5995;0;0;
1010;2;83095;38869;62530;5995;0;0;
1011;3;83095;38869;62530;5995;0;0;
1012;4;83095;38869;62530;5995;0;0;
1013;5;83095;38869;62530;5995;0;0;
1014;6;83095;38869;62530;5995;0;0;
1015;7;83095;38869;62530;5995;0;0;
1016;8;83095;38869;62530;5995;0;0;
1017;9;82123;37597;62427;8342;-972;-1272;
1018;10;81146;36322;62327;10694;-977;-1275;
1019;11;81146;36322;62327;10694;0;0;
1020;12;80162;35052;62226;13049;-984;-1270;
1021;13;80162;35052;62226;13049;0;0;
1022;14;80162;35052;62226;13049;0;0;
1023;15;80162;35052;62226;13049;0;0;
1024;16;80162;35052;62226;13049;0;0;
1025;17;80162;35052;62226;13049;0;0;
1026;18;80162;35052;62226;13049;0;0;
1027;19;80162;35052;62226;13049;0;0;
1028;20;80162;35052;62226;13049;0;0;
1029;21;80162;35052;62226;13049;0;0;
1030;22;80162;35052;62226;13049;0;0;
1031;23;80162;35052;62226;13049;0;0;
1032;0;80162;35052;62226;13049;0;0;
1033;1;80162;35052;62226;13049;0;0;
1034;2;80162;35052;62226;13049;0;0;
1035;3;80162;35052;62226;13049;0;0;
1036;4;80162;35052;62226;13049;0;0;
1037;5;80162;35052;62226;13049;0;0;
1038;6;80162;35052;62226;13049;0;0;
1039;7;80162;35052;62226;13049;0;0;
1040;8;80162;35052;62226;13049;0;0;
1041;9;78940;34050;62494;15005;-1222;-1002;
1042;10;77711;33051;62762;16965;-1229;-999;
1043;11;77711;33051;62762;16965;0;0;
1044;12;76481;32047;63029;18932;-1230;-1004;
1045;13;76481;32047;63029;18932;0;0;
1046;14;76481;32047;63029;18932;0;0;
1047;15;76481;32047;63029;18932;0;0;
1048;16;76481;32047;63029;18932;0;0;
1049;17;76481;32047;63029;18932;0;0;
1050;18;76481;32047;63029;18932;0;0;
1051;19;76481;32047;63029;18932;0;0;
1052;20;76481;32047;63029;18932;0;0;
1053;21;76481;32047;63029;18932;0;0;
1054;22;76481;32047;63029;18932;0;0;
1055;23;76481;32047;63029;18932;0;0;
1056;0;76481;32047;63029;18932;0;0;
1057;1;76481;32047;63029;18932;0;0;
1058;2;76481;32047;63029;18932;0;0;
1059;3;76481;32047;63029;18932;0;0;
1060;4;76481;32047;63029;18932;0;0;
1061;5;76481;32047;63029;18932;0;0;
1062;6;76481;32047;63029;18932;0;0;
1063;7;76481;32047;63029;18932;0;0;
1064;8;76481;32047;63029;18932;0;0;
1065;9;75872;30625;64620;19372;-609;-1422;
1066;10;75261;29203;66208;19817;-611;-1422;
1067;11;75261;29203;66208;19817;0;0;
1068;12;74643;27781;67802;20263;-618;-1422;
1069;13;74643;27781;67802;20263;0;0;
1070;14;74643;27781;67802;20263;0;0;
1071;15;74643;27781;67802;20263;0;0;
1072;16;74643;27781;67802;20263;0;0;
1073;17;74643;27781;67802;20263;0;0;
1074;18;74643;27781;67802;20263;0;0;
1075;19;74643;27781;67802;20263;0;0;
1076;20;74643;27781;67802;20263;0;0;
1077;21;74643;27781;67802;20263;0;0;
1078;22;74643;27781;67802;20263;0;0;
1079;23;74643;27781;67802;20263;0;0;
1080;0;74643;27781;67802;20263;0;0;
1081;1;74643;27781;67802;20263;0;0;
1082;2;74643;27781;67802;20263;0;0;
1083;3;74643;27781;67802;20263;0;0;
1084;4;74643;27781;67802;20263;0;0;
1085;5;74643;27781;67802;20263;0;0;
1086;6;74643;27781;67802;20263;0;0;
1087;7;74643;27781;67802;20263;0;0;
1088;8;74643;27781;67802;20263;0;0;
1089;9;73567;28455;68104;20363;-1076;674;
1090;10;72482;29133;68410;20464;-1085;678;
1091;11;72482;29133;68410;20464;0;0;
1092;12;71394;29807;68718;20570;-1088;674;
1093;13;71394;29807;68718;20570;0;0;
1094;14;71394;29807;68718;20570;0;0;
1095;15;71394;29807;68718;20570;0;0;
1096;16;71394;29807;68718;20570;0;0;
1097;17;71394;29807;68718;20570;0;0;
1098;18;71394;29807;68718;20570;0;0;
1099;19;71394;29807;68718;20570;0;0;
1100;20;71394;29807;68718;20570;0;0;
1101;21;71394;29807;68718;20570;0;0;
1102;22;71394;29807;68718;20570;0;0;
1103;23;71394;29807;68718;20570;0;0;
1104;0;71394;29807;68718;20570;0;0;
1105;1;71394;29807;68718;20570;0;0;
1106;2;71394;29807;68718;20570;0;0;
1107;3;71394;29807;68718;20570;0;0;
1108;4;71394;29807;68718;20570;0;0;
1109;5;71394;29807;68718;20570;0;0;
1110;6;71394;29807;68718;20570;0;0;
1111;7;71394;29807;68718;20570;0;0;
1112;8;71394;29807;68718;20570;0;0;
1113;9;71193;30008;67352;21936;-201;201;
1114;10;70987;30214;65984;23304;-206;206;
1115;11;70987;30214;65984;23304;0;0;
1116;12;70776;30425;64608;24680;-211;211;
1117;13;70776;30425;64608;24680;0;0;
1118;14;70776;30425;64608;24680;0;0;
1119;15;70776;30425;64608;24680;0;0;
1120;16;70776;30425;64608;24680;0;0;
1121;17;70776;30425;64608;24680;0;0;
1122;18;70776;30425;64608;24680;0;0;
1123;19;70776;30425;64608;24680;0;0;
1124;20;70776;30425;64608;24680;0;0;
1125;21;70776;30425;64608;24680;0;0;
1126;22;70776;30425;64608;24680;0;0;
1127;23;70776;30425;64608;24680;0;0;
1128;0;70776;30425;64608;24680;0;0;
1129;1;70776;30425;64608;24680;0;0;
1130;2;70776;30425;64608;24680;0;0;
1131;3;70776;30425;64608;24680;0;0;
1132;4;70776;30425;64608;24680;0;0;
1133;5;70776;30425;64608;24680;0;0;
1134;6;70776;30425;64608;24680;0;0;
1135;7;70776;30425;64608;24680;0;0;
1136;8;70776;30425;64608;24680;0;0;
1137;9;70776;30074;63707;25932;0;-351;
1138;10;70776;29715;62813;27185;0;-359;
1139;11;70776;29715;62813;27185;0;0;
1140;12;70776;29356;61912;28445;0;-359;
1141;13;70776;29356;61912;28445;0;0;
1142;14;70776;29356;61912;28445;0;0;
1143;15;70776;29356;61912;28445;0;0;
1144;16;70776;29356;61912;28445;0;0;
1145;17;70776;29356;61912;28445;0;0;
1146;18;70776;29356;61912;28445;0;0;
1147;19;70776;29356;61912;28445;0;0;
1148;20;70776;29356;61912;28445;0;0;
1149;21;70776;29356;61912;28445;0;0;
1150;22;70776;29356;61912;28445;0;0;
1151;23;70776;29356;61912;28445;0;0;
1152;0;70776;29356;61912;28445;0;0;
1153;1;70776;29356;61912;28445;0;0;
1154;2;70776;29356;61912;28445;0;0;
1155;3;70776;29356;61912;28445;0;0;
1156;4;70776;29356;61912;28445;0;0;
1157;5;70776;29356;61912;28445;0;0;
1158;6;70776;29356;61912;28445;0;0;
1159;7;70776;29356;61912;28445;0;0;
1160;8;70776;29356;61912;28445;0;0;
1161;9;70490;28416;62213;29370;-286;-940;
1162;10;70200;27475;62516;30298;-290;-941;
1163;11;70200;27475;62516;30298;0;0;
1164;12;69904;26539;62816;31230;-296;-936;
1165;13;69904;26539;62816;31230;0;0;
1166;14;69904;26539;62816;31230;0;0;
1167;15;69904;26539;62816;31230;0;0;
1168;16;69904;26539;62816;31230;0;0;
1169;17;69904;26539;62816;31230;0;0;
1170;18;69904;26539;62816;31230;0;0;
1171;19;69904;26539;62816;31230;0;0;
1172;20;69904;26539;62816;31230;0;0;
1173;21;69904;26539;62816;31230;0;0;
1174;22;69904;26539;62816;31230;0;0;
1175;23;69904;26539;62816;31230;0;0;
1176;0;69904;26539;62816;31230;0;0;
1177;1;69904;26539;62816;31230;0;0;
1178;2;69904;26539;62816;31230;0;0;
1179;3;69904;26539;62816;31230;0;0;
1180;4;69904;26539;62816;31230;0;0;
1181;5;69904;26539;62816;31230;0;0;
1182;6;69904;26539;62816;31230;0;0;
1183;7;69904;26539;62816;31230;0;0;
1184;8;69904;26539;62816;31230;0;0;
1185;9;69660;25987;62438;32404;-244;-552;
1186;10;69412;25434;62062;33581;-248;-553;
1187;11;69412;25434;62062;33581;0;0;
1188;12;69160;24882;61685;34762;-252;-552;
1189;13;69160;24882;61685;34762;0;0;
1190;14;69160;24882;61685;34762;0;0;
1191;15;69160;24882;61685;34762;0;0;
1192;16;69160;24882;61685;34762;0;0;
1193;17;69160;24882;61685;34762;0;0;
1194;18;69160;24882;61685;34762;0;0;
1195;19;69160;24882;61685;34762;0;0;
1196;20;69160;24882;61685;34762;0;0;
1197;21;69160;24882;61685;34762;0;0;
1198;22;69160;24882;61685;34762;0;0;
1199;23;69160;24882;61685;34762;0;0;
1200;0;69160;24882;61685;34762;0;0;
1201;1;69160;24882;61685;34762;0;0;
1202;2;69160;24882;61685;34762;0;0;
1203;3;69160;24882;61685;34762;0;0;
1204;4;69160;24882;61685;34762;0;0;
1205;5;69160;24882;61685;34762;0;0;
1206;6;69160;24882;61685;34762;0;0;
1207;7;69160;24882;61685;34762;0;0;
1208;8;69160;24882;61685;34762;0;0;
1209;9;68094;25306;60251;36838;-1066;424;
1210;10;67026;25730;58815;38918;-1068;424;
1211;11;67026;25730;58815;38918;0;0;
1212;12;65952;26155;57377;41005;-1074;425;
1213;13;65952;26155;57377;41005;0;0;
1214;14;65952;26155;57377;41005;0;0;
1215;15;65952;26155;57377;41005;0;0;
1216;16;65952;26155;57377;41005;0;0;
1217;17;65952;26155;57377;41005;0;0;
1218;18;65952;26155;57377;41005;0;0;
1219;19;65952;26155;57377;41005;0;0;
1220;20;65952;26155;57377;41005;0;0;
1221;21;65952;26155;57377;41005;0;0;
1222;22;65952;26155;57377;41005;0;0;
1223;23;65952;26155;57377;41005;0;0;
1224;0;65952;26155;57377;41005;0;0;
1225;1;65952;26155;57377;41005;0;0;
1226;2;65952;26155;57377;41005;0;0;
1227;3;65952;26155;57377;41005;0;0;
1228;4;65952;26155;57377;41005;0;0;
1229;5;65952;26155;57377;41005;0;0;
1230;6;65952;26155;57377;41005;0;0;
1231;7;65952;26155;57377;41005;0;0;
1232;8;65952;26155;57377;41005;0;0;
1233;9;64943;26751;57111;41684;-1009;596;
1234;10;63933;27346;56845;42365;-1010;595;
1235;11;63933;27346;56845;42365;0;0;
1236;12;62918;27943;56577;43051;-1015;597;
1237;13;62918;27943;56577;43051;0;0;
1238;14;62918;27943;56577;43051;0;0;
1239;15;62918;27943;56577;43051;0;0;
1240;16;62918;27943;56577;43051;0;0;
1241;17;62918;27943;56577;43051;0;0;
1242;18;62918;27943;56577;43051;0;0;
1243;19;62918;27943;56577;43051;0;0;
1244;20;62918;27943;56577;43051;0;0;
1245;21;62918;27943;56577;43051;0;0;
1246;22;62918;27943;56577;43051;0;0;
1247;23;62918;27943;56577;43051;0;0;
1248;0;62918;27943;56577;43051;0;0;
1249;1;62918;27943;56577;43051;0;0;
1250;2;62918;27943;56577;43051;0;0;
1251;3;62918;27943;56577;43051;0;0;
1252;4;62918;27943;56577;43051;0;0;
1253;5;62918;27943;56577;43051;0;0;
1254;6;62918;27943;56577;43051;0;0;
1255;7;62918;27943;56577;43051;0;0;
1256;8;62918;27943;56577;43051;0;0;
1257;9;61307;29554;56577;43051;-1611;1611;
1258;10;59693;31168;56577;43051;-1614;1614;
1259;11;59693;31168;56577;43051;0;0;
1260;12;58077;32784;56577;43051;-1616;1616;
1261;13;58077;32784;56577;43051;0;0;
1262;14;58077;32784;56577;43051;0;0;
1263;15;58077;32784;56577;43051;0;0;
1264;16;58077;32784;56577;43051;0;0;
1265;17;58077;32784;56577;43051;0;0;
1266;18;58077;32784;56577;43051;0;0;
1267;19;58077;32784;56577;43051;0;0;
1268;20;58077;32784;56577;43051;0;0;
1269;21;58077;32784;56577;43051;0;0;
1270;22;58077;32784;56577;43051;0;0;
1271;23;58077;32784;56577;43051;0;0;
1272;0;58077;32784;56577;43051;0;0;
1273;1;58077;32784;56577;43051;0;0;
1274;2;58077;32784;56577;43051;0;0;
1275;3;58077;32784;56577;43051;0;0;
1276;4;58077;32784;56577;43051;0;0;
1277;5;58077;32784;56577;43051;0;0;
1278;6;58077;32784;56577;43051;0;0;
1279;7;58077;32784;56577;43051;0;0;
1280;8;58077;32784;56577;43051;0;0;
1281;9;57742;33119;55283;44345;-335;335;
1282;10;57404;33457;53986;45642;-338;338;
1283;11;57404;33457;53986;45642;0;0;
1284;12;57062;33799;52685;46943;-342;342;
1285;13;57062;33799;52685;46943;0;0;
1286;14;57062;33799;52685;46943;0;0;
1287;15;57062;33799;52685;46943;0;0;
1288;16;57062;33799;52685;46943;0;0;
1289;17;57062;33799;52685;46943;0;0;
1290;18;57062;33799;52685;46943;0;0;
1291;19;57062;33799;52685;46943;0;0;
1292;20;57062;33799;52685;46943;0;0;
1293;21;57062;33799;52685;46943;0;0;
1294;22;57062;33799;52685;46943;0;0;
1295;23;57062;33799;52685;46943;0;0;
1296;0;57062;33799;52685;46943;0;0;
1297;1;57062;33799;52685;46943;0;0;
1298;2;57062;33799;52685;46943;0;0;
1299;3;57062;33799;52685;46943;0;0;
1300;4;57062;33799;52685;46943;0;0;
1301;5;57062;33799;52685;46943;0;0;
1302;6;57062;33799;52685;46943;0;0;
1303;7;57062;33799;52685;46943;0;0;
1304;8;57062;33799;52685;46943;0;0;
1305;9;57062;33450;52945;47032;0;-349;
1306;10;57062;33099;53200;47128;0;-351;
1307;11;57062;33099;53200;47128;0;0;
1308;12;57062;32741;53459;47227;0;-358;
1309;13;57062;32741;53459;47227;0;0;
1310;14;57062;32741;53459;47227;0;0;
1311;15;57062;32741;53459;47227;0;0;
1312;16;57062;32741;53459;47227;0;0;
1313;17;57062;32741;53459;47227;0;0;
1314;18;57062;32741;53459;47227;0;0;
1315;19;57062;32741;53459;47227;0;0;
1316;20;57062;32741;53459;47227;0;0;
1317;21;57062;32741;53459;47227;0;0;
1318;22;57062;32741;53459;47227;0;0;
1319;23;57062;32741;53459;47227;0;0;
1320;0;57062;32741;53459;47227;0;0;
1321;1;57062;32741;53459;47227;0;0;
1322;2;57062;32741;53459;47227;0;0;
1323;3;57062;32741;53459;47227;0;0;
1324;4;57062;32741;53459;47227;0;0;
1325;5;57062;32741;53459;47227;0;0;
1326;6;57062;32741;53459;47227;0;0;
1327;7;57062;32741;53459;47227;0;0;
1328;8;57062;32741;53459;47227;0;0;
1329;9;55116;34424;52646;48303;-1946;1683;
1330;10;53167;36107;51829;49386;-1949;1683;
1331;11;53167;36107;51829;49386;0;0;
1332;12;51213;37792;51011;50473;-1954;1685;
1333;13;51213;37792;51011;50473;0;0;
1334;14;51213;37792;51011;50473;0;0;
1335;15;51213;37792;51011;50473;0;0;
1336;16;51213;37792;51011;50473;0;0;
1337;17;51213;37792;51011;50473;0;0;
1338;18;51213;37792;51011;50473;0;0;
1339;19;51213;37792;51011;50473;0;0;
1340;20;51213;37792;51011;50473;0;0;
1341;21;51213;37792;51011;50473;0;0;
1342;22;51213;37792;51011;50473;0;0;
1343;23;51213;37792;51011;50473;0;0;
1344;0;51213;37792;51011;50473;0;0;
1345;1;51213;37792;51011;50473;0;0;
1346;2;51213;37792;51011;50473;0;0;
1347;3;51213;37792;51011;50473;0;0;
1348;4;51213;37792;51011;50473;0;0;
1349;5;51213;37792;51011;50473;0;0;
