Simulation Frame;Blob Count
0;144
1;186
2;221
3;246
4;284
5;319
6;389
7;521
8;1544
9;1662
10;1718
11;1782
12;1828
13;2353
14;2416
15;2470
16;2561
17;2605
18;2651
19;2755
20;2839
21;2857
22;1658
23;108
