Simulation Frame;Azenha;Bom Fim;Centro;Cidade Baixa;Farroupilha;Floresta;Independência;Menino Deus;Moinhos de Vento;Praia de Belas;Rio Branco;Santa Cecília;Santana
221;10;6;6;6;2;6;6;6;6;6;6;6;6
222;10;6;6;6;2;6;6;6;6;6;6;6;6
223;10;6;6;6;2;6;6;6;6;6;6;6;6
224;12;7;7;7;2;7;7;7;7;8;7;7;7
225;12;7;7;7;2;7;7;7;7;8;7;7;7
226;12;7;7;7;2;7;7;7;7;8;7;7;7
227;12;7;7;7;2;7;7;7;7;8;7;7;7
228;10;6;6;6;2;6;6;6;6;7;6;6;6
229;10;6;6;6;2;6;6;6;6;7;6;6;6
230;10;6;6;6;2;6;6;6;6;7;6;6;6
231;10;6;6;6;2;6;6;6;6;7;6;6;6
232;10;6;6;6;2;6;6;6;6;7;6;6;6
233;10;6;6;6;2;6;6;6;6;7;6;6;6
234;10;6;6;6;2;6;6;6;6;7;6;6;6
235;10;6;6;6;2;6;6;6;6;7;6;6;6
236;10;6;6;6;2;6;6;6;6;7;6;6;6
237;10;6;6;6;2;6;6;6;6;7;6;6;6
238;10;6;6;6;2;6;6;6;6;7;6;6;6
239;10;6;6;6;2;6;6;6;6;7;6;6;6
