Frame;Hour;Day;Vacc0;Vacc1;Vacc2;dVacc0;dVacc1;dVacc2
657;9;27;100850;58567;19361;0;-13;-187
658;10;27;100491;58926;19361;-359;359;0
659;11;27;100491;58912;19172;0;-14;-189
660;12;27;100132;59271;19172;-359;359;0
661;13;27;100132;59258;18982;0;-13;-190
662;14;27;100132;59258;18982;0;0;0
663;15;27;100132;59245;18797;0;-13;-185
664;16;27;100132;59245;18797;0;0;0
665;17;27;100132;59232;18609;0;-13;-188
666;18;27;100132;59232;18609;0;0;0
667;19;27;100132;59232;18609;0;0;0
668;20;27;100132;59232;18609;0;0;0
669;21;27;100132;59232;18609;0;0;0
670;22;27;100132;59232;18609;0;0;0
671;23;27;100132;59232;18609;0;0;0
672;0;28;100132;59232;18609;0;0;0
673;1;28;100132;59232;18609;0;0;0
674;2;28;100132;59232;18609;0;0;0
675;3;28;100132;59232;18609;0;0;0
676;4;28;100132;59232;18609;0;0;0
677;5;28;100132;59219;18426;0;-13;-183
678;6;28;100132;59219;18426;0;0;0
679;7;28;100132;59206;18248;0;-13;-178
680;8;28;98906;57751;20929;-1226;-1455;2681
681;9;28;98906;57738;20738;0;-13;-191
682;10;28;97675;58969;20738;-1231;1231;0
683;11;28;97675;58956;20542;0;-13;-196
684;12;28;96443;60188;20542;-1232;1232;0
685;13;28;96443;60175;20339;0;-13;-203
686;14;28;96443;60175;20339;0;0;0
687;15;28;96443;60161;20136;0;-14;-203
688;16;28;96443;60161;20136;0;0;0
689;17;28;96443;60148;19937;0;-13;-199
690;18;28;96443;60148;19937;0;0;0
691;19;28;96443;60148;19937;0;0;0
692;20;28;96443;60148;19937;0;0;0
693;21;28;96443;60148;19937;0;0;0
694;22;28;96443;60148;19937;0;0;0
695;23;28;96443;60148;19937;0;0;0
696;0;29;96443;60148;19937;0;0;0
697;1;29;96443;60148;19937;0;0;0
698;2;29;96443;60148;19937;0;0;0
699;3;29;96443;60148;19937;0;0;0
700;4;29;96443;60148;19937;0;0;0
701;5;29;96443;60135;19740;0;-13;-197
702;6;29;96443;60135;19740;0;0;0
703;7;29;96443;60122;19547;0;-13;-193
704;8;29;95647;57547;22918;-796;-2575;3371
705;9;29;95647;57535;22717;0;-12;-201
706;10;29;94846;58336;22717;-801;801;0
707;11;29;94846;58324;22513;0;-12;-204
708;12;29;94042;59128;22513;-804;804;0
709;13;29;94042;59115;22301;0;-13;-212
710;14;29;94042;59115;22301;0;0;0
711;15;29;94042;59103;22095;0;-12;-206
712;16;29;94042;59103;22095;0;0;0
713;17;29;94042;59090;21890;0;-13;-205
714;18;29;94042;59090;21890;0;0;0
715;19;29;94042;59090;21890;0;0;0
716;20;29;94042;59090;21890;0;0;0
717;21;29;94042;59090;21890;0;0;0
718;22;29;94042;59090;21890;0;0;0
719;23;29;94042;59090;21890;0;0;0
720;0;30;94042;59090;21890;0;0;0
721;1;30;94042;59090;21890;0;0;0
722;2;30;94042;59090;21890;0;0;0
723;3;30;94042;59090;21890;0;0;0
724;4;30;94042;59090;21890;0;0;0
725;5;30;94042;59078;21690;0;-12;-200
726;6;30;94042;59078;21690;0;0;0
727;7;30;94042;59066;21489;0;-12;-201
728;8;30;93400;54307;26890;-642;-4759;5401
729;9;30;93400;54296;26687;0;-11;-203
730;10;30;92756;54940;26687;-644;644;0
731;11;30;92756;54929;26483;0;-11;-204
732;12;30;92107;55578;26483;-649;649;0
733;13;30;92107;55566;26269;0;-12;-214
734;14;30;92107;55566;26269;0;0;0
735;15;30;92107;55554;26061;0;-12;-208
736;16;30;92107;55554;26061;0;0;0
737;17;30;92107;55542;25857;0;-12;-204
738;18;30;92107;55542;25857;0;0;0
739;19;30;92107;55542;25857;0;0;0
740;20;30;92107;55542;25857;0;0;0
741;21;30;92107;55542;25857;0;0;0
742;22;30;92107;55542;25857;0;0;0
743;23;30;92107;55542;25857;0;0;0
744;0;31;92107;55542;25857;0;0;0
745;1;31;92107;55542;25857;0;0;0
746;2;31;92107;55542;25857;0;0;0
747;3;31;92107;55542;25857;0;0;0
748;4;31;92107;55542;25857;0;0;0
749;5;31;92107;55532;25653;0;-10;-204
750;6;31;92107;55532;25653;0;0;0
751;7;31;92107;55521;25453;0;-11;-200
752;8;31;91694;53902;27485;-413;-1619;2032
753;9;31;91694;53892;27282;0;-10;-203
754;10;31;91279;54307;27282;-415;415;0
755;11;31;91279;54296;27079;0;-11;-203
756;12;31;90861;54714;27079;-418;418;0
757;13;31;90861;54704;26875;0;-10;-204
758;14;31;90861;54704;26875;0;0;0
759;15;31;90861;54693;26676;0;-11;-199
760;16;31;90861;54693;26676;0;0;0
761;17;31;90861;54683;26473;0;-10;-203
762;18;31;90861;54683;26473;0;0;0
763;19;31;90861;54683;26473;0;0;0
764;20;31;90861;54683;26473;0;0;0
765;21;31;90861;54683;26473;0;0;0
766;22;31;90861;54683;26473;0;0;0
767;23;31;90861;54683;26473;0;0;0
768;0;32;90861;54683;26473;0;0;0
769;1;32;90861;54683;26473;0;0;0
770;2;32;90861;54683;26473;0;0;0
771;3;32;90861;54683;26473;0;0;0
772;4;32;90861;54683;26473;0;0;0
773;5;32;90861;54673;26278;0;-10;-195
774;6;32;90861;54673;26278;0;0;0
775;7;32;90861;54663;26081;0;-10;-197
776;8;32;90861;54663;26081;0;0;0
777;9;32;90861;54653;25889;0;-10;-192
778;10;32;90861;54653;25889;0;0;0
779;11;32;90861;54643;25700;0;-10;-189
780;12;32;90861;54643;25700;0;0;0
781;13;32;90861;54633;25511;0;-10;-189
782;14;32;90861;54633;25511;0;0;0
783;15;32;90861;54623;25324;0;-10;-187
784;16;32;90861;54623;25324;0;0;0
785;17;32;90861;54613;25144;0;-10;-180
786;18;32;90861;54613;25144;0;0;0
787;19;32;90861;54613;25144;0;0;0
788;20;32;90861;54613;25144;0;0;0
789;21;32;90861;54613;25144;0;0;0
790;22;32;90861;54613;25144;0;0;0
791;23;32;90861;54613;25144;0;0;0
792;0;33;90861;54613;25144;0;0;0
793;1;33;90861;54613;25144;0;0;0
794;2;33;90861;54613;25144;0;0;0
795;3;33;90861;54613;25144;0;0;0
796;4;33;90861;54613;25144;0;0;0
797;5;33;90861;54603;24960;0;-10;-184
798;6;33;90861;54603;24960;0;0;0
799;7;33;90861;54593;24781;0;-10;-179
800;8;33;90861;50911;28463;0;-3682;3682
801;9;33;90861;50902;28284;0;-9;-179
802;10;33;90861;50902;28284;0;0;0
803;11;33;90861;50893;28110;0;-9;-174
804;12;33;90861;50893;28110;0;0;0
805;13;33;90861;50884;27934;0;-9;-176
806;14;33;90861;50884;27934;0;0;0
807;15;33;90861;50875;27762;0;-9;-172
808;16;33;90861;50875;27762;0;0;0
809;17;33;90861;50867;27590;0;-8;-172
810;18;33;90861;50867;27590;0;0;0
811;19;33;90861;50867;27590;0;0;0
812;20;33;90861;50867;27590;0;0;0
813;21;33;90861;50867;27590;0;0;0
814;22;33;90861;50867;27590;0;0;0
815;23;33;90861;50867;27590;0;0;0
816;0;34;90861;50867;27590;0;0;0
817;1;34;90861;50867;27590;0;0;0
818;2;34;90861;50867;27590;0;0;0
819;3;34;90861;50867;27590;0;0;0
820;4;34;90861;50867;27590;0;0;0
821;5;34;90861;50859;27423;0;-8;-167
822;6;34;90861;50859;27423;0;0;0
823;7;34;90861;50851;27256;0;-8;-167
824;8;34;90512;50916;27540;-349;65;284
825;9;34;90512;50908;27374;0;-8;-166
826;10;34;90161;51259;27374;-351;351;0
827;11;34;90161;51251;27207;0;-8;-167
828;12;34;89803;51609;27207;-358;358;0
829;13;34;89803;51600;27037;0;-9;-170
830;14;34;89803;51600;27037;0;0;0
831;15;34;89803;51592;26873;0;-8;-164
832;16;34;89803;51592;26873;0;0;0
833;17;34;89803;51584;26708;0;-8;-165
834;18;34;89803;51584;26708;0;0;0
835;19;34;89803;51584;26708;0;0;0
836;20;34;89803;51584;26708;0;0;0
837;21;34;89803;51584;26708;0;0;0
838;22;34;89803;51584;26708;0;0;0
839;23;34;89803;51584;26708;0;0;0
840;0;35;89803;51584;26708;0;0;0
841;1;35;89803;51584;26708;0;0;0
842;2;35;89803;51584;26708;0;0;0
843;3;35;89803;51584;26708;0;0;0
844;4;35;89803;51584;26708;0;0;0
845;5;35;89803;51579;26544;0;-5;-164
846;6;35;89803;51579;26544;0;0;0
847;7;35;89803;51574;26379;0;-5;-165
848;8;35;89540;48742;29474;-263;-2832;3095
849;9;35;89540;48737;29313;0;-5;-161
850;10;35;89274;49003;29313;-266;266;0
851;11;35;89274;48998;29151;0;-5;-162
852;12;35;89005;49267;29151;-269;269;0
853;13;35;89005;49262;28988;0;-5;-163
854;14;35;89005;49262;28988;0;0;0
855;15;35;89005;49257;28829;0;-5;-159
856;16;35;89005;49257;28829;0;0;0
857;17;35;89005;49252;28672;0;-5;-157
858;18;35;89005;49252;28672;0;0;0
859;19;35;89005;49252;28672;0;0;0
860;20;35;89005;49252;28672;0;0;0
861;21;35;89005;49252;28672;0;0;0
862;22;35;89005;49252;28672;0;0;0
863;23;35;89005;49252;28672;0;0;0
864;0;36;89005;49252;28672;0;0;0
865;1;36;89005;49252;28672;0;0;0
866;2;36;89005;49252;28672;0;0;0
867;3;36;89005;49252;28672;0;0;0
868;4;36;89005;49252;28672;0;0;0
869;5;36;89005;49247;28515;0;-5;-157
870;6;36;89005;49247;28515;0;0;0
871;7;36;89005;49244;28359;0;-3;-156
872;8;36;88821;45777;32010;-184;-3467;3651
873;9;36;88821;45774;31854;0;-3;-156
874;10;36;88633;45962;31854;-188;188;0
875;11;36;88633;45959;31700;0;-3;-154
876;12;36;88441;46151;31700;-192;192;0
877;13;36;88441;46148;31545;0;-3;-155
878;14;36;88441;46148;31545;0;0;0
879;15;36;88441;46145;31393;0;-3;-152
880;16;36;88441;46145;31393;0;0;0
881;17;36;88441;46142;31243;0;-3;-150
882;18;36;88441;46142;31243;0;0;0
883;19;36;88441;46142;31243;0;0;0
884;20;36;88441;46142;31243;0;0;0
885;21;36;88441;46142;31243;0;0;0
886;22;36;88441;46142;31243;0;0;0
887;23;36;88441;46142;31243;0;0;0
888;0;37;88441;46142;31243;0;0;0
889;1;37;88441;46142;31243;0;0;0
890;2;37;88441;46142;31243;0;0;0
891;3;37;88441;46142;31243;0;0;0
892;4;37;88441;46142;31243;0;0;0
893;5;37;88441;46139;31095;0;-3;-148
894;6;37;88441;46139;31095;0;0;0
895;7;37;88441;46136;30948;0;-3;-147
896;8;37;88105;43787;33633;-336;-2349;2685
897;9;37;88105;43784;33486;0;-3;-147
898;10;37;87764;44125;33486;-341;341;0
899;11;37;87764;44122;33342;0;-3;-144
900;12;37;87418;44468;33342;-346;346;0
901;13;37;87418;44465;33192;0;-3;-150
902;14;37;87418;44465;33192;0;0;0
903;15;37;87418;44462;33048;0;-3;-144
904;16;37;87418;44462;33048;0;0;0
905;17;37;87418;44459;32903;0;-3;-145
906;18;37;87418;44459;32903;0;0;0
907;19;37;87418;44459;32903;0;0;0
908;20;37;87418;44459;32903;0;0;0
909;21;37;87418;44459;32903;0;0;0
910;22;37;87418;44459;32903;0;0;0
911;23;37;87418;44459;32903;0;0;0
912;0;38;87418;44459;32903;0;0;0
913;1;38;87418;44459;32903;0;0;0
914;2;38;87418;44459;32903;0;0;0
915;3;38;87418;44459;32903;0;0;0
916;4;38;87418;44459;32903;0;0;0
917;5;38;87418;44456;32760;0;-3;-143
918;6;38;87418;44456;32760;0;0;0
919;7;38;87418;44453;32622;0;-3;-138
920;8;38;86578;39306;38609;-840;-5147;5987
921;9;38;86578;39303;38466;0;-3;-143
922;10;38;85735;40146;38466;-843;843;0
923;11;38;85735;40143;38320;0;-3;-146
924;12;38;84888;40990;38320;-847;847;0
925;13;38;84888;40987;38174;0;-3;-146
926;14;38;84888;40987;38174;0;0;0
927;15;38;84888;40984;38026;0;-3;-148
928;16;38;84888;40984;38026;0;0;0
929;17;38;84888;40981;37882;0;-3;-144
930;18;38;84888;40981;37882;0;0;0
931;19;38;84888;40981;37882;0;0;0
932;20;38;84888;40981;37882;0;0;0
933;21;38;84888;40981;37882;0;0;0
934;22;38;84888;40981;37882;0;0;0
935;23;38;84888;40981;37882;0;0;0
936;0;39;84888;40981;37882;0;0;0
937;1;39;84888;40981;37882;0;0;0
938;2;39;84888;40981;37882;0;0;0
939;3;39;84888;40981;37882;0;0;0
940;4;39;84888;40981;37882;0;0;0
941;5;39;84888;40978;37739;0;-3;-143
942;6;39;84888;40978;37739;0;0;0
943;7;39;84888;40975;37598;0;-3;-141
944;8;39;84638;41225;37598;-250;250;0
945;9;39;84638;41222;37458;0;-3;-140
946;10;39;84384;41476;37458;-254;254;0
947;11;39;84384;41473;37318;0;-3;-140
948;12;39;84125;41732;37318;-259;259;0
949;13;39;84125;41729;37179;0;-3;-139
950;14;39;84125;41729;37179;0;0;0
951;15;39;84125;41726;37041;0;-3;-138
952;16;39;84125;41726;37041;0;0;0
953;17;39;84125;41723;36905;0;-3;-136
954;18;39;84125;41723;36905;0;0;0
955;19;39;84125;41723;36905;0;0;0
956;20;39;84125;41723;36905;0;0;0
957;21;39;84125;41723;36905;0;0;0
958;22;39;84125;41723;36905;0;0;0
959;23;39;84125;41723;36905;0;0;0
960;0;40;84125;41723;36905;0;0;0
961;1;40;84125;41723;36905;0;0;0
962;2;40;84125;41723;36905;0;0;0
963;3;40;84125;41723;36905;0;0;0
964;4;40;84125;41723;36905;0;0;0
965;5;40;84125;41720;36773;0;-3;-132
966;6;40;84125;41720;36773;0;0;0
967;7;40;84125;41717;36639;0;-3;-134
968;8;40;84125;39528;38828;0;-2189;2189
969;9;40;84125;39525;38698;0;-3;-130
970;10;40;84125;39525;38698;0;0;0
971;11;40;84125;39522;38566;0;-3;-132
972;12;40;84125;39522;38566;0;0;0
973;13;40;84125;39519;38440;0;-3;-126
974;14;40;84125;39519;38440;0;0;0
975;15;40;84125;39516;38312;0;-3;-128
976;16;40;84125;39516;38312;0;0;0
977;17;40;84125;39513;38186;0;-3;-126
978;18;40;84125;39513;38186;0;0;0
979;19;40;84125;39513;38186;0;0;0
980;20;40;84125;39513;38186;0;0;0
981;21;40;84125;39513;38186;0;0;0
982;22;40;84125;39513;38186;0;0;0
983;23;40;84125;39513;38186;0;0;0
984;0;41;84125;39513;38186;0;0;0
985;1;41;84125;39513;38186;0;0;0
986;2;41;84125;39513;38186;0;0;0
987;3;41;84125;39513;38186;0;0;0
988;4;41;84125;39513;38186;0;0;0
989;5;41;84125;39510;38065;0;-3;-121
990;6;41;84125;39510;38065;0;0;0
991;7;41;84125;39507;37939;0;-3;-126
992;8;41;83787;37230;40554;-338;-2277;2615
993;9;41;83787;37227;40431;0;-3;-123
994;10;41;83444;37570;40431;-343;343;0
995;11;41;83444;37567;40313;0;-3;-118
996;12;41;83095;37916;40313;-349;349;0
997;13;41;83095;37913;40190;0;-3;-123
998;14;41;83095;37913;40190;0;0;0
999;15;41;83095;37910;40070;0;-3;-120
1000;16;41;83095;37910;40070;0;0;0
1001;17;41;83095;37907;39950;0;-3;-120
1002;18;41;83095;37907;39950;0;0;0
1003;19;41;83095;37907;39950;0;0;0
1004;20;41;83095;37907;39950;0;0;0
1005;21;41;83095;37907;39950;0;0;0
1006;22;41;83095;37907;39950;0;0;0
1007;23;41;83095;37907;39950;0;0;0
1008;0;42;83095;37907;39950;0;0;0
1009;1;42;83095;37907;39950;0;0;0
1010;2;42;83095;37907;39950;0;0;0
1011;3;42;83095;37907;39950;0;0;0
1012;4;42;83095;37907;39950;0;0;0
1013;5;42;83095;37904;39832;0;-3;-118
1014;6;42;83095;37904;39832;0;0;0
1015;7;42;83095;37901;39717;0;-3;-115
1016;8;42;82123;32503;46087;-972;-5398;6370
1017;9;42;82123;32501;45967;0;-2;-120
1018;10;42;81146;33478;45967;-977;977;0
1019;11;42;81146;33476;45842;0;-2;-125
1020;12;42;80162;34460;45842;-984;984;0
1021;13;42;80162;34458;45719;0;-2;-123
1022;14;42;80162;34458;45719;0;0;0
1023;15;42;80162;34456;45596;0;-2;-123
1024;16;42;80162;34456;45596;0;0;0
1025;17;42;80162;34454;45474;0;-2;-122
1026;18;42;80162;34454;45474;0;0;0
1027;19;42;80162;34454;45474;0;0;0
1028;20;42;80162;34454;45474;0;0;0
1029;21;42;80162;34454;45474;0;0;0
1030;22;42;80162;34454;45474;0;0;0
1031;23;42;80162;34454;45474;0;0;0
1032;0;43;80162;34454;45474;0;0;0
1033;1;43;80162;34454;45474;0;0;0
1034;2;43;80162;34454;45474;0;0;0
1035;3;43;80162;34454;45474;0;0;0
1036;4;43;80162;34454;45474;0;0;0
1037;5;43;80162;34452;45355;0;-2;-119
1038;6;43;80162;34452;45355;0;0;0
1039;7;43;80162;34450;45235;0;-2;-120
1040;8;43;78940;29329;51578;-1222;-5121;6343
1041;9;43;78940;29328;51453;0;-1;-125
1042;10;43;77711;30557;51453;-1229;1229;0
1043;11;43;77711;30556;51327;0;-1;-126
1044;12;43;76481;31786;51327;-1230;1230;0
1045;13;43;76481;31785;51196;0;-1;-131
1046;14;43;76481;31785;51196;0;0;0
1047;15;43;76481;31784;51069;0;-1;-127
1048;16;43;76481;31784;51069;0;0;0
1049;17;43;76481;31783;50944;0;-1;-125
1050;18;43;76481;31783;50944;0;0;0
1051;19;43;76481;31783;50944;0;0;0
1052;20;43;76481;31783;50944;0;0;0
1053;21;43;76481;31783;50944;0;0;0
1054;22;43;76481;31783;50944;0;0;0
1055;23;43;76481;31783;50944;0;0;0
1056;0;44;76481;31783;50944;0;0;0
1057;1;44;76481;31783;50944;0;0;0
1058;2;44;76481;31783;50944;0;0;0
1059;3;44;76481;31783;50944;0;0;0
1060;4;44;76481;31783;50944;0;0;0
1061;5;44;76481;31782;50819;0;-1;-125
1062;6;44;76481;31782;50819;0;0;0
1063;7;44;76481;31781;50696;0;-1;-123
1064;8;44;75872;26552;56534;-609;-5229;5838
1065;9;44;75872;26552;56408;0;0;-126
1066;10;44;75261;27163;56408;-611;611;0
1067;11;44;75261;27163;56281;0;0;-127
1068;12;44;74643;27781;56281;-618;618;0
1069;13;44;74643;27781;56157;0;0;-124
1070;14;44;74643;27781;56157;0;0;0
1071;15;44;74643;27781;56034;0;0;-123
1072;16;44;74643;27781;56034;0;0;0
1073;17;44;74643;27781;55914;0;0;-120
1074;18;44;74643;27781;55914;0;0;0
1075;19;44;74643;27781;55914;0;0;0
1076;20;44;74643;27781;55914;0;0;0
1077;21;44;74643;27781;55914;0;0;0
1078;22;44;74643;27781;55914;0;0;0
1079;23;44;74643;27781;55914;0;0;0
1080;0;45;74643;27781;55914;0;0;0
1081;1;45;74643;27781;55914;0;0;0
1082;2;45;74643;27781;55914;0;0;0
1083;3;45;74643;27781;55914;0;0;0
1084;4;45;74643;27781;55914;0;0;0
1085;5;45;74643;27781;55793;0;0;-121
1086;6;45;74643;27781;55793;0;0;0
1087;7;45;74643;27781;55673;0;0;-120
1088;8;45;73567;27634;56896;-1076;-147;1223
1089;9;45;73567;27634;56775;0;0;-121
1090;10;45;72482;28719;56775;-1085;1085;0
1091;11;45;72482;28719;56651;0;0;-124
1092;12;45;71394;29807;56651;-1088;1088;0
1093;13;45;71394;29807;56528;0;0;-123
1094;14;45;71394;29807;56528;0;0;0
1095;15;45;71394;29807;56402;0;0;-126
1096;16;45;71394;29807;56402;0;0;0
1097;17;45;71394;29807;56279;0;0;-123
1098;18;45;71394;29807;56279;0;0;0
1099;19;45;71394;29807;56279;0;0;0
1100;20;45;71394;29807;56279;0;0;0
1101;21;45;71394;29807;56279;0;0;0
1102;22;45;71394;29807;56279;0;0;0
1103;23;45;71394;29807;56279;0;0;0
1104;0;46;71394;29807;56279;0;0;0
1105;1;46;71394;29807;56279;0;0;0
1106;2;46;71394;29807;56279;0;0;0
1107;3;46;71394;29807;56279;0;0;0
1108;4;46;71394;29807;56279;0;0;0
1109;5;46;71394;29807;56160;0;0;-119
1110;6;46;71394;29807;56160;0;0;0
1111;7;46;71394;29807;56041;0;0;-119
1112;8;46;71193;30008;56041;-201;201;0
1113;9;46;71193;30008;55924;0;0;-117
1114;10;46;70987;30214;55924;-206;206;0
1115;11;46;70987;30214;55804;0;0;-120
1116;12;46;70776;30425;55804;-211;211;0
1117;13;46;70776;30425;55690;0;0;-114
1118;14;46;70776;30425;55690;0;0;0
1119;15;46;70776;30425;55575;0;0;-115
1120;16;46;70776;30425;55575;0;0;0
1121;17;46;70776;30425;55461;0;0;-114
1122;18;46;70776;30425;55461;0;0;0
1123;19;46;70776;30425;55461;0;0;0
1124;20;46;70776;30425;55461;0;0;0
1125;21;46;70776;30425;55461;0;0;0
1126;22;46;70776;30425;55461;0;0;0
1127;23;46;70776;30425;55461;0;0;0
1128;0;47;70776;30425;55461;0;0;0
1129;1;47;70776;30425;55461;0;0;0
1130;2;47;70776;30425;55461;0;0;0
1131;3;47;70776;30425;55461;0;0;0
1132;4;47;70776;30425;55461;0;0;0
1133;5;47;70776;30425;55348;0;0;-113
1134;6;47;70776;30425;55348;0;0;0
1135;7;47;70776;30425;55238;0;0;-110
1136;8;47;70776;29356;56307;0;-1069;1069
1137;9;47;70776;29356;56197;0;0;-110
1138;10;47;70776;29356;56197;0;0;0
1139;11;47;70776;29356;56090;0;0;-107
1140;12;47;70776;29356;56090;0;0;0
1141;13;47;70776;29356;55983;0;0;-107
1142;14;47;70776;29356;55983;0;0;0
1143;15;47;70776;29356;55876;0;0;-107
1144;16;47;70776;29356;55876;0;0;0
1145;17;47;70776;29356;55770;0;0;-106
1146;18;47;70776;29356;55770;0;0;0
1147;19;47;70776;29356;55770;0;0;0
1148;20;47;70776;29356;55770;0;0;0
1149;21;47;70776;29356;55770;0;0;0
1150;22;47;70776;29356;55770;0;0;0
1151;23;47;70776;29356;55770;0;0;0
1152;0;48;70776;29356;55770;0;0;0
1153;1;48;70776;29356;55770;0;0;0
1154;2;48;70776;29356;55770;0;0;0
1155;3;48;70776;29356;55770;0;0;0
1156;4;48;70776;29356;55770;0;0;0
1157;5;48;70776;29356;55667;0;0;-103
1158;6;48;70776;29356;55667;0;0;0
1159;7;48;70776;29356;55564;0;0;-103
1160;8;48;70490;25953;59253;-286;-3403;3689
1161;9;48;70490;25953;59153;0;0;-100
1162;10;48;70200;26243;59153;-290;290;0
1163;11;48;70200;26243;59051;0;0;-102
1164;12;48;69904;26539;59051;-296;296;0
1165;13;48;69904;26539;58950;0;0;-101
1166;14;48;69904;26539;58950;0;0;0
1167;15;48;69904;26539;58852;0;0;-98
1168;16;48;69904;26539;58852;0;0;0
1169;17;48;69904;26539;58755;0;0;-97
1170;18;48;69904;26539;58755;0;0;0
1171;19;48;69904;26539;58755;0;0;0
1172;20;48;69904;26539;58755;0;0;0
1173;21;48;69904;26539;58755;0;0;0
1174;22;48;69904;26539;58755;0;0;0
1175;23;48;69904;26539;58755;0;0;0
1176;0;49;69904;26539;58755;0;0;0
1177;1;49;69904;26539;58755;0;0;0
1178;2;49;69904;26539;58755;0;0;0
1179;3;49;69904;26539;58755;0;0;0
1180;4;49;69904;26539;58755;0;0;0
1181;5;49;69904;26539;58658;0;0;-97
1182;6;49;69904;26539;58658;0;0;0
1183;7;49;69904;26539;58563;0;0;-95
1184;8;49;69660;24382;60964;-244;-2157;2401
1185;9;49;69660;24382;60869;0;0;-95
1186;10;49;69412;24630;60869;-248;248;0
1187;11;49;69412;24630;60774;0;0;-95
1188;12;49;69160;24882;60774;-252;252;0
1189;13;49;69160;24882;60678;0;0;-96
1190;14;49;69160;24882;60678;0;0;0
1191;15;49;69160;24882;60586;0;0;-92
1192;16;49;69160;24882;60586;0;0;0
1193;17;49;69160;24882;60495;0;0;-91
1194;18;49;69160;24882;60495;0;0;0
1195;19;49;69160;24882;60495;0;0;0
1196;20;49;69160;24882;60495;0;0;0
1197;21;49;69160;24882;60495;0;0;0
1198;22;49;69160;24882;60495;0;0;0
1199;23;49;69160;24882;60495;0;0;0
