scenario;seed;group;reason;packets;requested;fulfilled;unmet
94_levy_v2_flood_all;2;worker;anticipated_destination_disable;5405.0;69446.0;0.0;69446.0
94_levy_v2_flood_all;2;worker;destination_disabled;125765.0;1354331.0;0.0;1354331.0
94_levy_v2_flood_all;2;worker;fulfilled;3237888.0;36642863.0;36642863.0;0.0
94_levy_v2_flood_all;2;worker;insufficient_population;61764.0;553439.0;58616.0;494823.0
94_levy_v2_flood_all;2;worker;origin_disabled;204530.0;2082233.0;0.0;2082233.0
94_levy_v2_flood_all;3;student;anticipated_destination_disable;455.0;13756.0;0.0;13756.0
94_levy_v2_flood_all;3;student;destination_disabled;18350.0;528914.0;0.0;528914.0
94_levy_v2_flood_all;3;student;fulfilled;489448.0;14585814.0;14585814.0;0.0
94_levy_v2_flood_all;3;student;insufficient_population;10573.0;255726.0;112035.0;143691.0
94_levy_v2_flood_all;3;student;origin_disabled;31094.0;823982.0;0.0;823982.0
94_levy_v2_flood_all;3;worker;anticipated_destination_disable;5504.0;70992.0;0.0;70992.0
94_levy_v2_flood_all;3;worker;destination_disabled;125794.0;1357989.0;0.0;1357989.0
94_levy_v2_flood_all;3;worker;fulfilled;3238597.0;36650938.0;36650938.0;0.0
94_levy_v2_flood_all;3;worker;insufficient_population;61604.0;543755.0;62543.0;481212.0
94_levy_v2_flood_all;3;worker;origin_disabled;204693.0;2082390.0;0.0;2082390.0
94_levy_v2_flood_all;4;student;anticipated_destination_disable;448.0;13475.0;0.0;13475.0
94_levy_v2_flood_all;4;student;destination_disabled;18276.0;527653.0;0.0;527653.0
94_levy_v2_flood_all;4;student;fulfilled;490103.0;14584823.0;14584823.0;0.0
94_levy_v2_flood_all;4;student;insufficient_population;10437.0;259174.0;118808.0;140366.0
94_levy_v2_flood_all;4;student;origin_disabled;31048.0;824411.0;0.0;824411.0
94_levy_v2_flood_all;4;worker;anticipated_destination_disable;5476.0;70496.0;0.0;70496.0
94_levy_v2_flood_all;4;worker;destination_disabled;125661.0;1358131.0;0.0;1358131.0
94_levy_v2_flood_all;4;worker;fulfilled;3238829.0;36642612.0;36642612.0;0.0
94_levy_v2_flood_all;4;worker;insufficient_population;61457.0;548433.0;55891.0;492542.0
94_levy_v2_flood_all;4;worker;origin_disabled;204489.0;2082080.0;0.0;2082080.0
94_levy_v2_flood_all_pt_reroute;0;student;anticipated_destination_disable;450.0;13073.0;0.0;13073.0
94_levy_v2_flood_all_pt_reroute;0;student;destination_disabled;18018.0;518906.0;0.0;518906.0
94_levy_v2_flood_all_pt_reroute;0;student;fulfilled;489232.0;14576797.0;14576797.0;0.0
94_levy_v2_flood_all_pt_reroute;0;student;insufficient_population;10807.0;277784.0;118452.0;159332.0
94_levy_v2_flood_all_pt_reroute;0;student;origin_disabled;31021.0;823984.0;0.0;823984.0
94_levy_v2_flood_all_pt_reroute;0;worker;anticipated_destination_disable;5434.0;70045.0;0.0;70045.0
94_levy_v2_flood_all_pt_reroute;0;worker;destination_disabled;125527.0;1350717.0;0.0;1350717.0
94_levy_v2_flood_all_pt_reroute;0;worker;fulfilled;3237775.0;36627260.0;36627260.0;0.0
94_levy_v2_flood_all_pt_reroute;0;worker;insufficient_population;62893.0;572755.0;58154.0;514601.0
94_levy_v2_flood_all_pt_reroute;0;worker;origin_disabled;204451.0;2081647.0;0.0;2081647.0
94_levy_v2_flood_all_pt_reroute;1;student;anticipated_destination_disable;418.0;12091.0;0.0;12091.0
94_levy_v2_flood_all_pt_reroute;1;student;destination_disabled;18358.0;530926.0;0.0;530926.0
94_levy_v2_flood_all_pt_reroute;1;student;fulfilled;488779.0;14549424.0;14549424.0;0.0
94_levy_v2_flood_all_pt_reroute;1;student;insufficient_population;11366.0;292617.0;126721.0;165896.0
94_levy_v2_flood_all_pt_reroute;1;student;origin_disabled;31111.0;824310.0;0.0;824310.0
94_levy_v2_flood_all_pt_reroute;1;worker;anticipated_destination_disable;5604.0;71367.0;0.0;71367.0
94_levy_v2_flood_all_pt_reroute;1;worker;destination_disabled;126254.0;1364403.0;0.0;1364403.0
94_levy_v2_flood_all_pt_reroute;1;worker;fulfilled;3234821.0;36587389.0;36587389.0;0.0
94_levy_v2_flood_all_pt_reroute;1;worker;insufficient_population;65088.0;597623.0;60243.0;537380.0
94_levy_v2_flood_all_pt_reroute;1;worker;origin_disabled;204537.0;2081586.0;0.0;2081586.0
94_levy_v2_flood_all_pt_reroute;2;student;anticipated_destination_disable;470.0;13533.0;0.0;13533.0
94_levy_v2_flood_all_pt_reroute;2;student;destination_disabled;18170.0;521282.0;0.0;521282.0
94_levy_v2_flood_all_pt_reroute;2;student;fulfilled;488771.0;14573544.0;14573544.0;0.0
94_levy_v2_flood_all_pt_reroute;2;student;insufficient_population;10872.0;277588.0;118367.0;159221.0
94_levy_v2_flood_all_pt_reroute;2;student;origin_disabled;31021.0;824037.0;0.0;824037.0
94_levy_v2_flood_all_pt_reroute;2;worker;anticipated_destination_disable;5468.0;71071.0;0.0;71071.0
94_levy_v2_flood_all_pt_reroute;2;worker;destination_disabled;125801.0;1362732.0;0.0;1362732.0
94_levy_v2_flood_all_pt_reroute;2;worker;fulfilled;3236350.0;36603281.0;36603281.0;0.0
94_levy_v2_flood_all_pt_reroute;2;worker;insufficient_population;63203.0;582995.0;60363.0;522632.0
94_levy_v2_flood_all_pt_reroute;2;worker;origin_disabled;204530.0;2082233.0;0.0;2082233.0
94_levy_v2_flood_all_pt_reroute;3;student;anticipated_destination_disable;455.0;13461.0;0.0;13461.0
94_levy_v2_flood_all_pt_reroute;3;student;destination_disabled;18509.0;535441.0;0.0;535441.0
94_levy_v2_flood_all_pt_reroute;3;student;fulfilled;488902.0;14561344.0;14561344.0;0.0
94_levy_v2_flood_all_pt_reroute;3;student;insufficient_population;10960.0;273964.0;121373.0;152591.0
94_levy_v2_flood_all_pt_reroute;3;student;origin_disabled;31094.0;823982.0;0.0;823982.0
94_levy_v2_flood_all_pt_reroute;3;worker;anticipated_destination_disable;5517.0;70600.0;0.0;70600.0
94_levy_v2_flood_all_pt_reroute;3;worker;destination_disabled;125575.0;1357834.0;0.0;1357834.0
94_levy_v2_flood_all_pt_reroute;3;worker;fulfilled;3236938.0;36623772.0;36623772.0;0.0
94_levy_v2_flood_all_pt_reroute;3;worker;insufficient_population;63469.0;571468.0;58920.0;512548.0
94_levy_v2_flood_all_pt_reroute;3;worker;origin_disabled;204693.0;2082390.0;0.0;2082390.0
94_levy_v2_flood_all_pt_reroute;4;student;anticipated_destination_disable;458.0;13735.0;0.0;13735.0
94_levy_v2_flood_all_pt_reroute;4;student;destination_disabled;18455.0;535542.0;0.0;535542.0
94_levy_v2_flood_all_pt_reroute;4;student;fulfilled;489116.0;14554582.0;14554582.0;0.0
94_levy_v2_flood_all_pt_reroute;4;student;insufficient_population;11235.0;281266.0;126445.0;154821.0
94_levy_v2_flood_all_pt_reroute;4;student;origin_disabled;31048.0;824411.0;0.0;824411.0
94_levy_v2_flood_all_pt_reroute;4;worker;anticipated_destination_disable;5499.0;70060.0;0.0;70060.0
94_levy_v2_flood_all_pt_reroute;4;worker;destination_disabled;125615.0;1353840.0;0.0;1353840.0
94_levy_v2_flood_all_pt_reroute;4;worker;fulfilled;3236633.0;36606948.0;36606948.0;0.0
94_levy_v2_flood_all_pt_reroute;4;worker;insufficient_population;63676.0;588824.0;67057.0;521767.0
94_levy_v2_flood_all_pt_reroute;4;worker;origin_disabled;204489.0;2082080.0;0.0;2082080.0
