Simulation_Step,Cycle_Step,Cycle,Region,age,occupation
0,0,0,São Caetano,0.25726552179656537,0.22192866578599735
0,0,0,São Geraldo,0.21457781361594286,0.2210958798909496
0,0,0,São João,0.21956412825651303,0.2117011801380539
0,0,0,São Sebastião,0.2269569404319714,0.2363461273902875
0,0,0,Sarandi,0.21890173216175804,0.21902633804315563
0,0,0,Serraria,0.20744510338195224,0.22097558369396805
0,0,0,Sétimo Céu,0.24887133182844243,0.2217205919237522
0,0,0,Teresópolis,0.23000951927653498,0.22089254549987533
0,0,0,Três Figueiras,0.1804398148148148,0.24675925925925926
0,0,0,Tristeza,0.21728971962616822,0.22090422557712278
0,0,0,Vila Assunção,0.20778632865550023,0.22106533876565565
0,0,0,Vila Conceição,0.23072646404744254,0.2213985668396343
0,0,0,Vila Ipiranga,0.2105084469552936,0.2148948883698191
0,0,0,Vila Jardim,0.21493289862764425,0.22094169383577222
0,0,0,Vila João Pessoa,0.2141090022893435,0.23740245673633165
0,0,0,Vila Nova,0.2038174874495673,0.22090814828503086
0,0,0,São José,0.25109343186788324,0.2208983736771988
1,1,0,Aberta dos Morros,0.24496433067561896,0.22100993145894532
1,1,0,Agronomia,0.2294079794079794,0.22165022165022166
1,1,0,Anchieta,0.24296394019349166,0.27030196423336267
1,1,0,Arquipélago,0.24195678271308524,0.22096838735494198
1,1,0,Auxiliadora,0.25176180408738547,0.23215544145776704
1,1,0,Azenha,0.19865072706935122,0.23648396718866518
1,1,0,Bela Vista,0.24763230040707818,0.23017916978206088
1,1,0,Belém Novo,0.21475247524752475,0.22092409240924094
1,1,0,Belém Velho,0.24658514074757729,0.22101215197661897
1,1,0,Boa Vista,0.21269770217845418,0.22102854869193275
1,1,0,Boa Vista do Sul,0.2407722195240408,0.16707139388052453
1,1,0,Bom Fim,0.22597688260156992,0.2209379223094396
1,1,0,Bom Jesus,0.23015831134564643,0.21699208443271767
1,1,0,Camaquã,0.21453705740048384,0.2270361410453779
1,1,0,Campo Novo,0.25079853981291356,0.22092934823940985
1,1,0,Cascata,0.2502305386920772,0.22095852865083634
1,1,0,Cavalhada,0.21233949533546767,0.21705853328284394
1,1,0,Centro Histórico,0.25135362925882415,0.22090548432684612
1,1,0,Chácara das Pedras,0.23556082589285715,0.2521391369047619
1,1,0,Chapéu do Sol,0.25720906282183315,0.22130678567341802
1,1,0,Cidade Baixa,0.2604363092528773,0.22090729783037474
1,1,0,Cel. Aparício Borges,0.23691698133276604,0.20908011132975235
1,1,0,Costa e Silva,0.271304128266633,0.2209737827715356
1,1,0,Cristal,0.22059877508470158,0.20276257492832941
1,1,0,Cristo Redentor,0.2167188968975243,0.20695706675023504
1,1,0,Espírito Santo,0.21459150909739566,0.22107266024497563
1,1,0,Extrema,0.21817570596145228,0.2713282533990737
1,1,0,Farrapos,0.24489097229537554,0.22089961023912358
1,1,0,Farroupilha,0.28839801816680427,0.3137902559867878
1,1,0,Floresta,0.1909927401654567,0.23040126062243232
1,1,0,Glória,0.19199341687359242,0.22736809686050316
1,1,0,Guarujá,0.24480357514030346,0.22115984202868427
1,1,0,Higienópolis,0.22667213413522871,0.23115242087357998
1,1,0,Hípica,0.2941137034057388,0.22093501385536785
1,1,0,Humaitá,0.272618201208674,0.21104396255480506
1,1,0,Independência,0.22004437869822485,0.22090729783037474
1,1,0,Ipanema,0.22347529307018846,0.2126922886679527
1,1,0,Jardim Botânico,0.22384699710281106,0.22968705139247775
1,1,0,Jardim Carvalho,0.23458626284478096,0.22949341986659455
1,1,0,Jardim do Salso,0.24570354457572502,0.24504117436448264
1,1,0,Jardim Leopoldina,0.2437277975133215,0.2209517465956187
1,1,0,Jardim Europa,0.25021748586341885,0.22096563723357981
1,1,0,Jardim Floresta,0.19644363227438852,0.2524599381501265
1,1,0,Jardim Isabel,0.24623430962343096,0.31445839144583915
1,1,0,Jardim Itú,0.2328600235254579,0.2209525943352191
1,1,0,Jardim Lindóia,0.2234896051346449,0.20538579600948792
1,1,0,Jardim Sabará,0.18658059467918622,0.19473135106937925
1,1,0,Jardim São Pedro,0.2323334123784681,0.2477274523753063
1,1,0,Lageado,0.2576991742914528,0.22123038012348434
1,1,0,Lami,0.2574609466076008,0.22103054325017488
1,1,0,Lomba do Pinheiro,0.25530592231989635,0.2130891091420633
1,1,0,Mário Quintana,0.28313569104837866,0.2209046069891909
1,1,0,Medianeira,0.1772304748017862,0.21082049880008505
1,1,0,Menino Deus,0.2243527508090615,0.21009708737864077
1,1,0,Moinhos de Vento,0.2441815692649953,0.21140298337183766
1,1,0,Mont'Serrat,0.24987218813905931,0.23994546693933197
1,1,0,Morro Santana,0.23818857024963896,0.22096141943470188
1,1,0,Navegantes,0.1866766813034435,0.22109236576534935
1,1,0,Nonoai,0.21632527652601394,0.20721015977058582
1,1,0,Parque Santa Fé,0.25196196800482945,0.23785089043163296
1,1,0,Partenon,0.20241901993355482,0.22090254706533777
1,1,0,Passo D'Areia,0.055179320869896985,0.19966933740302684
1,1,0,Passo das Pedras,0.23042277203939468,0.24105212587076627
1,1,0,Pedra Redonda,0.30656934306569344,0.22384428223844283
1,1,0,Petrópolis,0.2425592063153403,0.22091245288386316
1,1,0,Pitinga,0.26173402868318124,0.24540055048529624
1,1,0,Ponta Grossa,0.2631019830028329,0.2079005350960025
1,1,0,Praia de Belas,0.18906181499342395,0.2209557211749233
1,1,0,Restinga,0.23896908367126754,0.2229621637709736
1,1,0,Rio Branco,0.23414237636187327,0.22090392257524766
1,1,0,Rubem Berta,0.17132477086348288,0.220935841775205
1,1,0,Santa Cecília,0.23170943134535368,0.22098936662043459
1,1,0,Santa Maria Goretti,0.2966879489225858,0.25059856344772546
1,1,0,Santa Rosa de Lima,0.235932879740476,0.21449009081426618
1,1,0,Santa Tereza,0.22473279935315965,0.22091955765554067
1,1,0,Santana,0.22358997314234558,0.23144701503086273
1,1,0,Santo Antônio,0.20343374841547984,0.22926453408893196
1,1,0,São Caetano,0.25726552179656537,0.22192866578599735
1,1,0,São Geraldo,0.21457781361594286,0.2210958798909496
1,1,0,São João,0.21956412825651303,0.2117011801380539
1,1,0,São Sebastião,0.22739061045351774,0.25065389901139334
1,1,0,Sarandi,0.21890173216175804,0.21902633804315563
1,1,0,Serraria,0.20744510338195224,0.22097558369396805
1,1,0,Sétimo Céu,0.24887133182844243,0.2217205919237522
1,1,0,Teresópolis,0.23000951927653498,0.22089254549987533
1,1,0,Três Figueiras,0.1804398148148148,0.24675925925925926
1,1,0,Tristeza,0.2132225790513834,0.20713932806324112
1,1,0,Vila Assunção,0.21197641317608784,0.26636844245628305
1,1,0,Vila Conceição,0.24374609130706693,0.29101521784448614
1,1,0,Vila Ipiranga,0.2105084469552936,0.2148948883698191
1,1,0,Vila Jardim,0.21822680258947838,0.2292333258923035
1,1,0,Vila João Pessoa,0.21407343315025204,0.22932811677074713
1,1,0,Vila Nova,0.204312672646575,0.21744933114001055
1,1,0,São José,0.2516808606006275,0.22506100901439316
2,2,0,Aberta dos Morros,0.24496433067561896,0.22100993145894532
2,2,0,Agronomia,0.2294079794079794,0.22165022165022166
2,2,0,Anchieta,0.21431146359048306,0.3417447728911319
2,2,0,Arquipélago,0.24195678271308524,0.22096838735494198
2,2,0,Auxiliadora,0.25176180408738547,0.23215544145776704
2,2,0,Azenha,0.2027277724336952,0.24387339104942513
2,2,0,Bela Vista,0.24763230040707818,0.23017916978206088
2,2,0,Belém Novo,0.21475247524752475,0.22092409240924094
2,2,0,Belém Velho,0.24658514074757729,0.22101215197661897
2,2,0,Boa Vista,0.21048517009381218,0.24214283458100383
2,2,0,Boa Vista do Sul,0.2407722195240408,0.16707139388052453
2,2,0,Bom Fim,0.22597688260156992,0.2209379223094396
2,2,0,Bom Jesus,0.23015831134564643,0.21699208443271767
2,2,0,Camaquã,0.21296924468566258,0.21460877431026684
2,2,0,Campo Novo,0.25079853981291356,0.22092934823940985
2,2,0,Cascata,0.24929483663715427,0.21222805505497663
2,2,0,Cavalhada,0.21233949533546767,0.21705853328284394
2,2,0,Centro Histórico,0.24921094841413566,0.2151394422310757
2,2,0,Chácara das Pedras,0.23556082589285715,0.2521391369047619
2,2,0,Chapéu do Sol,0.2602986611740474,0.22130678567341802
2,2,0,Cidade Baixa,0.2604363092528773,0.22090729783037474
2,2,0,Cel. Aparício Borges,0.23571659569880882,0.20291417380836882
2,2,0,Costa e Silva,0.271304128266633,0.2209737827715356
2,2,0,Cristal,0.2213427051172568,0.19895333815060545
2,2,0,Cristo Redentor,0.2167188968975243,0.20695706675023504
2,2,0,Espírito Santo,0.21459150909739566,0.22107266024497563
2,2,0,Extrema,0.21817570596145228,0.2713282533990737
2,2,0,Farrapos,0.24489097229537554,0.22089961023912358
2,2,0,Farroupilha,0.28839801816680427,0.3137902559867878
2,2,0,Floresta,0.1909927401654567,0.23040126062243232
2,2,0,Glória,0.19199341687359242,0.22736809686050316
2,2,0,Guarujá,0.24683856945267735,0.24316669959823486
2,2,0,Higienópolis,0.22305110033569564,0.22099962700484893
2,2,0,Hípica,0.29274604451595604,0.22093501385536785
2,2,0,Humaitá,0.272618201208674,0.21104396255480506
2,2,0,Independência,0.22004437869822485,0.22090729783037474
2,2,0,Ipanema,0.22347529307018846,0.2126922886679527
2,2,0,Jardim Botânico,0.22384699710281106,0.22968705139247775
2,2,0,Jardim Carvalho,0.23472850678733032,0.22523014510844125
2,2,0,Jardim do Salso,0.24570354457572502,0.24504117436448264
2,2,0,Jardim Leopoldina,0.24353352575488454,0.2209517465956187
2,2,0,Jardim Europa,0.2527461749705767,0.2646789590689159
2,2,0,Jardim Floresta,0.20649494700517623,0.30350833949552214
2,2,0,Jardim Isabel,0.24623430962343096,0.31445839144583915
2,2,0,Jardim Itú,0.2328600235254579,0.2209525943352191
2,2,0,Jardim Lindóia,0.21992916004047997,0.18871379692544937
2,2,0,Jardim Sabará,0.18658059467918622,0.19473135106937925
2,2,0,Jardim São Pedro,0.2323334123784681,0.2477274523753063
2,2,0,Lageado,0.2576991742914528,0.22123038012348434
2,2,0,Lami,0.25936329588014984,0.24557538371153706
2,2,0,Lomba do Pinheiro,0.25542227491456865,0.2150661366436525
2,2,0,Mário Quintana,0.28313569104837866,0.2209046069891909
2,2,0,Medianeira,0.1777869781225486,0.23068653941137163
2,2,0,Menino Deus,0.2231810766721044,0.20637302882001088
2,2,0,Moinhos de Vento,0.2441815692649953,0.21140298337183766
2,2,0,Mont'Serrat,0.24987218813905931,0.23994546693933197
2,2,0,Morro Santana,0.23818857024963896,0.22096141943470188
2,2,0,Navegantes,0.1866766813034435,0.22109236576534935
2,2,0,Nonoai,0.2162843097091356,0.20721015977058582
2,2,0,Parque Santa Fé,0.2537085514834206,0.25344192359899165
2,2,0,Partenon,0.2021283222591362,0.22090254706533777
2,2,0,Passo D'Areia,0.057757564332170795,0.20517170955478053
2,2,0,Passo das Pedras,0.2300024387269845,0.23456489046051296
2,2,0,Pedra Redonda,0.30656934306569344,0.22384428223844283
2,2,0,Petrópolis,0.24119368522794393,0.2179204925808588
2,2,0,Pitinga,0.2595358455882353,0.22120098039215685
2,2,0,Ponta Grossa,0.2631019830028329,0.2079005350960025
2,2,0,Praia de Belas,0.18906181499342395,0.2209557211749233
2,2,0,Restinga,0.23876803468640204,0.22088908823602701
2,2,0,Rio Branco,0.23602440807603622,0.22717132519730798
2,2,0,Rubem Berta,0.1718664560422869,0.21755068149138262
2,2,0,Santa Cecília,0.2367065470255899,0.23950371108895535
2,2,0,Santa Maria Goretti,0.2961558925246076,0.25059856344772546
2,2,0,Santa Rosa de Lima,0.235932879740476,0.21449009081426618
2,2,0,Santa Tereza,0.2248086009551002,0.22091955765554067
2,2,0,Santana,0.22358997314234558,0.23144701503086273
2,2,0,Santo Antônio,0.19988982600106375,0.22095585441835727
2,2,0,São Caetano,0.25726552179656537,0.22192866578599735
2,2,0,São Geraldo,0.21457781361594286,0.2210958798909496
2,2,0,São João,0.21956412825651303,0.2117011801380539
2,2,0,São Sebastião,0.22739061045351774,0.25065389901139334
2,2,0,Sarandi,0.21675230981266272,0.2133138225768945
2,2,0,Serraria,0.2041659709467357,0.20237101352479545
2,2,0,Sétimo Céu,0.24887133182844243,0.2217205919237522
2,2,0,Teresópolis,0.23000951927653498,0.22089254549987533
2,2,0,Três Figueiras,0.17286652078774617,0.2697301239970824
2,2,0,Tristeza,0.213900388909798,0.1999330907874378
2,2,0,Vila Assunção,0.22281346749226005,0.2857327141382869
2,2,0,Vila Conceição,0.24374609130706693,0.29101521784448614
2,2,0,Vila Ipiranga,0.21028726083927327,0.22094788931168158
2,2,0,Vila Jardim,0.21822680258947838,0.2292333258923035
2,2,0,Vila João Pessoa,0.21620984700166776,0.24518405723539508
2,2,0,Vila Nova,0.20262112418138364,0.21744933114001055
2,2,0,São José,0.2516808606006275,0.22506100901439316
3,3,0,Aberta dos Morros,0.24195837275307475,0.2360679371086183
3,3,0,Agronomia,0.2294079794079794,0.22165022165022166
3,3,0,Anchieta,0.21431146359048306,0.3417447728911319
3,3,0,Arquipélago,0.24195678271308524,0.22096838735494198
3,3,0,Auxiliadora,0.25176180408738547,0.23215544145776704
3,3,0,Azenha,0.20670089165090516,0.2510132396649554
3,3,0,Bela Vista,0.24541868159837107,0.22092135403410537
3,3,0,Belém Novo,0.21278301886792453,0.2419496855345912
3,3,0,Belém Velho,0.24959404600811907,0.2310629980454067
3,3,0,Boa Vista,0.21048517009381218,0.24214283458100383
3,3,0,Boa Vista do Sul,0.2407722195240408,0.16707139388052453
3,3,0,Bom Fim,0.22597688260156992,0.2209379223094396
3,3,0,Bom Jesus,0.23015831134564643,0.21699208443271767
3,3,0,Camaquã,0.21284424127550453,0.22090905712268183
3,3,0,Campo Novo,0.24947158290277124,0.2078440582433067
3,3,0,Cascata,0.24929483663715427,0.21222805505497663
3,3,0,Cavalhada,0.21233949533546767,0.21705853328284394
3,3,0,Centro Histórico,0.24921094841413566,0.2151394422310757
3,3,0,Chácara das Pedras,0.23556082589285715,0.2521391369047619
3,3,0,Chapéu do Sol,0.2602986611740474,0.22130678567341802
3,3,0,Cidade Baixa,0.2623808305073901,0.22803762236867361
3,3,0,Cel. Aparício Borges,0.23533929822670188,0.20291417380836882
3,3,0,Costa e Silva,0.27142124166239096,0.21382760389943561
3,3,0,Cristal,0.22092330109948338,0.19508102618448359
3,3,0,Cristo Redentor,0.2167188968975243,0.20695706675023504
3,3,0,Espírito Santo,0.21459150909739566,0.22107266024497563
3,3,0,Extrema,0.21817570596145228,0.2713282533990737
3,3,0,Farrapos,0.24489097229537554,0.22089961023912358
3,3,0,Farroupilha,0.28839801816680427,0.3137902559867878
3,3,0,Floresta,0.1909927401654567,0.23040126062243232
3,3,0,Glória,0.19310657994961036,0.22093318489873245
3,3,0,Guarujá,0.24683856945267735,0.24316669959823486
3,3,0,Higienópolis,0.22305110033569564,0.22099962700484893
3,3,0,Hípica,0.29274604451595604,0.22093501385536785
3,3,0,Humaitá,0.272618201208674,0.21104396255480506
3,3,0,Independência,0.22004437869822485,0.22090729783037474
3,3,0,Ipanema,0.22558985012613147,0.2126922886679527
3,3,0,Jardim Botânico,0.22384699710281106,0.22968705139247775
3,3,0,Jardim Carvalho,0.2347750728748129,0.22088290133669478
3,3,0,Jardim do Salso,0.24570354457572502,0.24504117436448264
3,3,0,Jardim Leopoldina,0.24353352575488454,0.2209517465956187
3,3,0,Jardim Europa,0.2462486602357985,0.300583541741098
3,3,0,Jardim Floresta,0.21575342465753425,0.3245878801950313
3,3,0,Jardim Isabel,0.24623430962343096,0.31445839144583915
3,3,0,Jardim Itú,0.23224734420269272,0.21462250752712606
3,3,0,Jardim Lindóia,0.2163148763914992,0.18871379692544937
3,3,0,Jardim Sabará,0.18658059467918622,0.19473135106937925
3,3,0,Jardim São Pedro,0.22201915805394504,0.22132593899672295
3,3,0,Lageado,0.2576991742914528,0.22123038012348434
3,3,0,Lami,0.25936329588014984,0.24557538371153706
3,3,0,Lomba do Pinheiro,0.2547998472381349,0.2170260042356699
3,3,0,Mário Quintana,0.28313569104837866,0.2209046069891909
3,3,0,Medianeira,0.17890045210270408,0.23998407688589382
3,3,0,Menino Deus,0.22148026315789474,0.20258771929824562
3,3,0,Moinhos de Vento,0.24690039373376896,0.22093770070648683
3,3,0,Mont'Serrat,0.24987218813905931,0.23994546693933197
3,3,0,Morro Santana,0.23818857024963896,0.22096141943470188
3,3,0,Navegantes,0.1866766813034435,0.22109236576534935
3,3,0,Nonoai,0.2164114238410596,0.20245584988962473
3,3,0,Parque Santa Fé,0.2540696042660679,0.26793900271306953
3,3,0,Partenon,0.2021283222591362,0.22090254706533777
3,3,0,Passo D'Areia,0.057757564332170795,0.20517170955478053
3,3,0,Passo das Pedras,0.22651165542539345,0.24734745395022284
3,3,0,Pedra Redonda,0.29961832061068705,0.4351145038167939
3,3,0,Petrópolis,0.2376561814993424,0.20869867017390034
3,3,0,Pitinga,0.2595358455882353,0.22120098039215685
3,3,0,Ponta Grossa,0.2631019830028329,0.2079005350960025
3,3,0,Praia de Belas,0.19732110751528228,0.30109073474769266
3,3,0,Restinga,0.2391002290735664,0.21879655012705446
3,3,0,Rio Branco,0.23602440807603622,0.22717132519730798
3,3,0,Rubem Berta,0.1718664560422869,0.21755068149138262
3,3,0,Santa Cecília,0.2367065470255899,0.23950371108895535
3,3,0,Santa Maria Goretti,0.2901823881447706,0.22095563788353756
3,3,0,Santa Rosa de Lima,0.2360914322065755,0.21122131297651062
3,3,0,Santa Tereza,0.2248086009551002,0.22091955765554067
3,3,0,Santana,0.21812875494553802,0.21550334587017048
3,3,0,Santo Antônio,0.19698319262644257,0.21232540727544988
3,3,0,São Caetano,0.25726552179656537,0.22192866578599735
3,3,0,São Geraldo,0.21457781361594286,0.2210958798909496
3,3,0,São João,0.21956412825651303,0.2117011801380539
3,3,0,São Sebastião,0.22739061045351774,0.25065389901139334
3,3,0,Sarandi,0.21418538115509902,0.2074536231134704
3,3,0,Serraria,0.2041659709467357,0.20237101352479545
3,3,0,Sétimo Céu,0.23511716276124128,0.2921680388431497
3,3,0,Teresópolis,0.23000951927653498,0.22089254549987533
3,3,0,Três Figueiras,0.20018796992481203,0.3256892230576441
3,3,0,Tristeza,0.21387104743083005,0.20713932806324112
3,3,0,Vila Assunção,0.22281346749226005,0.2857327141382869
3,3,0,Vila Conceição,0.24374609130706693,0.29101521784448614
3,3,0,Vila Ipiranga,0.21028726083927327,0.22094788931168158
3,3,0,Vila Jardim,0.21822680258947838,0.2292333258923035
3,3,0,Vila João Pessoa,0.21620984700166776,0.24518405723539508
3,3,0,Vila Nova,0.20262112418138364,0.21744933114001055
3,3,0,São José,0.2516808606006275,0.22506100901439316
4,4,0,Aberta dos Morros,0.24372466989148908,0.2501416307142546
4,4,0,Agronomia,0.2182293684618365,0.2647552628180292
4,4,0,Anchieta,0.21431146359048306,0.3417447728911319
4,4,0,Arquipélago,0.24195678271308524,0.22096838735494198
4,4,0,Auxiliadora,0.25176180408738547,0.23215544145776704
4,4,0,Azenha,0.21160488906602895,0.257915947035118
4,4,0,Bela Vista,0.2489012777732563,0.23906025338433576
4,4,0,Belém Novo,0.21278301886792453,0.2419496855345912
4,4,0,Belém Velho,0.24933833259814733,0.24067048963387738
4,4,0,Boa Vista,0.21048517009381218,0.24214283458100383
4,4,0,Boa Vista do Sul,0.2407722195240408,0.16707139388052453
4,4,0,Bom Fim,0.22169386099341928,0.2008473812314072
4,4,0,Bom Jesus,0.23017905102954342,0.2089406147418681
4,4,0,Camaquã,0.21200814111261873,0.21460877431026684
4,4,0,Campo Novo,0.24915315751270264,0.1939672554238245
4,4,0,Cascata,0.2480803886233644,0.21222805505497663
4,4,0,Cavalhada,0.21225127137444963,0.22089491108911566
4,4,0,Centro Histórico,0.24921094841413566,0.2151394422310757
4,4,0,Chácara das Pedras,0.23556082589285715,0.2521391369047619
4,4,0,Chapéu do Sol,0.2602986611740474,0.22130678567341802
4,4,0,Cidade Baixa,0.26353253567086826,0.22803762236867361
4,4,0,Cel. Aparício Borges,0.23534869550767185,0.1900699791355084
4,4,0,Costa e Silva,0.2684786859601095,0.2064485290922522
4,4,0,Cristal,0.2207665433621044,0.1789286203589533
4,4,0,Cristo Redentor,0.21310092327284305,0.19963918072800593
4,4,0,Espírito Santo,0.21704630321135177,0.2002738361961663
4,4,0,Extrema,0.21817570596145228,0.2713282533990737
4,4,0,Farrapos,0.24471605465414176,0.21495160831198407
4,4,0,Farroupilha,0.25676378772112385,0.22199098161637185
4,4,0,Floresta,0.1909927401654567,0.23040126062243232
4,4,0,Glória,0.19416124685064745,0.22093318489873245
4,4,0,Guarujá,0.24683856945267735,0.24316669959823486
4,4,0,Higienópolis,0.22366502642609806,0.23115242087357998
4,4,0,Hípica,0.2909367557554909,0.22683249536914527
4,4,0,Humaitá,0.272618201208674,0.21104396255480506
4,4,0,Independência,0.2253647452762497,0.23423423423423423
4,4,0,Ipanema,0.22443181818181818,0.22095959595959597
4,4,0,Jardim Botânico,0.23391228995554217,0.24615075477858991
4,4,0,Jardim Carvalho,0.23215251487290428,0.22949341986659455
4,4,0,Jardim do Salso,0.2542813455657492,0.26653075093442063
4,4,0,Jardim Leopoldina,0.24356127886323267,0.2209517465956187
4,4,0,Jardim Europa,0.23458510987208922,0.3306001967858314
4,4,0,Jardim Floresta,0.22640991880623218,0.3433545461195231
4,4,0,Jardim Isabel,0.24623430962343096,0.31445839144583915
4,4,0,Jardim Itú,0.23224734420269272,0.21462250752712606
4,4,0,Jardim Lindóia,0.21205189740512975,0.17079146042697865
4,4,0,Jardim Sabará,0.18750997605746209,0.18531524341580208
4,4,0,Jardim São Pedro,0.22201915805394504,0.22132593899672295
4,4,0,Lageado,0.2576991742914528,0.22123038012348434
4,4,0,Lami,0.25936329588014984,0.24557538371153706
4,4,0,Lomba do Pinheiro,0.2547998472381349,0.2170260042356699
4,4,0,Mário Quintana,0.28313569104837866,0.2209046069891909
4,4,0,Medianeira,0.17890045210270408,0.23998407688589382
4,4,0,Menino Deus,0.22006633499170813,0.1987396351575456
4,4,0,Moinhos de Vento,0.24690039373376896,0.22093770070648683
4,4,0,Mont'Serrat,0.24987218813905931,0.23994546693933197
4,4,0,Morro Santana,0.23897545574905796,0.2266354347014292
4,4,0,Navegantes,0.1866766813034435,0.22109236576534935
4,4,0,Nonoai,0.21651490066225165,0.20245584988962473
4,4,0,Parque Santa Fé,0.2531995346131472,0.25344192359899165
4,4,0,Partenon,0.20205593821749113,0.21857649759966605
4,4,0,Passo D'Areia,0.057757564332170795,0.20517170955478053
4,4,0,Passo das Pedras,0.22784514925373134,0.2534592661691542
4,4,0,Pedra Redonda,0.3385012919896641,0.5099052540913006
4,4,0,Petrópolis,0.2376561814993424,0.20869867017390034
4,4,0,Pitinga,0.2595358455882353,0.22120098039215685
4,4,0,Ponta Grossa,0.2631019830028329,0.2079005350960025
