distance;frequency
0.0006308136372579947;60
0.0009722987861318633;50
0.0015678672420211988;44
0.0016886604716195624;159
0.0024859722696015988;64
0.003424982030372632;96
0.004052690870811724;94
0.004396542075651626;187
0.0046048692897207285;41
0.004675566052350371;48
0.004878861375429936;9
0.005288684992604184;43
0.005312267692642446;9
0.00533126988905797;8
0.00574364003009605;55
0.006272230132385326;8
0.006515410078352234;7
0.0068504124937402745;74
0.006911608449617443;9
0.0071448625515316685;109
0.007159798937876354;30
0.007180593791336969;61
0.0076152255623043175;28
0.0077967093503973975;72
0.007927448415577059;13
0.008488030153432894;9
0.0086673484073171;9
0.008966098369401106;20
0.009199886463565765;5
0.009403102679076451;56
0.009492270709005974;9
0.00976566051599233;24
0.009809238773349311;12
0.009942854889704257;24
0.009998055775100417;11
0.010153690566424364;9
0.010652047563686332;17
0.010997101699156407;6
0.011156196086393835;42
0.01141996383093782;19
0.011904000505991295;11
0.011925749301189014;19
0.011927177374086068;22
0.012246705382009358;14
0.012276571354503227;41
0.012373433136000884;15
0.012409153271184213;15
0.012627491144827805;21
0.012792226980052364;21
0.012820748613925776;8
0.012901437045132764;11
0.012985272911159144;5
0.013018613353516902;69
0.013033677733142658;22
0.013034135043519234;23
0.013321200670223172;4
0.013565688808137607;22
0.013631815127032779;39
0.013767570270554468;44
0.01396871001255138;22
0.01397786681243411;46
0.014004030777666628;50
0.014321286806113465;31
0.014468730532903802;44
0.014689468106404924;47
0.014874262333762286;29
0.01489954759934534;12
0.014938334604059952;36
0.014993869094232998;16
0.015022901257725964;5
0.01533340767802132;2
0.0156923845752261;11
0.015708200590279407;18
0.015750585953032834;12
0.01624563314193657;13
0.01638619550231372;142
0.016601107649736036;12
0.016605308052939114;11
0.016662701382476296;11
0.016756249464530904;9
0.016806782735169033;8
0.017164174989420026;15
0.01721611664970685;19
0.017344957501158356;13
0.017454442684853497;10
0.01759514984848554;14
0.01777815245238738;7
0.017860465691801896;6
0.017929804494862665;2
0.01824160899293189;7
0.018607613215407305;13
0.01876700167195479;16
0.01877847978204131;7
0.018948309981161614;13
0.019097447455750854;13
0.019120611750940552;12
0.01928638638446459;12
0.019329106690008695;12
0.019607233770862514;11
0.019682005551200397;36
0.019811848190156495;15
0.019845190788032097;50
0.020610685919264515;15
0.021208454389115543;10
0.021373107982737827;5
0.021377354861807446;7
0.021499923037989005;19
0.021717425984272436;12
0.022124980817662634;8
0.022388126331229954;10
0.022399643851182562;9
0.02258940559958074;15
0.02262564374840289;32
0.022868996899066157;9
0.02294346097239694;5
0.02299489061576814;12
0.023025629595749268;10
0.023372008342496923;7
0.02390929106061372;18
0.02410149267411833;17
0.02421564327292004;19
0.024632373785217737;6
0.024865619044772535;21
0.024962355329472;10
0.025271192429211994;11
0.02543920888978329;33
0.025881643236130725;12
0.02607715184721003;7
0.026213316726003057;27
0.026214477579895444;6
0.02623649030311398;10
0.02624564665514221;10
0.026277775403794217;4
0.026329200359104438;8
0.026702816280003584;13
0.02865032543117019;9
0.02869268802507358;7
0.02882979301353436;9
0.02896857609170964;8
0.02928946595380028;29
0.029655620788155382;9
0.03067777219707683;15
0.03094372878849479;12
0.031088532797373048;14
0.03200087881899979;18
0.032507540478577866;15
0.03269261178808668;5
0.03319968363769163;23
0.0333925320983437;6
0.034290067584537065;19
0.03487163216514752;12
0.03501570249751302;18
0.035179396561546686;32
0.03558815481011831;11
0.03608583871820819;14
0.03762240038699645;9
0.04031339027897697;12
0.04043011746065457;17
