;Origin;Destination;Total;age: [children];age: [adults];age: [elders];occupation: [student];occupation: [worker]
96;Menino Deus;Floresta;900;0;466;229;0;900
97;Menino Deus;Independência;550;0;273;175;0;550
98;Menino Deus;Menino Deus;11700;0;5992;3242;0;11700
99;Menino Deus;Moinhos de Vento;550;0;253;214;0;550
100;Menino Deus;Praia de Belas;1850;0;926;487;0;1850
101;Menino Deus;Rio Branco;1650;0;855;472;0;1650
102;Menino Deus;Santa Cecília;2150;0;1149;570;0;2150
103;Menino Deus;Santana;1050;0;511;298;0;1050
104;Moinhos de Vento;Azenha;450;0;224;128;0;450
105;Moinhos de Vento;Bom Fim;800;0;363;252;0;800
106;Moinhos de Vento;Centro Histórico;1450;0;704;381;0;1450
107;Moinhos de Vento;Cidade Baixa;250;0;122;61;0;250
108;Moinhos de Vento;Farroupilha;200;0;91;72;0;200
109;Moinhos de Vento;Floresta;2450;0;1218;715;0;2450
110;Moinhos de Vento;Independência;350;0;152;131;0;350
111;Moinhos de Vento;Menino Deus;550;0;253;214;0;550
112;Moinhos de Vento;Moinhos de Vento;5300;0;2452;1858;0;5300
113;Moinhos de Vento;Praia de Belas;350;0;149;133;0;350
114;Moinhos de Vento;Rio Branco;1000;0;499;298;0;1000
115;Moinhos de Vento;Santa Cecília;300;0;124;110;0;300
116;Moinhos de Vento;Santana;450;0;234;123;0;450
117;Praia de Belas;Azenha;350;0;177;93;0;350
118;Praia de Belas;Bom Fim;400;0;162;112;0;400
119;Praia de Belas;Centro Histórico;2000;0;1005;416;0;2000
120;Praia de Belas;Cidade Baixa;800;0;406;171;0;800
121;Praia de Belas;Farroupilha;200;0;103;55;0;200
122;Praia de Belas;Floresta;450;0;240;100;0;450
123;Praia de Belas;Independência;250;0;127;58;0;250
124;Praia de Belas;Menino Deus;1850;0;926;487;0;1850
125;Praia de Belas;Moinhos de Vento;350;0;149;133;0;350
126;Praia de Belas;Praia de Belas;400;0;204;78;0;400
127;Praia de Belas;Rio Branco;900;0;486;228;0;900
128;Praia de Belas;Santa Cecília;100;0;52;20;0;100
129;Praia de Belas;Santana;1250;0;629;317;0;1250
130;Rio Branco;Azenha;1000;0;501;260;0;1000
131;Rio Branco;Bom Fim;3550;0;1805;931;0;3550
132;Rio Branco;Centro Histórico;650;0;327;166;0;650
133;Rio Branco;Cidade Baixa;1400;0;690;311;0;1400
134;Rio Branco;Farroupilha;750;0;367;222;0;750
135;Rio Branco;Floresta;600;0;311;165;0;600
136;Rio Branco;Independência;1750;0;906;440;0;1750
137;Rio Branco;Menino Deus;1650;0;855;472;0;1650
138;Rio Branco;Moinhos de Vento;1000;0;499;298;0;1000
139;Rio Branco;Praia de Belas;900;0;486;228;0;900
140;Rio Branco;Rio Branco;1000;0;530;228;0;1000
141;Rio Branco;Santa Cecília;1950;0;984;507;0;1950
142;Rio Branco;Santana;800;0;409;201;0;800
143;Santa Cecília;Azenha;400;0;194;108;0;400
144;Santa Cecília;Bom Fim;1600;0;791;423;0;1600
145;Santa Cecília;Centro Histórico;1650;0;844;373;0;1650
146;Santa Cecília;Cidade Baixa;1000;0;463;205;0;1000
147;Santa Cecília;Farroupilha;250;0;132;73;0;250
148;Santa Cecília;Floresta;400;0;208;103;0;400
149;Santa Cecília;Independência;400;0;191;121;0;400
150;Santa Cecília;Menino Deus;2150;0;1149;570;0;2150
151;Santa Cecília;Moinhos de Vento;300;0;124;110;0;300
152;Santa Cecília;Praia de Belas;100;0;52;20;0;100
153;Santa Cecília;Rio Branco;1950;0;984;507;0;1950
154;Santa Cecília;Santa Cecília;1400;0;732;370;0;1400
155;Santa Cecília;Santana;2150;0;1049;559;0;2150
156;Santana;Azenha;2100;0;1056;531;0;2100
157;Santana;Bom Fim;600;0;280;159;0;600
158;Santana;Centro Histórico;1150;0;575;291;0;1150
159;Santana;Cidade Baixa;750;0;393;163;0;750
160;Santana;Farroupilha;250;0;119;72;0;250
161;Santana;Floresta;650;0;319;183;0;650
162;Santana;Independência;1400;0;661;382;0;1400
163;Santana;Menino Deus;1050;0;511;298;0;1050
164;Santana;Moinhos de Vento;450;0;234;123;0;450
165;Santana;Praia de Belas;1250;0;629;317;0;1250
166;Santana;Rio Branco;800;0;409;201;0;800
167;Santana;Santa Cecília;2150;0;1049;559;0;2150
168;Santana;Santana;9500;0;4728;2490;0;9500
