;Cycle;Origin;Destination;Total;age: [children];age: [adults];age: [elders];occupation: [student];occupation: [worker]
81;0;Independência;Cidade Baixa;1800;0;790;494;0;1800
82;0;Independência;Farroupilha;450;0;208;126;0;450
83;0;Independência;Floresta;900;0;447;214;0;900
84;0;Independência;Independência;2800;0;1272;810;0;2800
85;0;Independência;Menino Deus;750;0;375;214;0;750
86;0;Independência;Moinhos de Vento;800;0;375;269;0;800
87;0;Independência;Praia de Belas;350;0;172;78;0;350
88;0;Independência;Rio Branco;1700;0;876;469;0;1700
89;0;Independência;Santa Cecília;150;0;66;42;0;150
90;0;Independência;Santana;1900;0;905;541;0;1900
91;0;Menino Deus;Azenha;2200;0;1152;571;0;2200
92;0;Menino Deus;Bom Fim;750;0;340;198;0;750
93;0;Menino Deus;Centro Histórico;2150;0;1119;519;0;2150
94;0;Menino Deus;Cidade Baixa;4100;0;2087;1020;0;4100
95;0;Menino Deus;Farroupilha;2850;0;1402;824;0;2850
96;0;Menino Deus;Floresta;750;0;368;191;0;750
97;0;Menino Deus;Independência;750;0;375;214;0;750
98;0;Menino Deus;Menino Deus;10100;0;5232;2734;0;10100
99;0;Menino Deus;Moinhos de Vento;1000;0;476;301;0;1000
100;0;Menino Deus;Praia de Belas;2400;0;1209;655;0;2400
101;0;Menino Deus;Rio Branco;2000;0;1047;538;0;2000
102;0;Menino Deus;Santa Cecília;2350;0;1227;647;0;2350
103;0;Menino Deus;Santana;950;0;492;246;0;950
104;0;Moinhos de Vento;Azenha;600;0;281;175;0;600
105;0;Moinhos de Vento;Bom Fim;800;0;373;256;0;800
106;0;Moinhos de Vento;Centro Histórico;1000;0;479;242;0;1000
107;0;Moinhos de Vento;Cidade Baixa;650;0;327;141;0;650
108;0;Moinhos de Vento;Farroupilha;500;0;236;178;0;500
109;0;Moinhos de Vento;Floresta;2300;0;1162;657;0;2300
110;0;Moinhos de Vento;Independência;800;0;375;269;0;800
111;0;Moinhos de Vento;Menino Deus;1000;0;476;301;0;1000
112;0;Moinhos de Vento;Moinhos de Vento;5500;0;2438;2098;0;5500
113;0;Moinhos de Vento;Praia de Belas;300;0;141;103;0;300
114;0;Moinhos de Vento;Rio Branco;850;0;419;234;0;850
115;0;Moinhos de Vento;Santa Cecília;350;0;183;114;0;350
116;0;Moinhos de Vento;Santana;700;0;358;183;0;700
117;0;Praia de Belas;Azenha;350;0;179;90;0;350
118;0;Praia de Belas;Bom Fim;350;0;178;76;0;350
119;0;Praia de Belas;Centro Histórico;2250;0;1110;491;0;2250
120;0;Praia de Belas;Cidade Baixa;400;0;198;105;0;400
121;0;Praia de Belas;Farroupilha;350;0;176;73;0;350
122;0;Praia de Belas;Floresta;400;0;194;102;0;400
123;0;Praia de Belas;Independência;350;0;172;78;0;350
124;0;Praia de Belas;Menino Deus;2400;0;1209;655;0;2400
125;0;Praia de Belas;Moinhos de Vento;300;0;141;103;0;300
126;0;Praia de Belas;Praia de Belas;200;0;100;32;0;200
127;0;Praia de Belas;Rio Branco;700;0;358;199;0;700
128;0;Praia de Belas;Santa Cecília;100;0;58;28;0;100
129;0;Praia de Belas;Santana;1150;0;553;309;0;1150
130;0;Rio Branco;Azenha;600;0;325;142;0;600
131;0;Rio Branco;Bom Fim;3900;0;1958;1038;0;3900
132;0;Rio Branco;Centro Histórico;800;0;408;172;0;800
133;0;Rio Branco;Cidade Baixa;850;0;388;206;0;850
134;0;Rio Branco;Farroupilha;650;0;318;182;0;650
135;0;Rio Branco;Floresta;600;0;283;173;0;600
136;0;Rio Branco;Independência;1700;0;876;469;0;1700
137;0;Rio Branco;Menino Deus;2000;0;1047;538;0;2000
138;0;Rio Branco;Moinhos de Vento;850;0;419;234;0;850
139;0;Rio Branco;Praia de Belas;700;0;358;199;0;700
140;0;Rio Branco;Rio Branco;1400;0;728;396;0;1400
141;0;Rio Branco;Santa Cecília;2100;0;1067;580;0;2100
142;0;Rio Branco;Santana;1150;0;595;285;0;1150
143;0;Santa Cecília;Azenha;350;0;163;98;0;350
144;0;Santa Cecília;Bom Fim;1450;0;763;334;0;1450
145;0;Santa Cecília;Centro Histórico;1850;0;921;422;0;1850
146;0;Santa Cecília;Cidade Baixa;1000;0;507;231;0;1000
147;0;Santa Cecília;Farroupilha;250;0;109;89;0;250
148;0;Santa Cecília;Floresta;300;0;146;84;0;300
149;0;Santa Cecília;Independência;150;0;66;42;0;150
150;0;Santa Cecília;Menino Deus;2350;0;1227;647;0;2350
151;0;Santa Cecília;Moinhos de Vento;350;0;183;114;0;350
152;0;Santa Cecília;Praia de Belas;100;0;58;28;0;100
153;0;Santa Cecília;Rio Branco;2100;0;1067;580;0;2100
154;0;Santa Cecília;Santa Cecília;2000;0;1072;484;0;2000
155;0;Santa Cecília;Santana;1950;0;974;504;0;1950
156;0;Santana;Azenha;2500;0;1279;628;0;2500
157;0;Santana;Bom Fim;800;0;369;223;0;800
158;0;Santana;Centro Histórico;950;0;478;215;0;950
159;0;Santana;Cidade Baixa;800;0;381;174;0;800
160;0;Santana;Farroupilha;550;0;258;151;0;550
161;0;Santana;Floresta;800;0;402;223;0;800
162;0;Santana;Independência;1900;0;905;541;0;1900
163;0;Santana;Menino Deus;950;0;492;246;0;950
164;0;Santana;Moinhos de Vento;700;0;358;183;0;700
165;0;Santana;Praia de Belas;1150;0;553;309;0;1150
166;0;Santana;Rio Branco;1150;0;595;285;0;1150
167;0;Santana;Santa Cecília;1950;0;974;504;0;1950
168;0;Santana;Santana;7800;0;3920;2014;0;7800
