;Cycle;Origin;Destination;Total;age: [children];age: [adults];age: [elders];occupation: [student];occupation: [worker]
0;0;Azenha;Azenha;2500;0;1290;588;0;2500
1;0;Azenha;Bom Fim;450;0;238;109;0;450
2;0;Azenha;Centro Histórico;3100;0;1516;738;0;3100
3;0;Azenha;Cidade Baixa;1850;0;920;377;0;1850
4;0;Azenha;Farroupilha;900;0;452;217;0;900
5;0;Azenha;Floresta;400;0;212;91;0;400
6;0;Azenha;Independência;500;0;223;140;0;500
7;0;Azenha;Menino Deus;2200;0;1152;571;0;2200
8;0;Azenha;Moinhos de Vento;600;0;281;175;0;600
9;0;Azenha;Praia de Belas;350;0;179;90;0;350
10;0;Azenha;Rio Branco;600;0;325;142;0;600
11;0;Azenha;Santa Cecília;350;0;163;98;0;350
12;0;Azenha;Santana;2500;0;1279;628;0;2500
13;0;Bom Fim;Azenha;450;0;238;109;0;450
14;0;Bom Fim;Bom Fim;2300;0;1012;654;0;2300
15;0;Bom Fim;Centro Histórico;2250;0;1093;506;0;2250
16;0;Bom Fim;Cidade Baixa;700;0;335;161;0;700
17;0;Bom Fim;Farroupilha;700;0;317;179;0;700
18;0;Bom Fim;Floresta;650;0;314;165;0;650
19;0;Bom Fim;Independência;2700;0;1220;707;0;2700
20;0;Bom Fim;Menino Deus;750;0;340;198;0;750
21;0;Bom Fim;Moinhos de Vento;800;0;373;256;0;800
22;0;Bom Fim;Praia de Belas;350;0;178;76;0;350
23;0;Bom Fim;Rio Branco;3900;0;1958;1038;0;3900
24;0;Bom Fim;Santa Cecília;1450;0;763;334;0;1450
25;0;Bom Fim;Santana;800;0;369;223;0;800
26;0;Centro Histórico;Azenha;3100;0;1516;738;0;3100
27;0;Centro Histórico;Bom Fim;2250;0;1093;506;0;2250
28;0;Centro Histórico;Centro Histórico;2200;0;1062;504;0;2200
29;0;Centro Histórico;Cidade Baixa;1600;0;809;355;0;1600
30;0;Centro Histórico;Farroupilha;1250;0;609;280;0;1250
31;0;Centro Histórico;Floresta;3000;0;1479;713;0;3000
32;0;Centro Histórico;Independência;2100;0;1021;506;0;2100
33;0;Centro Histórico;Menino Deus;2150;0;1119;519;0;2150
34;0;Centro Histórico;Moinhos de Vento;1000;0;479;242;0;1000
35;0;Centro Histórico;Praia de Belas;2250;0;1110;491;0;2250
36;0;Centro Histórico;Rio Branco;800;0;408;172;0;800
37;0;Centro Histórico;Santa Cecília;1850;0;921;422;0;1850
38;0;Centro Histórico;Santana;950;0;478;215;0;950
39;0;Cidade Baixa;Azenha;1850;0;920;377;0;1850
40;0;Cidade Baixa;Bom Fim;700;0;335;161;0;700
41;0;Cidade Baixa;Centro Histórico;1600;0;809;355;0;1600
42;0;Cidade Baixa;Cidade Baixa;2400;0;1146;524;0;2400
43;0;Cidade Baixa;Farroupilha;1700;0;781;375;0;1700
44;0;Cidade Baixa;Floresta;700;0;355;175;0;700
45;0;Cidade Baixa;Independência;1800;0;790;494;0;1800
46;0;Cidade Baixa;Menino Deus;4100;0;2087;1020;0;4100
47;0;Cidade Baixa;Moinhos de Vento;650;0;327;141;0;650
48;0;Cidade Baixa;Praia de Belas;400;0;198;105;0;400
49;0;Cidade Baixa;Rio Branco;850;0;388;206;0;850
50;0;Cidade Baixa;Santa Cecília;1000;0;507;231;0;1000
51;0;Cidade Baixa;Santana;800;0;381;174;0;800
52;0;Farroupilha;Azenha;900;0;452;217;0;900
53;0;Farroupilha;Bom Fim;700;0;317;179;0;700
54;0;Farroupilha;Centro Histórico;1250;0;609;280;0;1250
55;0;Farroupilha;Cidade Baixa;1700;0;781;375;0;1700
56;0;Farroupilha;Farroupilha;0;0;0;0;0;0
57;0;Farroupilha;Floresta;300;0;137;84;0;300
58;0;Farroupilha;Independência;450;0;208;126;0;450
59;0;Farroupilha;Menino Deus;2850;0;1402;824;0;2850
60;0;Farroupilha;Moinhos de Vento;500;0;236;178;0;500
61;0;Farroupilha;Praia de Belas;350;0;176;73;0;350
62;0;Farroupilha;Rio Branco;650;0;318;182;0;650
63;0;Farroupilha;Santa Cecília;250;0;109;89;0;250
64;0;Farroupilha;Santana;550;0;258;151;0;550
65;0;Floresta;Azenha;400;0;212;91;0;400
66;0;Floresta;Bom Fim;650;0;314;165;0;650
67;0;Floresta;Centro Histórico;3000;0;1479;713;0;3000
68;0;Floresta;Cidade Baixa;700;0;355;175;0;700
69;0;Floresta;Farroupilha;300;0;137;84;0;300
70;0;Floresta;Floresta;3000;0;1474;774;0;3000
71;0;Floresta;Independência;900;0;447;214;0;900
72;0;Floresta;Menino Deus;750;0;368;191;0;750
73;0;Floresta;Moinhos de Vento;2300;0;1162;657;0;2300
74;0;Floresta;Praia de Belas;400;0;194;102;0;400
75;0;Floresta;Rio Branco;600;0;283;173;0;600
76;0;Floresta;Santa Cecília;300;0;146;84;0;300
77;0;Floresta;Santana;800;0;402;223;0;800
78;0;Independência;Azenha;500;0;223;140;0;500
79;0;Independência;Bom Fim;2700;0;1220;707;0;2700
80;0;Independência;Centro Histórico;2100;0;1021;506;0;2100
