day; bestBeta; bestGamma; Error; expTotalInf; simTotalInf; totalVac
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
0; 0.0; 0.07142857142857142; 0; 1; 1; 0
1; 0.0; 0.07142857142857142; 0; 1; 1; 6
1; 0.0; 0.07142857142857142; 0; 1; 1; 6
1; 0.0; 0.07142857142857142; 0; 1; 1; 6
1; 0.0; 0.07142857142857142; 0; 1; 1; 6
1; 0.0; 0.07142857142857142; 0; 1; 1; 6
1; 0.0; 0.07142857142857142; 0; 1; 1; 6
1; 0.0; 0.07142857142857142; 0; 1; 1; 6
1; 0.0; 0.07142857142857142; 0; 1; 1; 6
1; 0.0; 0.07142857142857142; 0; 1; 1; 6
1; 0.0; 0.07142857142857142; 0; 1; 1; 0
1; 0.0; 0.07142857142857142; 0; 1; 1; 0
1; 0.0; 0.07142857142857142; 0; 1; 1; 0
1; 0.0; 0.07142857142857142; 0; 1; 1; 0
1; 0.0; 0.07142857142857142; 0; 1; 1; 0
1; 0.0; 0.07142857142857142; 0; 1; 1; 0
1; 0.0; 0.07142857142857142; 0; 1; 1; 0
1; 0.0; 0.07142857142857142; 0; 1; 1; 0
1; 0.0; 0.07142857142857142; 0; 1; 1; 0
1; 0.0; 0.07142857142857142; 0; 1; 1; 0
1; 0.0; 0.07142857142857142; 0; 1; 1; 0
1; 0.0; 0.07142857142857142; 0; 1; 1; 0
1; 0.0; 0.07142857142857142; 0; 1; 1; 0
1; 0.0; 0.07142857142857142; 0; 1; 1; 0
1; 0.0; 0.07142857142857142; 0; 1; 1; 0
2; 0.0; 0.07142857142857142; 0; 1; 1; 56
2; 0.0; 0.07142857142857142; 0; 1; 1; 74
2; 0.0; 0.07142857142857142; 0; 1; 1; 74
2; 0.0; 0.07142857142857142; 0; 1; 1; 74
2; 0.0; 0.07142857142857142; 0; 1; 1; 74
2; 0.0; 0.07142857142857142; 0; 1; 1; 74
2; 0.0; 0.07142857142857142; 0; 1; 1; 74
2; 0.0; 0.07142857142857142; 0; 1; 1; 74
2; 0.0; 0.07142857142857142; 0; 1; 1; 74
2; 0.0; 0.07142857142857142; 0; 1; 1; 26
2; 0.0; 0.07142857142857142; 0; 1; 1; 26
2; 0.0; 0.07142857142857142; 0; 1; 1; 26
2; 0.0; 0.07142857142857142; 0; 1; 1; 26
2; 0.0; 0.07142857142857142; 0; 1; 1; 26
2; 0.0; 0.07142857142857142; 0; 1; 1; 26
2; 0.0; 0.07142857142857142; 0; 1; 1; 26
2; 0.0; 0.07142857142857142; 0; 1; 1; 26
2; 0.0; 0.07142857142857142; 0; 1; 1; 26
2; 0.0; 0.07142857142857142; 0; 1; 1; 26
2; 0.0; 0.07142857142857142; 0; 1; 1; 26
2; 0.0; 0.07142857142857142; 0; 1; 1; 26
2; 0.0; 0.07142857142857142; 0; 1; 1; 26
2; 0.0; 0.07142857142857142; 0; 1; 1; 26
2; 0.0; 0.07142857142857142; 0; 1; 1; 26
