Frame;Hour;Susceptible;Infected;Removed;dS;dI;dR;
2357;5;1077630;266;1701;0;0;0;
2358;6;1077630;266;1701;0;0;0;
2359;7;1077630;258;1709;0;-8;8;
2360;8;1077619;251;1727;-11;-7;18;
2361;9;1077619;251;1727;0;0;0;
2362;10;1077619;251;1727;0;0;0;
2363;11;1077619;251;1727;0;0;0;
2364;12;1077619;251;1727;0;0;0;
2365;13;1077619;251;1727;0;0;0;
2366;14;1077619;251;1727;0;0;0;
2367;15;1077619;251;1727;0;0;0;
2368;16;1077609;244;1744;-10;-7;17;
2369;17;1077609;244;1744;0;0;0;
2370;18;1077609;244;1744;0;0;0;
2371;19;1077609;244;1744;0;0;0;
2372;20;1077609;244;1744;0;0;0;
2373;21;1077609;244;1744;0;0;0;
2374;22;1077609;244;1744;0;0;0;
2375;23;1077609;244;1744;0;0;0;
2376;0;1077572;264;1761;-37;20;17;
2377;1;1077572;264;1761;0;0;0;
2378;2;1077572;264;1761;0;0;0;
2379;3;1077572;264;1761;0;0;0;
2380;4;1077572;264;1761;0;0;0;
2381;5;1077572;264;1761;0;0;0;
2382;6;1077572;264;1761;0;0;0;
2383;7;1077572;252;1773;0;-12;12;
2384;8;1077534;272;1791;-38;20;18;
2385;9;1077534;272;1791;0;0;0;
2386;10;1077534;272;1791;0;0;0;
2387;11;1077534;272;1791;0;0;0;
2388;12;1077534;272;1791;0;0;0;
2389;13;1077534;272;1791;0;0;0;
2390;14;1077534;272;1791;0;0;0;
2391;15;1077534;272;1791;0;0;0;
2392;16;1077493;294;1810;-41;22;19;
2393;17;1077493;294;1810;0;0;0;
2394;18;1077493;294;1810;0;0;0;
2395;19;1077493;294;1810;0;0;0;
2396;20;1077493;294;1810;0;0;0;
2397;21;1077493;294;1810;0;0;0;
2398;22;1077493;294;1810;0;0;0;
2399;23;1077493;294;1810;0;0;0;
2400;0;1077449;317;1831;-44;23;21;
2401;1;1077449;317;1831;0;0;0;
2402;2;1077449;317;1831;0;0;0;
2403;3;1077449;317;1831;0;0;0;
2404;4;1077449;317;1831;0;0;0;
2405;5;1077449;317;1831;0;0;0;
2406;6;1077449;317;1831;0;0;0;
2407;7;1077448;305;1844;-1;-12;13;
2408;8;1077402;330;1865;-46;25;21;
2409;9;1077402;330;1865;0;0;0;
2410;10;1077402;330;1865;0;0;0;
2411;11;1077402;330;1865;0;0;0;
2412;12;1077402;330;1865;0;0;0;
2413;13;1077402;330;1865;0;0;0;
2414;14;1077402;330;1865;0;0;0;
2415;15;1077402;330;1865;0;0;0;
2416;16;1077353;356;1888;-49;26;23;
2417;17;1077353;356;1888;0;0;0;
2418;18;1077353;356;1888;0;0;0;
2419;19;1077353;356;1888;0;0;0;
2420;20;1077353;356;1888;0;0;0;
2421;21;1077353;356;1888;0;0;0;
2422;22;1077353;356;1888;0;0;0;
2423;23;1077353;356;1888;0;0;0;
2424;0;1077319;365;1913;-34;9;25;
2425;1;1077319;365;1913;0;0;0;
2426;2;1077319;365;1913;0;0;0;
2427;3;1077319;365;1913;0;0;0;
2428;4;1077319;365;1913;0;0;0;
2429;5;1077319;365;1913;0;0;0;
2430;6;1077319;365;1913;0;0;0;
2431;7;1077319;349;1929;0;-16;16;
2432;8;1077285;359;1953;-34;10;24;
2433;9;1077285;359;1953;0;0;0;
2434;10;1077285;359;1953;0;0;0;
2435;11;1077285;359;1953;0;0;0;
2436;12;1077285;359;1953;0;0;0;
2437;13;1077285;359;1953;0;0;0;
2438;14;1077285;359;1953;0;0;0;
2439;15;1077285;359;1953;0;0;0;
2440;16;1077250;369;1978;-35;10;25;
2441;17;1077250;369;1978;0;0;0;
2442;18;1077250;369;1978;0;0;0;
2443;19;1077250;369;1978;0;0;0;
2444;20;1077250;369;1978;0;0;0;
2445;21;1077250;369;1978;0;0;0;
2446;22;1077250;369;1978;0;0;0;
2447;23;1077250;369;1978;0;0;0;
2448;0;1077235;358;2004;-15;-11;26;
2449;1;1077235;358;2004;0;0;0;
2450;2;1077235;358;2004;0;0;0;
2451;3;1077235;358;2004;0;0;0;
2452;4;1077235;358;2004;0;0;0;
2453;5;1077235;358;2004;0;0;0;
2454;6;1077235;358;2004;0;0;0;
2455;7;1077235;352;2010;0;-6;6;
2456;8;1077221;341;2035;-14;-11;25;
2457;9;1077221;341;2035;0;0;0;
2458;10;1077221;341;2035;0;0;0;
2459;11;1077221;341;2035;0;0;0;
2460;12;1077221;341;2035;0;0;0;
2461;13;1077221;341;2035;0;0;0;
2462;14;1077221;341;2035;0;0;0;
2463;15;1077221;341;2035;0;0;0;
2464;16;1077207;331;2059;-14;-10;24;
2465;17;1077207;331;2059;0;0;0;
2466;18;1077207;331;2059;0;0;0;
2467;19;1077207;331;2059;0;0;0;
2468;20;1077207;331;2059;0;0;0;
2469;21;1077207;331;2059;0;0;0;
2470;22;1077207;331;2059;0;0;0;
2471;23;1077207;331;2059;0;0;0;
2472;0;1077173;342;2082;-34;11;23;
2473;1;1077173;342;2082;0;0;0;
2474;2;1077173;342;2082;0;0;0;
2475;3;1077173;342;2082;0;0;0;
2476;4;1077173;342;2082;0;0;0;
2477;5;1077173;342;2082;0;0;0;
2478;6;1077173;342;2082;0;0;0;
2479;7;1077173;330;2094;0;-12;12;
2480;8;1077139;341;2117;-34;11;23;
2481;9;1077139;341;2117;0;0;0;
2482;10;1077139;341;2117;0;0;0;
2483;11;1077139;341;2117;0;0;0;
2484;12;1077139;341;2117;0;0;0;
2485;13;1077139;341;2117;0;0;0;
2486;14;1077139;341;2117;0;0;0;
2487;15;1077139;341;2117;0;0;0;
2488;16;1077104;352;2141;-35;11;24;
2489;17;1077104;352;2141;0;0;0;
2490;18;1077104;352;2141;0;0;0;
2491;19;1077104;352;2141;0;0;0;
2492;20;1077104;352;2141;0;0;0;
2493;21;1077104;352;2141;0;0;0;
2494;22;1077104;352;2141;0;0;0;
2495;23;1077104;352;2141;0;0;0;
2496;0;1077088;343;2166;-16;-9;25;
2497;1;1077088;343;2166;0;0;0;
2498;2;1077088;343;2166;0;0;0;
2499;3;1077088;343;2166;0;0;0;
2500;4;1077088;343;2166;0;0;0;
2501;5;1077088;343;2166;0;0;0;
2502;6;1077088;343;2166;0;0;0;
2503;7;1077088;333;2176;0;-10;10;
2504;8;1077073;325;2199;-15;-8;23;
2505;9;1077073;325;2199;0;0;0;
2506;10;1077073;325;2199;0;0;0;
2507;11;1077073;325;2199;0;0;0;
2508;12;1077073;325;2199;0;0;0;
2509;13;1077073;325;2199;0;0;0;
2510;14;1077073;325;2199;0;0;0;
2511;15;1077073;325;2199;0;0;0;
2512;16;1077058;317;2222;-15;-8;23;
2513;17;1077058;317;2222;0;0;0;
2514;18;1077058;317;2222;0;0;0;
2515;19;1077058;317;2222;0;0;0;
2516;20;1077058;317;2222;0;0;0;
2517;21;1077058;317;2222;0;0;0;
2518;22;1077058;317;2222;0;0;0;
2519;23;1077058;317;2222;0;0;0;
2520;0;1077034;319;2244;-24;2;22;
2521;1;1077034;319;2244;0;0;0;
2522;2;1077034;319;2244;0;0;0;
2523;3;1077034;319;2244;0;0;0;
2524;4;1077034;319;2244;0;0;0;
2525;5;1077034;319;2244;0;0;0;
2526;6;1077034;319;2244;0;0;0;
2527;7;1077034;313;2250;0;-6;6;
2528;8;1077010;315;2272;-24;2;22;
2529;9;1077010;315;2272;0;0;0;
2530;10;1077010;315;2272;0;0;0;
2531;11;1077010;315;2272;0;0;0;
2532;12;1077010;315;2272;0;0;0;
2533;13;1077010;315;2272;0;0;0;
2534;14;1077010;315;2272;0;0;0;
2535;15;1077010;315;2272;0;0;0;
2536;16;1076986;317;2294;-24;2;22;
2537;17;1076986;317;2294;0;0;0;
2538;18;1076986;317;2294;0;0;0;
2539;19;1076986;317;2294;0;0;0;
2540;20;1076986;317;2294;0;0;0;
2541;21;1076986;317;2294;0;0;0;
2542;22;1076986;317;2294;0;0;0;
2543;23;1076986;317;2294;0;0;0;
2544;0;1076953;328;2316;-33;11;22;
2545;1;1076953;328;2316;0;0;0;
2546;2;1076953;328;2316;0;0;0;
2547;3;1076953;328;2316;0;0;0;
2548;4;1076953;328;2316;0;0;0;
2549;5;1076953;328;2316;0;0;0;
2550;6;1076953;328;2316;0;0;0;
2551;7;1076953;313;2331;0;-15;15;
2552;8;1076920;324;2353;-33;11;22;
2553;9;1076920;324;2353;0;0;0;
2554;10;1076920;324;2353;0;0;0;
2555;11;1076920;324;2353;0;0;0;
2556;12;1076920;324;2353;0;0;0;
2557;13;1076920;324;2353;0;0;0;
2558;14;1076920;324;2353;0;0;0;
2559;15;1076920;324;2353;0;0;0;
2560;16;1076886;335;2376;-34;11;23;
2561;17;1076886;335;2376;0;0;0;
2562;18;1076886;335;2376;0;0;0;
2563;19;1076886;335;2376;0;0;0;
2564;20;1076886;335;2376;0;0;0;
2565;21;1076886;335;2376;0;0;0;
2566;22;1076886;335;2376;0;0;0;
2567;23;1076886;335;2376;0;0;0;
2568;0;1076845;353;2399;-41;18;23;
2569;1;1076845;353;2399;0;0;0;
2570;2;1076845;353;2399;0;0;0;
2571;3;1076845;353;2399;0;0;0;
2572;4;1076845;353;2399;0;0;0;
2573;5;1076845;353;2399;0;0;0;
2574;6;1076845;353;2399;0;0;0;
2575;7;1076845;345;2407;0;-8;8;
2576;8;1076803;363;2431;-42;18;24;
2577;9;1076803;363;2431;0;0;0;
2578;10;1076803;363;2431;0;0;0;
2579;11;1076803;363;2431;0;0;0;
2580;12;1076803;363;2431;0;0;0;
2581;13;1076803;363;2431;0;0;0;
2582;14;1076803;363;2431;0;0;0;
2583;15;1076803;363;2431;0;0;0;
2584;16;1076759;382;2456;-44;19;25;
2585;17;1076759;382;2456;0;0;0;
2586;18;1076759;382;2456;0;0;0;
2587;19;1076759;382;2456;0;0;0;
2588;20;1076759;382;2456;0;0;0;
2589;21;1076759;382;2456;0;0;0;
2590;22;1076759;382;2456;0;0;0;
2591;23;1076759;382;2456;0;0;0;
2592;0;1076711;403;2483;-48;21;27;
2593;1;1076711;403;2483;0;0;0;
2594;2;1076711;403;2483;0;0;0;
2595;3;1076711;403;2483;0;0;0;
2596;4;1076711;403;2483;0;0;0;
2597;5;1076711;403;2483;0;0;0;
2598;6;1076711;403;2483;0;0;0;
2599;7;1076710;380;2507;-1;-23;24;
2600;8;1076662;401;2534;-48;21;27;
2601;9;1076662;401;2534;0;0;0;
2602;10;1076662;401;2534;0;0;0;
2603;11;1076662;401;2534;0;0;0;
2604;12;1076662;401;2534;0;0;0;
2605;13;1076662;401;2534;0;0;0;
2606;14;1076662;401;2534;0;0;0;
2607;15;1076662;401;2534;0;0;0;
2608;16;1076612;423;2562;-50;22;28;
2609;17;1076612;423;2562;0;0;0;
2610;18;1076612;423;2562;0;0;0;
2611;19;1076612;423;2562;0;0;0;
2612;20;1076612;423;2562;0;0;0;
2613;21;1076612;423;2562;0;0;0;
2614;22;1076612;423;2562;0;0;0;
2615;23;1076612;423;2562;0;0;0;
2616;0;1076570;435;2592;-42;12;30;
2617;1;1076570;435;2592;0;0;0;
2618;2;1076570;435;2592;0;0;0;
2619;3;1076570;435;2592;0;0;0;
2620;4;1076570;435;2592;0;0;0;
2621;5;1076570;435;2592;0;0;0;
2622;6;1076570;435;2592;0;0;0;
2623;7;1076569;418;2610;-1;-17;18;
2624;8;1076527;431;2639;-42;13;29;
2625;9;1076527;431;2639;0;0;0;
2626;10;1076527;431;2639;0;0;0;
2627;11;1076527;431;2639;0;0;0;
2628;12;1076527;431;2639;0;0;0;
2629;13;1076527;431;2639;0;0;0;
2630;14;1076527;431;2639;0;0;0;
2631;15;1076527;431;2639;0;0;0;
2632;16;1076484;444;2669;-43;13;30;
2633;17;1076484;444;2669;0;0;0;
2634;18;1076484;444;2669;0;0;0;
2635;19;1076484;444;2669;0;0;0;
2636;20;1076484;444;2669;0;0;0;
2637;21;1076484;444;2669;0;0;0;
2638;22;1076484;444;2669;0;0;0;
2639;23;1076484;444;2669;0;0;0;
2640;0;1076453;444;2700;-31;0;31;
2641;1;1076453;444;2700;0;0;0;
2642;2;1076453;444;2700;0;0;0;
2643;3;1076453;444;2700;0;0;0;
2644;4;1076453;444;2700;0;0;0;
2645;5;1076453;444;2700;0;0;0;
2646;6;1076453;444;2700;0;0;0;
2647;7;1076453;428;2716;0;-16;16;
2648;8;1076423;428;2746;-30;0;30;
2649;9;1076423;428;2746;0;0;0;
2650;10;1076423;428;2746;0;0;0;
2651;11;1076423;428;2746;0;0;0;
2652;12;1076423;428;2746;0;0;0;
2653;13;1076423;428;2746;0;0;0;
2654;14;1076423;428;2746;0;0;0;
2655;15;1076423;428;2746;0;0;0;
2656;16;1076393;428;2776;-30;0;30;
2657;17;1076393;428;2776;0;0;0;
2658;18;1076393;428;2776;0;0;0;
2659;19;1076393;428;2776;0;0;0;
2660;20;1076393;428;2776;0;0;0;
2661;21;1076393;428;2776;0;0;0;
2662;22;1076393;428;2776;0;0;0;
2663;23;1076393;428;2776;0;0;0;
2664;0;1076379;412;2806;-14;-16;30;
2665;1;1076379;412;2806;0;0;0;
2666;2;1076379;412;2806;0;0;0;
2667;3;1076379;412;2806;0;0;0;
2668;4;1076379;412;2806;0;0;0;
2669;5;1076379;412;2806;0;0;0;
2670;6;1076379;412;2806;0;0;0;
2671;7;1076379;407;2811;0;-5;5;
2672;8;1076365;392;2840;-14;-15;29;
2673;9;1076365;392;2840;0;0;0;
2674;10;1076365;392;2840;0;0;0;
2675;11;1076365;392;2840;0;0;0;
2676;12;1076365;392;2840;0;0;0;
2677;13;1076365;392;2840;0;0;0;
2678;14;1076365;392;2840;0;0;0;
2679;15;1076365;392;2840;0;0;0;
2680;16;1076352;377;2868;-13;-15;28;
2681;17;1076352;377;2868;0;0;0;
2682;18;1076352;377;2868;0;0;0;
2683;19;1076352;377;2868;0;0;0;
2684;20;1076352;377;2868;0;0;0;
2685;21;1076352;377;2868;0;0;0;
2686;22;1076352;377;2868;0;0;0;
2687;23;1076352;377;2868;0;0;0;
2688;0;1076320;383;2894;-32;6;26;
2689;1;1076320;383;2894;0;0;0;
2690;2;1076320;383;2894;0;0;0;
2691;3;1076320;383;2894;0;0;0;
2692;4;1076320;383;2894;0;0;0;
2693;5;1076320;383;2894;0;0;0;
2694;6;1076320;383;2894;0;0;0;
2695;7;1076320;378;2899;0;-5;5;
2696;8;1076288;383;2926;-32;5;27;
2697;9;1076288;383;2926;0;0;0;
2698;10;1076288;383;2926;0;0;0;
2699;11;1076288;383;2926;0;0;0;
2700;12;1076288;383;2926;0;0;0;
2701;13;1076288;383;2926;0;0;0;
2702;14;1076288;383;2926;0;0;0;
2703;15;1076288;383;2926;0;0;0;
2704;16;1076255;389;2953;-33;6;27;
2705;17;1076255;389;2953;0;0;0;
2706;18;1076255;389;2953;0;0;0;
2707;19;1076255;389;2953;0;0;0;
2708;20;1076255;389;2953;0;0;0;
2709;21;1076255;389;2953;0;0;0;
2710;22;1076255;389;2953;0;0;0;
2711;23;1076255;389;2953;0;0;0;
2712;0;1076207;410;2980;-48;21;27;
2713;1;1076207;410;2980;0;0;0;
2714;2;1076207;410;2980;0;0;0;
2715;3;1076207;410;2980;0;0;0;
2716;4;1076207;410;2980;0;0;0;
2717;5;1076207;410;2980;0;0;0;
2718;6;1076207;410;2980;0;0;0;
2719;7;1076206;393;2998;-1;-17;18;
2720;8;1076157;414;3026;-49;21;28;
2721;9;1076157;414;3026;0;0;0;
2722;10;1076157;414;3026;0;0;0;
2723;11;1076157;414;3026;0;0;0;
2724;12;1076157;414;3026;0;0;0;
2725;13;1076157;414;3026;0;0;0;
2726;14;1076157;414;3026;0;0;0;
2727;15;1076157;414;3026;0;0;0;
2728;16;1076106;436;3055;-51;22;29;
2729;17;1076106;436;3055;0;0;0;
2730;18;1076106;436;3055;0;0;0;
2731;19;1076106;436;3055;0;0;0;
2732;20;1076106;436;3055;0;0;0;
2733;21;1076106;436;3055;0;0;0;
2734;22;1076106;436;3055;0;0;0;
2735;23;1076106;436;3055;0;0;0;
2736;0;1076062;449;3086;-44;13;31;
2737;1;1076062;449;3086;0;0;0;
2738;2;1076062;449;3086;0;0;0;
2739;3;1076062;449;3086;0;0;0;
2740;4;1076062;449;3086;0;0;0;
2741;5;1076062;449;3086;0;0;0;
2742;6;1076062;449;3086;0;0;0;
2743;7;1076061;424;3112;-1;-25;26;
2744;8;1076018;437;3142;-43;13;30;
2745;9;1076018;437;3142;0;0;0;
2746;10;1076018;437;3142;0;0;0;
2747;11;1076018;437;3142;0;0;0;
2748;12;1076018;437;3142;0;0;0;
2749;13;1076018;437;3142;0;0;0;
2750;14;1076018;437;3142;0;0;0;
2751;15;1076018;437;3142;0;0;0;
2752;16;1075974;450;3173;-44;13;31;
2753;17;1075974;450;3173;0;0;0;
2754;18;1075974;450;3173;0;0;0;
2755;19;1075974;450;3173;0;0;0;
2756;20;1075974;450;3173;0;0;0;
2757;21;1075974;450;3173;0;0;0;
2758;22;1075974;450;3173;0;0;0;
2759;23;1075974;450;3173;0;0;0;
2760;0;1075924;468;3205;-50;18;32;
2761;1;1075924;468;3205;0;0;0;
2762;2;1075924;468;3205;0;0;0;
2763;3;1075924;468;3205;0;0;0;
2764;4;1075924;468;3205;0;0;0;
2765;5;1075924;468;3205;0;0;0;
2766;6;1075924;468;3205;0;0;0;
2767;7;1075923;446;3228;-1;-22;23;
2768;8;1075873;465;3259;-50;19;31;
2769;9;1075873;465;3259;0;0;0;
2770;10;1075873;465;3259;0;0;0;
2771;11;1075873;465;3259;0;0;0;
2772;12;1075873;465;3259;0;0;0;
2773;13;1075873;465;3259;0;0;0;
2774;14;1075873;465;3259;0;0;0;
2775;15;1075873;465;3259;0;0;0;
2776;16;1075821;484;3292;-52;19;33;
2777;17;1075821;484;3292;0;0;0;
2778;18;1075821;484;3292;0;0;0;
2779;19;1075821;484;3292;0;0;0;
2780;20;1075821;484;3292;0;0;0;
2781;21;1075821;484;3292;0;0;0;
2782;22;1075821;484;3292;0;0;0;
2783;23;1075821;484;3292;0;0;0;
2784;0;1075775;496;3326;-46;12;34;
2785;1;1075775;496;3326;0;0;0;
2786;2;1075775;496;3326;0;0;0;
2787;3;1075775;496;3326;0;0;0;
2788;4;1075775;496;3326;0;0;0;
2789;5;1075775;496;3326;0;0;0;
2790;6;1075775;496;3326;0;0;0;
2791;7;1075774;476;3347;-1;-20;21;
2792;8;1075729;487;3381;-45;11;34;
2793;9;1075729;487;3381;0;0;0;
2794;10;1075729;487;3381;0;0;0;
2795;11;1075729;487;3381;0;0;0;
2796;12;1075729;487;3381;0;0;0;
2797;13;1075729;487;3381;0;0;0;
2798;14;1075729;487;3381;0;0;0;
2799;15;1075729;487;3381;0;0;0;
2800;16;1075683;499;3415;-46;12;34;
2801;17;1075683;499;3415;0;0;0;
2802;18;1075683;499;3415;0;0;0;
2803;19;1075683;499;3415;0;0;0;
2804;20;1075683;499;3415;0;0;0;
2805;21;1075683;499;3415;0;0;0;
2806;22;1075683;499;3415;0;0;0;
2807;23;1075683;499;3415;0;0;0;
2808;0;1075641;506;3450;-42;7;35;
2809;1;1075641;506;3450;0;0;0;
2810;2;1075641;506;3450;0;0;0;
2811;3;1075641;506;3450;0;0;0;
2812;4;1075641;506;3450;0;0;0;
2813;5;1075641;506;3450;0;0;0;
2814;6;1075641;506;3450;0;0;0;
2815;7;1075640;485;3472;-1;-21;22;
2816;8;1075599;492;3506;-41;7;34;
2817;9;1075599;492;3506;0;0;0;
2818;10;1075599;492;3506;0;0;0;
2819;11;1075599;492;3506;0;0;0;
2820;12;1075599;492;3506;0;0;0;
2821;13;1075599;492;3506;0;0;0;
2822;14;1075599;492;3506;0;0;0;
2823;15;1075599;492;3506;0;0;0;
2824;16;1075558;498;3541;-41;6;35;
2825;17;1075558;498;3541;0;0;0;
2826;18;1075558;498;3541;0;0;0;
2827;19;1075558;498;3541;0;0;0;
2828;20;1075558;498;3541;0;0;0;
2829;21;1075558;498;3541;0;0;0;
2830;22;1075558;498;3541;0;0;0;
2831;23;1075558;498;3541;0;0;0;
2832;0;1075530;491;3576;-28;-7;35;
2833;1;1075530;491;3576;0;0;0;
2834;2;1075530;491;3576;0;0;0;
2835;3;1075530;491;3576;0;0;0;
2836;4;1075530;491;3576;0;0;0;
2837;5;1075530;491;3576;0;0;0;
2838;6;1075530;491;3576;0;0;0;
2839;7;1075530;479;3588;0;-12;12;
2840;8;1075503;472;3622;-27;-7;34;
2841;9;1075503;472;3622;0;0;0;
2842;10;1075503;472;3622;0;0;0;
2843;11;1075503;472;3622;0;0;0;
2844;12;1075503;472;3622;0;0;0;
2845;13;1075503;472;3622;0;0;0;
2846;14;1075503;472;3622;0;0;0;
2847;15;1075503;472;3622;0;0;0;
2848;16;1075476;466;3655;-27;-6;33;
2849;17;1075476;466;3655;0;0;0;
2850;18;1075476;466;3655;0;0;0;
2851;19;1075476;466;3655;0;0;0;
2852;20;1075476;466;3655;0;0;0;
2853;21;1075476;466;3655;0;0;0;
2854;22;1075476;466;3655;0;0;0;
2855;23;1075476;466;3655;0;0;0;
2856;0;1075461;448;3688;-15;-18;33;
2857;1;1075461;448;3688;0;0;0;
2858;2;1075461;448;3688;0;0;0;
2859;3;1075461;448;3688;0;0;0;
2860;4;1075461;448;3688;0;0;0;
2861;5;1075461;448;3688;0;0;0;
2862;6;1075461;448;3688;0;0;0;
2863;7;1075461;441;3695;0;-7;7;
2864;8;1075447;424;3726;-14;-17;31;
2865;9;1075447;424;3726;0;0;0;
2866;10;1075447;424;3726;0;0;0;
2867;11;1075447;424;3726;0;0;0;
2868;12;1075447;424;3726;0;0;0;
2869;13;1075447;424;3726;0;0;0;
2870;14;1075447;424;3726;0;0;0;
2871;15;1075447;424;3726;0;0;0;
2872;16;1075433;408;3756;-14;-16;30;
2873;17;1075433;408;3756;0;0;0;
2874;18;1075433;408;3756;0;0;0;
2875;19;1075433;408;3756;0;0;0;
2876;20;1075433;408;3756;0;0;0;
2877;21;1075433;408;3756;0;0;0;
2878;22;1075433;408;3756;0;0;0;
2879;23;1075433;408;3756;0;0;0;
2880;0;1075375;437;3785;-58;29;29;
2881;1;1075375;437;3785;0;0;0;
2882;2;1075375;437;3785;0;0;0;
2883;3;1075375;437;3785;0;0;0;
2884;4;1075375;437;3785;0;0;0;
2885;5;1075375;437;3785;0;0;0;
2886;6;1075375;437;3785;0;0;0;
2887;7;1075374;414;3809;-1;-23;24;
2888;8;1075316;443;3838;-58;29;29;
2889;9;1075316;443;3838;0;0;0;
2890;10;1075316;443;3838;0;0;0;
2891;11;1075316;443;3838;0;0;0;
2892;12;1075316;443;3838;0;0;0;
2893;13;1075316;443;3838;0;0;0;
2894;14;1075316;443;3838;0;0;0;
2895;15;1075316;443;3838;0;0;0;
2896;16;1075254;474;3869;-62;31;31;
2897;17;1075254;474;3869;0;0;0;
2898;18;1075254;474;3869;0;0;0;
2899;19;1075254;474;3869;0;0;0;
2900;20;1075254;474;3869;0;0;0;
2901;21;1075254;474;3869;0;0;0;
2902;22;1075254;474;3869;0;0;0;
2903;23;1075254;474;3869;0;0;0;
2904;0;1075184;511;3902;-70;37;33;
2905;1;1075184;511;3902;0;0;0;
2906;2;1075184;511;3902;0;0;0;
2907;3;1075184;511;3902;0;0;0;
2908;4;1075184;511;3902;0;0;0;
2909;5;1075184;511;3902;0;0;0;
2910;6;1075184;511;3902;0;0;0;
2911;7;1075183;490;3924;-1;-21;22;
2912;8;1075111;527;3959;-72;37;35;
2913;9;1075111;527;3959;0;0;0;
2914;10;1075111;527;3959;0;0;0;
2915;11;1075111;527;3959;0;0;0;
2916;12;1075111;527;3959;0;0;0;
2917;13;1075111;527;3959;0;0;0;
2918;14;1075111;527;3959;0;0;0;
2919;15;1075111;527;3959;0;0;0;
2920;16;1075033;568;3996;-78;41;37;
2921;17;1075033;568;3996;0;0;0;
2922;18;1075033;568;3996;0;0;0;
2923;19;1075033;568;3996;0;0;0;
2924;20;1075033;568;3996;0;0;0;
2925;21;1075033;568;3996;0;0;0;
2926;22;1075033;568;3996;0;0;0;
2927;23;1075033;568;3996;0;0;0;
2928;0;1074979;582;4036;-54;14;40;
2929;1;1074979;582;4036;0;0;0;
2930;2;1074979;582;4036;0;0;0;
2931;3;1074979;582;4036;0;0;0;
2932;4;1074979;582;4036;0;0;0;
2933;5;1074979;582;4036;0;0;0;
2934;6;1074979;582;4036;0;0;0;
2935;7;1074979;560;4058;0;-22;22;
2936;8;1074926;573;4098;-53;13;40;
2937;9;1074926;573;4098;0;0;0;
2938;10;1074926;573;4098;0;0;0;
2939;11;1074926;573;4098;0;0;0;
2940;12;1074926;573;4098;0;0;0;
2941;13;1074926;573;4098;0;0;0;
2942;14;1074926;573;4098;0;0;0;
2943;15;1074926;573;4098;0;0;0;
2944;16;1074872;587;4138;-54;14;40;
2945;17;1074872;587;4138;0;0;0;
2946;18;1074872;587;4138;0;0;0;
2947;19;1074872;587;4138;0;0;0;
2948;20;1074872;587;4138;0;0;0;
2949;21;1074872;587;4138;0;0;0;
2950;22;1074872;587;4138;0;0;0;
2951;23;1074872;587;4138;0;0;0;
2952;0;1074793;625;4179;-79;38;41;
2953;1;1074793;625;4179;0;0;0;
2954;2;1074793;625;4179;0;0;0;
2955;3;1074793;625;4179;0;0;0;
2956;4;1074793;625;4179;0;0;0;
2957;5;1074793;625;4179;0;0;0;
2958;6;1074793;625;4179;0;0;0;
2959;7;1074792;599;4206;-1;-26;27;
2960;8;1074713;636;4248;-79;37;42;
2961;9;1074713;636;4248;0;0;0;
2962;10;1074713;636;4248;0;0;0;
2963;11;1074713;636;4248;0;0;0;
2964;12;1074713;636;4248;0;0;0;
2965;13;1074713;636;4248;0;0;0;
2966;14;1074713;636;4248;0;0;0;
2967;15;1074713;636;4248;0;0;0;
2968;16;1074629;675;4293;-84;39;45;
2969;17;1074629;675;4293;0;0;0;
2970;18;1074629;675;4293;0;0;0;
2971;19;1074629;675;4293;0;0;0;
2972;20;1074629;675;4293;0;0;0;
2973;21;1074629;675;4293;0;0;0;
2974;22;1074629;675;4293;0;0;0;
2975;23;1074629;675;4293;0;0;0;
2976;0;1074552;704;4341;-77;29;48;
2977;1;1074552;704;4341;0;0;0;
2978;2;1074552;704;4341;0;0;0;
2979;3;1074552;704;4341;0;0;0;
2980;4;1074552;704;4341;0;0;0;
2981;5;1074552;704;4341;0;0;0;
2982;6;1074552;704;4341;0;0;0;
2983;7;1074550;671;4376;-2;-33;35;
2984;8;1074474;700;4423;-76;29;47;
2985;9;1074474;700;4423;0;0;0;
2986;10;1074474;700;4423;0;0;0;
2987;11;1074474;700;4423;0;0;0;
2988;12;1074474;700;4423;0;0;0;
2989;13;1074474;700;4423;0;0;0;
2990;14;1074474;700;4423;0;0;0;
2991;15;1074474;700;4423;0;0;0;
2992;16;1074395;729;4473;-79;29;50;
2993;17;1074395;729;4473;0;0;0;
2994;18;1074395;729;4473;0;0;0;
2995;19;1074395;729;4473;0;0;0;
2996;20;1074395;729;4473;0;0;0;
2997;21;1074395;729;4473;0;0;0;
2998;22;1074395;729;4473;0;0;0;
2999;23;1074395;729;4473;0;0;0;
3000;0;1074342;730;4525;-53;1;52;
3001;1;1074342;730;4525;0;0;0;
3002;2;1074342;730;4525;0;0;0;
3003;3;1074342;730;4525;0;0;0;
3004;4;1074342;730;4525;0;0;0;
3005;5;1074342;730;4525;0;0;0;
3006;6;1074342;730;4525;0;0;0;
3007;7;1074341;702;4554;-1;-28;29;
3008;8;1074291;702;4604;-50;0;50;
3009;9;1074291;702;4604;0;0;0;
3010;10;1074291;702;4604;0;0;0;
3011;11;1074291;702;4604;0;0;0;
3012;12;1074291;702;4604;0;0;0;
3013;13;1074291;702;4604;0;0;0;
3014;14;1074291;702;4604;0;0;0;
