Frame;Hour;Susceptible;Infected;Removed;dS;dI;dR;
4303;7;1055332;1501;22764;-5;-75;80;
4304;8;1055206;1520;22871;-126;19;107;
4305;9;1055206;1520;22871;0;0;0;
4306;10;1055206;1520;22871;0;0;0;
4307;11;1055206;1520;22871;0;0;0;
4308;12;1055206;1520;22871;0;0;0;
4309;13;1055206;1520;22871;0;0;0;
4310;14;1055206;1520;22871;0;0;0;
4311;15;1055206;1520;22871;0;0;0;
4312;16;1055080;1538;22979;-126;18;108;
4313;17;1055080;1538;22979;0;0;0;
4314;18;1055080;1538;22979;0;0;0;
4315;19;1055080;1538;22979;0;0;0;
4316;20;1055080;1538;22979;0;0;0;
4317;21;1055080;1538;22979;0;0;0;
4318;22;1055080;1538;22979;0;0;0;
4319;23;1055080;1538;22979;0;0;0;
4320;0;1054867;1642;23088;-213;104;109;
4321;1;1054867;1642;23088;0;0;0;
4322;2;1054867;1642;23088;0;0;0;
4323;3;1054867;1642;23088;0;0;0;
4324;4;1054867;1642;23088;0;0;0;
4325;5;1054867;1642;23088;0;0;0;
4326;6;1054867;1642;23088;0;0;0;
4327;7;1054856;1564;23177;-11;-78;89;
4328;8;1054657;1652;23288;-199;88;111;
4329;9;1054657;1652;23288;0;0;0;
4330;10;1054657;1652;23288;0;0;0;
4331;11;1054657;1652;23288;0;0;0;
4332;12;1054657;1652;23288;0;0;0;
4333;13;1054657;1652;23288;0;0;0;
4334;14;1054657;1652;23288;0;0;0;
4335;15;1054657;1652;23288;0;0;0;
4336;16;1054452;1739;23406;-205;87;118;
4337;17;1054452;1739;23406;0;0;0;
4338;18;1054452;1739;23406;0;0;0;
4339;19;1054452;1739;23406;0;0;0;
4340;20;1054452;1739;23406;0;0;0;
4341;21;1054452;1739;23406;0;0;0;
4342;22;1054452;1739;23406;0;0;0;
4343;23;1054452;1739;23406;0;0;0;
4344;0;1054391;1676;23530;-61;-63;124;
4345;1;1054391;1676;23530;0;0;0;
4346;2;1054391;1676;23530;0;0;0;
4347;3;1054391;1676;23530;0;0;0;
4348;4;1054391;1676;23530;0;0;0;
4349;5;1054391;1676;23530;0;0;0;
4350;6;1054391;1676;23530;0;0;0;
4351;7;1054390;1598;23609;-1;-78;79;
4352;8;1054337;1537;23723;-53;-61;114;
4353;9;1054337;1537;23723;0;0;0;
4354;10;1054337;1537;23723;0;0;0;
4355;11;1054337;1537;23723;0;0;0;
4356;12;1054337;1537;23723;0;0;0;
4357;13;1054337;1537;23723;0;0;0;
4358;14;1054337;1537;23723;0;0;0;
4359;15;1054337;1537;23723;0;0;0;
4360;16;1054287;1478;23832;-50;-59;109;
4361;17;1054287;1478;23832;0;0;0;
4362;18;1054287;1478;23832;0;0;0;
4363;19;1054287;1478;23832;0;0;0;
4364;20;1054287;1478;23832;0;0;0;
4365;21;1054287;1478;23832;0;0;0;
4366;22;1054287;1478;23832;0;0;0;
4367;23;1054287;1478;23832;0;0;0;
4368;0;1054268;1392;23937;-19;-86;105;
4369;1;1054268;1392;23937;0;0;0;
4370;2;1054268;1392;23937;0;0;0;
4371;3;1054268;1392;23937;0;0;0;
4372;4;1054268;1392;23937;0;0;0;
4373;5;1054268;1392;23937;0;0;0;
4374;6;1054268;1392;23937;0;0;0;
4375;7;1054268;1361;23968;0;-31;31;
4376;8;1054251;1281;24065;-17;-80;97;
4377;9;1054251;1281;24065;0;0;0;
4378;10;1054251;1281;24065;0;0;0;
4379;11;1054251;1281;24065;0;0;0;
4380;12;1054251;1281;24065;0;0;0;
4381;13;1054251;1281;24065;0;0;0;
4382;14;1054251;1281;24065;0;0;0;
4383;15;1054251;1281;24065;0;0;0;
4384;16;1054235;1206;24156;-16;-75;91;
4385;17;1054235;1206;24156;0;0;0;
4386;18;1054235;1206;24156;0;0;0;
4387;19;1054235;1206;24156;0;0;0;
4388;20;1054235;1206;24156;0;0;0;
4389;21;1054235;1206;24156;0;0;0;
4390;22;1054235;1206;24156;0;0;0;
4391;23;1054235;1206;24156;0;0;0;
4392;0;1054086;1269;24242;-149;63;86;
4393;1;1054086;1269;24242;0;0;0;
4394;2;1054086;1269;24242;0;0;0;
4395;3;1054086;1269;24242;0;0;0;
4396;4;1054086;1269;24242;0;0;0;
4397;5;1054086;1269;24242;0;0;0;
4398;6;1054086;1269;24242;0;0;0;
4399;7;1054084;1220;24293;-2;-49;51;
4400;8;1053945;1272;24380;-139;52;87;
4401;9;1053945;1272;24380;0;0;0;
4402;10;1053945;1272;24380;0;0;0;
4403;11;1053945;1272;24380;0;0;0;
4404;12;1053945;1272;24380;0;0;0;
4405;13;1053945;1272;24380;0;0;0;
4406;14;1053945;1272;24380;0;0;0;
4407;15;1053945;1272;24380;0;0;0;
4408;16;1053802;1325;24470;-143;53;90;
4409;17;1053802;1325;24470;0;0;0;
4410;18;1053802;1325;24470;0;0;0;
4411;19;1053802;1325;24470;0;0;0;
4412;20;1053802;1325;24470;0;0;0;
4413;21;1053802;1325;24470;0;0;0;
4414;22;1053802;1325;24470;0;0;0;
4415;23;1053802;1325;24470;0;0;0;
4416;0;1053674;1359;24564;-128;34;94;
4417;1;1053674;1359;24564;0;0;0;
4418;2;1053674;1359;24564;0;0;0;
4419;3;1053674;1359;24564;0;0;0;
4420;4;1053674;1359;24564;0;0;0;
4421;5;1053674;1359;24564;0;0;0;
4422;6;1053674;1359;24564;0;0;0;
4423;7;1053671;1302;24624;-3;-57;60;
4424;8;1053556;1324;24717;-115;22;93;
4425;9;1053556;1324;24717;0;0;0;
4426;10;1053556;1324;24717;0;0;0;
4427;11;1053556;1324;24717;0;0;0;
4428;12;1053556;1324;24717;0;0;0;
4429;13;1053556;1324;24717;0;0;0;
4430;14;1053556;1324;24717;0;0;0;
4431;15;1053556;1324;24717;0;0;0;
4432;16;1053441;1345;24811;-115;21;94;
4433;17;1053441;1345;24811;0;0;0;
4434;18;1053441;1345;24811;0;0;0;
4435;19;1053441;1345;24811;0;0;0;
4436;20;1053441;1345;24811;0;0;0;
4437;21;1053441;1345;24811;0;0;0;
4438;22;1053441;1345;24811;0;0;0;
4439;23;1053441;1345;24811;0;0;0;
4440;0;1053316;1374;24907;-125;29;96;
4441;1;1053316;1374;24907;0;0;0;
4442;2;1053316;1374;24907;0;0;0;
4443;3;1053316;1374;24907;0;0;0;
4444;4;1053316;1374;24907;0;0;0;
4445;5;1053316;1374;24907;0;0;0;
4446;6;1053316;1374;24907;0;0;0;
4447;7;1053309;1289;24999;-7;-85;92;
4448;8;1053199;1307;25091;-110;18;92;
4449;9;1053199;1307;25091;0;0;0;
4450;10;1053199;1307;25091;0;0;0;
4451;11;1053199;1307;25091;0;0;0;
4452;12;1053199;1307;25091;0;0;0;
4453;13;1053199;1307;25091;0;0;0;
4454;14;1053199;1307;25091;0;0;0;
4455;15;1053199;1307;25091;0;0;0;
4456;16;1053090;1323;25184;-109;16;93;
4457;17;1053090;1323;25184;0;0;0;
4458;18;1053090;1323;25184;0;0;0;
4459;19;1053090;1323;25184;0;0;0;
4460;20;1053090;1323;25184;0;0;0;
4461;21;1053090;1323;25184;0;0;0;
4462;22;1053090;1323;25184;0;0;0;
4463;23;1053090;1323;25184;0;0;0;
4464;0;1052973;1346;25278;-117;23;94;
4465;1;1052973;1346;25278;0;0;0;
4466;2;1052973;1346;25278;0;0;0;
4467;3;1052973;1346;25278;0;0;0;
4468;4;1052973;1346;25278;0;0;0;
4469;5;1052973;1346;25278;0;0;0;
4470;6;1052973;1346;25278;0;0;0;
4471;7;1052967;1263;25367;-6;-83;89;
4472;8;1052864;1276;25457;-103;13;90;
4473;9;1052864;1276;25457;0;0;0;
4474;10;1052864;1276;25457;0;0;0;
4475;11;1052864;1276;25457;0;0;0;
4476;12;1052864;1276;25457;0;0;0;
4477;13;1052864;1276;25457;0;0;0;
4478;14;1052864;1276;25457;0;0;0;
4479;15;1052864;1276;25457;0;0;0;
4480;16;1052762;1287;25548;-102;11;91;
4481;17;1052762;1287;25548;0;0;0;
4482;18;1052762;1287;25548;0;0;0;
4483;19;1052762;1287;25548;0;0;0;
4484;20;1052762;1287;25548;0;0;0;
4485;21;1052762;1287;25548;0;0;0;
4486;22;1052762;1287;25548;0;0;0;
4487;23;1052762;1287;25548;0;0;0;
4488;0;1052629;1329;25639;-133;42;91;
4489;1;1052629;1329;25639;0;0;0;
4490;2;1052629;1329;25639;0;0;0;
4491;3;1052629;1329;25639;0;0;0;
4492;4;1052629;1329;25639;0;0;0;
4493;5;1052629;1329;25639;0;0;0;
4494;6;1052629;1329;25639;0;0;0;
4495;7;1052623;1258;25716;-6;-71;77;
4496;8;1052506;1286;25805;-117;28;89;
4497;9;1052506;1286;25805;0;0;0;
4498;10;1052506;1286;25805;0;0;0;
4499;11;1052506;1286;25805;0;0;0;
4500;12;1052506;1286;25805;0;0;0;
4501;13;1052506;1286;25805;0;0;0;
4502;14;1052506;1286;25805;0;0;0;
4503;15;1052506;1286;25805;0;0;0;
4504;16;1052389;1312;25896;-117;26;91;
4505;17;1052389;1312;25896;0;0;0;
4506;18;1052389;1312;25896;0;0;0;
4507;19;1052389;1312;25896;0;0;0;
4508;20;1052389;1312;25896;0;0;0;
4509;21;1052389;1312;25896;0;0;0;
4510;22;1052389;1312;25896;0;0;0;
4511;23;1052389;1312;25896;0;0;0;
4512;0;1052345;1263;25989;-44;-49;93;
4513;1;1052345;1263;25989;0;0;0;
4514;2;1052345;1263;25989;0;0;0;
4515;3;1052345;1263;25989;0;0;0;
4516;4;1052345;1263;25989;0;0;0;
4517;5;1052345;1263;25989;0;0;0;
4518;6;1052345;1263;25989;0;0;0;
4519;7;1052344;1217;26036;-1;-46;47;
4520;8;1052306;1169;26122;-38;-48;86;
4521;9;1052306;1169;26122;0;0;0;
4522;10;1052306;1169;26122;0;0;0;
4523;11;1052306;1169;26122;0;0;0;
4524;12;1052306;1169;26122;0;0;0;
4525;13;1052306;1169;26122;0;0;0;
4526;14;1052306;1169;26122;0;0;0;
4527;15;1052306;1169;26122;0;0;0;
4528;16;1052270;1122;26205;-36;-47;83;
4529;17;1052270;1122;26205;0;0;0;
4530;18;1052270;1122;26205;0;0;0;
4531;19;1052270;1122;26205;0;0;0;
4532;20;1052270;1122;26205;0;0;0;
4533;21;1052270;1122;26205;0;0;0;
4534;22;1052270;1122;26205;0;0;0;
4535;23;1052270;1122;26205;0;0;0;
4536;0;1052252;1060;26285;-18;-62;80;
4537;1;1052252;1060;26285;0;0;0;
4538;2;1052252;1060;26285;0;0;0;
4539;3;1052252;1060;26285;0;0;0;
4540;4;1052252;1060;26285;0;0;0;
4541;5;1052252;1060;26285;0;0;0;
4542;6;1052252;1060;26285;0;0;0;
4543;7;1052252;1042;26303;0;-18;18;
4544;8;1052236;984;26377;-16;-58;74;
4545;9;1052236;984;26377;0;0;0;
4546;10;1052236;984;26377;0;0;0;
4547;11;1052236;984;26377;0;0;0;
4548;12;1052236;984;26377;0;0;0;
4549;13;1052236;984;26377;0;0;0;
4550;14;1052236;984;26377;0;0;0;
4551;15;1052236;984;26377;0;0;0;
4552;16;1052221;929;26447;-15;-55;70;
4553;17;1052221;929;26447;0;0;0;
4554;18;1052221;929;26447;0;0;0;
4555;19;1052221;929;26447;0;0;0;
4556;20;1052221;929;26447;0;0;0;
4557;21;1052221;929;26447;0;0;0;
4558;22;1052221;929;26447;0;0;0;
4559;23;1052221;929;26447;0;0;0;
4560;0;1052176;908;26513;-45;-21;66;
4561;1;1052176;908;26513;0;0;0;
4562;2;1052176;908;26513;0;0;0;
4563;3;1052176;908;26513;0;0;0;
4564;4;1052176;908;26513;0;0;0;
4565;5;1052176;908;26513;0;0;0;
4566;6;1052176;908;26513;0;0;0;
4567;7;1052176;891;26530;0;-17;17;
4568;8;1052136;868;26593;-40;-23;63;
4569;9;1052136;868;26593;0;0;0;
4570;10;1052136;868;26593;0;0;0;
4571;11;1052136;868;26593;0;0;0;
4572;12;1052136;868;26593;0;0;0;
4573;13;1052136;868;26593;0;0;0;
4574;14;1052136;868;26593;0;0;0;
4575;15;1052136;868;26593;0;0;0;
4576;16;1052097;845;26655;-39;-23;62;
4577;17;1052097;845;26655;0;0;0;
4578;18;1052097;845;26655;0;0;0;
4579;19;1052097;845;26655;0;0;0;
4580;20;1052097;845;26655;0;0;0;
4581;21;1052097;845;26655;0;0;0;
4582;22;1052097;845;26655;0;0;0;
4583;23;1052097;845;26655;0;0;0;
4584;0;1051927;955;26715;-170;110;60;
4585;1;1051927;955;26715;0;0;0;
4586;2;1051927;955;26715;0;0;0;
4587;3;1051927;955;26715;0;0;0;
4588;4;1051927;955;26715;0;0;0;
4589;5;1051927;955;26715;0;0;0;
4590;6;1051927;955;26715;0;0;0;
4591;7;1051914;881;26802;-13;-74;87;
4592;8;1051755;978;26864;-159;97;62;
4593;9;1051755;978;26864;0;0;0;
4594;10;1051755;978;26864;0;0;0;
4595;11;1051755;978;26864;0;0;0;
4596;12;1051755;978;26864;0;0;0;
4597;13;1051755;978;26864;0;0;0;
4598;14;1051755;978;26864;0;0;0;
4599;15;1051755;978;26864;0;0;0;
4600;16;1051583;1081;26933;-172;103;69;
4601;17;1051583;1081;26933;0;0;0;
4602;18;1051583;1081;26933;0;0;0;
4603;19;1051583;1081;26933;0;0;0;
4604;20;1051583;1081;26933;0;0;0;
4605;21;1051583;1081;26933;0;0;0;
4606;22;1051583;1081;26933;0;0;0;
4607;23;1051583;1081;26933;0;0;0;
4608;0;1051380;1207;27010;-203;126;77;
4609;1;1051380;1207;27010;0;0;0;
4610;2;1051380;1207;27010;0;0;0;
4611;3;1051380;1207;27010;0;0;0;
4612;4;1051380;1207;27010;0;0;0;
4613;5;1051380;1207;27010;0;0;0;
4614;6;1051380;1207;27010;0;0;0;
4615;7;1051360;1107;27130;-20;-100;120;
4616;8;1051176;1212;27209;-184;105;79;
4617;9;1051176;1212;27209;0;0;0;
4618;10;1051176;1212;27209;0;0;0;
4619;11;1051176;1212;27209;0;0;0;
4620;12;1051176;1212;27209;0;0;0;
4621;13;1051176;1212;27209;0;0;0;
4622;14;1051176;1212;27209;0;0;0;
4623;15;1051176;1212;27209;0;0;0;
4624;16;1050982;1320;27295;-194;108;86;
4625;17;1050982;1320;27295;0;0;0;
4626;18;1050982;1320;27295;0;0;0;
4627;19;1050982;1320;27295;0;0;0;
4628;20;1050982;1320;27295;0;0;0;
4629;21;1050982;1320;27295;0;0;0;
4630;22;1050982;1320;27295;0;0;0;
4631;23;1050982;1320;27295;0;0;0;
4632;0;1050778;1430;27389;-204;110;94;
4633;1;1050778;1430;27389;0;0;0;
4634;2;1050778;1430;27389;0;0;0;
4635;3;1050778;1430;27389;0;0;0;
4636;4;1050778;1430;27389;0;0;0;
4637;5;1050778;1430;27389;0;0;0;
4638;6;1050778;1430;27389;0;0;0;
4639;7;1050759;1323;27515;-19;-107;126;
4640;8;1050579;1409;27609;-180;86;94;
4641;9;1050579;1409;27609;0;0;0;
4642;10;1050579;1409;27609;0;0;0;
4643;11;1050579;1409;27609;0;0;0;
4644;12;1050579;1409;27609;0;0;0;
4645;13;1050579;1409;27609;0;0;0;
4646;14;1050579;1409;27609;0;0;0;
4647;15;1050579;1409;27609;0;0;0;
4648;16;1050394;1494;27709;-185;85;100;
4649;17;1050394;1494;27709;0;0;0;
4650;18;1050394;1494;27709;0;0;0;
4651;19;1050394;1494;27709;0;0;0;
4652;20;1050394;1494;27709;0;0;0;
4653;21;1050394;1494;27709;0;0;0;
4654;22;1050394;1494;27709;0;0;0;
4655;23;1050394;1494;27709;0;0;0;
4656;0;1050276;1506;27815;-118;12;106;
4657;1;1050276;1506;27815;0;0;0;
4658;2;1050276;1506;27815;0;0;0;
4659;3;1050276;1506;27815;0;0;0;
4660;4;1050276;1506;27815;0;0;0;
4661;5;1050276;1506;27815;0;0;0;
4662;6;1050276;1506;27815;0;0;0;
4663;7;1050272;1432;27893;-4;-74;78;
4664;8;1050172;1430;27995;-100;-2;102;
4665;9;1050172;1430;27995;0;0;0;
4666;10;1050172;1430;27995;0;0;0;
4667;11;1050172;1430;27995;0;0;0;
4668;12;1050172;1430;27995;0;0;0;
4669;13;1050172;1430;27995;0;0;0;
4670;14;1050172;1430;27995;0;0;0;
4671;15;1050172;1430;27995;0;0;0;
4672;16;1050075;1425;28097;-97;-5;102;
4673;17;1050075;1425;28097;0;0;0;
4674;18;1050075;1425;28097;0;0;0;
4675;19;1050075;1425;28097;0;0;0;
4676;20;1050075;1425;28097;0;0;0;
4677;21;1050075;1425;28097;0;0;0;
4678;22;1050075;1425;28097;0;0;0;
4679;23;1050075;1425;28097;0;0;0;
4680;0;1050026;1373;28198;-49;-52;101;
4681;1;1050026;1373;28198;0;0;0;
4682;2;1050026;1373;28198;0;0;0;
4683;3;1050026;1373;28198;0;0;0;
4684;4;1050026;1373;28198;0;0;0;
4685;5;1050026;1373;28198;0;0;0;
4686;6;1050026;1373;28198;0;0;0;
4687;7;1050026;1315;28256;0;-58;58;
4688;8;1049985;1263;28349;-41;-52;93;
4689;9;1049985;1263;28349;0;0;0;
4690;10;1049985;1263;28349;0;0;0;
4691;11;1049985;1263;28349;0;0;0;
4692;12;1049985;1263;28349;0;0;0;
4693;13;1049985;1263;28349;0;0;0;
4694;14;1049985;1263;28349;0;0;0;
4695;15;1049985;1263;28349;0;0;0;
4696;16;1049946;1212;28439;-39;-51;90;
4697;17;1049946;1212;28439;0;0;0;
4698;18;1049946;1212;28439;0;0;0;
4699;19;1049946;1212;28439;0;0;0;
4700;20;1049946;1212;28439;0;0;0;
4701;21;1049946;1212;28439;0;0;0;
4702;22;1049946;1212;28439;0;0;0;
4703;23;1049946;1212;28439;0;0;0;
4704;0;1049902;1170;28525;-44;-42;86;
4705;1;1049902;1170;28525;0;0;0;
4706;2;1049902;1170;28525;0;0;0;
4707;3;1049902;1170;28525;0;0;0;
4708;4;1049902;1170;28525;0;0;0;
4709;5;1049902;1170;28525;0;0;0;
4710;6;1049902;1170;28525;0;0;0;
4711;7;1049901;1138;28558;-1;-32;33;
4712;8;1049863;1095;28639;-38;-43;81;
4713;9;1049863;1095;28639;0;0;0;
4714;10;1049863;1095;28639;0;0;0;
4715;11;1049863;1095;28639;0;0;0;
4716;12;1049863;1095;28639;0;0;0;
4717;13;1049863;1095;28639;0;0;0;
4718;14;1049863;1095;28639;0;0;0;
4719;15;1049863;1095;28639;0;0;0;
4720;16;1049826;1054;28717;-37;-41;78;
4721;17;1049826;1054;28717;0;0;0;
4722;18;1049826;1054;28717;0;0;0;
4723;19;1049826;1054;28717;0;0;0;
4724;20;1049826;1054;28717;0;0;0;
4725;21;1049826;1054;28717;0;0;0;
4726;22;1049826;1054;28717;0;0;0;
4727;23;1049826;1054;28717;0;0;0;
4728;0;1049675;1130;28792;-151;76;75;
4729;1;1049675;1130;28792;0;0;0;
4730;2;1049675;1130;28792;0;0;0;
4731;3;1049675;1130;28792;0;0;0;
4732;4;1049675;1130;28792;0;0;0;
4733;5;1049675;1130;28792;0;0;0;
4734;6;1049675;1130;28792;0;0;0;
4735;7;1049667;1065;28865;-8;-65;73;
4736;8;1049535;1121;28941;-132;56;76;
4737;9;1049535;1121;28941;0;0;0;
4738;10;1049535;1121;28941;0;0;0;
4739;11;1049535;1121;28941;0;0;0;
4740;12;1049535;1121;28941;0;0;0;
4741;13;1049535;1121;28941;0;0;0;
4742;14;1049535;1121;28941;0;0;0;
4743;15;1049535;1121;28941;0;0;0;
4744;16;1049401;1175;29021;-134;54;80;
4745;17;1049401;1175;29021;0;0;0;
4746;18;1049401;1175;29021;0;0;0;
4747;19;1049401;1175;29021;0;0;0;
4748;20;1049401;1175;29021;0;0;0;
4749;21;1049401;1175;29021;0;0;0;
4750;22;1049401;1175;29021;0;0;0;
4751;23;1049401;1175;29021;0;0;0;
4752;0;1049245;1248;29104;-156;73;83;
4753;1;1049245;1248;29104;0;0;0;
4754;2;1049245;1248;29104;0;0;0;
4755;3;1049245;1248;29104;0;0;0;
4756;4;1049245;1248;29104;0;0;0;
4757;5;1049245;1248;29104;0;0;0;
4758;6;1049245;1248;29104;0;0;0;
4759;7;1049229;1152;29216;-16;-96;112;
4760;8;1049097;1202;29298;-132;50;82;
4761;9;1049097;1202;29298;0;0;0;
4762;10;1049097;1202;29298;0;0;0;
4763;11;1049097;1202;29298;0;0;0;
4764;12;1049097;1202;29298;0;0;0;
4765;13;1049097;1202;29298;0;0;0;
4766;14;1049097;1202;29298;0;0;0;
4767;15;1049097;1202;29298;0;0;0;
4768;16;1048964;1250;29383;-133;48;85;
4769;17;1048964;1250;29383;0;0;0;
4770;18;1048964;1250;29383;0;0;0;
4771;19;1048964;1250;29383;0;0;0;
4772;20;1048964;1250;29383;0;0;0;
4773;21;1048964;1250;29383;0;0;0;
4774;22;1048964;1250;29383;0;0;0;
4775;23;1048964;1250;29383;0;0;0;
4776;0;1048818;1307;29472;-146;57;89;
4777;1;1048818;1307;29472;0;0;0;
4778;2;1048818;1307;29472;0;0;0;
4779;3;1048818;1307;29472;0;0;0;
4780;4;1048818;1307;29472;0;0;0;
4781;5;1048818;1307;29472;0;0;0;
4782;6;1048818;1307;29472;0;0;0;
4783;7;1048804;1208;29585;-14;-99;113;
4784;8;1048682;1244;29671;-122;36;86;
4785;9;1048682;1244;29671;0;0;0;
4786;10;1048682;1244;29671;0;0;0;
4787;11;1048682;1244;29671;0;0;0;
4788;12;1048682;1244;29671;0;0;0;
4789;13;1048682;1244;29671;0;0;0;
4790;14;1048682;1244;29671;0;0;0;
4791;15;1048682;1244;29671;0;0;0;
4792;16;1048561;1277;29759;-121;33;88;
4793;17;1048561;1277;29759;0;0;0;
4794;18;1048561;1277;29759;0;0;0;
4795;19;1048561;1277;29759;0;0;0;
4796;20;1048561;1277;29759;0;0;0;
4797;21;1048561;1277;29759;0;0;0;
4798;22;1048561;1277;29759;0;0;0;
4799;23;1048561;1277;29759;0;0;0;
4800;0;1048419;1328;29850;-142;51;91;
4801;1;1048419;1328;29850;0;0;0;
4802;2;1048419;1328;29850;0;0;0;
4803;3;1048419;1328;29850;0;0;0;
4804;4;1048419;1328;29850;0;0;0;
4805;5;1048419;1328;29850;0;0;0;
4806;6;1048419;1328;29850;0;0;0;
4807;7;1048401;1213;29983;-18;-115;133;
4808;8;1048287;1241;30069;-114;28;86;
4809;9;1048287;1241;30069;0;0;0;
4810;10;1048287;1241;30069;0;0;0;
4811;11;1048287;1241;30069;0;0;0;
4812;12;1048287;1241;30069;0;0;0;
4813;13;1048287;1241;30069;0;0;0;
4814;14;1048287;1241;30069;0;0;0;
4815;15;1048287;1241;30069;0;0;0;
4816;16;1048174;1266;30157;-113;25;88;
4817;17;1048174;1266;30157;0;0;0;
4818;18;1048174;1266;30157;0;0;0;
4819;19;1048174;1266;30157;0;0;0;
4820;20;1048174;1266;30157;0;0;0;
4821;21;1048174;1266;30157;0;0;0;
4822;22;1048174;1266;30157;0;0;0;
4823;23;1048174;1266;30157;0;0;0;
4824;0;1048046;1304;30247;-128;38;90;
4825;1;1048046;1304;30247;0;0;0;
4826;2;1048046;1304;30247;0;0;0;
4827;3;1048046;1304;30247;0;0;0;
4828;4;1048046;1304;30247;0;0;0;
4829;5;1048046;1304;30247;0;0;0;
4830;6;1048046;1304;30247;0;0;0;
4831;7;1048038;1225;30334;-8;-79;87;
4832;8;1047934;1242;30421;-104;17;87;
4833;9;1047934;1242;30421;0;0;0;
4834;10;1047934;1242;30421;0;0;0;
4835;11;1047934;1242;30421;0;0;0;
4836;12;1047934;1242;30421;0;0;0;
4837;13;1047934;1242;30421;0;0;0;
4838;14;1047934;1242;30421;0;0;0;
4839;15;1047934;1242;30421;0;0;0;
4840;16;1047832;1256;30509;-102;14;88;
4841;17;1047832;1256;30509;0;0;0;
4842;18;1047832;1256;30509;0;0;0;
4843;19;1047832;1256;30509;0;0;0;
4844;20;1047832;1256;30509;0;0;0;
4845;21;1047832;1256;30509;0;0;0;
4846;22;1047832;1256;30509;0;0;0;
4847;23;1047832;1256;30509;0;0;0;
4848;0;1047754;1245;30598;-78;-11;89;
4849;1;1047754;1245;30598;0;0;0;
4850;2;1047754;1245;30598;0;0;0;
4851;3;1047754;1245;30598;0;0;0;
4852;4;1047754;1245;30598;0;0;0;
4853;5;1047754;1245;30598;0;0;0;
4854;6;1047754;1245;30598;0;0;0;
4855;7;1047751;1183;30663;-3;-62;65;
4856;8;1047687;1163;30747;-64;-20;84;
4857;9;1047687;1163;30747;0;0;0;
4858;10;1047687;1163;30747;0;0;0;
4859;11;1047687;1163;30747;0;0;0;
4860;12;1047687;1163;30747;0;0;0;
4861;13;1047687;1163;30747;0;0;0;
4862;14;1047687;1163;30747;0;0;0;
4863;15;1047687;1163;30747;0;0;0;
4864;16;1047625;1142;30830;-62;-21;83;
4865;17;1047625;1142;30830;0;0;0;
4866;18;1047625;1142;30830;0;0;0;
4867;19;1047625;1142;30830;0;0;0;
4868;20;1047625;1142;30830;0;0;0;
4869;21;1047625;1142;30830;0;0;0;
4870;22;1047625;1142;30830;0;0;0;
4871;23;1047625;1142;30830;0;0;0;
4872;0;1047593;1093;30911;-32;-49;81;
4873;1;1047593;1093;30911;0;0;0;
4874;2;1047593;1093;30911;0;0;0;
4875;3;1047593;1093;30911;0;0;0;
4876;4;1047593;1093;30911;0;0;0;
4877;5;1047593;1093;30911;0;0;0;
4878;6;1047593;1093;30911;0;0;0;
4879;7;1047592;1053;30952;-1;-40;41;
4880;8;1047566;1004;31027;-26;-49;75;
4881;9;1047566;1004;31027;0;0;0;
4882;10;1047566;1004;31027;0;0;0;
4883;11;1047566;1004;31027;0;0;0;
4884;12;1047566;1004;31027;0;0;0;
4885;13;1047566;1004;31027;0;0;0;
4886;14;1047566;1004;31027;0;0;0;
4887;15;1047566;1004;31027;0;0;0;
4888;16;1047542;957;31098;-24;-47;71;
4889;17;1047542;957;31098;0;0;0;
4890;18;1047542;957;31098;0;0;0;
4891;19;1047542;957;31098;0;0;0;
4892;20;1047542;957;31098;0;0;0;
4893;21;1047542;957;31098;0;0;0;
4894;22;1047542;957;31098;0;0;0;
4895;23;1047542;957;31098;0;0;0;
4896;0;1047461;970;31166;-81;13;68;
4897;1;1047461;970;31166;0;0;0;
4898;2;1047461;970;31166;0;0;0;
4899;3;1047461;970;31166;0;0;0;
4900;4;1047461;970;31166;0;0;0;
4901;5;1047461;970;31166;0;0;0;
4902;6;1047461;970;31166;0;0;0;
4903;7;1047457;919;31221;-4;-51;55;
4904;8;1047392;919;31286;-65;0;65;
4905;9;1047392;919;31286;0;0;0;
4906;10;1047392;919;31286;0;0;0;
4907;11;1047392;919;31286;0;0;0;
4908;12;1047392;919;31286;0;0;0;
4909;13;1047392;919;31286;0;0;0;
4910;14;1047392;919;31286;0;0;0;
4911;15;1047392;919;31286;0;0;0;
4912;16;1047328;918;31351;-64;-1;65;
4913;17;1047328;918;31351;0;0;0;
4914;18;1047328;918;31351;0;0;0;
4915;19;1047328;918;31351;0;0;0;
4916;20;1047328;918;31351;0;0;0;
4917;21;1047328;918;31351;0;0;0;
4918;22;1047328;918;31351;0;0;0;
4919;23;1047328;918;31351;0;0;0;
4920;0;1047255;926;31416;-73;8;65;
4921;1;1047255;926;31416;0;0;0;
4922;2;1047255;926;31416;0;0;0;
4923;3;1047255;926;31416;0;0;0;
4924;4;1047255;926;31416;0;0;0;
4925;5;1047255;926;31416;0;0;0;
4926;6;1047255;926;31416;0;0;0;
4927;7;1047253;879;31465;-2;-47;49;
4928;8;1047195;875;31527;-58;-4;62;
4929;9;1047195;875;31527;0;0;0;
4930;10;1047195;875;31527;0;0;0;
4931;11;1047195;875;31527;0;0;0;
4932;12;1047195;875;31527;0;0;0;
4933;13;1047195;875;31527;0;0;0;
4934;14;1047195;875;31527;0;0;0;
