CMDLINE c:\Users\Gabriel\Documents\GitHub\LODUS\.venv\Scripts\python.exe TOMACS_simulation.py --e large_scale_event/Baseline --p 1
MEM 2.078125 1765916828.3995
MEM 3.855469 1765916828.4998
MEM 3.855469 1765916828.6041
MEM 3.855469 1765916828.7044
MEM 3.855469 1765916828.8047
MEM 3.855469 1765916828.9049
MEM 3.855469 1765916829.0051
MEM 3.855469 1765916829.1068
MEM 3.855469 1765916829.2072
MEM 3.855469 1765916829.3079
MEM 3.855469 1765916829.4085
MEM 3.855469 1765916829.5090
MEM 3.855469 1765916829.6094
MEM 3.855469 1765916829.7099
MEM 3.855469 1765916829.8104
MEM 3.855469 1765916829.9111
MEM 3.855469 1765916830.0114
MEM 3.855469 1765916830.1117
MEM 3.855469 1765916830.2119
MEM 3.855469 1765916830.3126
MEM 3.855469 1765916830.4130
MEM 3.855469 1765916830.5133
MEM 3.855469 1765916830.6135
MEM 3.855469 1765916830.7136
MEM 3.855469 1765916830.8141
MEM 3.855469 1765916830.9145
MEM 3.855469 1765916831.0149
MEM 3.855469 1765916831.1153
MEM 3.855469 1765916831.2157
MEM 3.855469 1765916831.3161
MEM 3.855469 1765916831.4163
MEM 3.855469 1765916831.5164
MEM 3.855469 1765916831.6166
MEM 3.855469 1765916831.7170
MEM 3.855469 1765916831.8175
MEM 3.855469 1765916831.9180
MEM 3.855469 1765916832.0185
MEM 3.855469 1765916832.1187
MEM 3.855469 1765916832.2190
MEM 3.855469 1765916832.3195
MEM 3.855469 1765916832.4201
MEM 3.855469 1765916832.5203
MEM 3.855469 1765916832.6208
MEM 3.855469 1765916832.7210
MEM 3.855469 1765916832.8214
MEM 3.855469 1765916832.9217
MEM 3.855469 1765916833.0222
MEM 3.855469 1765916833.1226
MEM 3.855469 1765916833.2231
MEM 3.855469 1765916833.3236
MEM 3.855469 1765916833.4239
MEM 3.855469 1765916833.5244
MEM 3.855469 1765916833.6248
MEM 3.855469 1765916833.7251
MEM 3.855469 1765916833.8257
MEM 3.855469 1765916833.9263
MEM 3.855469 1765916834.0269
MEM 3.855469 1765916834.1273
MEM 3.855469 1765916834.2279
MEM 3.855469 1765916834.3283
MEM 3.855469 1765916834.4287
MEM 3.855469 1765916834.5290
MEM 3.855469 1765916834.6295
MEM 3.855469 1765916834.7300
MEM 3.855469 1765916834.8302
MEM 3.855469 1765916834.9306
MEM 3.855469 1765916835.0310
MEM 3.855469 1765916835.1349
MEM 3.855469 1765916835.2353
MEM 3.855469 1765916835.3357
MEM 3.855469 1765916835.4362
MEM 3.855469 1765916835.5364
MEM 3.855469 1765916835.6367
MEM 3.855469 1765916835.7370
MEM 3.855469 1765916835.8372
MEM 3.855469 1765916835.9375
MEM 3.855469 1765916836.0380
MEM 3.855469 1765916836.1382
MEM 3.855469 1765916836.2387
MEM 3.855469 1765916836.3389
MEM 3.855469 1765916836.4394
MEM 3.855469 1765916836.5400
MEM 3.855469 1765916836.6405
MEM 3.855469 1765916836.7411
MEM 3.855469 1765916836.8414
MEM 3.855469 1765916836.9416
MEM 3.855469 1765916837.0420
MEM 3.855469 1765916837.1425
MEM 3.855469 1765916837.2428
MEM 3.855469 1765916837.3430
MEM 3.855469 1765916837.4432
MEM 3.855469 1765916837.5438
MEM 3.855469 1765916837.6442
MEM 3.855469 1765916837.7446
MEM 3.855469 1765916837.8463
MEM 3.855469 1765916837.9470
MEM 3.855469 1765916838.0486
MEM 3.855469 1765916838.1489
MEM 3.855469 1765916838.2491
MEM 3.855469 1765916838.3494
MEM 3.855469 1765916838.4502
MEM 3.855469 1765916838.5507
MEM 3.855469 1765916838.6513
MEM 3.855469 1765916838.7518
MEM 3.855469 1765916838.8523
MEM 3.855469 1765916838.9524
MEM 3.855469 1765916839.0530
MEM 3.855469 1765916839.1537
MEM 3.855469 1765916839.2544
MEM 3.855469 1765916839.3550
MEM 3.855469 1765916839.4556
MEM 3.855469 1765916839.5567
MEM 3.855469 1765916839.6571
MEM 3.855469 1765916839.7575
MEM 3.855469 1765916839.8581
MEM 3.855469 1765916839.9589
MEM 3.855469 1765916840.0594
MEM 3.855469 1765916840.1600
MEM 3.855469 1765916840.2606
MEM 3.855469 1765916840.3632
MEM 3.855469 1765916840.4634
MEM 3.855469 1765916840.5636
MEM 3.855469 1765916840.6639
MEM 3.855469 1765916840.7644
MEM 3.855469 1765916840.8648
MEM 3.855469 1765916840.9652
MEM 3.855469 1765916841.0658
MEM 3.855469 1765916841.1662
MEM 3.855469 1765916841.2667
MEM 3.855469 1765916841.3671
MEM 3.855469 1765916841.4673
MEM 3.855469 1765916841.5679
MEM 3.855469 1765916841.6696
MEM 3.855469 1765916841.7702
MEM 3.855469 1765916841.8707
MEM 3.855469 1765916841.9709
MEM 3.855469 1765916842.0715
MEM 3.855469 1765916842.1718
MEM 3.855469 1765916842.2720
MEM 3.855469 1765916842.3724
MEM 3.855469 1765916842.4729
MEM 3.855469 1765916842.5735
MEM 3.855469 1765916842.6738
MEM 3.855469 1765916842.7743
MEM 3.855469 1765916842.8749
MEM 3.855469 1765916842.9753
MEM 3.855469 1765916843.0756
MEM 3.855469 1765916843.1765
MEM 3.855469 1765916843.2768
MEM 3.855469 1765916843.3773
MEM 3.855469 1765916843.4778
MEM 3.855469 1765916843.5783
MEM 3.855469 1765916843.6790
MEM 3.855469 1765916843.7809
MEM 3.855469 1765916843.8815
MEM 3.855469 1765916843.9823
MEM 3.855469 1765916844.0827
MEM 3.855469 1765916844.1830
MEM 3.855469 1765916844.2834
MEM 3.855469 1765916844.3838
MEM 3.855469 1765916844.5086
MEM 3.855469 1765916844.6092
MEM 3.855469 1765916844.7096
MEM 3.855469 1765916844.8100
MEM 3.855469 1765916844.9106
MEM 3.855469 1765916845.0110
MEM 3.855469 1765916845.1117
MEM 3.855469 1765916845.2123
MEM 3.855469 1765916845.3127
MEM 3.855469 1765916845.4131
MEM 3.855469 1765916845.5136
MEM 3.855469 1765916845.6140
MEM 3.855469 1765916845.7144
MEM 3.855469 1765916845.8148
MEM 3.855469 1765916845.9152
MEM 3.855469 1765916846.0157
MEM 3.855469 1765916846.1163
MEM 3.855469 1765916846.2166
MEM 3.855469 1765916846.3171
MEM 3.855469 1765916846.4177
MEM 3.855469 1765916846.5181
MEM 3.855469 1765916846.6187
MEM 3.855469 1765916846.7190
MEM 3.855469 1765916846.8196
MEM 3.855469 1765916846.9200
MEM 3.855469 1765916847.0204
