CMDLINE c:\Users\Gabriel\Documents\GitHub\LODUS\.venv\Scripts\python.exe TOMACS_simulation.py --e large_scale_event/Baseline
MEM 2.054688 1765570635.5473
MEM 3.824219 1765570635.6479
MEM 3.824219 1765570635.7485
MEM 3.824219 1765570635.8489
MEM 3.824219 1765570635.9493
MEM 3.824219 1765570636.0498
MEM 3.824219 1765570636.1500
MEM 3.824219 1765570636.2503
MEM 3.824219 1765570636.3505
MEM 3.824219 1765570636.4511
MEM 3.824219 1765570636.5516
MEM 3.824219 1765570636.6518
MEM 3.824219 1765570636.7590
MEM 3.824219 1765570636.8595
MEM 3.824219 1765570636.9601
MEM 3.824219 1765570637.0606
MEM 3.824219 1765570637.1610
MEM 3.824219 1765570637.2612
MEM 3.824219 1765570637.3617
MEM 3.824219 1765570637.4619
MEM 3.824219 1765570637.5625
MEM 3.824219 1765570637.6629
MEM 3.824219 1765570637.7634
MEM 3.824219 1765570637.8638
MEM 3.824219 1765570637.9639
MEM 3.824219 1765570638.0641
MEM 3.824219 1765570638.1645
MEM 3.824219 1765570638.2650
MEM 3.824219 1765570638.3657
MEM 3.824219 1765570638.4661
MEM 3.824219 1765570638.5666
MEM 3.824219 1765570638.6669
MEM 3.824219 1765570638.7676
MEM 3.824219 1765570638.8680
MEM 3.824219 1765570638.9685
MEM 3.824219 1765570639.0689
MEM 3.824219 1765570639.1695
MEM 3.824219 1765570639.2700
MEM 3.824219 1765570639.3702
MEM 3.824219 1765570639.4705
MEM 3.824219 1765570639.5708
MEM 3.824219 1765570639.6711
MEM 3.824219 1765570639.7717
MEM 3.824219 1765570639.8720
MEM 3.824219 1765570639.9727
MEM 3.824219 1765570640.0730
MEM 3.824219 1765570640.1731
MEM 3.824219 1765570640.2738
MEM 3.824219 1765570640.3743
MEM 3.824219 1765570640.4748
MEM 3.824219 1765570640.5751
MEM 3.824219 1765570640.6780
MEM 3.824219 1765570640.7785
MEM 3.824219 1765570640.8790
MEM 3.824219 1765570640.9793
MEM 3.824219 1765570641.0799
MEM 3.824219 1765570641.1804
MEM 3.824219 1765570641.2811
MEM 3.824219 1765570641.3815
MEM 3.824219 1765570641.4821
MEM 3.824219 1765570641.5823
MEM 3.824219 1765570641.6825
MEM 3.824219 1765570641.7830
MEM 3.824219 1765570641.8834
MEM 3.824219 1765570641.9836
MEM 3.824219 1765570642.0838
MEM 3.824219 1765570642.1844
MEM 3.824219 1765570642.2846
MEM 3.824219 1765570642.3851
MEM 3.824219 1765570642.4857
MEM 3.824219 1765570642.5861
MEM 3.824219 1765570642.6888
MEM 3.824219 1765570642.7892
MEM 3.824219 1765570642.8895
MEM 3.824219 1765570642.9897
MEM 3.824219 1765570643.0902
MEM 3.824219 1765570643.1905
MEM 3.824219 1765570643.2911
MEM 3.824219 1765570643.3917
MEM 3.824219 1765570643.4918
MEM 3.824219 1765570643.5924
MEM 3.824219 1765570643.6929
MEM 3.824219 1765570643.7930
MEM 3.824219 1765570643.8932
MEM 3.824219 1765570643.9935
MEM 3.824219 1765570644.0940
MEM 3.824219 1765570644.1946
MEM 3.824219 1765570644.2949
MEM 3.824219 1765570644.3953
MEM 3.824219 1765570644.4956
MEM 3.824219 1765570644.5961
MEM 3.824219 1765570644.6964
MEM 3.824219 1765570644.7970
MEM 3.824219 1765570644.8975
MEM 3.824219 1765570644.9994
MEM 3.824219 1765570645.0997
MEM 3.824219 1765570645.2003
MEM 3.824219 1765570645.3007
MEM 3.824219 1765570645.4010
MEM 3.824219 1765570645.5014
MEM 3.824219 1765570645.6018
MEM 3.824219 1765570645.7024
MEM 3.824219 1765570645.8027
MEM 3.824219 1765570645.9029
MEM 3.824219 1765570646.0036
MEM 3.824219 1765570646.1041
MEM 3.824219 1765570646.2043
MEM 3.824219 1765570646.3047
MEM 3.824219 1765570646.4050
MEM 3.824219 1765570646.5052
MEM 3.824219 1765570646.6056
MEM 3.824219 1765570646.7058
MEM 3.824219 1765570646.8061
MEM 3.824219 1765570646.9062
MEM 3.824219 1765570647.0064
MEM 3.824219 1765570647.1070
MEM 3.824219 1765570647.2083
MEM 3.824219 1765570647.3088
MEM 3.824219 1765570647.4094
MEM 3.824219 1765570647.5097
MEM 3.824219 1765570647.6099
MEM 3.824219 1765570647.7101
MEM 3.824219 1765570647.8105
MEM 3.824219 1765570647.9107
MEM 3.824219 1765570648.0113
MEM 3.824219 1765570648.1117
MEM 3.824219 1765570648.2120
MEM 3.824219 1765570648.3123
MEM 3.824219 1765570648.4128
MEM 3.824219 1765570648.5135
MEM 3.824219 1765570648.6136
MEM 3.824219 1765570648.7141
MEM 3.824219 1765570648.8147
MEM 3.824219 1765570648.9150
MEM 3.824219 1765570649.0152
MEM 3.824219 1765570649.1158
MEM 3.824219 1765570649.2164
MEM 3.824219 1765570649.3169
MEM 3.824219 1765570649.4186
MEM 3.824219 1765570649.5191
MEM 3.824219 1765570649.6192
MEM 3.824219 1765570649.7194
MEM 3.824219 1765570649.8196
MEM 3.824219 1765570649.9204
MEM 3.824219 1765570650.0207
MEM 3.824219 1765570650.1215
MEM 3.824219 1765570650.2219
MEM 3.824219 1765570650.3222
MEM 3.824219 1765570650.4225
MEM 3.824219 1765570650.5233
MEM 3.824219 1765570650.6235
MEM 3.824219 1765570650.7240
MEM 3.824219 1765570650.8244
MEM 3.824219 1765570650.9250
MEM 3.824219 1765570651.0256
MEM 3.824219 1765570651.1261
MEM 3.824219 1765570651.2263
MEM 3.824219 1765570651.3269
MEM 3.824219 1765570651.4271
MEM 3.824219 1765570651.5274
MEM 3.824219 1765570651.6295
MEM 3.824219 1765570651.7299
MEM 3.824219 1765570651.8305
MEM 3.824219 1765570651.9309
MEM 3.824219 1765570652.0312
MEM 3.824219 1765570652.1318
MEM 3.824219 1765570652.2320
MEM 3.824219 1765570652.3322
MEM 3.824219 1765570652.4327
MEM 3.824219 1765570652.5333
MEM 3.824219 1765570652.6338
MEM 3.824219 1765570652.7342
MEM 3.824219 1765570652.8345
MEM 3.824219 1765570652.9348
MEM 3.824219 1765570653.0354
MEM 3.824219 1765570653.1356
MEM 3.824219 1765570653.2360
MEM 3.824219 1765570653.3367
MEM 3.824219 1765570653.4372
MEM 3.824219 1765570653.5378
MEM 3.824219 1765570653.6381
MEM 3.824219 1765570653.7385
MEM 3.824219 1765570653.8402
MEM 3.824219 1765570653.9404
MEM 3.824219 1765570654.0409
MEM 3.824219 1765570654.1413
MEM 3.824219 1765570654.2419
MEM 3.824219 1765570654.3423
MEM 3.824219 1765570654.4428
MEM 3.824219 1765570654.5434
MEM 3.824219 1765570654.6440
MEM 3.824219 1765570654.7445
MEM 3.824219 1765570654.8450
MEM 3.824219 1765570654.9454
MEM 3.824219 1765570655.0461
MEM 3.824219 1765570655.1463
MEM 3.824219 1765570655.2466
MEM 3.824219 1765570655.3469
MEM 3.824219 1765570655.4473
MEM 3.824219 1765570655.5475
MEM 3.824219 1765570655.6480
MEM 3.824219 1765570655.7484
MEM 3.824219 1765570655.8488
MEM 3.824219 1765570655.9489
MEM 3.824219 1765570656.0495
MEM 3.824219 1765570656.1506
MEM 3.824219 1765570656.2512
MEM 3.824219 1765570656.3516
MEM 3.824219 1765570656.4519
MEM 3.824219 1765570656.5526
MEM 3.824219 1765570656.6529
MEM 3.824219 1765570656.7533
MEM 3.824219 1765570656.8536
MEM 3.824219 1765570656.9541
MEM 3.824219 1765570657.0546
MEM 3.824219 1765570657.1552
MEM 3.824219 1765570657.2555
MEM 3.824219 1765570657.3557
MEM 3.824219 1765570657.4558
MEM 3.824219 1765570657.5563
MEM 3.824219 1765570657.6567
MEM 3.824219 1765570657.7569
MEM 3.824219 1765570657.8574
MEM 3.824219 1765570657.9576
