Simulation Frame;Azenha;Bom Fim;Centro;Cidade Baixa;Farroupilha;Floresta;Independência;Menino Deus;Moinhos de Vento;Praia de Belas;Rio Branco;Santa Cecília;Santana
110;14;1;14;1;14;1;14;14;14;1;14;14;14
111;14;1;14;1;14;1;14;14;14;1;14;14;14
112;14;1;14;1;14;1;14;14;14;1;14;14;14
113;14;1;14;1;14;1;14;14;14;1;14;14;14
114;14;1;14;1;14;1;14;14;14;1;14;14;14
115;14;1;14;1;14;1;14;14;14;1;14;14;14
116;14;1;14;1;14;1;14;14;14;1;14;14;14
117;14;1;14;1;14;1;14;14;14;1;14;14;14
118;14;1;14;1;14;1;14;14;14;1;14;14;14
119;1;1;1;1;1;1;1;1;1;1;1;1;1
120;14;1;14;1;14;1;14;14;14;1;14;14;14
121;14;1;14;1;14;1;14;14;14;1;14;14;14
122;14;1;14;1;14;1;14;14;14;1;14;14;14
123;14;1;14;1;14;1;14;14;14;1;14;14;14
124;14;1;14;1;14;1;14;14;14;1;14;14;14
125;14;1;14;1;14;1;14;14;14;1;14;14;14
126;14;1;14;1;14;1;14;14;14;1;14;14;14
127;14;1;14;1;14;1;14;14;14;1;14;14;14
128;14;1;14;1;14;1;14;14;14;1;14;14;14
129;14;1;14;1;14;1;14;14;14;1;14;14;14
130;14;1;14;1;14;1;14;14;14;1;14;14;14
131;14;1;14;1;14;1;14;14;14;1;14;14;14
132;14;1;14;1;14;1;14;14;14;1;14;14;14
133;14;1;14;1;14;1;14;14;14;1;14;14;14
134;14;1;14;1;14;1;14;14;14;1;14;14;14
135;14;1;14;1;14;1;14;14;14;1;14;14;14
136;14;1;14;1;14;1;14;14;14;1;14;14;14
137;14;1;14;1;14;1;14;14;14;1;14;14;14
138;14;1;14;1;14;1;14;14;14;1;14;14;14
139;14;1;14;1;14;1;14;14;14;1;14;14;14
140;14;1;14;1;14;1;14;14;14;1;14;14;14
141;14;1;14;1;14;1;14;14;14;1;14;14;14
142;14;1;14;1;14;1;14;14;14;1;14;14;14
143;1;1;1;1;1;1;1;1;1;1;1;1;1
144;14;1;14;1;14;1;14;14;14;1;14;14;14
145;14;1;14;1;14;1;14;14;14;1;14;14;14
146;14;1;14;1;14;1;14;14;14;1;14;14;14
147;14;1;14;1;14;1;14;14;14;1;14;14;14
148;14;1;14;1;14;1;14;14;14;1;14;14;14
149;14;1;14;1;14;1;14;14;14;1;14;14;14
150;14;1;14;1;14;1;14;14;14;1;14;14;14
151;14;1;14;1;14;1;14;14;14;1;14;14;14
152;14;1;14;1;14;1;14;14;14;1;14;14;14
153;14;1;14;1;14;1;14;14;14;1;14;14;14
154;14;1;14;1;14;1;14;14;14;1;14;14;14
155;14;1;14;1;14;1;14;14;14;1;14;14;14
156;14;1;14;1;14;1;14;14;14;1;14;14;14
157;14;1;14;1;14;1;14;14;14;1;14;14;14
158;14;1;14;1;14;1;14;14;14;1;14;14;14
159;14;1;14;1;14;1;14;14;14;1;14;14;14
160;14;1;14;1;14;1;14;14;14;1;14;14;14
161;14;1;14;1;14;1;14;14;14;1;14;14;14
162;14;1;14;1;14;1;14;14;14;1;14;14;14
163;14;1;14;1;14;1;14;14;14;1;14;14;14
164;14;1;14;1;14;1;14;14;14;1;14;14;14
165;14;1;14;1;14;1;14;14;14;1;14;14;14
166;14;1;14;1;14;1;14;14;14;1;14;14;14
167;1;1;1;1;1;1;1;1;1;1;1;1;1
168;14;1;14;1;14;1;14;14;14;1;14;14;14
169;14;1;14;1;14;1;14;14;14;1;14;14;14
170;14;1;14;1;14;1;14;14;14;1;14;14;14
171;14;1;14;1;14;1;14;14;14;1;14;14;14
172;14;1;14;1;14;1;14;14;14;1;14;14;14
173;14;1;14;1;14;1;14;14;14;1;14;14;14
174;14;1;14;1;14;1;14;14;14;1;14;14;14
175;14;1;14;1;14;1;14;14;14;1;14;14;14
176;14;1;14;1;14;1;14;14;14;1;14;14;14
177;14;1;14;1;14;1;14;14;14;1;14;14;14
178;14;1;14;1;14;1;14;14;14;1;14;14;14
179;14;1;14;1;14;1;14;14;14;1;14;14;14
180;14;1;14;1;14;1;14;14;14;1;14;14;14
181;14;1;14;1;14;1;14;14;14;1;14;14;14
182;14;1;14;1;14;1;14;14;14;1;14;14;14
183;14;1;14;1;14;1;14;14;14;1;14;14;14
184;14;1;14;1;14;1;14;14;14;1;14;14;14
185;14;1;14;1;14;1;14;14;14;1;14;14;14
186;14;1;14;1;14;1;14;14;14;1;14;14;14
187;14;1;14;1;14;1;14;14;14;1;14;14;14
188;14;1;14;1;14;1;14;14;14;1;14;14;14
189;14;1;14;1;14;1;14;14;14;1;14;14;14
190;14;1;14;1;14;1;14;14;14;1;14;14;14
191;1;1;1;1;1;1;1;1;1;1;1;1;1
192;14;1;14;1;14;1;14;14;14;1;14;14;14
193;14;1;14;1;14;1;14;14;14;1;14;14;14
194;14;1;14;1;14;1;14;14;14;1;14;14;14
195;14;1;14;1;14;1;14;14;14;1;14;14;14
196;14;1;14;1;14;1;14;14;14;1;14;14;14
197;14;1;14;1;14;1;14;14;14;1;14;14;14
198;14;1;14;1;14;1;14;14;14;1;14;14;14
199;14;1;14;1;14;1;14;14;14;1;14;14;14
200;14;1;14;1;14;1;14;14;14;1;14;14;14
201;14;1;14;1;14;1;14;14;14;1;14;14;14
202;14;1;14;1;14;1;14;14;14;1;14;14;14
203;14;1;14;1;14;1;14;14;14;1;14;14;14
204;14;1;14;1;14;1;14;14;14;1;14;14;14
205;14;1;14;1;14;1;14;14;14;1;14;14;14
206;14;1;14;1;14;1;14;14;14;1;14;14;14
207;14;1;14;1;14;1;14;14;14;1;14;14;14
208;14;1;14;1;14;1;14;14;14;1;14;14;14
209;14;1;14;1;14;1;14;14;14;1;14;14;14
210;14;1;14;1;14;1;14;14;14;1;14;14;14
211;14;1;14;1;14;1;14;14;14;1;14;14;14
212;14;1;14;1;14;1;14;14;14;1;14;14;14
213;14;1;14;1;14;1;14;14;14;1;14;14;14
214;14;1;14;1;14;1;14;14;14;1;14;14;14
215;1;1;1;1;1;1;1;1;1;1;1;1;1
216;14;1;14;1;14;1;14;14;14;1;14;14;14
217;14;1;14;1;14;1;14;14;14;1;14;14;14
218;14;1;14;1;14;1;14;14;14;1;14;14;14
219;14;1;14;1;14;1;14;14;14;1;14;14;14
220;14;1;14;1;14;1;14;14;14;1;14;14;14
221;14;1;14;1;14;1;14;14;14;1;14;14;14
222;14;1;14;1;14;1;14;14;14;1;14;14;14
223;14;1;14;1;14;1;14;14;14;1;14;14;14
224;14;1;14;1;14;1;14;14;14;1;14;14;14
225;14;1;14;1;14;1;14;14;14;1;14;14;14
226;14;1;14;1;14;1;14;14;14;1;14;14;14
227;14;1;14;1;14;1;14;14;14;1;14;14;14
228;14;1;14;1;14;1;14;14;14;1;14;14;14
229;14;1;14;1;14;1;14;14;14;1;14;14;14
230;14;1;14;1;14;1;14;14;14;1;14;14;14
231;14;1;14;1;14;1;14;14;14;1;14;14;14
232;14;1;14;1;14;1;14;14;14;1;14;14;14
233;14;1;14;1;14;1;14;14;14;1;14;14;14
234;14;1;14;1;14;1;14;14;14;1;14;14;14
235;14;1;14;1;14;1;14;14;14;1;14;14;14
236;14;1;14;1;14;1;14;14;14;1;14;14;14
237;14;1;14;1;14;1;14;14;14;1;14;14;14
238;14;1;14;1;14;1;14;14;14;1;14;14;14
239;1;1;1;1;1;1;1;1;1;1;1;1;1
