distance;frequency
0.0006308136372579947;58
0.0009722987861318633;40
0.0015678672420211988;47
0.0016886604716195624;131
0.0024859722696015988;56
0.002610962788017789;3
0.003424982030372632;73
0.00355435933948301;9
0.0036494233973064253;18
0.003906424829452496;38
0.004052690870811724;90
0.0040640433614007;177
0.004149506687889929;73
0.004396542075651626;173
0.004466259806339304;14
0.0046048692897207285;40
0.004675566052350371;34
0.004754640817091349;4
0.004878861375429936;8
0.00494943787478673;37
0.005288684992604184;40
0.005312267692642446;7
0.00533126988905797;12
0.005349339960163634;11
0.005638850877950559;28
0.00574364003009605;49
0.005873231317950769;15
0.005886228504137142;15
0.00611430097462947;17
0.006515410078352234;6
0.006573866665083593;11
0.006616675246216507;23
0.006710724274655187;114
0.006754829507871359;33
0.006842706658909918;17
0.0068504124937402745;94
0.00687678244333076;49
0.006911608449617443;10
0.007074074191949679;9
0.0071448625515316685;102
0.007159798937876354;23
0.007180593791336969;45
0.007224570871513665;30
0.0076152255623043175;18
0.0077967093503973975;64
0.00786834923875701;4
0.007927448415577059;17
0.008021747375249216;8
0.008479573248207075;6
0.008488030153432894;10
0.008569464011603625;5
0.00860888075150614;4
0.0086673484073171;6
0.008874802916426934;8
0.008875354083988157;6
0.00888000448406079;7
0.008966098369401106;14
0.009005935579638278;22
0.009071708256153851;19
0.009117978411155138;9
0.009199886463565765;3
0.00927119201156952;4
0.009403102679076451;43
0.009492270709005974;9
0.00976566051599233;22
0.00977818431639326;5
0.009809238773349311;14
0.009942854889704257;21
0.009974888400176922;7
0.009998055775100417;7
0.010094854086688095;25
0.010153690566424364;9
0.010389455900290449;101
0.010440327254245528;9
0.010580043261992092;11
0.01058141100992401;5
0.010615069990922892;4
0.010652047563686332;11
0.010964741426438976;8
0.010997101699156407;8
0.011010749850219742;5
0.011156196086393835;53
0.01141996383093782;30
0.011422755121811286;5
0.011539424534803956;2
0.011904000505991295;12
0.011905585829067098;6
0.011925749301189014;23
0.011927177374086068;22
0.012246705382009358;18
0.012276571354503227;31
0.012373433136000884;28
0.012409153271184213;17
0.012600486736523964;8
0.012627491144827805;25
0.012792226980052364;19
0.012820748613925776;10
0.012901437045132764;10
0.012950576767286375;11
0.012985272911159144;10
0.013018613353516902;71
0.013033677733142658;22
0.013034135043519234;18
0.01323771782614094;10
0.013321200670223172;2
0.013322308143720943;9
0.013464675105821356;6
0.01352643326340422;3
0.013565688808137607;17
0.01357393908037121;29
0.013631815127032779;34
0.01366300258035775;3
0.013762865221424437;34
0.013767570270554468;38
0.013859713522270403;3
0.01396871001255138;29
0.01397786681243411;41
0.014004030777666628;46
0.014321286806113465;42
0.014468730532903802;34
0.014474420717983634;9
0.01454182333439586;22
0.014542428285690277;24
0.014689468106404924;46
0.014823040630802423;8
0.01486767035207483;8
0.014874262333762286;24
0.01489549754801525;7
0.01489954759934534;18
0.014938334604059952;23
0.014993869094232998;12
0.015022901257725964;4
0.01524514025141909;9
0.015289812816563027;7
0.01533340767802132;4
0.015353412011642673;12
0.015440889601659142;3
0.0156923845752261;4
0.015708200590279407;13
0.015750585953032834;19
0.01586194581476291;5
0.01629513318007531;9
0.01638619550231372;119
0.016427639263301257;6
0.016601107649736036;10
0.016605308052939114;9
0.016662701382476296;11
0.016756249464530904;13
0.016806782735169033;12
0.017029503717433458;12
0.017136541082766445;8
0.017164174989420026;15
0.01721611664970685;12
0.01722476489862228;5
0.017266628714983637;10
0.017344957501158356;12
0.017454442684853497;10
0.017475709215775594;5
0.01759514984848554;18
0.01777815245238738;8
0.017860465691801896;10
0.017877244029252982;8
0.017929804494862665;5
0.01824160899293189;9
0.018433954806880797;5
0.018607613215407305;11
0.01870364560579961;14
0.01876700167195479;14
0.01877847978204131;16
0.018834398700939673;7
0.018946527991183595;2
0.018948309981161614;10
0.018956514933766648;7
0.019097447455750854;15
0.019120611750940552;6
0.01928638638446459;13
0.019303786264609442;4
0.019307071492821157;12
0.019312270058117594;6
0.019329106690008695;19
0.019498084694324708;4
0.019574734541047082;12
0.019607233770862514;9
0.019682005551200397;38
0.0197434535079743;3
0.019811848190156495;13
0.019845190788032097;42
0.019885235722969945;4
0.019985227478341264;6
0.020040264438436036;8
0.020241345254686745;6
0.020608108664967224;5
0.020610685919264515;13
0.020695071377850933;8
0.020934271704513948;11
0.02098262918044789;9
0.02114645406852884;5
0.021182768530081532;5
0.021208454389115543;10
0.021373107982737827;6
0.021377354861807446;18
0.021499923037989005;8
0.021513890257773963;13
0.021547414328362463;6
0.021597348945032895;4
0.021690962732079096;5
0.021717425984272436;10
0.02172613573152737;7
0.021886346341243593;7
0.021959927820639085;4
0.022124980817662634;9
0.022211876188787918;4
0.022388126331229954;10
0.022399643851182562;5
0.022457732139027912;6
0.022481824581470786;14
0.02258940559958074;11
0.02262564374840289;37
0.022868996899066157;10
0.02299489061576814;13
0.023025629595749268;7
0.02306203944007947;4
0.023372008342496923;5
0.02355322019350531;3
0.023644818152433807;4
0.02367113070831067;6
0.023708279684415908;8
0.023839543321352238;3
0.02390929106061372;17
0.024017009913160532;4
0.02410149267411833;21
0.02421564327292004;25
0.024632373785217737;15
0.024865619044772535;15
0.024962355329472;15
0.02507103826885185;5
0.025271192429211994;17
0.02543920888978329;35
0.02554059739465901;7
0.025558792153977435;5
0.025881643236130725;6
0.025908487518032236;6
0.026021639372071893;18
0.026117097926140295;5
0.026213316726003057;38
0.026214477579895444;5
0.02623649030311398;7
0.02624564665514221;12
0.026277775403794217;3
0.026329200359104438;6
0.02656808156037386;6
0.02658620268114464;15
0.026702816280003584;18
0.026924813736413825;3
0.027204904800144876;6
0.027215528465549345;8
0.027252858500323825;12
0.027296903382369474;8
0.027737327250358445;8
0.02794660302341098;10
0.028417731536876656;10
0.02869268802507358;7
0.02882979301353436;10
0.02896857609170964;10
0.029152735377728375;11
0.02928946595380028;30
0.02963532104980645;5
0.029655620788155382;8
0.030129649501274648;13
0.030197769504138425;7
0.030419277310632313;2
0.030596678279487616;4
0.030666399384174304;11
0.03067777219707683;6
0.030860145233626842;5
0.03094372878849479;18
0.030996789940999213;9
0.031088532797373048;14
0.031891220555333916;5
0.03200087881899979;21
0.032507540478577866;16
0.03312636404587286;3
0.03319968363769163;22
0.0333925320983437;3
0.03377119087098809;7
0.033786688270846195;9
0.034290067584537065;28
0.03460998457048698;7
0.03473844994857588;3
0.034857685025353705;3
0.03487163216514752;9
0.03501570249751302;14
0.035179396561546686;12
0.03558592615968123;2
0.03558815481011831;10
0.03608583871820819;13
0.036184455135901884;10
0.03762240038699645;12
0.03789399210443884;4
0.04031339027897697;9
0.04043011746065457;10
0.04128990287687946;9
0.05004190317236374;4
