distance;frequency
0.0005158086992538059;2100
0.0006308136372579947;2500
0.0008013863027806038;1000
0.0011925759128159946;1000
0.0012300241676270675;8800
0.001498848263091072;2600
0.0015676853699081294;1828
0.0015995945108044968;5700
0.001631277675294728;2500
0.00170967098426489;900
0.0018358381538659267;3267
0.0018916398117345143;1494
0.002225683386255313;17101
0.0022345485403960814;3300
0.002293333575211663;5600
0.002314001691084702;703
0.0023210085627276725;3272
0.0024542014183115365;493
0.002538327744657228;2808
0.0025532366233152605;600
0.002588203321829475;2723
0.0026592446062594735;1800
0.0026790069030358447;565
0.0026911949101937824;2300
0.0027631562259986297;6100
0.002776494391931705;57700
0.0028135037050153744;2152
0.002832024773624188;4914
0.0028582838909416088;1800
0.002861715876990992;16285
0.0028780053686250826;3032
0.0028904061354537384;2000
0.0028985236196958186;3800
0.0029000384562043553;1200
0.002919220650793458;11868
0.0029550699833569747;4201
0.0029644411327255224;14666
0.003030432843980145;944
0.0032418780115109082;2238
0.003260099761612674;1873
0.0032773463635886874;4222
0.0032911663979261533;1134
0.003298803377690953;98
0.0033094711454221713;9800
0.003414341129306003;6400
0.0034218340923837503;700
0.003424982030372632;5700
0.0034399785095428374;671
0.003472702726636668;8500
0.003501354353981013;1255
0.0035017515433007833;3264
0.0035210693850257113;2488
0.003547255116055639;200
0.0035841650571552695;426
0.003600564748566058;2002
0.003606773769901094;410
0.003626785346935741;10639
0.003640554598420406;1025
0.0036412455799824193;200
0.003695516442567402;1808
0.0037575190319060025;2104
0.003767370897780605;100
0.0038159220606140496;1200
0.003961526033635535;274
0.004008394354125221;4005
0.004142926956673542;1668
0.004239599708500576;6510
0.0042847280072904345;3100
0.004288056750118175;5485
0.0043073198256959174;4228
0.004362383017673823;7324
0.004395697470662844;2600
0.004492884784466422;2200
0.004541501240883682;882
0.0045537084058867704;5655
0.004638022621542207;685
0.004657773093077668;676
0.004704915620852753;6523
0.004953736217255826;5188
0.0049878256525663035;6700
0.005013147670913841;100
0.005034805366567132;6808
0.005072959931381574;2300
0.005074113660716486;1901
0.005086005145881208;1600
0.005087415320292839;1000
0.005095729744980184;5503
0.005154435918839062;5446
0.005168352244865943;6515
0.005216449242342839;6500
0.005235094521819346;1400
0.005256101794851947;1724
0.005277205986994313;9000
0.005286416015993604;5110
0.0053022103814007356;3300
0.005317528361034261;3600
0.005334115797359726;2733
0.00536015655135161;1316
0.005365010123661382;500
0.005376040421073296;497
0.005398209017729442;9008
0.005456309212434009;8402
0.005516059050741776;18801
0.005594824369804258;300
0.005605883939679075;1600
0.005620173780760083;3587
0.005711151761457682;3200
0.005754413458791268;4253
0.005789662745244273;4921
0.005860086741461038;2500
0.0058641802398564724;6775
0.00591278895644112;4300
0.005913673743867001;100
0.005956284643678355;382
0.005962826786922248;2300
0.006004133397320127;18005
0.006036851491265179;2500
0.006073662561198879;199
0.006106228005925724;602
0.006107968990134857;1699
0.0061152602431342375;400
0.00616924691271992;2000
0.0061800557565674956;7162
0.006208179080521164;200
