Frame;Hour;Neighbourhood;Susceptible;Infected;Removed;Vaccinated;dS;dI;dR;dV;Total;Locals;Outsiders;
0;0;Jardim Lindóia;7417;0;0;0;7417;0;0;0;7417;7417;0;
0;0;Jardim Sabará;13530;0;0;0;13530;0;0;0;13530;13530;0;
0;0;Jardim São Pedro;3967;0;0;0;3967;0;0;0;3967;3967;0;
0;0;Lageado;4481;0;0;0;4481;0;0;0;4481;4481;0;
0;0;Lami;4289;0;0;0;4289;0;0;0;4289;4289;0;
0;0;Lomba do Pinheiro;58106;0;0;0;58106;0;0;0;58106;58106;0;
0;0;Mário Quintana;38116;0;0;0;38116;0;0;0;38116;38116;0;
0;0;Medianeira;11223;0;0;0;11223;0;0;0;11223;11223;0;
0;0;Menino Deus;31650;0;0;0;31650;0;0;0;31650;31650;0;
0;0;Moinhos de Vento;11937;0;0;0;11937;0;0;0;11937;11937;0;
0;0;MontSerrat;11236;0;0;0;11236;0;0;0;11236;11236;0;
0;0;Morro Santana;19338;0;0;0;19338;0;0;0;19338;19338;0;
0;0;Navegantes;4327;0;0;0;4327;0;0;0;4327;4327;0;
0;0;Nonoai;25160;0;0;0;25160;0;0;0;25160;25160;0;
0;0;Parque Santa Fé;6376;0;0;0;6376;0;0;0;6376;6376;0;
0;0;Partenon;48160;0;0;0;48160;0;0;0;48160;48160;0;
0;0;Passo DAreia;21968;0;0;0;21968;0;0;0;21968;21968;0;
0;0;Passo das Pedras;15902;0;0;0;15902;0;0;0;15902;15902;0;
0;0;Pedra Redonda;274;0;0;0;274;0;0;0;274;274;0;
0;0;Petrópolis;37496;0;0;0;37496;0;0;0;37496;37496;0;
0;0;Pitinga;4352;0;0;0;4352;0;0;0;4352;4352;0;
0;0;Ponta Grossa;8722;0;0;0;8722;0;0;0;8722;8722;0;
0;0;Praia de Belas;2281;0;0;0;2281;0;0;0;2281;2281;0;
0;0;Restinga;53508;0;0;0;53508;0;0;0;53508;53508;0;
0;0;Rio Branco;17531;0;0;0;17531;0;0;0;17531;17531;0;
0;0;Rubem Berta;33168;0;0;0;33168;0;0;0;33168;33168;0;
0;0;Santa Cecília;5768;0;0;0;5768;0;0;0;5768;5768;0;
0;0;Santa Maria Goretti;3509;0;0;0;3509;0;0;0;3509;3509;0;
0;0;Santa Rosa de Lima;35333;0;0;0;35333;0;0;0;35333;35333;0;
0;0;Santa Tereza;39577;0;0;0;39577;0;0;0;39577;39577;0;
0;0;Santana;20723;0;0;0;20723;0;0;0;20723;20723;0;
0;0;Santo Antônio;13161;0;0;0;13161;0;0;0;13161;13161;0;
0;0;São Caetano;757;0;0;0;757;0;0;0;757;757;0;
0;0;São Geraldo;8681;0;0;0;8681;0;0;0;8681;8681;0;
0;0;São João;12226;0;0;0;12226;0;0;0;12226;12226;0;
0;0;São Sebastião;7019;0;0;0;7019;0;0;0;7019;7019;0;
0;0;Sarandi;59711;0;0;0;59711;0;0;0;59711;59711;0;
0;0;Serraria;6239;0;0;0;6239;0;0;0;6239;6239;0;
0;0;Sétimo Céu;1329;0;0;0;1329;0;0;0;1329;1329;0;
0;0;Teresópolis;14707;0;0;0;14707;0;0;0;14707;14707;0;
0;0;Três Figueiras;4070;0;0;0;4070;0;0;0;4070;4070;0;
0;0;Tristeza;16692;0;0;0;16692;0;0;0;16692;16692;0;
0;0;Vila Assunção;4418;0;0;0;4418;0;0;0;4418;4418;0;
0;0;Vila Conceição;1349;0;0;0;1349;0;0;0;1349;1349;0;
0;0;Vila Ipiranga;18659;0;0;0;18659;0;0;0;18659;18659;0;
0;0;Vila Jardim;13189;0;0;0;13189;0;0;0;13189;13189;0;
0;0;Vila João Pessoa;13041;0;0;0;13041;0;0;0;13041;13041;0;
0;0;Vila Nova;32469;0;0;0;32469;0;0;0;32469;32469;0;
0;0;Vila São José;26522;0;0;0;26522;0;0;0;26522;26522;0;
1;1;Aberta dos Morros;7146;0;0;0;0;0;0;0;7146;7146;0;
1;1;Agronomia;2331;0;0;0;0;0;0;0;2331;2331;0;
1;1;Anchieta;2024;0;0;0;0;0;0;0;2024;2024;0;
1;1;Arquipélago;8330;0;0;0;0;0;0;0;8330;8330;0;
1;1;Auxiliadora;9683;0;0;0;0;0;0;0;9683;9683;0;
1;1;Azenha;13804;0;0;0;0;0;0;0;13804;13804;0;
1;1;Bela Vista;11787;0;0;0;0;0;0;0;11787;11787;0;
1;1;Belém Novo;10100;0;0;0;0;0;0;0;10100;10100;0;
1;1;Belém Velho;10835;0;0;0;0;0;0;0;10835;10835;0;
1;1;Boa Vista;10053;0;0;0;0;0;0;0;10053;10053;0;
1;1;Boa Vista do Sul;2309;0;0;0;0;0;0;0;2309;2309;0;
1;1;Bom Fim;11593;0;0;0;0;0;0;0;11593;11593;0;
1;1;Bom Jesus;28675;0;0;0;0;0;0;0;28675;28675;0;
1;1;Camaquã;17938;0;0;0;0;0;0;0;17938;17938;0;
1;1;Campo Novo;8766;0;0;0;0;0;0;0;8766;8766;0;
1;1;Cascata;13013;0;0;0;0;0;0;0;13013;13013;0;
1;1;Cavalhada;29299;0;0;0;0;0;0;0;29299;29299;0;
1;1;Centro;39153;1;0;0;0;0;0;0;39154;39154;0;
1;1;Chácara das Pedras;6668;0;0;0;0;0;0;0;6668;6668;0;
1;1;Chapéu do Sol;2913;0;0;0;0;0;0;0;2913;2913;0;
1;1;Cidade Baixa;15379;0;0;0;0;0;0;0;15379;15379;0;
1;1;Coronel Aparício Borges;19303;0;0;0;0;0;0;0;19303;19303;0;
1;1;Costa e Silva;15842;0;0;0;0;0;0;0;15842;15842;0;
1;1;Cristal;31946;0;0;0;0;0;0;0;31946;31946;0;
1;1;Cristo Redentor;16455;0;0;0;0;0;0;0;16455;16455;0;
1;1;Espírito Santo;5606;0;0;0;0;0;0;0;5606;5606;0;
1;1;Extrema;1981;0;0;0;0;0;0;0;1981;1981;0;
1;1;Farrapos;18986;0;0;0;0;0;0;0;18986;18986;0;
1;1;Farroupilha;961;0;0;0;0;0;0;0;961;961;0;
1;1;Floresta;11596;0;0;0;0;0;0;0;11596;11596;0;
1;1;Glória;17067;0;0;0;0;0;0;0;17067;17067;0;
1;1;Guarujá;4811;0;0;0;0;0;0;0;4811;4811;0;
1;1;Higienópolis;10724;0;0;0;0;0;0;0;10724;10724;0;
1;1;Hípica;18645;0;0;0;0;0;0;0;18645;18645;0;
1;1;Humaitá;11502;0;0;0;0;0;0;0;11502;11502;0;
1;1;Independência;8112;0;0;0;0;0;0;0;8112;8112;0;
1;1;Ipanema;13728;0;0;0;0;0;0;0;13728;13728;0;
1;1;Jardim Botânico;12521;0;0;0;0;0;0;0;12521;12521;0;
1;1;Jardim Carvalho;25386;0;0;0;0;0;0;0;25386;25386;0;
1;1;Jardim do Salso;4405;0;0;0;0;0;0;0;4405;4405;0;
1;1;Jardim Dona Leopoldina;18016;0;0;0;0;0;0;0;18016;18016;0;
1;1;Jardim Europa;2299;0;0;0;0;0;0;0;2299;2299;0;
1;1;Jardim Floresta;3307;0;0;0;0;0;0;0;3307;3307;0;
1;1;Jardim Isabel;2835;0;0;0;0;0;0;0;2835;2835;0;
1;1;Jardim Itu;17853;0;0;0;0;0;0;0;17853;17853;0;
1;1;Jardim Lindóia;7417;0;0;0;0;0;0;0;7417;7417;0;
1;1;Jardim Sabará;13530;0;0;0;0;0;0;0;13530;13530;0;
1;1;Jardim São Pedro;3967;0;0;0;0;0;0;0;3967;3967;0;
1;1;Lageado;4481;0;0;0;0;0;0;0;4481;4481;0;
1;1;Lami;4289;0;0;0;0;0;0;0;4289;4289;0;
1;1;Lomba do Pinheiro;58106;0;0;0;0;0;0;0;58106;58106;0;
1;1;Mário Quintana;38116;0;0;0;0;0;0;0;38116;38116;0;
1;1;Medianeira;11223;0;0;0;0;0;0;0;11223;11223;0;
1;1;Menino Deus;31650;0;0;0;0;0;0;0;31650;31650;0;
1;1;Moinhos de Vento;11937;0;0;0;0;0;0;0;11937;11937;0;
1;1;MontSerrat;11236;0;0;0;0;0;0;0;11236;11236;0;
1;1;Morro Santana;19338;0;0;0;0;0;0;0;19338;19338;0;
1;1;Navegantes;4327;0;0;0;0;0;0;0;4327;4327;0;
1;1;Nonoai;25160;0;0;0;0;0;0;0;25160;25160;0;
1;1;Parque Santa Fé;6376;0;0;0;0;0;0;0;6376;6376;0;
1;1;Partenon;48160;0;0;0;0;0;0;0;48160;48160;0;
1;1;Passo DAreia;21968;0;0;0;0;0;0;0;21968;21968;0;
1;1;Passo das Pedras;15902;0;0;0;0;0;0;0;15902;15902;0;
1;1;Pedra Redonda;274;0;0;0;0;0;0;0;274;274;0;
1;1;Petrópolis;37496;0;0;0;0;0;0;0;37496;37496;0;
1;1;Pitinga;4352;0;0;0;0;0;0;0;4352;4352;0;
1;1;Ponta Grossa;8722;0;0;0;0;0;0;0;8722;8722;0;
1;1;Praia de Belas;2281;0;0;0;0;0;0;0;2281;2281;0;
1;1;Restinga;53508;0;0;0;0;0;0;0;53508;53508;0;
1;1;Rio Branco;17531;0;0;0;0;0;0;0;17531;17531;0;
1;1;Rubem Berta;33168;0;0;0;0;0;0;0;33168;33168;0;
1;1;Santa Cecília;5768;0;0;0;0;0;0;0;5768;5768;0;
1;1;Santa Maria Goretti;3509;0;0;0;0;0;0;0;3509;3509;0;
1;1;Santa Rosa de Lima;35333;0;0;0;0;0;0;0;35333;35333;0;
1;1;Santa Tereza;39577;0;0;0;0;0;0;0;39577;39577;0;
1;1;Santana;20723;0;0;0;0;0;0;0;20723;20723;0;
1;1;Santo Antônio;13161;0;0;0;0;0;0;0;13161;13161;0;
1;1;São Caetano;757;0;0;0;0;0;0;0;757;757;0;
1;1;São Geraldo;8681;0;0;0;0;0;0;0;8681;8681;0;
1;1;São João;12226;0;0;0;0;0;0;0;12226;12226;0;
1;1;São Sebastião;7019;0;0;0;0;0;0;0;7019;7019;0;
1;1;Sarandi;59711;0;0;0;0;0;0;0;59711;59711;0;
1;1;Serraria;6239;0;0;0;0;0;0;0;6239;6239;0;
1;1;Sétimo Céu;1329;0;0;0;0;0;0;0;1329;1329;0;
1;1;Teresópolis;14707;0;0;0;0;0;0;0;14707;14707;0;
1;1;Três Figueiras;4070;0;0;0;0;0;0;0;4070;4070;0;
1;1;Tristeza;16692;0;0;0;0;0;0;0;16692;16692;0;
1;1;Vila Assunção;4418;0;0;0;0;0;0;0;4418;4418;0;
1;1;Vila Conceição;1349;0;0;0;0;0;0;0;1349;1349;0;
1;1;Vila Ipiranga;18659;0;0;0;0;0;0;0;18659;18659;0;
1;1;Vila Jardim;13189;0;0;0;0;0;0;0;13189;13189;0;
1;1;Vila João Pessoa;13041;0;0;0;0;0;0;0;13041;13041;0;
1;1;Vila Nova;32469;0;0;0;0;0;0;0;32469;32469;0;
1;1;Vila São José;26522;0;0;0;0;0;0;0;26522;26522;0;
2;2;Aberta dos Morros;7146;0;0;0;0;0;0;0;7146;7146;0;
2;2;Agronomia;2331;0;0;0;0;0;0;0;2331;2331;0;
2;2;Anchieta;2024;0;0;0;0;0;0;0;2024;2024;0;
2;2;Arquipélago;8330;0;0;0;0;0;0;0;8330;8330;0;
2;2;Auxiliadora;9683;0;0;0;0;0;0;0;9683;9683;0;
2;2;Azenha;13804;0;0;0;0;0;0;0;13804;13804;0;
2;2;Bela Vista;11787;0;0;0;0;0;0;0;11787;11787;0;
2;2;Belém Novo;10100;0;0;0;0;0;0;0;10100;10100;0;
2;2;Belém Velho;10835;0;0;0;0;0;0;0;10835;10835;0;
2;2;Boa Vista;10053;0;0;0;0;0;0;0;10053;10053;0;
2;2;Boa Vista do Sul;2309;0;0;0;0;0;0;0;2309;2309;0;
2;2;Bom Fim;11593;0;0;0;0;0;0;0;11593;11593;0;
2;2;Bom Jesus;28675;0;0;0;0;0;0;0;28675;28675;0;
2;2;Camaquã;17938;0;0;0;0;0;0;0;17938;17938;0;
2;2;Campo Novo;8766;0;0;0;0;0;0;0;8766;8766;0;
2;2;Cascata;13013;0;0;0;0;0;0;0;13013;13013;0;
2;2;Cavalhada;29299;0;0;0;0;0;0;0;29299;29299;0;
2;2;Centro;39153;1;0;0;0;0;0;0;39154;39154;0;
2;2;Chácara das Pedras;6668;0;0;0;0;0;0;0;6668;6668;0;
2;2;Chapéu do Sol;2913;0;0;0;0;0;0;0;2913;2913;0;
2;2;Cidade Baixa;15379;0;0;0;0;0;0;0;15379;15379;0;
2;2;Coronel Aparício Borges;19303;0;0;0;0;0;0;0;19303;19303;0;
2;2;Costa e Silva;15842;0;0;0;0;0;0;0;15842;15842;0;
2;2;Cristal;31946;0;0;0;0;0;0;0;31946;31946;0;
2;2;Cristo Redentor;16455;0;0;0;0;0;0;0;16455;16455;0;
2;2;Espírito Santo;5606;0;0;0;0;0;0;0;5606;5606;0;
2;2;Extrema;1981;0;0;0;0;0;0;0;1981;1981;0;
2;2;Farrapos;18986;0;0;0;0;0;0;0;18986;18986;0;
2;2;Farroupilha;961;0;0;0;0;0;0;0;961;961;0;
2;2;Floresta;11596;0;0;0;0;0;0;0;11596;11596;0;
2;2;Glória;17067;0;0;0;0;0;0;0;17067;17067;0;
2;2;Guarujá;4811;0;0;0;0;0;0;0;4811;4811;0;
2;2;Higienópolis;10724;0;0;0;0;0;0;0;10724;10724;0;
2;2;Hípica;18645;0;0;0;0;0;0;0;18645;18645;0;
2;2;Humaitá;11502;0;0;0;0;0;0;0;11502;11502;0;
2;2;Independência;8112;0;0;0;0;0;0;0;8112;8112;0;
2;2;Ipanema;13728;0;0;0;0;0;0;0;13728;13728;0;
2;2;Jardim Botânico;12521;0;0;0;0;0;0;0;12521;12521;0;
2;2;Jardim Carvalho;25386;0;0;0;0;0;0;0;25386;25386;0;
2;2;Jardim do Salso;4405;0;0;0;0;0;0;0;4405;4405;0;
2;2;Jardim Dona Leopoldina;18016;0;0;0;0;0;0;0;18016;18016;0;
2;2;Jardim Europa;2299;0;0;0;0;0;0;0;2299;2299;0;
2;2;Jardim Floresta;3307;0;0;0;0;0;0;0;3307;3307;0;
2;2;Jardim Isabel;2835;0;0;0;0;0;0;0;2835;2835;0;
2;2;Jardim Itu;17853;0;0;0;0;0;0;0;17853;17853;0;
2;2;Jardim Lindóia;7417;0;0;0;0;0;0;0;7417;7417;0;
2;2;Jardim Sabará;13530;0;0;0;0;0;0;0;13530;13530;0;
2;2;Jardim São Pedro;3967;0;0;0;0;0;0;0;3967;3967;0;
2;2;Lageado;4481;0;0;0;0;0;0;0;4481;4481;0;
2;2;Lami;4289;0;0;0;0;0;0;0;4289;4289;0;
2;2;Lomba do Pinheiro;58106;0;0;0;0;0;0;0;58106;58106;0;
2;2;Mário Quintana;38116;0;0;0;0;0;0;0;38116;38116;0;
2;2;Medianeira;11223;0;0;0;0;0;0;0;11223;11223;0;
2;2;Menino Deus;31650;0;0;0;0;0;0;0;31650;31650;0;
2;2;Moinhos de Vento;11937;0;0;0;0;0;0;0;11937;11937;0;
2;2;MontSerrat;11236;0;0;0;0;0;0;0;11236;11236;0;
2;2;Morro Santana;19338;0;0;0;0;0;0;0;19338;19338;0;
2;2;Navegantes;4327;0;0;0;0;0;0;0;4327;4327;0;
2;2;Nonoai;25160;0;0;0;0;0;0;0;25160;25160;0;
2;2;Parque Santa Fé;6376;0;0;0;0;0;0;0;6376;6376;0;
2;2;Partenon;48160;0;0;0;0;0;0;0;48160;48160;0;
2;2;Passo DAreia;21968;0;0;0;0;0;0;0;21968;21968;0;
2;2;Passo das Pedras;15902;0;0;0;0;0;0;0;15902;15902;0;
2;2;Pedra Redonda;274;0;0;0;0;0;0;0;274;274;0;
2;2;Petrópolis;37496;0;0;0;0;0;0;0;37496;37496;0;
2;2;Pitinga;4352;0;0;0;0;0;0;0;4352;4352;0;
2;2;Ponta Grossa;8722;0;0;0;0;0;0;0;8722;8722;0;
2;2;Praia de Belas;2281;0;0;0;0;0;0;0;2281;2281;0;
2;2;Restinga;53508;0;0;0;0;0;0;0;53508;53508;0;
2;2;Rio Branco;17531;0;0;0;0;0;0;0;17531;17531;0;
2;2;Rubem Berta;33168;0;0;0;0;0;0;0;33168;33168;0;
2;2;Santa Cecília;5768;0;0;0;0;0;0;0;5768;5768;0;
2;2;Santa Maria Goretti;3509;0;0;0;0;0;0;0;3509;3509;0;
2;2;Santa Rosa de Lima;35333;0;0;0;0;0;0;0;35333;35333;0;
2;2;Santa Tereza;39577;0;0;0;0;0;0;0;39577;39577;0;
2;2;Santana;20723;0;0;0;0;0;0;0;20723;20723;0;
2;2;Santo Antônio;13161;0;0;0;0;0;0;0;13161;13161;0;
2;2;São Caetano;757;0;0;0;0;0;0;0;757;757;0;
2;2;São Geraldo;8681;0;0;0;0;0;0;0;8681;8681;0;
2;2;São João;12226;0;0;0;0;0;0;0;12226;12226;0;
2;2;São Sebastião;7019;0;0;0;0;0;0;0;7019;7019;0;
2;2;Sarandi;59711;0;0;0;0;0;0;0;59711;59711;0;
2;2;Serraria;6239;0;0;0;0;0;0;0;6239;6239;0;
2;2;Sétimo Céu;1329;0;0;0;0;0;0;0;1329;1329;0;
2;2;Teresópolis;14707;0;0;0;0;0;0;0;14707;14707;0;
2;2;Três Figueiras;4070;0;0;0;0;0;0;0;4070;4070;0;
2;2;Tristeza;16692;0;0;0;0;0;0;0;16692;16692;0;
2;2;Vila Assunção;4418;0;0;0;0;0;0;0;4418;4418;0;
2;2;Vila Conceição;1349;0;0;0;0;0;0;0;1349;1349;0;
2;2;Vila Ipiranga;18659;0;0;0;0;0;0;0;18659;18659;0;
2;2;Vila Jardim;13189;0;0;0;0;0;0;0;13189;13189;0;
2;2;Vila João Pessoa;13041;0;0;0;0;0;0;0;13041;13041;0;
2;2;Vila Nova;32469;0;0;0;0;0;0;0;32469;32469;0;
2;2;Vila São José;26522;0;0;0;0;0;0;0;26522;26522;0;
3;3;Aberta dos Morros;7146;0;0;0;0;0;0;0;7146;7146;0;
3;3;Agronomia;2331;0;0;0;0;0;0;0;2331;2331;0;
3;3;Anchieta;2024;0;0;0;0;0;0;0;2024;2024;0;
3;3;Arquipélago;8330;0;0;0;0;0;0;0;8330;8330;0;
3;3;Auxiliadora;9683;0;0;0;0;0;0;0;9683;9683;0;
3;3;Azenha;13804;0;0;0;0;0;0;0;13804;13804;0;
3;3;Bela Vista;11787;0;0;0;0;0;0;0;11787;11787;0;
3;3;Belém Novo;10100;0;0;0;0;0;0;0;10100;10100;0;
3;3;Belém Velho;10835;0;0;0;0;0;0;0;10835;10835;0;
3;3;Boa Vista;10053;0;0;0;0;0;0;0;10053;10053;0;
3;3;Boa Vista do Sul;2309;0;0;0;0;0;0;0;2309;2309;0;
3;3;Bom Fim;11593;0;0;0;0;0;0;0;11593;11593;0;
3;3;Bom Jesus;28675;0;0;0;0;0;0;0;28675;28675;0;
3;3;Camaquã;17938;0;0;0;0;0;0;0;17938;17938;0;
3;3;Campo Novo;8766;0;0;0;0;0;0;0;8766;8766;0;
3;3;Cascata;13013;0;0;0;0;0;0;0;13013;13013;0;
3;3;Cavalhada;29299;0;0;0;0;0;0;0;29299;29299;0;
3;3;Centro;39153;1;0;0;0;0;0;0;39154;39154;0;
3;3;Chácara das Pedras;6668;0;0;0;0;0;0;0;6668;6668;0;
3;3;Chapéu do Sol;2913;0;0;0;0;0;0;0;2913;2913;0;
3;3;Cidade Baixa;15379;0;0;0;0;0;0;0;15379;15379;0;
3;3;Coronel Aparício Borges;19303;0;0;0;0;0;0;0;19303;19303;0;
3;3;Costa e Silva;15842;0;0;0;0;0;0;0;15842;15842;0;
3;3;Cristal;31946;0;0;0;0;0;0;0;31946;31946;0;
3;3;Cristo Redentor;16455;0;0;0;0;0;0;0;16455;16455;0;
3;3;Espírito Santo;5606;0;0;0;0;0;0;0;5606;5606;0;
3;3;Extrema;1981;0;0;0;0;0;0;0;1981;1981;0;
3;3;Farrapos;18986;0;0;0;0;0;0;0;18986;18986;0;
3;3;Farroupilha;961;0;0;0;0;0;0;0;961;961;0;
3;3;Floresta;11596;0;0;0;0;0;0;0;11596;11596;0;
3;3;Glória;17067;0;0;0;0;0;0;0;17067;17067;0;
3;3;Guarujá;4811;0;0;0;0;0;0;0;4811;4811;0;
3;3;Higienópolis;10724;0;0;0;0;0;0;0;10724;10724;0;
3;3;Hípica;18645;0;0;0;0;0;0;0;18645;18645;0;
3;3;Humaitá;11502;0;0;0;0;0;0;0;11502;11502;0;
3;3;Independência;8112;0;0;0;0;0;0;0;8112;8112;0;
3;3;Ipanema;13728;0;0;0;0;0;0;0;13728;13728;0;
3;3;Jardim Botânico;12521;0;0;0;0;0;0;0;12521;12521;0;
3;3;Jardim Carvalho;25386;0;0;0;0;0;0;0;25386;25386;0;
3;3;Jardim do Salso;4405;0;0;0;0;0;0;0;4405;4405;0;
3;3;Jardim Dona Leopoldina;18016;0;0;0;0;0;0;0;18016;18016;0;
3;3;Jardim Europa;2299;0;0;0;0;0;0;0;2299;2299;0;
3;3;Jardim Floresta;3307;0;0;0;0;0;0;0;3307;3307;0;
3;3;Jardim Isabel;2835;0;0;0;0;0;0;0;2835;2835;0;
3;3;Jardim Itu;17853;0;0;0;0;0;0;0;17853;17853;0;
3;3;Jardim Lindóia;7417;0;0;0;0;0;0;0;7417;7417;0;
3;3;Jardim Sabará;13530;0;0;0;0;0;0;0;13530;13530;0;
3;3;Jardim São Pedro;3967;0;0;0;0;0;0;0;3967;3967;0;
3;3;Lageado;4481;0;0;0;0;0;0;0;4481;4481;0;
3;3;Lami;4289;0;0;0;0;0;0;0;4289;4289;0;
3;3;Lomba do Pinheiro;58106;0;0;0;0;0;0;0;58106;58106;0;
3;3;Mário Quintana;38116;0;0;0;0;0;0;0;38116;38116;0;
3;3;Medianeira;11223;0;0;0;0;0;0;0;11223;11223;0;
3;3;Menino Deus;31650;0;0;0;0;0;0;0;31650;31650;0;
3;3;Moinhos de Vento;11937;0;0;0;0;0;0;0;11937;11937;0;
3;3;MontSerrat;11236;0;0;0;0;0;0;0;11236;11236;0;
3;3;Morro Santana;19338;0;0;0;0;0;0;0;19338;19338;0;
3;3;Navegantes;4327;0;0;0;0;0;0;0;4327;4327;0;
3;3;Nonoai;25160;0;0;0;0;0;0;0;25160;25160;0;
3;3;Parque Santa Fé;6376;0;0;0;0;0;0;0;6376;6376;0;
3;3;Partenon;48160;0;0;0;0;0;0;0;48160;48160;0;
3;3;Passo DAreia;21968;0;0;0;0;0;0;0;21968;21968;0;
3;3;Passo das Pedras;15902;0;0;0;0;0;0;0;15902;15902;0;
3;3;Pedra Redonda;274;0;0;0;0;0;0;0;274;274;0;
3;3;Petrópolis;37496;0;0;0;0;0;0;0;37496;37496;0;
3;3;Pitinga;4352;0;0;0;0;0;0;0;4352;4352;0;
3;3;Ponta Grossa;8722;0;0;0;0;0;0;0;8722;8722;0;
3;3;Praia de Belas;2281;0;0;0;0;0;0;0;2281;2281;0;
3;3;Restinga;53508;0;0;0;0;0;0;0;53508;53508;0;
3;3;Rio Branco;17531;0;0;0;0;0;0;0;17531;17531;0;
3;3;Rubem Berta;33168;0;0;0;0;0;0;0;33168;33168;0;
3;3;Santa Cecília;5768;0;0;0;0;0;0;0;5768;5768;0;
3;3;Santa Maria Goretti;3509;0;0;0;0;0;0;0;3509;3509;0;
3;3;Santa Rosa de Lima;35333;0;0;0;0;0;0;0;35333;35333;0;
3;3;Santa Tereza;39577;0;0;0;0;0;0;0;39577;39577;0;
3;3;Santana;20723;0;0;0;0;0;0;0;20723;20723;0;
3;3;Santo Antônio;13161;0;0;0;0;0;0;0;13161;13161;0;
3;3;São Caetano;757;0;0;0;0;0;0;0;757;757;0;
3;3;São Geraldo;8681;0;0;0;0;0;0;0;8681;8681;0;
3;3;São João;12226;0;0;0;0;0;0;0;12226;12226;0;
3;3;São Sebastião;7019;0;0;0;0;0;0;0;7019;7019;0;
3;3;Sarandi;59711;0;0;0;0;0;0;0;59711;59711;0;
3;3;Serraria;6239;0;0;0;0;0;0;0;6239;6239;0;
3;3;Sétimo Céu;1329;0;0;0;0;0;0;0;1329;1329;0;
3;3;Teresópolis;14707;0;0;0;0;0;0;0;14707;14707;0;
3;3;Três Figueiras;4070;0;0;0;0;0;0;0;4070;4070;0;
