;Cycle;Origin;Destination;Total;age: [children];age: [adults];age: [elders];occupation: [student];occupation: [worker]
0;0;Azenha;Azenha;1872;298;507;235;892;980
1;0;Azenha;Bom Fim;530;0;223;108;100;430
2;0;Azenha;Centro Histórico;1124;100;473;192;194;930
3;0;Azenha;Cidade Baixa;1555;0;758;344;145;1410
4;0;Azenha;Farroupilha;680;0;312;178;50;630
5;0;Azenha;Floresta;573;50;167;83;249;324
6;0;Azenha;Independência;332;50;120;61;95;237
7;0;Azenha;Menino Deus;2892;547;1002;538;982;1910
8;0;Azenha;Moinhos de Vento;250;0;84;39;100;150
9;0;Azenha;Praia de Belas;8592;1373;3742;1748;1605;5163
10;0;Azenha;Rio Branco;531;50;95;48;344;187
11;0;Azenha;Santa Cecília;380;50;119;58;150;230
12;0;Azenha;Santana;3036;692;585;296;2007;1029
13;0;Bom Fim;Azenha;589;0;248;128;94;495
14;0;Bom Fim;Bom Fim;2248;100;980;568;100;2148
15;0;Bom Fim;Centro Histórico;1730;100;663;284;495;1235
16;0;Bom Fim;Cidade Baixa;1189;198;263;136;683;506
17;0;Bom Fim;Farroupilha;1400;0;551;333;200;1200
18;0;Bom Fim;Floresta;537;50;172;78;200;337
19;0;Bom Fim;Independência;2937;150;1084;568;650;2287
20;0;Bom Fim;Menino Deus;1039;149;277;169;438;601
21;0;Bom Fim;Moinhos de Vento;739;149;188;105;399;340
22;0;Bom Fim;Praia de Belas;6808;780;2865;1584;1373;3891
23;0;Bom Fim;Rio Branco;3267;347;1377;656;867;2400
24;0;Bom Fim;Santa Cecília;646;100;232;116;200;446
25;0;Bom Fim;Santana;631;99;134;59;428;203
26;0;Centro Histórico;Azenha;1448;100;634;264;200;1248
27;0;Centro Histórico;Bom Fim;2038;100;828;362;488;1550
28;0;Centro Histórico;Centro Histórico;9867;2575;610;164;9029;838
29;0;Centro Histórico;Cidade Baixa;4819;349;1704;737;1644;3175
30;0;Centro Histórico;Farroupilha;700;0;195;102;300;400
31;0;Centro Histórico;Floresta;1754;250;624;233;694;1060
32;0;Centro Histórico;Independência;1025;100;390;149;444;581
33;0;Centro Histórico;Menino Deus;1020;150;330;162;400;620
34;0;Centro Histórico;Moinhos de Vento;894;50;417;201;150;744
35;0;Centro Histórico;Praia de Belas;18940;2540;8579;3974;3583;10100
36;0;Centro Histórico;Rio Branco;1653;200;487;229;750;903
37;0;Centro Histórico;Santa Cecília;1400;50;542;214;450;950
38;0;Centro Histórico;Santana;608;150;186;88;245;363
39;0;Cidade Baixa;Azenha;2085;0;1019;484;150;1935
40;0;Cidade Baixa;Bom Fim;1173;200;261;127;688;485
41;0;Cidade Baixa;Centro Histórico;3717;348;1144;498;1591;2126
42;0;Cidade Baixa;Cidade Baixa;5484;892;1148;547;3146;2338
43;0;Cidade Baixa;Farroupilha;2450;100;870;354;850;1600
44;0;Cidade Baixa;Floresta;500;50;110;57;249;251
45;0;Cidade Baixa;Independência;980;0;403;184;250;730
46;0;Cidade Baixa;Menino Deus;3397;299;1377;721;682;2715
47;0;Cidade Baixa;Moinhos de Vento;343;99;97;36;143;200
48;0;Cidade Baixa;Praia de Belas;9305;1011;4235;1871;1757;5431
49;0;Cidade Baixa;Rio Branco;832;99;384;148;199;633
50;0;Cidade Baixa;Santa Cecília;250;0;94;42;50;200
51;0;Cidade Baixa;Santana;554;50;234;95;194;360
52;0;Farroupilha;Azenha;517;0;233;138;42;475
53;0;Farroupilha;Bom Fim;1035;0;391;236;191;844
54;0;Farroupilha;Centro Histórico;523;0;108;68;288;235
