distance;frequency
67.6711913324525;1885
100.61268014471489;2708
173.50708107965073;5550
173.683724978892;3777
255.98140184463205;100
274.6405321269692;2662
355.2642527445878;984
372.72770482646195;10019
377.1896440917378;4907
396.5549151110888;1467
406.9791368393455;3146
419.36696702760497;9029
424.1481790893432;7606
425.83602812073553;4508
446.66255320241487;2338
456.0422902048071;58
456.93747891373334;1652
513.3286535444169;84
515.6482963926376;160
516.2806873459092;2910
519.4544566918498;321
528.4456351361207;892
560.3722830663488;199
565.4579428017496;1742
598.3788296710916;695
600.7666931598975;982
611.5101469771598;875
621.6521379858038;84
635.4373133025302;1794
657.7787780268958;797
659.2560954951851;2857
661.619179050625;3536
661.6480554028883;694
678.1221504215108;1296
683.1891826415969;389
685.0795479590973;333
690.4884460706776;250
692.8857854266543;1347
699.2650739435607;3135
717.59167594751;100
717.7182279413862;2860
720.2226004552429;1462
764.1339331464108;581
770.2658548357507;887
780.7417340009075;190
785.8340054153449;1798
820.6654502018204;2148
843.4955572588403;1662
849.6164599342743;1182
853.9160599949046;4065
872.4654121050971;293
874.6505606550274;100
878.7671182630932;497
898.2072106843104;288
905.9611271150218;391
935.0934863328833;1079
941.9840659408541;1185
953.6306250259859;996
955.2966921699357;180
962.5667452735514;919
962.8283162899589;87
965.342379329187;159
978.087174844682;87
980.40006296469;880
993.4878681701881;1541
1019.708910804026;500
1038.4383169179562;2841
1039.4985047322207;2186
1049.1808596734738;383
1054.5090701666813;1083
1081.0853823114958;590
1083.1267747808176;339
1084.9521289930165;162
1099.1481919575954;497
1102.1775379402582;338
1106.6290120487422;1182
1137.3992915523638;192
1139.4291211947027;485
1145.808525105978;5026
1166.1311775630284;242
1189.7499318210687;394
1192.504061939152;1427
1196.472767041141;95
1214.2787351412658;506
1230.3894461406978;650
1249.966605477721;389
1252.8871527279716;294
1265.4091040504322;80
1270.6917530731669;160
1282.2879855941273;345
1286.2873338501493;100
1331.5158280504743;930
1338.9714177363244;980
1340.3856934294429;87
1341.932955685849;1182
1344.748070224628;1248
1349.8081240173478;435
1354.3983812511694;340
1367.3095426934224;635
1385.6424345160908;2659
1395.6891396643425;75
1399.4286536238583;237
1399.4928556501004;199
1407.7152133356838;578
1411.1004948487227;489
1414.890716499775;99
1424.4375558675852;100
1426.0421357971843;580
1436.529774866092;838
1444.6453679114934;1161
1447.5206667587163;1529
1449.585320128919;296
1452.1657246198365;295
1456.0823196299548;506
1471.3588707750516;194
1480.0546465120426;696
1482.6430767305199;99
1483.1898323800967;498
1497.6564967124268;511
1498.5596907098054;294
1504.7558890508176;1236
1509.3540931193347;100
1538.7477747215892;1009
1546.1413524101185;391
1548.9542055133948;1936
1561.0831801351917;499
1575.1213827917977;1398
1586.1938817349378;394
1609.4271798851557;600
1615.7274415655604;199
1630.971689275128;251
1631.3295351930797;259
1647.9747455575387;200
1662.1959118792167;688
1662.5593037539397;1503
1664.127069030297;87
1668.0082913808621;1485
1672.6680834033848;296
1684.624304444985;878
1689.661797762879;1930
1739.3350185388251;200
1787.0276150252519;1990
1792.6453054906226;333
1813.4088298757904;87
1824.097170646212;199
1827.7260345045297;84
1829.0952971594972;255
1829.1356868363823;88
1842.9186317480592;437
1845.693910834948;394
1847.0141829814572;275
1854.5552328853607;334
1855.9180027863742;435
1861.3405599122539;174
1863.244058938147;938
1885.2761223954935;288
1887.2388587087369;200
1897.2787458728358;100
1901.2581693100046;1169
1913.3031667453113;338
1916.144700244758;1094
1925.187869897939;102
1926.7856119034175;253
1936.496243522505;199
1942.332170784479;396
1956.261231148881;310
1957.7031873350259;899
1961.0248401431586;472
1984.832000249693;392
1997.5856054222156;27600
2022.8330474356853;333
2032.9007355895253;198
2035.2244980973871;498
2049.019972699575;194
2063.311289186458;291
2073.022494020061;925
2084.472832064869;588
2086.0303854691656;558
2091.065174017553;271
2094.746261219774;243
2112.3481415868196;100
2125.358957565422;92
2137.609374303895;1082
2139.158040082713;800
2147.3005520877477;888
2159.649048164916;244
2166.647472343553;167
2169.9438223696698;295
2171.2118977620335;333
2181.3515254162567;299
2182.7615594830354;2285
2214.5019969943;200
2221.403378427501;388
2252.0834768776294;85
2261.3992530287305;156
2264.9241303338;422
2270.922807194654;494
2280.951706494217;1975
2280.967537461592;84
2282.7022119023363;13243
2287.7401540781752;596
2335.318668701848;651
2335.5850197956092;167
2336.4329760001315;76
2336.8938283754915;168
2346.940676806683;499
2360.814509596245;3158
2383.664926164282;194
2387.4993397127573;199
2390.00576462748;200
2391.5837728462457;691
2398.4406279759987;190
2415.042632588074;345
2421.291031871244;99
2466.467240311395;420
2483.9399498725725;1605
2508.5449777896088;190
2523.625656469705;167
2535.457812240501;95
2544.5074672446776;391
2557.880995372241;239
2574.452081901556;497
2578.5986792278513;993
2628.927696775612;251
2630.332299789633;345
2635.949324179472;1476
2658.598801600172;346
2678.939647651738;2244
2684.2195947955693;199
2689.0924122805436;294
2708.0553478459638;92
2710.1552369496912;1700
2729.0524596983814;99
2731.247624032317;249
2732.5748980860544;99
2746.656674870175;259
2748.800719487263;293
2750.3063799109514;770
2750.8649793479526;294
2762.130477564679;387
2769.1389836507724;318
2777.7304266096994;100
2782.926830834655;168
2821.732828506659;2994
2827.0116742558043;288
2847.879652928001;387
2853.8429529725636;100
2858.430127360123;174
2865.5868994032217;354
2874.70244597169;157
2892.9211194970376;199
2913.780623885313;200
2954.3771454175962;174
3018.9759693285073;100
3044.3841758684666;578
3045.7465130023884;194
3053.6325267003426;297
3063.0627051063034;595
3066.2063198393116;165
3094.2891276867886;577
3103.5367028693395;277
3133.9140636068914;12873
3168.5505508621245;1101
3282.3039862773376;271
3282.55782374651;200
3303.0676535854636;681
3316.716472516772;37012
3327.5237326929187;163
3347.3229031123906;591
3360.1973537705485;18520
3367.910324215989;100
3370.994877234514;174
3374.381926617997;299
3381.946441673242;2618
3396.669078255429;199
3398.856355156475;503
3423.15237057213;503
3497.484323739499;195
3514.6483655233665;299
3583.9936243596208;206
3633.9733280877035;864
3659.087036893206;248
3716.9167817785305;167
3743.7193431773917;523
3755.283058462852;2175
3795.4028175578796;249
3799.6502569092804;5178
3800.951686548206;100
3814.7254530662008;1918
3814.8559372124187;248
3848.486591611186;100
3860.7793257770936;116
3922.9259404114737;198
3961.1618209972116;9914
4108.769836755997;2312
4113.400536877585;84
4113.805937416744;250
4117.553928874255;96
4125.414643574993;88
4144.0537221313525;7219
4236.796959971458;90
4319.728376160015;2552
4368.059596662437;396
4466.707425812731;400
4492.0981796304095;15455
4541.847134382497;116
4616.726619311362;1042
4739.506386220381;137
4830.014062738714;81
4852.164781567429;1303
5080.8412245237605;67
5450.454269062627;10675
5673.467938284811;10683
5769.104670282571;1099
5792.28123357703;1891
