scenario;levy;seed;requested_destination;receiving_destination;node_type;reroute_events;requested;fulfilled;unmet;reroute_traveler_distance;mean_reroute_distance_per_traveler;peak_receiving_load
13_levy_off_flood_both_reroute;False;0;Azenha//marketplace_10;Azenha//marketplace_13;marketplace;125.0;484.0;484.0;0.0;32812.282164807126;67.79397141489076;6.0
13_levy_off_flood_both_reroute;False;0;Azenha//marketplace_24;Azenha//marketplace_25;marketplace;144.0;571.0;571.0;0.0;137739.23955304342;241.2245876585699;11.0
13_levy_off_flood_both_reroute;False;0;Azenha//marketplace_24;Azenha//marketplace_8;marketplace;37.0;151.0;151.0;0.0;18154.539058906503;120.22873548944703;10.0
13_levy_off_flood_both_reroute;False;0;Azenha//marketplace_26;Azenha//marketplace_10;marketplace;140.0;583.0;583.0;0.0;72820.44962389283;124.90643160187449;17.0
13_levy_off_flood_both_reroute;False;0;Azenha//marketplace_26;Azenha//marketplace_13;marketplace;125.0;508.0;508.0;0.0;76800.97141552684;151.18301459749378;19.0
13_levy_off_flood_both_reroute;False;0;Azenha//marketplace_4;Azenha//marketplace_10;marketplace;34.0;92.0;92.0;0.0;24470.29895589261;265.98151039013703;4.0
13_levy_off_flood_both_reroute;False;0;Azenha//marketplace_4;Azenha//marketplace_24;marketplace;84.0;214.0;214.0;0.0;37199.12628909295;173.82769293968667;4.0
13_levy_off_flood_both_reroute;False;0;Azenha//marketplace_4;Azenha//marketplace_25;marketplace;124.0;318.0;318.0;0.0;97609.44496301455;306.94794013526587;4.0
13_levy_off_flood_both_reroute;False;0;Azenha//marketplace_4;Menino Deus//marketplace_13;marketplace;21.0;52.0;52.0;0.0;9367.960679145794;180.15308998357295;4.0
13_levy_off_flood_both_reroute;False;0;Azenha//marketplace_8;Azenha//marketplace_7;marketplace;137.0;266.0;266.0;0.0;51075.175409919066;192.0119376312747;8.0
13_levy_off_flood_both_reroute;False;0;Azenha//pharmacy_4;Azenha//pharmacy_5;pharmacy;97.0;97.0;97.0;0.0;23192.01808107244;239.09296990796332;1.0
13_levy_off_flood_both_reroute;False;0;Azenha//pharmacy_4;Menino Deus//pharmacy_13;pharmacy;37.0;37.0;37.0;0.0;8204.565104788786;221.74500283212936;1.0
13_levy_off_flood_both_reroute;False;0;Azenha//pharmacy_7;Azenha//pharmacy_9;pharmacy;173.0;176.0;176.0;0.0;33606.833399720126;190.94791704386435;2.0
13_levy_off_flood_both_reroute;False;0;Azenha//restaurant_24;Azenha//restaurant_25;restaurant;93.0;492.0;492.0;0.0;101445.0513677069;206.18912879615223;17.0
13_levy_off_flood_both_reroute;False;0;Azenha//restaurant_26;Azenha//restaurant_27;restaurant;106.0;660.0;660.0;0.0;143721.59938991745;217.7599990756325;18.0
13_levy_off_flood_both_reroute;False;0;Azenha//restaurant_26;Menino Deus//restaurant_13;restaurant;77.0;419.0;419.0;0.0;51656.15750350188;123.28438544988516;9.0
13_levy_off_flood_both_reroute;False;0;Azenha//restaurant_4;Azenha//restaurant_25;restaurant;173.0;634.0;634.0;0.0;126140.49825860756;198.95977643313495;12.0
13_levy_off_flood_both_reroute;False;0;Azenha//restaurant_8;Azenha//restaurant_24;restaurant;80.0;234.0;234.0;0.0;30801.694888811573;131.631174738511;8.0
13_levy_off_flood_both_reroute;False;0;Azenha//restaurant_8;Azenha//restaurant_9;restaurant;93.0;234.0;234.0;0.0;44761.73806881008;191.2894789265388;5.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//marketplace_52;Centro Histórico//marketplace_53;marketplace;569.0;1288.0;1288.0;0.0;163157.85590960385;126.67535396708374;4.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//marketplace_61;Centro Histórico//marketplace_72;marketplace;179.0;576.0;576.0;0.0;22443.573665818265;38.96453761426782;6.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//marketplace_74;Centro Histórico//marketplace_85;marketplace;124.0;312.0;312.0;0.0;21278.189916068346;68.19932665406522;4.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//marketplace_88;Centro Histórico//marketplace_87;marketplace;72.0;197.0;197.0;0.0;22365.038217264762;113.52811277799371;10.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//marketplace_91;Centro Histórico//marketplace_92;marketplace;642.0;1451.0;1451.0;0.0;574888.0550348177;396.2012784526655;4.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//marketplace_93;Centro Histórico//marketplace_51;marketplace;14.0;47.0;47.0;0.0;4457.506313128445;94.8405598537967;10.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//pharmacy_60;Centro Histórico//pharmacy_59;pharmacy;11.0;14.0;14.0;0.0;1718.1911602297148;122.7279400164082;4.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//pharmacy_61;Centro Histórico//pharmacy_73;pharmacy;103.0;116.0;116.0;0.0;19356.813321160116;166.86908035482858;2.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//pharmacy_61;Centro Histórico//pharmacy_74;pharmacy;226.0;259.0;259.0;0.0;14900.947284717828;57.53261499891053;2.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//pharmacy_74;Centro Histórico//pharmacy_75;pharmacy;94.0;94.0;94.0;0.0;13007.581061404808;138.37852192983837;1.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//pharmacy_91;Centro Histórico//pharmacy_92;pharmacy;404.0;404.0;404.0;0.0;102233.09715564104;253.0522206822798;1.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//pharmacy_93;Centro Histórico//pharmacy_50;pharmacy;11.0;11.0;11.0;0.0;1180.1092723628506;107.28266112389551;2.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//restaurant_52;Centro Histórico//restaurant_90;restaurant;74.0;216.0;216.0;0.0;30067.74571984058;139.20252648074342;5.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//restaurant_60;Centro Histórico//restaurant_52;restaurant;99.0;612.0;612.0;0.0;50281.205176424766;82.15883198762216;28.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//restaurant_60;Centro Histórico//restaurant_90;restaurant;74.0;392.0;392.0;0.0;53612.51276075282;136.76661418559394;14.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//restaurant_61;Centro Histórico//restaurant_85;restaurant;213.0;966.0;966.0;0.0;117888.53729547055;122.03782328723659;14.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//restaurant_75;Centro Histórico//restaurant_85;restaurant;10.0;40.0;40.0;0.0;2878.8114433197475;71.97028608299368;12.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//restaurant_91;Centro Histórico//restaurant_27;restaurant;93.0;274.0;274.0;0.0;174398.91466982337;636.4923893059247;13.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//restaurant_91;Centro Histórico//restaurant_92;restaurant;400.0;1339.0;1339.0;0.0;570961.2336112523;426.40868828323545;10.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//restaurant_92;Centro Histórico//restaurant_27;restaurant;93.0;140.0;140.0;0.0;38248.644676586075;273.2046048327577;16.0
13_levy_off_flood_both_reroute;False;0;Centro Histórico//restaurant_93;Centro Histórico//restaurant_51;restaurant;10.0;53.0;53.0;0.0;4557.4008977043395;85.98869618310074;12.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_0;Cidade Baixa//marketplace_21;marketplace;72.0;283.0;283.0;0.0;124129.20897448914;438.61911298406056;7.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_0;Cidade Baixa//marketplace_6;marketplace;143.0;588.0;588.0;0.0;174448.42351252722;296.68099236824355;7.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_1;Centro Histórico//marketplace_51;marketplace;14.0;58.0;58.0;0.0;27972.293885716987;482.28092906408597;17.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_1;Centro Histórico//marketplace_93;marketplace;58.0;244.0;244.0;0.0;97291.47625491869;398.7355584217979;13.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_1;Cidade Baixa//marketplace_4;marketplace;90.0;391.0;391.0;0.0;122376.76229789485;312.98404679768504;7.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_1;Cidade Baixa//marketplace_6;marketplace;53.0;232.0;232.0;0.0;73802.80047234661;318.1155192773561;14.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_10;Cidade Baixa//marketplace_12;marketplace;87.0;303.0;303.0;0.0;33906.533957189786;111.90275233395968;6.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_10;Cidade Baixa//marketplace_18;marketplace;158.0;545.0;545.0;0.0;125942.14133925646;231.08649787019533;6.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_11;Cidade Baixa//marketplace_21;marketplace;239.0;439.0;439.0;0.0;57929.02227049231;131.95677054781848;23.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_12;Cidade Baixa//marketplace_18;marketplace;160.0;598.0;598.0;0.0;82601.67034522755;138.1298835204474;12.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_13;Cidade Baixa//marketplace_12;marketplace;21.0;52.0;52.0;0.0;5482.922116495943;105.44080993261429;17.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_13;Cidade Baixa//marketplace_14;marketplace;66.0;154.0;154.0;0.0;14415.56892134135;93.60759039832045;4.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_13;Cidade Baixa//marketplace_18;marketplace;156.0;348.0;348.0;0.0;42294.745838459094;121.53662597258361;16.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_14;Cidade Baixa//marketplace_12;marketplace;21.0;103.0;103.0;0.0;15467.482112366324;150.16972924627498;25.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_14;Cidade Baixa//marketplace_16;marketplace;160.0;753.0;753.0;0.0;159027.72565558413;211.19219874579565;8.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_2;Centro Histórico//marketplace_51;marketplace;14.0;55.0;55.0;0.0;24029.52865823615;436.9005210588391;23.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_2;Centro Histórico//marketplace_93;marketplace;58.0;225.0;225.0;0.0;79020.10791174704;351.2004796077646;20.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_2;Cidade Baixa//marketplace_4;marketplace;90.0;361.0;361.0;0.0;104465.87217082416;289.37914728760154;14.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_2;Cidade Baixa//marketplace_6;marketplace;53.0;217.0;217.0;0.0;66508.48516144977;306.4907150297225;21.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_26;Cidade Baixa//marketplace_27;marketplace;72.0;248.0;248.0;0.0;37767.03097279483;152.2864152128824;16.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_26;Cidade Baixa//marketplace_6;marketplace;26.0;89.0;89.0;0.0;9468.0960926103;106.38310216416068;53.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_29;Centro Histórico//marketplace_48;marketplace;98.0;356.0;356.0;0.0;36083.25369140302;101.35745418933433;12.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_3;Centro Histórico//marketplace_51;marketplace;14.0;39.0;39.0;0.0;11407.812556979934;292.50801428153676;27.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_3;Centro Histórico//marketplace_93;marketplace;58.0;155.0;155.0;0.0;35678.67031779852;230.1849697922485;25.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_3;Cidade Baixa//marketplace_4;marketplace;161.0;464.0;464.0;0.0;49948.228073775375;107.64704326244693;19.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_3;Cidade Baixa//marketplace_6;marketplace;52.0;151.0;151.0;0.0;22858.227171919745;151.37898789350825;26.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_4;Centro Histórico//marketplace_93;marketplace;58.0;213.0;213.0;0.0;52701.40673608167;247.42444477033646;31.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_4;Cidade Baixa//marketplace_27;marketplace;14.0;50.0;50.0;0.0;13061.145500998464;261.2229100199693;6.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_4;Cidade Baixa//marketplace_6;marketplace;53.0;200.0;200.0;0.0;15527.843739924523;77.63921869962262;32.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_5;Cidade Baixa//marketplace_26;marketplace;26.0;62.0;62.0;0.0;3426.59253023846;55.26762145545903;4.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_5;Cidade Baixa//marketplace_27;marketplace;71.0;153.0;153.0;0.0;31752.188907561966;207.53064645465338;10.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_5;Cidade Baixa//marketplace_6;marketplace;25.0;52.0;52.0;0.0;3462.496979548078;66.58648037592458;35.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_6;Cidade Baixa//marketplace_24;marketplace;72.0;184.0;184.0;0.0;43945.757085574005;238.83563633464132;4.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_7;Cidade Baixa//marketplace_21;marketplace;72.0;239.0;239.0;0.0;59378.55845407167;248.44585127226642;13.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_7;Cidade Baixa//marketplace_6;marketplace;141.0;493.0;493.0;0.0;43843.18738550528;88.93141457506142;45.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_8;Cidade Baixa//marketplace_21;marketplace;67.0;96.0;96.0;0.0;29296.042088505263;305.1671050885965;15.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_8;Cidade Baixa//marketplace_6;marketplace;136.0;197.0;197.0;0.0;44183.876170094074;224.2836353811882;47.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//marketplace_9;Cidade Baixa//marketplace_21;marketplace;245.0;731.0;731.0;0.0;88582.16893955598;121.1794376738112;20.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_0;Cidade Baixa//pharmacy_25;pharmacy;78.0;111.0;111.0;0.0;41969.23342911716;378.1012020641185;2.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_0;Cidade Baixa//pharmacy_5;pharmacy;26.0;37.0;37.0;0.0;10947.206637240315;295.87044965514366;2.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_0;Cidade Baixa//pharmacy_7;pharmacy;46.0;71.0;71.0;0.0;18089.370900731672;254.77987184129117;2.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_1;Cidade Baixa//pharmacy_0;pharmacy;58.0;91.0;91.0;0.0;23057.514079049655;253.37927559395226;5.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_1;Cidade Baixa//pharmacy_11;pharmacy;28.0;47.0;47.0;0.0;21599.501669625286;459.5638653111763;3.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_1;Cidade Baixa//pharmacy_20;pharmacy;67.0;100.0;100.0;0.0;55799.606617050944;557.9960661705095;2.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_1;Cidade Baixa//pharmacy_25;pharmacy;11.0;16.0;16.0;0.0;9644.9880260234;602.8117516264625;4.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_1;Cidade Baixa//pharmacy_5;pharmacy;26.0;40.0;40.0;0.0;21940.752616796228;548.5188154199056;4.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_1;Cidade Baixa//pharmacy_7;pharmacy;18.0;30.0;30.0;0.0;14453.738385846103;481.79127952820346;5.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_10;Cidade Baixa//pharmacy_0;pharmacy;26.0;29.0;29.0;0.0;4436.011881805299;152.9659269588034;8.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_10;Cidade Baixa//pharmacy_11;pharmacy;28.0;35.0;35.0;0.0;6697.07733961868;191.345066846248;7.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_10;Cidade Baixa//pharmacy_20;pharmacy;93.0;113.0;113.0;0.0;33683.68000363296;298.08566374896424;6.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_10;Cidade Baixa//pharmacy_25;pharmacy;11.0;11.0;11.0;0.0;3804.3548863239344;345.85044421126673;9.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_10;Cidade Baixa//pharmacy_7;pharmacy;18.0;26.0;26.0;0.0;6081.739038208169;233.91303993108343;13.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_11;Cidade Baixa//pharmacy_20;pharmacy;69.0;69.0;69.0;0.0;8678.05432957924;125.76890332723535;7.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_11;Cidade Baixa//pharmacy_25;pharmacy;7.0;7.0;7.0;0.0;1358.6770020789056;194.0967145827008;10.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_12;Cidade Baixa//pharmacy_13;pharmacy;28.0;39.0;39.0;0.0;3984.9588702643427;102.17843257088059;2.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_12;Cidade Baixa//pharmacy_16;pharmacy;11.0;12.0;12.0;0.0;2584.847311202695;215.40394260022458;2.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_12;Cidade Baixa//pharmacy_20;pharmacy;111.0;152.0;152.0;0.0;22964.09830017813;151.07959408011928;9.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_13;Cidade Baixa//pharmacy_16;pharmacy;96.0;96.0;96.0;0.0;18658.222715648706;194.35648662134068;3.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_14;Azenha//pharmacy_22;pharmacy;57.0;96.0;96.0;0.0;13407.098501119173;139.65727605332472;3.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_14;Cidade Baixa//pharmacy_15;pharmacy;119.0;204.0;204.0;0.0;15538.94032053112;76.1712760810349;3.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_15;Azenha//pharmacy_1;pharmacy;48.0;48.0;48.0;0.0;6209.59447697175;129.36655160357813;2.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_2;Centro Histórico//pharmacy_53;pharmacy;11.0;14.0;14.0;0.0;4990.212165056398;356.443726075457;4.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_2;Centro Histórico//pharmacy_93;pharmacy;139.0;201.0;201.0;0.0;67285.4735964104;334.75359998214134;4.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_20;Cidade Baixa//pharmacy_16;pharmacy;10.0;10.0;10.0;0.0;1430.968441184182;143.0968441184182;5.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_21;Cidade Baixa//pharmacy_38;pharmacy;57.0;127.0;127.0;0.0;11825.0188767935;93.11038485664173;3.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_26;Cidade Baixa//pharmacy_27;pharmacy;78.0;96.0;96.0;0.0;10393.474001485249;108.26535418213801;2.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_26;Cidade Baixa//pharmacy_5;pharmacy;19.0;25.0;25.0;0.0;1342.9790469273175;53.7191618770927;10.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_29;Centro Histórico//pharmacy_51;pharmacy;11.0;12.0;12.0;0.0;1330.0522132837168;110.83768444030973;6.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_3;Centro Histórico//pharmacy_51;pharmacy;10.0;10.0;10.0;0.0;3150.165699814687;315.0165699814687;2.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_3;Cidade Baixa//pharmacy_0;pharmacy;26.0;26.0;26.0;0.0;3206.9690432316474;123.34496320121721;5.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_3;Cidade Baixa//pharmacy_29;pharmacy;65.0;65.0;65.0;0.0;16777.62944410023;258.1173760630804;1.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_3;Cidade Baixa//pharmacy_5;pharmacy;71.0;74.0;74.0;0.0;14189.003769179157;191.7432941780967;5.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_3;Cidade Baixa//pharmacy_6;pharmacy;15.0;16.0;16.0;0.0;604.3657836287092;37.772861476794326;2.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_4;Centro Histórico//pharmacy_51;pharmacy;11.0;12.0;12.0;0.0;3171.5950774206462;264.29958978505385;4.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_4;Centro Histórico//pharmacy_93;pharmacy;139.0;189.0;189.0;0.0;41961.51515881154;222.01859872387058;6.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_4;Cidade Baixa//pharmacy_2;pharmacy;26.0;33.0;33.0;0.0;5521.912931922464;167.33069490674134;4.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_4;Cidade Baixa//pharmacy_6;pharmacy;16.0;20.0;20.0;0.0;2649.1884901973485;132.45942450986743;4.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_5;Cidade Baixa//pharmacy_27;pharmacy;9.0;9.0;9.0;0.0;1362.0092114155934;151.33435682395483;1.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_5;Cidade Baixa//pharmacy_29;pharmacy;55.0;55.0;55.0;0.0;7033.904168664211;127.88916670298566;2.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_6;Cidade Baixa//pharmacy_0;pharmacy;26.0;26.0;26.0;0.0;2265.562134225073;87.1370051625028;6.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_6;Cidade Baixa//pharmacy_25;pharmacy;10.0;10.0;10.0;0.0;3273.3907205329256;327.33907205329257;5.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_6;Cidade Baixa//pharmacy_29;pharmacy;64.0;64.0;64.0;0.0;18711.700810387127;292.37032516229885;3.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_6;Cidade Baixa//pharmacy_5;pharmacy;25.0;25.0;25.0;0.0;5389.939924205865;215.5975969682346;7.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_6;Cidade Baixa//pharmacy_7;pharmacy;39.0;39.0;39.0;0.0;8204.92375545679;210.38266039632794;6.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_7;Cidade Baixa//pharmacy_25;pharmacy;104.0;124.0;124.0;0.0;15334.218581660367;123.66305307790618;6.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_8;Cidade Baixa//pharmacy_25;pharmacy;36.0;36.0;36.0;0.0;8665.011179495728;240.69475498599246;7.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_8;Cidade Baixa//pharmacy_5;pharmacy;12.0;12.0;12.0;0.0;2528.4324463830058;210.70270386525047;8.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_8;Cidade Baixa//pharmacy_7;pharmacy;41.0;41.0;41.0;0.0;4816.222299252664;117.46883656713814;9.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_9;Cidade Baixa//pharmacy_11;pharmacy;54.0;58.0;58.0;0.0;1952.1303588209423;33.65741997967142;5.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_9;Cidade Baixa//pharmacy_20;pharmacy;91.0;93.0;93.0;0.0;14796.097383412476;159.09782132701588;4.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_9;Cidade Baixa//pharmacy_25;pharmacy;11.0;11.0;11.0;0.0;2203.5055921293665;200.31869019357876;8.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//pharmacy_9;Cidade Baixa//pharmacy_7;pharmacy;18.0;23.0;23.0;0.0;2883.579247329944;125.37301075347582;11.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//restaurant_0;Cidade Baixa//restaurant_1;restaurant;28.0;151.0;151.0;0.0;36565.98353628735;242.15883136614138;9.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//restaurant_0;Cidade Baixa//restaurant_10;restaurant;10.0;63.0;63.0;0.0;12667.757809503113;201.0755207857637;9.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//restaurant_0;Cidade Baixa//restaurant_11;restaurant;110.0;666.0;666.0;0.0;221652.8101396267;332.8120272366767;18.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//restaurant_0;Cidade Baixa//restaurant_12;restaurant;25.0;126.0;126.0;0.0;33683.866200168144;267.3322714299059;9.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//restaurant_0;Cidade Baixa//restaurant_14;restaurant;10.0;63.0;63.0;0.0;27258.234363139945;432.6703867165071;9.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//restaurant_1;Centro Histórico//restaurant_93;restaurant;43.0;230.0;230.0;0.0;110342.97422060532;479.7520618287188;14.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//restaurant_1;Cidade Baixa//restaurant_25;restaurant;10.0;66.0;66.0;0.0;32227.53170997945;488.2959349996886;9.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//restaurant_1;Cidade Baixa//restaurant_6;restaurant;92.0;612.0;612.0;0.0;253842.9745833284;414.77610226034056;19.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//restaurant_10;Cidade Baixa//restaurant_11;restaurant;110.0;565.0;565.0;0.0;84753.15915542617;150.00559142553305;46.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//restaurant_10;Cidade Baixa//restaurant_12;restaurant;53.0;231.0;231.0;0.0;25283.523531499704;109.45248282034504;16.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//restaurant_10;Cidade Baixa//restaurant_21;restaurant;10.0;52.0;52.0;0.0;12218.213023040524;234.9656350584716;13.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//restaurant_11;Cidade Baixa//restaurant_21;restaurant;10.0;27.0;27.0;0.0;4296.773587029234;159.1397624825642;17.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//restaurant_12;Cidade Baixa//restaurant_11;restaurant;110.0;619.0;619.0;0.0;44518.97472163636;71.9207992271993;71.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//restaurant_12;Cidade Baixa//restaurant_14;restaurant;10.0;57.0;57.0;0.0;12216.479944149793;214.3242095464876;17.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//restaurant_13;Cidade Baixa//restaurant_14;restaurant;53.0;155.0;155.0;0.0;13154.33931717709;84.86670527211025;22.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//restaurant_2;Centro Histórico//restaurant_93;restaurant;43.0;215.0;215.0;0.0;66433.68509926899;308.99388418264647;21.0
13_levy_off_flood_both_reroute;False;0;Cidade Baixa//restaurant_2;Cidade Baixa//restaurant_25;restaurant;10.0;62.0;62.0;0.0;21747.081335258288;350.7593763751337;17.0
