;Cycle;Origin;Destination;Total;age: [children];age: [adults];age: [elders];occupation: [student];occupation: [worker]
73;0;Floresta;Moinhos de Vento;2264;350;794;446;724;1540
74;0;Floresta;Praia de Belas;8822;1205;3861;1889;1482;5713
75;0;Floresta;Rio Branco;1510;346;336;114;1058;452
76;0;Floresta;Santa Cecília;231;0;114;63;0;231
77;0;Floresta;Santana;1461;345;408;150;877;584
78;0;Independência;Azenha;500;48;185;121;98;402
79;0;Independência;Bom Fim;2255;50;917;575;219;2036
80;0;Independência;Centro Histórico;2825;199;1132;557;629;2196
81;0;Independência;Cidade Baixa;1814;148;527;341;628;1186
82;0;Independência;Farroupilha;400;50;163;113;50;350
83;0;Independência;Floresta;1599;299;490;205;863;736
84;0;Independência;Independência;3318;200;1273;913;494;2824
85;0;Independência;Menino Deus;945;100;444;220;198;747
86;0;Independência;Moinhos de Vento;1082;50;410;294;258;824
87;0;Independência;Praia de Belas;5207;872;2071;1272;1507;1776
88;0;Independência;Rio Branco;2627;196;1084;575;577;2050
89;0;Independência;Santa Cecília;662;150;166;89;350;312
90;0;Independência;Santana;1582;98;663;369;246;1336
91;0;Menino Deus;Azenha;3191;544;1043;523;1299;1892
92;0;Menino Deus;Bom Fim;1201;49;444;262;296;905
93;0;Menino Deus;Centro Histórico;2272;197;862;424;579;1693
94;0;Menino Deus;Cidade Baixa;3198;398;1261;620;847;2351
95;0;Menino Deus;Farroupilha;3848;200;1807;972;398;3450
96;0;Menino Deus;Floresta;978;98;403;210;198;780
97;0;Menino Deus;Independência;775;97;363;169;196;579
98;0;Menino Deus;Menino Deus;12070;1677;4027;2123;4491;7579
99;0;Menino Deus;Moinhos de Vento;1426;448;352;190;784;642
100;0;Menino Deus;Praia de Belas;21352;3681;9212;4866;4749;11137
101;0;Menino Deus;Rio Branco;1811;100;777;451;286;1525
102;0;Menino Deus;Santa Cecília;2038;0;1069;576;0;2038
103;0;Menino Deus;Santana;1598;444;374;178;924;674
104;0;Moinhos de Vento;Azenha;336;0;120;73;100;236
105;0;Moinhos de Vento;Bom Fim;1210;200;286;209;600;610
106;0;Moinhos de Vento;Centro Histórico;1228;200;446;233;400;828
107;0;Moinhos de Vento;Cidade Baixa;840;150;312;177;300;540
108;0;Moinhos de Vento;Farroupilha;400;100;97;75;200;200
109;0;Moinhos de Vento;Floresta;1702;350;474;295;750;952
110;0;Moinhos de Vento;Independência;1007;50;372;260;300;707
111;0;Moinhos de Vento;Menino Deus;1460;450;352;202;800;660
112;0;Moinhos de Vento;Moinhos de Vento;4582;200;1788;1397;900;3682
113;0;Moinhos de Vento;Praia de Belas;4427;100;2167;1363;100;4327
114;0;Moinhos de Vento;Rio Branco;2033;400;483;271;1200;833
115;0;Moinhos de Vento;Santa Cecília;559;100;146;122;250;309
116;0;Moinhos de Vento;Santana;616;250;52;41;500;116
117;0;Praia de Belas;Azenha;12852;2577;5150;2420;3227;6351
118;0;Praia de Belas;Bom Fim;9129;1255;3753;2108;1873;4647
119;0;Praia de Belas;Centro Histórico;15252;1379;7059;3223;2318;10195
120;0;Praia de Belas;Cidade Baixa;5125;66;2373;1090;685;4440
121;0;Praia de Belas;Farroupilha;2055;52;1079;504;65;1990
122;0;Praia de Belas;Floresta;7428;1189;3266;1618;1286;4515
123;0;Praia de Belas;Independência;7056;870;2879;1855;1421;3711
124;0;Praia de Belas;Menino Deus;23909;3669;10570;5589;4718;13725
125;0;Praia de Belas;Moinhos de Vento;3611;107;1651;1224;217;3394
126;0;Praia de Belas;Praia de Belas;11504;1075;5489;2767;706;9716
127;0;Praia de Belas;Rio Branco;9684;1393;4424;2288;1666;5780
128;0;Praia de Belas;Santa Cecília;2565;103;1327;632;210;2355
129;0;Praia de Belas;Santana;5506;99;2619;1391;532;4974
130;0;Rio Branco;Azenha;1118;150;369;156;450;668
131;0;Rio Branco;Bom Fim;4162;100;1900;962;650;3512
132;0;Rio Branco;Centro Histórico;1132;200;422;183;450;682
133;0;Rio Branco;Cidade Baixa;1312;100;568;294;200;1112
134;0;Rio Branco;Farroupilha;1350;400;357;165;800;550
135;0;Rio Branco;Floresta;1712;350;422;157;1100;612
136;0;Rio Branco;Independência;2608;200;1067;563;600;2008
137;0;Rio Branco;Menino Deus;1965;100;854;484;300;1665
138;0;Rio Branco;Moinhos de Vento;2408;400;683;378;1200;1208
139;0;Rio Branco;Praia de Belas;6044;1376;2568;1298;1528;2278
140;0;Rio Branco;Rio Branco;2717;300;1020;434;1100;1617
141;0;Rio Branco;Santa Cecília;1754;200;673;366;500;1254
142;0;Rio Branco;Santana;1462;100;636;288;350;1112
143;0;Santa Cecília;Azenha;561;0;236;133;98;463
144;0;Santa Cecília;Bom Fim;1553;50;702;348;196;1357
145;0;Santa Cecília;Centro Histórico;1325;148;468;185;580;745
146;0;Santa Cecília;Cidade Baixa;685;100;280;152;146;539
147;0;Santa Cecília;Farroupilha;263;100;8;5;250;13
148;0;Santa Cecília;Floresta;170;0;83;47;0;170
149;0;Santa Cecília;Independência;583;147;147;79;315;268
150;0;Santa Cecília;Menino Deus;1082;0;564;299;0;1082
151;0;Santa Cecília;Moinhos de Vento;379;97;64;53;245;134
152;0;Santa Cecília;Praia de Belas;5304;127;2628;1349;365;4939
153;0;Santa Cecília;Rio Branco;1094;194;338;185;475;619
154;0;Santa Cecília;Santa Cecília;2165;100;848;420;565;1600
155;0;Santa Cecília;Santana;1636;387;397;190;915;721
156;0;Santana;Azenha;3434;498;1014;470;1750;1684
157;0;Santana;Bom Fim;1120;250;269;128;749;371
158;0;Santana;Centro Histórico;1392;250;444;159;722;670
159;0;Santana;Cidade Baixa;715;50;283;159;150;565
160;0;Santana;Farroupilha;1099;449;112;63;899;200
161;0;Santana;Floresta;1729;348;556;232;867;862
162;0;Santana;Independência;1447;100;613;332;238;1209
163;0;Santana;Menino Deus;1542;444;344;175;920;622
164;0;Santana;Moinhos de Vento;626;250;70;48;486;140
165;0;Santana;Praia de Belas;5946;80;2833;1463;553;5393
166;0;Santana;Rio Branco;1281;100;552;240;332;949
167;0;Santana;Santa Cecília;2082;398;575;282;998;1084
168;0;Santana;Santana;9887;1183;3479;1631;3836;6051
