code,table_group,scenario,experiment,repetition,status,detail,runtime_seconds,runtime_seconds_per_cycle,peak_working_set_mib,max_blob_count,commit_sha
F07,disruption,stage6_94_levy_v2_flood_all,popular_times_v2/stage6/94_levy_v2_flood_all,1,complete,all controlled performance artifacts are complete,4688.267472399981,83.71906200714251,1623.89453125,50313,48b2e244f7329c368e46d286002bbc4de7bd81a3
F07,disruption,stage6_94_levy_v2_flood_all,popular_times_v2/stage6/94_levy_v2_flood_all,2,complete,all controlled performance artifacts are complete,4716.224935000006,84.21830241071439,1794.81640625,50388,48b2e244f7329c368e46d286002bbc4de7bd81a3
F07,disruption,stage6_94_levy_v2_flood_all,popular_times_v2/stage6/94_levy_v2_flood_all,3,complete,all controlled performance artifacts are complete,4690.087551000004,83.75156341071435,1499.546875,50294,48b2e244f7329c368e46d286002bbc4de7bd81a3
F07,disruption,stage6_94_levy_v2_flood_all,popular_times_v2/stage6/94_levy_v2_flood_all,4,complete,all controlled performance artifacts are complete,4712.30352419999,84.14827721785696,1743.3671875,50285,48b2e244f7329c368e46d286002bbc4de7bd81a3
F08,disruption,stage6_94_levy_v2_flood_all_pt_reroute,popular_times_v2/stage6/94_levy_v2_flood_all_pt_reroute,0,complete,all controlled performance artifacts are complete,5181.659988800064,92.529642657144,1853.6171875,50090,48b2e244f7329c368e46d286002bbc4de7bd81a3
F08,disruption,stage6_94_levy_v2_flood_all_pt_reroute,popular_times_v2/stage6/94_levy_v2_flood_all_pt_reroute,1,complete,all controlled performance artifacts are complete,5209.694006799953,93.03025012142773,1911.96484375,50375,48b2e244f7329c368e46d286002bbc4de7bd81a3
F08,disruption,stage6_94_levy_v2_flood_all_pt_reroute,popular_times_v2/stage6/94_levy_v2_flood_all_pt_reroute,2,complete,all controlled performance artifacts are complete,5178.348412500054,92.4705073660724,1713.34375,50346,48b2e244f7329c368e46d286002bbc4de7bd81a3
F08,disruption,stage6_94_levy_v2_flood_all_pt_reroute,popular_times_v2/stage6/94_levy_v2_flood_all_pt_reroute,3,complete,all controlled performance artifacts are complete,5165.947211299965,92.24905734464222,1617.56640625,50265,48b2e244f7329c368e46d286002bbc4de7bd81a3
F08,disruption,stage6_94_levy_v2_flood_all_pt_reroute,popular_times_v2/stage6/94_levy_v2_flood_all_pt_reroute,4,complete,all controlled performance artifacts are complete,5207.706587799999,92.99476049642855,2073.1875,50296,48b2e244f7329c368e46d286002bbc4de7bd81a3
S01,shelter,v3_reference,shelter_tests/census_5m30_shelters_v3_daily_1%_test,0,complete,all controlled performance artifacts are complete,202.4817553999601,14.462982528568578,511.12890625,3276,48b2e244f7329c368e46d286002bbc4de7bd81a3
S01,shelter,v3_reference,shelter_tests/census_5m30_shelters_v3_daily_1%_test,1,complete,all controlled performance artifacts are complete,203.51051280007232,14.536465200005166,510.83203125,3314,48b2e244f7329c368e46d286002bbc4de7bd81a3
S01,shelter,v3_reference,shelter_tests/census_5m30_shelters_v3_daily_1%_test,2,complete,all controlled performance artifacts are complete,196.82860739994794,14.059186242853425,511.046875,3308,48b2e244f7329c368e46d286002bbc4de7bd81a3
S01,shelter,v3_reference,shelter_tests/census_5m30_shelters_v3_daily_1%_test,3,complete,all controlled performance artifacts are complete,195.35219469992444,13.953728192851745,511.0859375,3295,48b2e244f7329c368e46d286002bbc4de7bd81a3
S01,shelter,v3_reference,shelter_tests/census_5m30_shelters_v3_daily_1%_test,4,complete,all controlled performance artifacts are complete,186.56886690005194,13.326347635717996,510.39453125,3282,48b2e244f7329c368e46d286002bbc4de7bd81a3
S02,shelter,v3_reference_reallocate,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,0,complete,all controlled performance artifacts are complete,208.37111770000774,14.883651264286268,512.80859375,3315,48b2e244f7329c368e46d286002bbc4de7bd81a3
S02,shelter,v3_reference_reallocate,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,1,complete,all controlled performance artifacts are complete,206.6246375000337,14.758902678573836,513.84765625,3331,48b2e244f7329c368e46d286002bbc4de7bd81a3
S02,shelter,v3_reference_reallocate,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,2,complete,all controlled performance artifacts are complete,201.97053310007323,14.42646665000523,514.1015625,3381,48b2e244f7329c368e46d286002bbc4de7bd81a3
S02,shelter,v3_reference_reallocate,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,3,complete,all controlled performance artifacts are complete,211.52541269990616,15.108958049993296,513.69921875,3387,48b2e244f7329c368e46d286002bbc4de7bd81a3
S02,shelter,v3_reference_reallocate,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,4,complete,all controlled performance artifacts are complete,202.8356140999822,14.488258149998728,514.21484375,3353,48b2e244f7329c368e46d286002bbc4de7bd81a3
S03,shelter,capacity_0.5x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,0,complete,all controlled performance artifacts are complete,195.2496215000283,13.946401535716307,512.91796875,2972,48b2e244f7329c368e46d286002bbc4de7bd81a3
S03,shelter,capacity_0.5x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,1,complete,all controlled performance artifacts are complete,202.30042270000558,14.450030192857541,512.6796875,2973,48b2e244f7329c368e46d286002bbc4de7bd81a3
S03,shelter,capacity_0.5x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,2,complete,all controlled performance artifacts are complete,198.33297629992012,14.166641164280009,513.30859375,3029,48b2e244f7329c368e46d286002bbc4de7bd81a3
S03,shelter,capacity_0.5x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,3,complete,all controlled performance artifacts are complete,197.08212110004388,14.077294364288848,510.5859375,3006,48b2e244f7329c368e46d286002bbc4de7bd81a3
S03,shelter,capacity_0.5x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,4,complete,all controlled performance artifacts are complete,194.0996159000788,13.864258278577056,508.5703125,3001,48b2e244f7329c368e46d286002bbc4de7bd81a3
S04,shelter,capacity_2x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,0,complete,all controlled performance artifacts are complete,227.8190281999996,16.272787728571398,516.5546875,4462,48b2e244f7329c368e46d286002bbc4de7bd81a3
S04,shelter,capacity_2x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,1,complete,all controlled performance artifacts are complete,228.43134389992338,16.31652456428024,517.9921875,4438,48b2e244f7329c368e46d286002bbc4de7bd81a3
S04,shelter,capacity_2x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,2,complete,all controlled performance artifacts are complete,219.205697300029,15.657549807144928,517.7109375,4426,48b2e244f7329c368e46d286002bbc4de7bd81a3
S04,shelter,capacity_2x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,3,complete,all controlled performance artifacts are complete,227.11212820000947,16.22229487142925,519.29296875,4500,48b2e244f7329c368e46d286002bbc4de7bd81a3
S04,shelter,capacity_2x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,4,complete,all controlled performance artifacts are complete,219.87475299998187,15.705339499998704,517.859375,4416,48b2e244f7329c368e46d286002bbc4de7bd81a3
S05,shelter,capacity_5x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,0,complete,all controlled performance artifacts are complete,196.27585750003345,14.019704107145246,514.30859375,3558,48b2e244f7329c368e46d286002bbc4de7bd81a3
S05,shelter,capacity_5x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,1,complete,all controlled performance artifacts are complete,202.35994770005345,14.454281978575247,513.2109375,3575,48b2e244f7329c368e46d286002bbc4de7bd81a3
S05,shelter,capacity_5x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,2,complete,all controlled performance artifacts are complete,191.58331379992887,13.684522414280634,513.39453125,3564,48b2e244f7329c368e46d286002bbc4de7bd81a3
S05,shelter,capacity_5x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,3,complete,all controlled performance artifacts are complete,184.5584256000584,13.182744685718458,514.0859375,3557,48b2e244f7329c368e46d286002bbc4de7bd81a3
S05,shelter,capacity_5x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,4,complete,all controlled performance artifacts are complete,190.12515130010433,13.580367950007453,513.21484375,3572,48b2e244f7329c368e46d286002bbc4de7bd81a3
S06,shelter,capacity_15x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,0,complete,all controlled performance artifacts are complete,181.90128589991946,12.99294899285139,512.171875,3537,48b2e244f7329c368e46d286002bbc4de7bd81a3
S06,shelter,capacity_15x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,1,complete,all controlled performance artifacts are complete,185.22668150009122,13.230477250006516,512.71484375,3540,48b2e244f7329c368e46d286002bbc4de7bd81a3
S06,shelter,capacity_15x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,2,complete,all controlled performance artifacts are complete,176.33932799997274,12.595666285712339,511.9453125,3562,48b2e244f7329c368e46d286002bbc4de7bd81a3
S06,shelter,capacity_15x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,3,complete,all controlled performance artifacts are complete,176.79356110002846,12.62811150714489,510.2265625,3543,48b2e244f7329c368e46d286002bbc4de7bd81a3
S06,shelter,capacity_15x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,4,complete,all controlled performance artifacts are complete,178.59986560000107,12.757133257142934,513.62109375,3551,48b2e244f7329c368e46d286002bbc4de7bd81a3
S07,shelter,response_0.005,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,0,complete,all controlled performance artifacts are complete,118.9580557999434,8.497003985710242,496.85546875,2836,48b2e244f7329c368e46d286002bbc4de7bd81a3
S07,shelter,response_0.005,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,1,complete,all controlled performance artifacts are complete,119.53656480007339,8.5383260571481,497.74609375,2844,48b2e244f7329c368e46d286002bbc4de7bd81a3
S07,shelter,response_0.005,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,2,complete,all controlled performance artifacts are complete,118.60880669998005,8.472057621427146,497.26953125,2889,48b2e244f7329c368e46d286002bbc4de7bd81a3
S07,shelter,response_0.005,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,3,complete,all controlled performance artifacts are complete,118.54892649990506,8.467780464278933,498.25,2869,48b2e244f7329c368e46d286002bbc4de7bd81a3
S07,shelter,response_0.005,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,4,complete,all controlled performance artifacts are complete,119.8102337999735,8.55787384285525,498.42578125,2865,48b2e244f7329c368e46d286002bbc4de7bd81a3
S08,shelter,response_0.02,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,0,complete,all controlled performance artifacts are complete,467.4213665999705,33.387240471426466,544.80859375,3694,48b2e244f7329c368e46d286002bbc4de7bd81a3
S08,shelter,response_0.02,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,1,complete,all controlled performance artifacts are complete,470.6299762999406,33.61642687856719,545.1953125,3627,48b2e244f7329c368e46d286002bbc4de7bd81a3
S08,shelter,response_0.02,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,2,complete,all controlled performance artifacts are complete,477.40507550002076,34.10036253571577,545.41015625,3665,48b2e244f7329c368e46d286002bbc4de7bd81a3
S08,shelter,response_0.02,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,3,complete,all controlled performance artifacts are complete,463.55659060005564,33.111185042861116,545.30078125,3657,48b2e244f7329c368e46d286002bbc4de7bd81a3
S08,shelter,response_0.02,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,4,complete,all controlled performance artifacts are complete,464.56991680001374,33.18356548571527,545.703125,3671,48b2e244f7329c368e46d286002bbc4de7bd81a3
S09,shelter,response_0.05,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,0,complete,all controlled performance artifacts are complete,1142.5995983999455,81.61425702856754,641.46875,3841,48b2e244f7329c368e46d286002bbc4de7bd81a3
S09,shelter,response_0.05,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,1,complete,all controlled performance artifacts are complete,1164.0734345000237,83.1481024642874,636.2578125,3853,48b2e244f7329c368e46d286002bbc4de7bd81a3
S09,shelter,response_0.05,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,2,complete,all controlled performance artifacts are complete,1149.660785599961,82.11862754285436,642.41015625,3847,48b2e244f7329c368e46d286002bbc4de7bd81a3
S09,shelter,response_0.05,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,3,complete,all controlled performance artifacts are complete,1160.307585499948,82.87911324999628,641.5703125,3803,48b2e244f7329c368e46d286002bbc4de7bd81a3
S09,shelter,response_0.05,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,4,complete,all controlled performance artifacts are complete,1156.1363273999887,82.58116624285633,642.7109375,3788,48b2e244f7329c368e46d286002bbc4de7bd81a3
S10,shelter,demand_0.25x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,0,complete,all controlled performance artifacts are complete,75.46866420004517,5.390618871431798,487.5078125,2146,48b2e244f7329c368e46d286002bbc4de7bd81a3
S10,shelter,demand_0.25x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,1,complete,all controlled performance artifacts are complete,76.88072069990449,5.491480049993178,487.77734375,2192,48b2e244f7329c368e46d286002bbc4de7bd81a3
S10,shelter,demand_0.25x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,2,complete,all controlled performance artifacts are complete,76.17579090001527,5.441127921429662,487.44140625,2167,48b2e244f7329c368e46d286002bbc4de7bd81a3
S10,shelter,demand_0.25x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,3,complete,all controlled performance artifacts are complete,76.41252469993196,5.458037478566569,487.73046875,2194,48b2e244f7329c368e46d286002bbc4de7bd81a3
S10,shelter,demand_0.25x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,4,complete,all controlled performance artifacts are complete,75.8069106999319,5.414779335709421,487.4453125,2158,48b2e244f7329c368e46d286002bbc4de7bd81a3
S11,shelter,demand_0.5x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,0,complete,all controlled performance artifacts are complete,121.03872179996688,8.64562298571192,495.5859375,2777,48b2e244f7329c368e46d286002bbc4de7bd81a3
S11,shelter,demand_0.5x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,1,complete,all controlled performance artifacts are complete,121.1388227000134,8.652773050000958,495.42578125,2724,48b2e244f7329c368e46d286002bbc4de7bd81a3
S11,shelter,demand_0.5x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,2,complete,all controlled performance artifacts are complete,119.53261609992478,8.538044007137485,496.3046875,2724,48b2e244f7329c368e46d286002bbc4de7bd81a3
S11,shelter,demand_0.5x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,3,complete,all controlled performance artifacts are complete,118.61052720004227,8.472180514288734,495.51171875,2732,48b2e244f7329c368e46d286002bbc4de7bd81a3
S11,shelter,demand_0.5x,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,4,complete,all controlled performance artifacts are complete,119.15864229993895,8.511331592852782,495.80859375,2735,48b2e244f7329c368e46d286002bbc4de7bd81a3
S12,shelter,failure_largest_with_reallocation,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,0,complete,all controlled performance artifacts are complete,215.22083849995397,15.372917035710998,513.4375,3298,48b2e244f7329c368e46d286002bbc4de7bd81a3
S12,shelter,failure_largest_with_reallocation,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,1,complete,all controlled performance artifacts are complete,205.97748340002727,14.712677385716233,513.7265625,3319,48b2e244f7329c368e46d286002bbc4de7bd81a3
S12,shelter,failure_largest_with_reallocation,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,2,complete,all controlled performance artifacts are complete,199.04433239996433,14.217452314283166,513.84765625,3344,48b2e244f7329c368e46d286002bbc4de7bd81a3
S12,shelter,failure_largest_with_reallocation,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,3,complete,all controlled performance artifacts are complete,200.74768639996182,14.33912045714013,513.79296875,3324,48b2e244f7329c368e46d286002bbc4de7bd81a3
S12,shelter,failure_largest_with_reallocation,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,4,complete,all controlled performance artifacts are complete,197.04081450006925,14.074343892862089,513.8046875,3300,48b2e244f7329c368e46d286002bbc4de7bd81a3
S13,shelter,failure_top_10_percent_capacity_with_reallocation,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,0,complete,all controlled performance artifacts are complete,200.42739369999617,14.316242407142584,512.6640625,3151,48b2e244f7329c368e46d286002bbc4de7bd81a3
S13,shelter,failure_top_10_percent_capacity_with_reallocation,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,1,complete,all controlled performance artifacts are complete,197.09224230004475,14.078017307146053,512.97265625,3147,48b2e244f7329c368e46d286002bbc4de7bd81a3
S13,shelter,failure_top_10_percent_capacity_with_reallocation,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,2,complete,all controlled performance artifacts are complete,199.2169309000019,14.229780778571564,512.8671875,3129,48b2e244f7329c368e46d286002bbc4de7bd81a3
S13,shelter,failure_top_10_percent_capacity_with_reallocation,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,3,complete,all controlled performance artifacts are complete,192.56943829997908,13.754959878569935,513.0859375,3180,48b2e244f7329c368e46d286002bbc4de7bd81a3
S13,shelter,failure_top_10_percent_capacity_with_reallocation,shelter_tests/census_5m30_shelters_v3_daily_1%_reallocate_test,4,complete,all controlled performance artifacts are complete,195.65237539994996,13.975169671424997,512.72265625,3137,48b2e244f7329c368e46d286002bbc4de7bd81a3
D01,dialysis,K01_ReducedModerate,dialysis_core/K01_ReducedModerate,0,complete,all controlled performance artifacts are complete,5.277232399908826,0.5277232399908826,459.58203125,477,48b2e244f7329c368e46d286002bbc4de7bd81a3
D01,dialysis,K01_ReducedModerate,dialysis_core/K01_ReducedModerate,1,complete,all controlled performance artifacts are complete,5.202829400077462,0.5202829400077462,459.28125,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
D01,dialysis,K01_ReducedModerate,dialysis_core/K01_ReducedModerate,2,complete,all controlled performance artifacts are complete,5.21979610004928,0.521979610004928,459.86328125,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
D01,dialysis,K01_ReducedModerate,dialysis_core/K01_ReducedModerate,3,complete,all controlled performance artifacts are complete,5.283299200003967,0.5283299200003967,459.7265625,477,48b2e244f7329c368e46d286002bbc4de7bd81a3
D01,dialysis,K01_ReducedModerate,dialysis_core/K01_ReducedModerate,4,complete,all controlled performance artifacts are complete,5.350449999910779,0.5350449999910779,459.81640625,477,48b2e244f7329c368e46d286002bbc4de7bd81a3
D02,dialysis,K02_MoinhosNoRecovery,dialysis_core/K02_MoinhosNoRecovery,0,complete,all controlled performance artifacts are complete,5.3457975999917835,0.5345797599991784,458.35546875,533,48b2e244f7329c368e46d286002bbc4de7bd81a3
D02,dialysis,K02_MoinhosNoRecovery,dialysis_core/K02_MoinhosNoRecovery,1,complete,all controlled performance artifacts are complete,5.092348900041543,0.5092348900041543,457.72265625,527,48b2e244f7329c368e46d286002bbc4de7bd81a3
D02,dialysis,K02_MoinhosNoRecovery,dialysis_core/K02_MoinhosNoRecovery,2,complete,all controlled performance artifacts are complete,5.011632699985057,0.5011632699985057,458.359375,530,48b2e244f7329c368e46d286002bbc4de7bd81a3
D02,dialysis,K02_MoinhosNoRecovery,dialysis_core/K02_MoinhosNoRecovery,3,complete,all controlled performance artifacts are complete,5.159312100033276,0.5159312100033275,457.3125,521,48b2e244f7329c368e46d286002bbc4de7bd81a3
D02,dialysis,K02_MoinhosNoRecovery,dialysis_core/K02_MoinhosNoRecovery,4,complete,all controlled performance artifacts are complete,5.403639899916016,0.5403639899916015,457.50390625,528,48b2e244f7329c368e46d286002bbc4de7bd81a3
D03,dialysis,K03_MoinhosFastRecovery,dialysis_core/K03_MoinhosFastRecovery,0,complete,all controlled performance artifacts are complete,5.261837600031868,0.5261837600031868,460.3125,478,48b2e244f7329c368e46d286002bbc4de7bd81a3
D03,dialysis,K03_MoinhosFastRecovery,dialysis_core/K03_MoinhosFastRecovery,1,complete,all controlled performance artifacts are complete,5.166913500055671,0.5166913500055671,460.41796875,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
D03,dialysis,K03_MoinhosFastRecovery,dialysis_core/K03_MoinhosFastRecovery,2,complete,all controlled performance artifacts are complete,5.088087399955839,0.5088087399955838,460.421875,477,48b2e244f7329c368e46d286002bbc4de7bd81a3
D03,dialysis,K03_MoinhosFastRecovery,dialysis_core/K03_MoinhosFastRecovery,3,complete,all controlled performance artifacts are complete,5.285140399937518,0.5285140399937518,460.1484375,477,48b2e244f7329c368e46d286002bbc4de7bd81a3
D03,dialysis,K03_MoinhosFastRecovery,dialysis_core/K03_MoinhosFastRecovery,4,complete,all controlled performance artifacts are complete,5.194950900040567,0.5194950900040567,460.171875,477,48b2e244f7329c368e46d286002bbc4de7bd81a3
D04,dialysis,K04_HistoricalClinicFlood,dialysis_core/K04_HistoricalClinicFlood,0,complete,all controlled performance artifacts are complete,5.458244999987073,0.5458244999987073,459.94921875,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
D04,dialysis,K04_HistoricalClinicFlood,dialysis_core/K04_HistoricalClinicFlood,1,complete,all controlled performance artifacts are complete,5.331301799975336,0.5331301799975335,458.5390625,475,48b2e244f7329c368e46d286002bbc4de7bd81a3
D04,dialysis,K04_HistoricalClinicFlood,dialysis_core/K04_HistoricalClinicFlood,2,complete,all controlled performance artifacts are complete,5.242866900051013,0.5242866900051013,458.3046875,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
D04,dialysis,K04_HistoricalClinicFlood,dialysis_core/K04_HistoricalClinicFlood,3,complete,all controlled performance artifacts are complete,5.329171000048518,0.5329171000048518,457.98046875,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
D04,dialysis,K04_HistoricalClinicFlood,dialysis_core/K04_HistoricalClinicFlood,4,complete,all controlled performance artifacts are complete,5.413404299993999,0.5413404299993999,458.9140625,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
D05,dialysis,K05_SyntheticETAFlood,dialysis_core/K05_SyntheticETAFlood,0,complete,all controlled performance artifacts are complete,5.2716745000798255,0.5271674500079826,455.03125,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
D05,dialysis,K05_SyntheticETAFlood,dialysis_core/K05_SyntheticETAFlood,1,complete,all controlled performance artifacts are complete,4.98506459989585,0.498506459989585,454.671875,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
D05,dialysis,K05_SyntheticETAFlood,dialysis_core/K05_SyntheticETAFlood,2,complete,all controlled performance artifacts are complete,5.000744999968447,0.5000744999968447,455.4921875,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
D05,dialysis,K05_SyntheticETAFlood,dialysis_core/K05_SyntheticETAFlood,3,complete,all controlled performance artifacts are complete,4.998767699929886,0.4998767699929886,455.96484375,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
D05,dialysis,K05_SyntheticETAFlood,dialysis_core/K05_SyntheticETAFlood,4,complete,all controlled performance artifacts are complete,5.034203399904072,0.5034203399904073,455.84375,477,48b2e244f7329c368e46d286002bbc4de7bd81a3
D06,dialysis,K06_CombinedMoinhosMenino,dialysis_core/K06_CombinedMoinhosMenino,0,complete,all controlled performance artifacts are complete,4.950678699999116,0.49506786999991165,455.75,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
D06,dialysis,K06_CombinedMoinhosMenino,dialysis_core/K06_CombinedMoinhosMenino,1,complete,all controlled performance artifacts are complete,4.887466800049879,0.4887466800049879,455.2734375,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
D06,dialysis,K06_CombinedMoinhosMenino,dialysis_core/K06_CombinedMoinhosMenino,2,complete,all controlled performance artifacts are complete,4.934111699927598,0.4934111699927598,455.32421875,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
D06,dialysis,K06_CombinedMoinhosMenino,dialysis_core/K06_CombinedMoinhosMenino,3,complete,all controlled performance artifacts are complete,4.9531360999681056,0.49531360999681057,456.015625,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
D06,dialysis,K06_CombinedMoinhosMenino,dialysis_core/K06_CombinedMoinhosMenino,4,complete,all controlled performance artifacts are complete,4.882457599975169,0.48824575999751685,455.375,477,48b2e244f7329c368e46d286002bbc4de7bd81a3
D07,dialysis,K07_ReducedAboveCapacity,dialysis_core/K07_ReducedAboveCapacity,0,complete,all controlled performance artifacts are complete,5.996717300033197,0.5996717300033196,485.44140625,577,48b2e244f7329c368e46d286002bbc4de7bd81a3
D07,dialysis,K07_ReducedAboveCapacity,dialysis_core/K07_ReducedAboveCapacity,1,complete,all controlled performance artifacts are complete,5.747852899949066,0.5747852899949066,485.8359375,573,48b2e244f7329c368e46d286002bbc4de7bd81a3
D07,dialysis,K07_ReducedAboveCapacity,dialysis_core/K07_ReducedAboveCapacity,2,complete,all controlled performance artifacts are complete,5.785565799917094,0.5785565799917094,485.08984375,573,48b2e244f7329c368e46d286002bbc4de7bd81a3
D07,dialysis,K07_ReducedAboveCapacity,dialysis_core/K07_ReducedAboveCapacity,3,complete,all controlled performance artifacts are complete,5.833626199979335,0.5833626199979335,485.1796875,570,48b2e244f7329c368e46d286002bbc4de7bd81a3
D07,dialysis,K07_ReducedAboveCapacity,dialysis_core/K07_ReducedAboveCapacity,4,complete,all controlled performance artifacts are complete,5.686320399981923,0.5686320399981923,485.59765625,573,48b2e244f7329c368e46d286002bbc4de7bd81a3
D08,dialysis,K08_HighCapacityClinicFailure,dialysis_core/K08_HighCapacityClinicFailure,0,complete,all controlled performance artifacts are complete,5.364125599968247,0.5364125599968247,461.1953125,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
D08,dialysis,K08_HighCapacityClinicFailure,dialysis_core/K08_HighCapacityClinicFailure,1,complete,all controlled performance artifacts are complete,5.186556900036521,0.5186556900036521,461.01171875,479,48b2e244f7329c368e46d286002bbc4de7bd81a3
D08,dialysis,K08_HighCapacityClinicFailure,dialysis_core/K08_HighCapacityClinicFailure,2,complete,all controlled performance artifacts are complete,5.225875400006771,0.5225875400006771,461.140625,477,48b2e244f7329c368e46d286002bbc4de7bd81a3
D08,dialysis,K08_HighCapacityClinicFailure,dialysis_core/K08_HighCapacityClinicFailure,3,complete,all controlled performance artifacts are complete,5.242240399937145,0.5242240399937146,461.42578125,477,48b2e244f7329c368e46d286002bbc4de7bd81a3
D08,dialysis,K08_HighCapacityClinicFailure,dialysis_core/K08_HighCapacityClinicFailure,4,complete,all controlled performance artifacts are complete,5.144913699943572,0.5144913699943572,461.390625,477,48b2e244f7329c368e46d286002bbc4de7bd81a3
D09,dialysis,K09_MatchedLowCapacityFailures,dialysis_core/K09_MatchedLowCapacityFailures,0,complete,all controlled performance artifacts are complete,5.324873900040984,0.5324873900040984,458.2734375,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
D09,dialysis,K09_MatchedLowCapacityFailures,dialysis_core/K09_MatchedLowCapacityFailures,1,complete,all controlled performance artifacts are complete,5.015062099904753,0.5015062099904753,458.75,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
D09,dialysis,K09_MatchedLowCapacityFailures,dialysis_core/K09_MatchedLowCapacityFailures,2,complete,all controlled performance artifacts are complete,4.989484700025059,0.4989484700025059,458.0390625,476,48b2e244f7329c368e46d286002bbc4de7bd81a3
