Regions;Independência//hospital;Santa Cecília//marketplace;Menino Deus//work;Santana//school;Floresta//gas_station;Bom Fim//home;Cidade Baixa//marketplace;Santana//pharmacy;Farroupilha//marketplace;Farroupilha//gas_station;Independência//shopping_mall;Centro//gas_station;Moinhos de Vento//school;Centro//pharmacy;Moinhos de Vento//gas_station;Bom Fim//gas_station;Menino Deus//home;Independência//pharmacy;Santana//marketplace;Independência//school;Azenha//hospital;Moinhos de Vento//marketplace;Santa Cecília//gas_station;Independência//gas_station;Menino Deus//school;Menino Deus//pharmacy;Menino Deus//marketplace;Rio Branco//pharmacy;Moinhos de Vento//hospital;Centro//hospital;Moinhos de Vento//work;Cidade Baixa//work;Praia de Belas//stadium;Farroupilha//school;Bom Fim//pharmacy;Praia de Belas//school;Santa Cecília//work;Independência//work;Centro//marketplace;Cidade Baixa//pharmacy;Farroupilha//home;Independência//marketplace;Rio Branco//gas_station;Floresta//marketplace;Santa Cecília//home;Santana//home;Centro//school;Farroupilha//work;Bom Fim//school;Praia de Belas//gas_station;Rio Branco//work;Santa Cecília//pharmacy;Praia de Belas//home;Farroupilha//pharmacy;Praia de Belas//marketplace;Bom Fim//work;Menino Deus//hospital;Santana//hospital;Praia de Belas//work;Floresta//home;Cidade Baixa//gas_station;Moinhos de Vento//home;Azenha//school;Cidade Baixa//school;Floresta//school;Floresta//work;Farroupilha//hospital;Moinhos de Vento//pharmacy;Azenha//pharmacy;Floresta//pharmacy;Azenha//shopping_mall;Moinhos de Vento//shopping_mall;Centro//work;Santa Cecília//hospital;Santana//gas_station;Centro//home;Rio Branco//school;Independência//home;Centro//shopping_mall;Azenha//work;Rio Branco//home;Praia de Belas//pharmacy;Cidade Baixa//home;Azenha//home;Bom Fim//marketplace;Rio Branco//hospital;Azenha//marketplace;Menino Deus//gas_station;Praia de Belas//shopping_mall;Santana//work;Santa Cecília//school;Azenha//gas_station;Rio Branco//marketplace
Menino Deus//school;0.013332806193539529;0.011802141995069845;0.0025068571174930517;0.007601102131724145;0.016595152860729132;0.011060776423143487;0.00884924717580684;0.008226886318210062;0.011547503461148757;0.010750120861167797;0.015244832397132837;0.012061873168851246;0.017207539241330998;0.01344441571789718;0.018471172065971604;0.014918856256485218;0.0026725989169756313;0.014991774666674564;0.0090798330699855;0.012368705363961145;0.005800997313367368;0.018552265035918197;0.011166948291709434;0.012833675855207186;0.0;0.002290371719500478;0.0034678930812473553;0.015786901586235788;0.019137765333700495;0.014123353497856178;0.015898713900033085;0.0070838531554624435;0.002623064447536803;0.009395800530127656;0.01271476678896679;0.003359867707312289;0.011686597034110112;0.012416582689168542;0.009792449905018888;0.009526204712501655;0.009997512675979921;0.01197381551200486;0.015545432918958288;0.019980031757296225;0.011177894243737236;0.009435680120019685;0.01082746856105248;0.01162699911733869;0.010755513679189066;0.0021319582402593716;0.014725900033425606;0.01439037889847801;0.003084105790667089;0.009054956404601909;0.004792031493448464;0.013602104406051356;0.0020043386904268394;0.008366176912355756;0.005218412532112258;0.02010071498104575;0.008010234169009069;0.016231507104829707;0.0058929522768141635;0.008584894594467336;0.0197034524355211;0.019152605311284997;0.009738508579796298;0.019872943899600804;0.005984562405049898;0.018868877324306227;0.006360052097858489;0.018027791497071434;0.013553141654196948;0.012802804865292923;0.010590815328502668;0.009398150002216906;0.014846578896442102;0.014374790489302432;0.009746528538665537;0.00735865799263797;0.013815948032407552;0.005087832446947054;0.007009246725949859;0.004840917299857925;0.011881134596286633;0.013198143936033852;0.007220882212433925;0.0014395759336372947;0.0053754010420122055;0.00960184090745989;0.012713098328231389;0.005206002847780206;0.014326431271367446
Menino Deus//pharmacy;0.013167494464913932;0.012278064949602988;0.0031294341318954828;0.007373274682320414;0.017067124095151185;0.010620741563373904;0.007853974902934695;0.008459316353916673;0.011035594464190605;0.01008547996875401;0.01544281334481212;0.011922423695804785;0.017866885578264508;0.013524408811036694;0.01945094408079466;0.015154713913620744;0.0011866798548282676;0.015287995531811866;0.009617242185006213;0.012135141105544074;0.006111955399550401;0.019479511549341764;0.011882398583100525;0.012573453771255952;0.0027291193197331023;0.0;0.0029319123308542967;0.01664210930570502;0.020367455452282354;0.014223693002624242;0.016357876290117663;0.0057220034499178025;0.001267769115592839;0.008468004373639296;0.0124287907531334;0.0028370203879188984;0.011817108157520052;0.012097290155522739;0.009031728571846413;0.008732082059673161;0.009194183055502474;0.011557306750041626;0.016335875594030415;0.021090590466504577;0.011582573839287603;0.009176075612355587;0.01065661140108741;0.011140856141485817;0.010096103352695854;0.0031986633893143824;0.015135524001959447;0.015440152648115312;0.004739714774792633;0.008060473920210814;0.003903422098523437;0.01350932231341865;0.000506743073506506;0.008379445411652328;0.004168315526097586;0.021272872016639452;0.006977671037880395;0.01697974423502298;0.005072170380019635;0.007566508789104313;0.020757758838831093;0.020150412569358008;0.008904226963651604;0.021075649395238795;0.0063131465227449154;0.019839493024172015;0.006759331391019894;0.018924809619346485;0.013462149087875533;0.013865549212123032;0.010826088473125417;0.008574413063394312;0.01574620360734777;0.014483679054539476;0.009014710178297327;0.006784735653397884;0.014354474073287;0.004029077720312168;0.005717510281779789;0.0044694566370561;0.011576014536180955;0.013604149653280835;0.006811450019803981;0.001157420744811695;0.006612707125531779;0.009294930872101646;0.013562389096833338;0.004549756784588124;0.014676356262812629
Menino Deus//marketplace;0.013591356216565634;0.010355713175094705;0.0017975078645885844;0.005135817588732615;0.017444288796966988;0.010091075180726243;0.009108727492013583;0.005989167715252806;0.011508173882807655;0.01055334775187415;0.015963755276117833;0.014010030185697565;0.017833709099172868;0.015528933974819123;0.019171159081693315;0.014972794562443024;0.001838792426953906;0.014929055546025628;0.007126229429110705;0.011798787469964836;0.0033179066163552626;0.019454210574900058;0.009631891534264568;0.012976876255347249;0.004308997997303386;0.00305734903470954;0.0;0.015395749420428052;0.019781707116995062;0.015910316530036116;0.016070694909493564;0.006815118585071599;0.004366377137206462;0.009045886866858172;0.012875334810014917;0.006008413381677018;0.010293472348061536;0.01227726830274286;0.010552619139096279;0.010327867326414572;0.009572568995256981;0.011844427202773131;0.015107605228696148;0.02170050803949181;0.009580474429330148;0.007500321054035892;0.013105246210848362;0.011458904201261262;0.010491310708389353;0.006075017383259303;0.014302224119131747;0.013577279050759514;0.007637249168234776;0.008778260976888249;0.006866650331772113;0.013720228166660544;0.0034645870908269687;0.006094106384895673;0.0069461810320206345;0.021571040092850685;0.008789804509883021;0.016098909713420047;0.0031430345795158588;0.008991388249283506;0.021400882103923515;0.020366909372912075;0.009083125326733449;0.02101501184964748;0.0035301545400102663;0.01990434269178314;0.00399852293220695;0.01861940490881623;0.014742986545764567;0.011684734208158586;0.008851528487395862;0.010152338887254968;0.014150231188526811;0.014387774361386408;0.010681609320497503;0.0049176185142035984;0.012924985506015929;0.006828797008325201;0.007357413586483392;0.0017375530256327645;0.011143513784399138;0.012167829929744176;0.004677904305221512;0.0029069398028137967;0.00990150353777759;0.007753026763171021;0.011510709127386217;0.002180263496933075;0.013788577363790896
Rio Branco//pharmacy;0.009630743834077816;0.005603275754715156;0.016538553200181993;0.010137805386457479;0.009494664160550146;0.0073260214061856895;0.013404651666662111;0.010136153194904745;0.01024144862893058;0.010503435944695518;0.010037520459846237;0.016850498069914767;0.007396979322829431;0.016898254587008003;0.00648596116632214;0.0064926725987014345;0.015923747444082478;0.005557796050957907;0.009846376721954176;0.006913387373010163;0.01319309126568279;0.007910252242019418;0.007610944939653107;0.009634178880862454;0.019043132827372976;0.01684741655035644;0.014946232577139876;0.0;0.0053467049368918175;0.01554234785315832;0.00582359657614311;0.013499619159186904;0.01760108299559537;0.011387286963013828;0.00983750370021602;0.018758632787930947;0.004953345797109328;0.008851623275979208;0.014159716614968699;0.014414295953017358;0.010564069011765155;0.009420321350451349;0.0003613265780225148;0.012074821017418079;0.006354825935951668;0.0076676157514679365;0.01814888622631406;0.009660612224654922;0.010268877344174535;0.02004545743497544;0.003158606665493736;0.004408307268028336;0.021582945160531438;0.011895452081124934;0.01811109516230318;0.008640901811288655;0.01735946742300899;0.009481363045518786;0.017556935366916146;0.01044998068793532;0.015082852884511777;0.0023397022702315376;0.011937099972000856;0.013928207953040596;0.012112575323357192;0.009509272675711713;0.010171981768519354;0.008418691789820573;0.013025576594242918;0.008547489074552808;0.012748729685399621;0.00614641140354697;0.013472631096289408;0.006983806779777229;0.006758012289607416;0.014353516802060916;0.002410556370569418;0.007037696936425076;0.014668641677394395;0.010177618019212199;0.0024250712352594274;0.017585609349197062;0.014678194009357716;0.013452152804810161;0.006929796209974947;0.003135952287866339;0.010448411463446479;0.01742077472135193;0.02273039296976009;0.007465912085322718;0.005887539719592862;0.012834258225171855;0.003182043136985685
Moinhos de Vento//hospital;0.008311793112293617;0.009089558490553994;0.017604950778105734;0.012439917868344558;0.006346083434657322;0.008405063187128485;0.012940459277048738;0.0126985983664256;0.009635673878145559;0.010186585770679171;0.007580367450949905;0.01464748739392173;0.004120412638722933;0.014232259468495993;0.0021448168989698876;0.005290346331849227;0.01673849142269958;0.004761360932341103;0.012607012759223058;0.007337789407214968;0.015123715316786846;0.0035323509440668226;0.010862736162898758;0.008579686980008246;0.019447512943682407;0.017369730013377847;0.016178044242964814;0.00450419897069632;0.0;0.012784250818086361;0.004107375613425633;0.013631630838894479;0.017812231554890444;0.01135714464336271;0.008780069846865877;0.018575797808176996;0.008067798899310728;0.008304797810357895;0.013173742942690483;0.013461932430748426;0.010577920525242798;0.0088949381722379;0.004557246626141312;0.006980502792844199;0.009678346452416933;0.010188166129094456;0.016168037005675182;0.009225232234300171;0.010036791267948377;0.019932548326663864;0.004486483958859858;0.008144989879535837;0.021167941592108726;0.011825934823174266;0.017726616869375572;0.007489488407996531;0.017787132532115085;0.012042884079891241;0.01717575322428752;0.005216677458323229;0.014468237740927672;0.0030814568759091193;0.013610359242050287;0.013413957731515146;0.007153289363925284;0.0047694926487882655;0.010475315864481635;0.0031331352446916237;0.015003503023159965;0.003955589128079344;0.014820634671972959;0.002279258876280245;0.011210147992170478;0.010382648264207546;0.009895747082211404;0.013458267586488047;0.006500183405110039;0.006001299413211248;0.013586572430426188;0.01221770297663684;0.006283700871015932;0.01723036035107686;0.014477563793898337;0.015068581776097592;0.007686664747241233;0.006723270765712606;0.012584171467672114;0.01801042033448805;0.021715101328719053;0.009903495519604883;0.009462249779723219;0.014458351394281189;0.004901858300929321
Centro//hospital;0.005593900131839892;0.015123319787751211;0.015979275371091783;0.014068741642757898;0.0074245814458151396;0.009058084547999293;0.00625076077791444;0.015505340107999678;0.005648005745519917;0.006034794088987985;0.0058471099505090374;0.0030942154463322;0.009806125949784262;0.0018020682055042982;0.012140636148898426;0.00882572057288459;0.013817488498042742;0.009677768629805234;0.016429226941019098;0.00848260154469572;0.016059234237595654;0.010996656825737177;0.01664135973877955;0.005647960577048876;0.016119162645959067;0.013623869247954737;0.014614126927297588;0.014705499399088584;0.014358434338280324;0.0;0.009962118459728359;0.008370058511819408;0.013160284904177564;0.006718728899041219;0.005482982621005978;0.012907987771876578;0.013063160314822537;0.0065152185304806955;0.004985336497220443;0.0052601819621608805;0.006716271657016493;0.006163027608531843;0.014389114557156649;0.009671630537987478;0.015082846826219472;0.012707246007007735;0.005290757055091006;0.006133315794761474;0.006236193438689043;0.015002146062283514;0.011724795972368893;0.017132726250103637;0.015794234115877184;0.006760726392902334;0.011202961476358873;0.006534711408229584;0.013854187975847062;0.014634277411262955;0.010533942242974995;0.01109857317344078;0.006979909514988202;0.01314061230414211;0.01308050586826474;0.006417252830839881;0.009243835377897785;0.010477394783981324;0.007357847596681352;0.01249268907840724;0.01610059765389807;0.010885147617497804;0.01627458575106762;0.011844208672001103;0.0019639418261452996;0.01783529882841064;0.014519532743798792;0.005412241009521332;0.01585998348479555;0.008148809416545725;0.004995837831091074;0.012901254622559434;0.0140316367548857;0.01067584111959764;0.008147867619322804;0.01463456224306596;0.00877108377061877;0.01360666435444891;0.013609667090254386;0.014730688965247474;0.01476430876849373;0.01228506423819803;0.016745108246062256;0.013886898034194304;0.011713308073735593
Moinhos de Vento//work;0.005620507319702704;0.01044844981660296;0.01949877255362185;0.013298083067512092;0.004129077905300488;0.006567544233037238;0.011919315980463937;0.014155046050596988;0.007425967210850205;0.008230323114945945;0.005049802549455133;0.014109465889932584;0.002201882342003812;0.013670395165639575;0.0035678576471871236;0.001592747106956501;0.017948514746550473;0.0012468396729444038;0.014468523986450925;0.004810634953665093;0.01687428135709875;0.003737757329012059;0.012919163157272023;0.005969113652790847;0.021561460712133496;0.01861772252341451;0.017540430518009218;0.006547356251858591;0.0054816053004466455;0.011837588495831186;0.0;0.013088392313925558;0.019022210361115992;0.009903234141378317;0.006236549283157656;0.01986016441058215;0.008234894730176225;0.005661161843655546;0.012130336322385134;0.012524060094022328;0.008864207309013225;0.006451013321512486;0.006275140269747615;0.007531577177373276;0.010975371939541194;0.010299596073606433;0.016098396570632344;0.006911858848940802;0.008053054951409015;0.02184907253742147;0.003468459460292474;0.010945470750117488;0.023424163808488368;0.010526403845515585;0.018554912052883146;0.004514032482132459;0.01914769433926688;0.013112000234992075;0.01778550210602597;0.006387483475637506;0.013962730979550001;0.004110921751487842;0.014224455629223328;0.012550801413505733;0.007454409698563457;0.005087713602420335;0.008846316716907155;0.005401819222873059;0.016763525751650535;0.004315889904789744;0.016637368340822693;0.0029895271388452015;0.009635321465023897;0.013165069099649512;0.010882284428530517;0.012528046463931014;0.00882506242257934;0.0025417317515397503;0.012675091525500674;0.012612837859763876;0.007230446939422071;0.017873569979914523;0.01411399765472833;0.01633134561661264;0.005448832056837374;0.007292072312990803;0.013277228382905706;0.019611047248765473;0.02386661594946298;0.00979454590537162;0.011744237099000444;0.015423728400299966;0.0038987616202937566
Cidade Baixa//work;0.009871961879425878;0.01372896925136362;0.010268221901313207;0.009372348862103126;0.01497892140499728;0.008072389936040108;0.0028625820104018905;0.011420187284484977;0.007092946690891198;0.005891938935364111;0.012750695718425107;0.009057340163043078;0.01646728168002742;0.010831022174671464;0.01890352893915416;0.013135998284197571;0.007406954970961157;0.01358308858714989;0.012951397180719356;0.009539896764280133;0.01090331864287854;0.018576542687348954;0.014591154715979795;0.00912327392715343;0.010904803363543736;0.007392304585789284;0.008443278467012887;0.01722774006731529;0.020650152391467447;0.011289433110110339;0.01485656501259247;0.0;0.007232528710554507;0.0037728532799519514;0.008900796226481877;0.007780098931263123;0.011879504252972527;0.008741071260720384;0.004632472406505244;0.004378008525733788;0.004882424738191818;0.007935180924473853;0.016777959074347974;0.020068699878101098;0.013160075039574332;0.009353999180062477;0.008525416308489644;0.007374271532814529;0.005977730817368439;0.010288959999840794;0.014283106255602694;0.017617388959074304;0.011910960653872324;0.00314149908223782;0.006213836076620663;0.010514886265530217;0.007831625140385892;0.01054055211898281;0.0053690234576528086;0.020568379508134768;0.002944422058793812;0.01678098258352229;0.007052652173570221;0.002709077028932981;0.019611197210698386;0.0191746152000449;0.004817046421565918;0.02073068132447468;0.0110204700072232;0.018937506983350196;0.011377749813570731;0.01824984500710754;0.010047836188094197;0.016902353138423407;0.012144816572786103;0.004160019949636304;0.017077838402148875;0.012147214034019133;0.004833586860068918;0.007785328855747961;0.014764732548610124;0.005453062460076983;0.0015868791886372439;0.008738375133002371;0.009024664648201506;0.013831212947457566;0.008563551000427421;0.008837764240060478;0.012255266278378567;0.00909139771308788;0.015889712008647455;0.007845982549524113;0.013812611274359536
Praia de Belas//stadium;0.012864851449009574;0.012894720766706017;0.004208840017840009;0.008207478241461171;0.01670191667837916;0.010761862580579477;0.0073772505205113486;0.009345895457332306;0.01077103820199261;0.009853684865610543;0.015050845919011067;0.010948744280352104;0.01765149527192036;0.012554672271628901;0.019307756585716533;0.015048848741021914;0.0023620236854019405;0.015249008862494787;0.01049416540527975;0.012159108760805686;0.007165133979974212;0.019234317608730525;0.01263194613873608;0.012293881726319261;0.003042674122741585;0.001234156105663828;0.004076215453530028;0.01692561178961958;0.020332555563062776;0.013375410602875422;0.01627013942867973;0.00544989778858359;0.0;0.008254627625289744;0.012135563726704606;0.001532947096536906;0.01229471539958408;0.011919786976480764;0.008387842092143999;0.008065113999897022;0.009031795943998524;0.011352085234285629;0.016617151630000986;0.020565354485720538;0.01224142222552165;0.009773880075995636;0.00954887566075063;0.010935501777448321;0.009893427042692157;0.002423611346260112;0.015284264907317506;0.015985604993962114;0.003846991643871773;0.007807534219321769;0.002693622489910431;0.013283889003745001;0.0010105274123089637;0.00920351890202787;0.003074673121866236;0.020870387680387268;0.006282079515672003;0.017114317320672704;0.005918099932422793;0.0070260649622834416;0.02022419093562142;0.019797842658937043;0.008833717004493037;0.020820132397734694;0.007358064704106686;0.019552556894802346;0.007789182684250198;0.01880014832718461;0.01280027818595063;0.014561448880027531;0.011489055522848518;0.00792138653832972;0.016180976348832192;0.014357940995908635;0.008305529499278229;0.007526769778527869;0.01474712705615136;0.0029274214084876434;0.0051817971692769355;0.005528030435919983;0.011652123279632146;0.01401305317707043;0.0076318854191340674;0.002026676800969379;0.005315731071531493;0.009843217476319865;0.014209244841322985;0.005528062651579455;0.014854980539117798
Farroupilha//school;0.006710731999964183;0.013700861222304727;0.014558830293754387;0.010915309348903161;0.012302686921530477;0.005696285184635067;0.0028238020987513255;0.013087349511465972;0.003663280692775812;0.0023297811678328513;0.009903577452722637;0.009055862079990868;0.013968114979393627;0.01030508765243812;0.016745764639494416;0.010398171304659531;0.011718715354194078;0.011004169804217184;0.01454528600716855;0.0067403580076035065;0.013882283786157945;0.016279781217033783;0.015394434177749444;0.005881380574982528;0.015864438123760597;0.011999286676728883;0.012292252305146942;0.01593931586451339;0.018870665637732122;0.00993970228210725;0.012329678967183502;0.004138210083260587;0.012015501823059705;0.0;0.005649360554236897;0.012666775621011343;0.011068936457950294;0.005471235284634339;0.004210075554128646;0.004421906391946597;0.0012970990534783222;0.00456905409380377;0.015434260598264974;0.017926559156492817;0.013354500050714854;0.00939262938800807;0.00987810137362279;0.003952841346196035;0.002420612712281945;0.015412291809328248;0.012246831033541008;0.017510356351218635;0.017202083741234084;0.0007792856406179676;0.010826763567523252;0.0073984126378843235;0.012545978747922838;0.011848632237406759;0.009844167050854733;0.01842204366008434;0.005251415917560285;0.01495957001442691;0.009484866326237365;0.0035667922618722292;0.017439018444562124;0.016894646125505584;0.0017157180502621967;0.018657331514578948;0.013925967217455162;0.01665374288262686;0.014157396477140987;0.016043799209347398;0.007880741623166675;0.017564961084606284;0.01235785386488413;0.00428612952949818;0.016387262039918176;0.009278845298096618;0.004871111329813291;0.009166124072229985;0.013682641626523622;0.00996590069564348;0.005246261667163317;0.011922915694798978;0.0063726938280134;0.012756788204119183;0.010206716724684602;0.013509482231039599;0.017408634708043783;0.008869251996973436;0.016167074828689083;0.010768122525664878;0.011828470627247978
Bom Fim//pharmacy;0.0010058259169057544;0.013733273571929971;0.018740935705368895;0.013642855226882416;0.006294397430137958;0.005399222375362731;0.007123704862208925;0.01539122868145421;0.0018740807703602979;0.0031385412154684078;0.004031001097496171;0.009426524109097816;0.008267513774955573;0.009325274711018423;0.011227271098330554;0.005477135143888156;0.016248317805364232;0.006460919416615078;0.016419713399952823;0.004204876074863417;0.01722445040287996;0.010399913197267449;0.016100465123218548;0.0003141631962306157;0.02025632300937521;0.016617456094620724;0.016508216394343606;0.012992586848295438;0.013765035678287543;0.007653576651509219;0.007326227291625217;0.009211551499501498;0.016667316799269916;0.0053304098301151445;0.0;0.017219460958106624;0.010787177426358898;0.001476840301494654;0.007012658114608269;0.007501135328321009;0.004333088012477783;0.0014056391136633105;0.012537743316157616;0.011588254912213557;0.013815381568734734;0.010983351042656447;0.011601958431389493;0.0018222729521851057;0.0031236728764697367;0.019859711017340596;0.008886995895182678;0.01629237798213332;0.02151118771474882;0.005960699669672589;0.015343833094010115;0.002035148057625302;0.017149459988933052;0.014096223499182003;0.014384078531463255;0.012124387590538192;0.00946128347723252;0.01109880739162503;0.013277183627912153;0.007835600723278827;0.011136380968036782;0.010729685387193183;0.004864499213211853;0.012675529215249162;0.01719923293065285;0.010642107259091173;0.017279830459575044;0.010633630313838318;0.004922426615308438;0.017509451836745914;0.013154624305156647;0.007535104346587389;0.014485770086808701;0.0043704570625598725;0.0076278711676792755;0.012225387795583837;0.011933895066350574;0.01452090342882776;0.010040454786640752;0.015768470152934633;0.004702921795732755;0.01135905356960802;0.013210658515320318;0.018010234214654825;0.021440625351238238;0.010337574362710641;0.015927705271573524;0.014638740002307483;0.00879085749890479
Praia de Belas//school;0.01249913138477755;0.013400825963341167;0.005318186504599985;0.009070207045471545;0.016125749762897473;0.010936428858628841;0.007077838303699318;0.010192820164990004;0.01053427569973715;0.009694247984104488;0.014504725015559758;0.009854417198385958;0.01720105759948899;0.011409575705387514;0.018874251502754097;0.01480570352100498;0.0036685804418812814;0.015066169365497352;0.011285868627621206;0.012160110690752589;0.008192254088057875;0.018697973677370153;0.013249889838523946;0.011976059752667056;0.003671025612423867;0.0026014239988988164;0.005283411639309657;0.01699123411017755;0.01997284206872014;0.012357173207285766;0.016000438730630173;0.005522072033412625;0.0014439292839807352;0.008196725807582664;0.011809528923081571;0.0;0.012709445228672797;0.011725734324725338;0.00783010185072262;0.00749569130191661;0.008986102758298113;0.01115303302545687;0.016692021834772898;0.01968388562900277;0.012806803933245068;0.010393265634436146;0.00831687576469549;0.010754503318310488;0.009762990023078762;0.002006557558225257;0.015284229745520324;0.016314889746253818;0.002945507351844874;0.007732925958874325;0.0016762591400109976;0.01298408199121207;0.00231844640835785;0.010015844952457557;0.0022776937545675455;0.02011248039959152;0.005785074757640156;0.01703340522437309;0.006897100627719842;0.006673111515781975;0.01934463861689431;0.019129038313732305;0.008892545893032063;0.020219356653530692;0.008373365883916012;0.01896159835967061;0.008778561922464907;0.01840309497958928;0.012029944129618832;0.015063551803774517;0.012087984770033889;0.007377188425242853;0.01640921894247437;0.014120505468907672;0.007670275688038659;0.008357150717970068;0.014992246101727499;0.00213922089841372;0.0049773113098609744;0.006639042656678151;0.011725555373745936;0.014300595924549388;0.008511439067159716;0.003187850643480907;0.0036853412663174494;0.010419598410122147;0.014687792125258177;0.006602198802938876;0.014899568978387009
Santa Cecília//work;0.01044951672446668;0.002811869183644646;0.014487033044077773;0.006551776683014653;0.012834982475893184;0.005309334878073736;0.01226168300609618;0.0068995218651285795;0.009818336523002786;0.009582494901654682;0.012315608123322642;0.01772514665562217;0.0115997922719317;0.018376296746563135;0.012065047119422644;0.008702197928010654;0.01374745036347319;0.007960862844003836;0.006991898239591739;0.006343136757906069;0.010484367023318297;0.013123128700699397;0.005351503920489345;0.010065576104939735;0.017615298812003535;0.01494846518897262;0.012486860342439218;0.006189550315266187;0.011966968980578795;0.01725224249122545;0.009152585863086314;0.011631935190135577;0.015976216805570962;0.009881364796274703;0.010206046728450647;0.017533285402791823;0.0;0.008811918143008803;0.013632505003463611;0.01382584657297178;0.009141484662783531;0.00913214337872978;0.0058436693896381465;0.017434628133493977;0.0031231924756259114;0.003393685933412482;0.01869960401979864;0.009154465497624874;0.009279663781763283;0.01897406089323851;0.0057217763669786805;0.0057531833674193435;0.020910537244399473;0.01037597491024845;0.01696482341561474;0.009595124588039525;0.015589483588913454;0.005896305075011516;0.016361323319640235;0.016221276699130868;0.014051857175735207;0.007396380871774639;0.00873296377829265;0.012815820807421479;0.017280479109214302;0.014796493383973323;0.008406038625505582;0.014549852522091964;0.010298128257161131;0.013848238420853127;0.010016866981964197;0.011442312384282623;0.014751096048234885;0.00636252016459625;0.002948301350440715;0.013696129480236179;0.005151093457955738;0.00866221437137699;0.014229585633396945;0.006529459823521227;0.003215787771671028;0.0163695842423566;0.013178506864861736;0.010636657339295502;0.005758914041997527;0.0022783674385822568;0.006883324220076186;0.015607059850753906;0.022573162374800875;0.003191704890627778;0.004870158202501349;0.009848664606093866;0.005086216046258951
Independência//work;0.0019898454275385055;0.012788780965460343;0.018781186440281955;0.012974039587439694;0.006956267750213961;0.004165439470411949;0.007688259883934047;0.014721023811400426;0.002176797663195676;0.003187609586862152;0.004978161531341278;0.011044263984879536;0.008364443070172022;0.011122838345993128;0.01120110786753339;0.004988098690252214;0.016345270286461735;0.005812353324652039;0.01573152910138908;0.0028638425103523013;0.016852983286641865;0.010637247084034877;0.01528669690290315;0.0013916512265738986;0.020628019888236582;0.01686657890892058;0.016415216319489948;0.012190931288215603;0.013577245649705078;0.00948374341369937;0.00693497407691647;0.009433477725512784;0.01707172752704163;0.005383316835795697;0.0015400569353121128;0.01782913483585125;0.00971234196715463;0.0;0.007965550783382166;0.008431596681287025;0.0041661675225484205;0.0009677573442544683;0.011708804072596026;0.012627129523549765;0.012891559075838652;0.010048137150136388;0.013093060471651567;0.0015437724879565618;0.0030160881137777816;0.02046902669125657;0.007979182490038593;0.015464602620839625;0.02227834517239641;0.006121038507006024;0.01602975280529677;0.00196954080450745;0.017456440759861736;0.013363655945864491;0.015054548243252521;0.012820263181147566;0.010187739604880054;0.010408222296901604;0.012848323268229043;0.008459080893370023;0.01220773510745044;0.011285561948116026;0.0044519107662915145;0.012982889847975385;0.016808228973638487;0.011005307622727722;0.016854966628945405;0.010535140047839795;0.006648877521441495;0.0167237238655733;0.012224328522692092;0.00842591339114274;0.013622674293163155;0.003838880134863179;0.008646916426944973;0.011569591553626923;0.01094715834951118;0.015179659440182089;0.010514566370477945;0.015477531268550157;0.003365759198911607;0.010324901535574119;0.012579864837948717;0.018256475173822347;0.02248440096429075;0.00936754424174465;0.015070937663476358;0.01429876235059561;0.007813902268883096
Centro//marketplace;0.007203599073110215;0.015380464050430824;0.013994709053594474;0.012517846205567914;0.011755265133922888;0.008348138003844454;0.0017751248341403882;0.014439761064340795;0.005054440302285417;0.004430282251464034;0.00946045754207418;0.004378164430828633;0.01389895064325034;0.005868184574681504;0.016601310607899468;0.011271105528684528;0.011228167482192452;0.012029199406210231;0.01578209867288516;0.008809832823465712;0.014494174028676664;0.01581740063820834;0.016755730745371906;0.006664097054775762;0.014204053402187358;0.010994494440221924;0.012318862534105244;0.01702683802284589;0.0188043046468896;0.006335935787713596;0.012974110571423319;0.004365012484546261;0.010488773425579577;0.0036167619143476683;0.006384860154633792;0.010394966934839541;0.013118816531398816;0.006954746302967938;0.0;0.00047723957797393576;0.004393608163417641;0.006117608294091159;0.016592700078505652;0.01611575310821512;0.015060225862016784;0.01159934849730825;0.004888246895823731;0.0056735677100151665;0.004699082909539824;0.013016906624824699;0.013626083283977741;0.01864827111924005;0.014224160371249866;0.003230116072664447;0.008356439517094421;0.008225304972467254;0.011309017187675649;0.013454527053795108;0.007467241199880821;0.017103160267590747;0.0027166401704786913;0.015883307839079017;0.010758185972930275;0.0018295244310684961;0.01562808053163308;0.01593354465118404;0.005036149014204344;0.01788929161420705;0.014581218657564416;0.015985605518351098;0.014871157924922804;0.01605121847350205;0.005575609158427555;0.01867868978682574;0.014185554713398508;0.0006025157171331146;0.017612406664709025;0.01025557869482921;0.0006131367004353671;0.010984404702698828;0.015267090794891112;0.007629591643057846;0.004039454841185625;0.012535016629094342;0.008695133362646778;0.014501334888268552;0.011827658317661994;0.012398231035989235;0.013544208123791661;0.011180798883364134;0.017497948926205452;0.01164449089193226;0.013347570651352702
