Frame;Hour;Day;Region;Total;Locals;Outsiders;dTotals;dLocals;dOutsiders
0;0;0;Azenha;13804;13804;0;0;0;0
0;0;0;Bom Fim;11593;11593;0;0;0;0
0;0;0;Centro Histórico;39154;39154;0;0;0;0
0;0;0;Cidade Baixa;15379;15379;0;0;0;0
0;0;0;Farroupilha;961;961;0;0;0;0
0;0;0;Floresta;11596;11596;0;0;0;0
0;0;0;Independência;8112;8112;0;0;0;0
0;0;0;Menino Deus;31650;31650;0;0;0;0
0;0;0;Moinhos de Vento;11937;11937;0;0;0;0
0;0;0;Praia de Belas;2281;2281;0;0;0;0
0;0;0;Rio Branco;17531;17531;0;0;0;0
0;0;0;Santa Cecília;5768;5768;0;0;0;0
0;0;0;Santana;20723;20723;0;0;0;0
1;1;0;Azenha;14054;13454;600;250;-350;600
1;1;0;Bom Fim;11643;11093;550;50;-500;550
1;1;0;Centro Histórico;38604;38354;250;-550;-800;250
1;1;0;Cidade Baixa;15429;14879;550;50;-500;550
1;1;0;Farroupilha;1461;961;500;500;0;500
1;1;0;Floresta;11496;11346;150;-100;-250;150
1;1;0;Independência;8512;7962;550;400;-150;550
1;1;0;Menino Deus;30650;30200;450;-1000;-1450;450
1;1;0;Moinhos de Vento;12037;11687;350;100;-250;350
1;1;0;Praia de Belas;2531;2081;450;250;-200;450
1;1;0;Rio Branco;17381;16931;450;-150;-600;450
1;1;0;Santa Cecília;6118;5668;450;350;-100;450
1;1;0;Santana;20573;20373;200;-150;-350;200
2;2;0;Azenha;14404;13304;1100;350;-150;500
2;2;0;Bom Fim;12043;10743;1300;400;-350;750
2;2;0;Centro Histórico;37804;37404;400;-800;-950;150
2;2;0;Cidade Baixa;15379;14329;1050;-50;-550;500
2;2;0;Farroupilha;2111;961;1150;650;0;650
2;2;0;Floresta;11346;10946;400;-150;-400;250
2;2;0;Independência;8862;7862;1000;350;-100;450
2;2;0;Menino Deus;29800;29050;750;-850;-1150;300
2;2;0;Moinhos de Vento;11937;11287;650;-100;-400;300
2;2;0;Praia de Belas;3031;2081;950;500;0;500
2;2;0;Rio Branco;16681;16181;500;-700;-750;50
2;2;0;Santa Cecília;6668;5618;1050;550;-50;600
2;2;0;Santana;20423;20023;400;-150;-350;200
3;3;0;Azenha;14304;12854;1450;-100;-450;350
3;3;0;Bom Fim;12343;10493;1850;300;-250;550
3;3;0;Centro Histórico;37254;36554;700;-550;-850;300
3;3;0;Cidade Baixa;15729;13979;1750;350;-350;700
3;3;0;Farroupilha;2661;911;1750;550;-50;600
3;3;0;Floresta;11146;10596;550;-200;-350;150
3;3;0;Independência;9312;7662;1650;450;-200;650
3;3;0;Menino Deus;28850;27900;950;-950;-1150;200
3;3;0;Moinhos de Vento;12337;11137;1200;400;-150;550
3;3;0;Praia de Belas;3331;2031;1300;300;-50;350
3;3;0;Rio Branco;16431;15681;750;-250;-500;250
3;3;0;Santa Cecília;6568;5368;1200;-100;-250;150
3;3;0;Santana;20223;19573;650;-200;-450;250
4;4;0;Azenha;14454;12704;1750;150;-150;300
4;4;0;Bom Fim;12443;9943;2500;100;-550;650
