;Origin;Destination;Total;age: [children];age: [adults];age: [elders];occupation: [student];occupation: [worker]
1106;Bom Fim;Santa Maria Goretti;100;0;44;20;0;100
1107;Bom Fim;Santa Rosa de Lima;150;0;77;33;0;150
1108;Bom Fim;Santa Tereza;250;0;148;36;0;250
1109;Bom Fim;Santana;400;0;205;92;0;400
1110;Bom Fim;Santo Antônio;350;0;151;85;0;350
1111;Bom Fim;Sarandi;200;0;101;49;0;200
1112;Bom Fim;Serraria;0;0;0;0;0;0
1113;Bom Fim;São Caetano;0;0;0;0;0;0
1114;Bom Fim;São Geraldo;150;0;73;35;0;150
1115;Bom Fim;São José;100;0;49;24;0;100
1116;Bom Fim;São João;250;0;113;62;0;250
1117;Bom Fim;São Sebastião;0;0;0;0;0;0
1118;Bom Fim;Sétimo Céu;50;0;20;16;0;50
1119;Bom Fim;Teresópolis;0;0;0;0;0;0
1120;Bom Fim;Tristeza;150;0;85;39;0;150
1121;Bom Fim;Três Figueiras;350;0;146;90;0;350
1122;Bom Fim;Vila Assunção;0;0;0;0;0;0
1123;Bom Fim;Vila Conceição;0;0;0;0;0;0
1124;Bom Fim;Vila Ipiranga;150;0;78;30;0;150
1125;Bom Fim;Vila Jardim;50;0;26;16;0;50
1126;Bom Fim;Vila João Pessoa;50;0;23;12;0;50
1127;Bom Fim;Vila Nova;0;0;0;0;0;0
1128;Bom Jesus;Aberta dos Morros;0;0;0;0;0;0
1129;Bom Jesus;Agronomia;50;0;28;7;0;50
1130;Bom Jesus;Anchieta;100;0;50;23;0;100
1131;Bom Jesus;Arquipélago;50;0;29;7;0;50
1132;Bom Jesus;Auxiliadora;100;0;60;14;0;100
1133;Bom Jesus;Azenha;150;0;81;31;0;150
1134;Bom Jesus;Bela Vista;150;0;77;25;0;150
1135;Bom Jesus;Belém Novo;200;0;118;38;0;200
1136;Bom Jesus;Belém Velho;150;0;91;13;0;150
1137;Bom Jesus;Boa Vista;100;0;52;15;0;100
1138;Bom Jesus;Boa Vista do Sul;50;0;26;7;0;50
1139;Bom Jesus;Bom Fim;200;0;105;33;0;200
1140;Bom Jesus;Bom Jesus;8400;0;4606;1292;0;8400
1141;Bom Jesus;Camaquã;100;0;56;19;0;100
1142;Bom Jesus;Campo Novo;250;0;147;33;0;250
1143;Bom Jesus;Cascata;450;0;260;67;0;450
1144;Bom Jesus;Cavalhada;200;0;111;29;0;200
1145;Bom Jesus;Cel. Aparício Borges;50;0;28;6;0;50
1146;Bom Jesus;Centro Histórico;250;0;123;46;0;250
1147;Bom Jesus;Chapéu do Sol;50;0;24;8;0;50
1148;Bom Jesus;Chácara das Pedras;1100;0;624;196;0;1100
1149;Bom Jesus;Cidade Baixa;100;0;50;21;0;100
1150;Bom Jesus;Costa e Silva;250;0;151;34;0;250
1151;Bom Jesus;Cristal;100;0;50;22;0;100
1152;Bom Jesus;Cristo Redentor;50;0;30;12;0;50
1153;Bom Jesus;Espírito Santo;100;0;52;13;0;100
1154;Bom Jesus;Extrema;50;0;29;7;0;50
1155;Bom Jesus;Farrapos;150;0;81;20;0;150
1156;Bom Jesus;Farroupilha;100;0;52;20;0;100
1157;Bom Jesus;Floresta;150;0;92;29;0;150
1158;Bom Jesus;Glória;100;0;62;18;0;100
1159;Bom Jesus;Guarujá;0;0;0;0;0;0
1160;Bom Jesus;Higienópolis;50;0;31;7;0;50
1161;Bom Jesus;Humaitá;100;0;50;15;0;100
1162;Bom Jesus;Hípica;150;0;86;21;0;150
1163;Bom Jesus;Independência;0;0;0;0;0;0
1164;Bom Jesus;Ipanema;100;0;50;23;0;100
1165;Bom Jesus;Jardim Botânico;950;0;523;145;0;950
1166;Bom Jesus;Jardim Carvalho;1750;0;985;260;0;1750
1167;Bom Jesus;Jardim Europa;250;0;146;41;0;250
1168;Bom Jesus;Jardim Floresta;0;0;0;0;0;0
1169;Bom Jesus;Jardim Isabel;0;0;0;0;0;0
1170;Bom Jesus;Jardim Itú;450;0;270;74;0;450
1171;Bom Jesus;Jardim Leopoldina;50;0;29;7;0;50
1172;Bom Jesus;Jardim Lindóia;250;0;135;34;0;250
1173;Bom Jesus;Jardim Sabará;3300;0;1790;650;0;3300
1174;Bom Jesus;Jardim São Pedro;150;0;60;37;0;150
1175;Bom Jesus;Jardim do Salso;1700;0;932;255;0;1700
1176;Bom Jesus;Lageado;150;0;78;26;0;150
1177;Bom Jesus;Lami;50;0;35;6;0;50
1178;Bom Jesus;Lomba do Pinheiro;350;0;203;44;0;350
1179;Bom Jesus;Medianeira;50;0;28;7;0;50
1180;Bom Jesus;Menino Deus;150;0;81;30;0;150
1181;Bom Jesus;Moinhos de Vento;0;0;0;0;0;0
1182;Bom Jesus;Mont'Serrat;0;0;0;0;0;0
1183;Bom Jesus;Morro Santana;750;0;425;121;0;750
1184;Bom Jesus;Mário Quintana;300;0;167;38;0;300
1185;Bom Jesus;Navegantes;200;0;105;30;0;200
1186;Bom Jesus;Nonoai;0;0;0;0;0;0
1187;Bom Jesus;Parque Santa Fé;150;0;80;27;0;150
1188;Bom Jesus;Partenon;300;0;169;60;0;300
1189;Bom Jesus;Passo D'Areia;300;0;165;52;0;300
1190;Bom Jesus;Passo das Pedras;250;0;142;36;0;250
1191;Bom Jesus;Pedra Redonda;100;0;53;15;0;100
1192;Bom Jesus;Petrópolis;350;0;190;82;0;350
1193;Bom Jesus;Pitinga;150;0;73;27;0;150
1194;Bom Jesus;Ponta Grossa;250;0;134;36;0;250
1195;Bom Jesus;Praia de Belas;400;0;207;76;0;400
1196;Bom Jesus;Restinga;150;0;94;18;0;150
1197;Bom Jesus;Rio Branco;150;0;67;35;0;150
1198;Bom Jesus;Rubem Berta;200;0;109;36;0;200
1199;Bom Jesus;Santa Cecília;100;0;50;18;0;100
1200;Bom Jesus;Santa Maria Goretti;0;0;0;0;0;0
1201;Bom Jesus;Santa Rosa de Lima;100;0;69;7;0;100
1202;Bom Jesus;Santa Tereza;50;0;26;12;0;50
1203;Bom Jesus;Santana;100;0;47;18;0;100
1204;Bom Jesus;Santo Antônio;50;0;31;7;0;50
1205;Bom Jesus;Sarandi;150;0;79;43;0;150
1206;Bom Jesus;Serraria;100;0;55;19;0;100
1207;Bom Jesus;São Caetano;0;0;0;0;0;0
1208;Bom Jesus;São Geraldo;100;0;52;20;0;100
1209;Bom Jesus;São José;0;0;0;0;0;0
1210;Bom Jesus;São João;0;0;0;0;0;0
1211;Bom Jesus;São Sebastião;0;0;0;0;0;0
1212;Bom Jesus;Sétimo Céu;50;0;36;3;0;50
1213;Bom Jesus;Teresópolis;100;0;55;17;0;100
1214;Bom Jesus;Tristeza;50;0;30;4;0;50
1215;Bom Jesus;Três Figueiras;200;0;108;41;0;200
1216;Bom Jesus;Vila Assunção;50;0;27;6;0;50
1217;Bom Jesus;Vila Conceição;50;0;29;6;0;50
1218;Bom Jesus;Vila Ipiranga;500;0;289;71;0;500
1219;Bom Jesus;Vila Jardim;1250;0;656;282;0;1250
1220;Bom Jesus;Vila João Pessoa;650;0;358;103;0;650
1221;Bom Jesus;Vila Nova;450;0;255;80;0;450
1222;Camaquã;Aberta dos Morros;100;0;59;18;0;100
1223;Camaquã;Agronomia;0;0;0;0;0;0
1224;Camaquã;Anchieta;0;0;0;0;0;0
1225;Camaquã;Arquipélago;50;0;30;8;0;50
1226;Camaquã;Auxiliadora;0;0;0;0;0;0
1227;Camaquã;Azenha;0;0;0;0;0;0
1228;Camaquã;Bela Vista;100;0;59;23;0;100
1229;Camaquã;Belém Novo;150;0;86;26;0;150
1230;Camaquã;Belém Velho;50;0;28;8;0;50
1231;Camaquã;Boa Vista;0;0;0;0;0;0
1232;Camaquã;Boa Vista do Sul;100;0;53;23;0;100
1233;Camaquã;Bom Fim;100;0;47;22;0;100
1234;Camaquã;Bom Jesus;100;0;56;19;0;100
1235;Camaquã;Camaquã;6700;0;3716;1398;0;6700
1236;Camaquã;Campo Novo;300;0;174;62;0;300
1237;Camaquã;Cascata;150;0;77;30;0;150
1238;Camaquã;Cavalhada;2050;0;1159;394;0;2050
1239;Camaquã;Cel. Aparício Borges;150;0;88;29;0;150
1240;Camaquã;Centro Histórico;200;0;93;47;0;200
1241;Camaquã;Chapéu do Sol;50;0;28;12;0;50
1242;Camaquã;Chácara das Pedras;100;0;53;28;0;100
1243;Camaquã;Cidade Baixa;50;0;29;9;0;50
1244;Camaquã;Costa e Silva;50;0;35;8;0;50
1245;Camaquã;Cristal;1150;0;604;215;0;1150
1246;Camaquã;Cristo Redentor;150;0;83;36;0;150
1247;Camaquã;Espírito Santo;250;0;139;43;0;250
1248;Camaquã;Extrema;50;0;29;8;0;50
1249;Camaquã;Farrapos;0;0;0;0;0;0
1250;Camaquã;Farroupilha;100;0;60;18;0;100
1251;Camaquã;Floresta;100;0;54;23;0;100
1252;Camaquã;Glória;50;0;26;6;0;50
1253;Camaquã;Guarujá;100;0;50;19;0;100
1254;Camaquã;Higienópolis;100;0;59;18;0;100
1255;Camaquã;Humaitá;200;0;115;49;0;200
1256;Camaquã;Hípica;50;0;26;8;0;50
1257;Camaquã;Independência;0;0;0;0;0;0
1258;Camaquã;Ipanema;350;0;207;67;0;350
1259;Camaquã;Jardim Botânico;50;0;25;14;0;50
1260;Camaquã;Jardim Carvalho;100;0;62;18;0;100
1261;Camaquã;Jardim Europa;50;0;30;7;0;50
1262;Camaquã;Jardim Floresta;0;0;0;0;0;0
1263;Camaquã;Jardim Isabel;500;0;291;100;0;500
1264;Camaquã;Jardim Itú;0;0;0;0;0;0
1265;Camaquã;Jardim Leopoldina;0;0;0;0;0;0
1266;Camaquã;Jardim Lindóia;0;0;0;0;0;0
1267;Camaquã;Jardim Sabará;100;0;56;22;0;100
1268;Camaquã;Jardim São Pedro;0;0;0;0;0;0
1269;Camaquã;Jardim do Salso;100;0;48;26;0;100
1270;Camaquã;Lageado;0;0;0;0;0;0
1271;Camaquã;Lami;50;0;26;11;0;50
1272;Camaquã;Lomba do Pinheiro;0;0;0;0;0;0
1273;Camaquã;Medianeira;50;0;28;9;0;50
1274;Camaquã;Menino Deus;50;0;32;7;0;50
1275;Camaquã;Moinhos de Vento;100;0;59;23;0;100
1276;Camaquã;Mont'Serrat;0;0;0;0;0;0
1277;Camaquã;Morro Santana;50;0;28;6;0;50
1278;Camaquã;Mário Quintana;50;0;23;15;0;50
1279;Camaquã;Navegantes;0;0;0;0;0;0
1280;Camaquã;Nonoai;550;0;298;108;0;550
1281;Camaquã;Parque Santa Fé;0;0;0;0;0;0
1282;Camaquã;Partenon;200;0;106;40;0;200
1283;Camaquã;Passo D'Areia;150;0;51;52;0;150
1284;Camaquã;Passo das Pedras;200;0;112;43;0;200
1285;Camaquã;Pedra Redonda;650;0;378;136;0;650
1286;Camaquã;Petrópolis;400;0;212;96;0;400
1287;Camaquã;Pitinga;0;0;0;0;0;0
1288;Camaquã;Ponta Grossa;0;0;0;0;0;0
1289;Camaquã;Praia de Belas;0;0;0;0;0;0
1290;Camaquã;Restinga;150;0;83;31;0;150
1291;Camaquã;Rio Branco;50;0;26;11;0;50
1292;Camaquã;Rubem Berta;100;0;52;25;0;100
1293;Camaquã;Santa Cecília;50;0;23;15;0;50
1294;Camaquã;Santa Maria Goretti;0;0;0;0;0;0
1295;Camaquã;Santa Rosa de Lima;0;0;0;0;0;0
1296;Camaquã;Santa Tereza;250;0;147;39;0;250
1297;Camaquã;Santana;50;0;30;9;0;50
1298;Camaquã;Santo Antônio;100;0;53;21;0;100
1299;Camaquã;Sarandi;300;0;159;72;0;300
1300;Camaquã;Serraria;150;0;77;26;0;150
1301;Camaquã;São Caetano;0;0;0;0;0;0
1302;Camaquã;São Geraldo;50;0;34;11;0;50
1303;Camaquã;São José;250;0;149;48;0;250
1304;Camaquã;São João;0;0;0;0;0;0
1305;Camaquã;São Sebastião;0;0;0;0;0;0
1306;Camaquã;Sétimo Céu;600;0;332;129;0;600
1307;Camaquã;Teresópolis;400;0;244;73;0;400
1308;Camaquã;Tristeza;1050;0;576;241;0;1050
1309;Camaquã;Três Figueiras;0;0;0;0;0;0
1310;Camaquã;Vila Assunção;450;0;246;99;0;450
1311;Camaquã;Vila Conceição;400;0;226;76;0;400
1312;Camaquã;Vila Ipiranga;0;0;0;0;0;0
1313;Camaquã;Vila Jardim;50;0;24;12;0;50
1314;Camaquã;Vila João Pessoa;50;0;26;13;0;50
1315;Camaquã;Vila Nova;650;0;353;131;0;650
1316;Campo Novo;Aberta dos Morros;500;0;279;92;0;500
1317;Campo Novo;Agronomia;0;0;0;0;0;0
1318;Campo Novo;Anchieta;50;0;29;10;0;50
1319;Campo Novo;Arquipélago;50;0;22;10;0;50
1320;Campo Novo;Auxiliadora;50;0;26;7;0;50
1321;Campo Novo;Azenha;0;0;0;0;0;0
1322;Campo Novo;Bela Vista;150;0;86;38;0;150
1323;Campo Novo;Belém Novo;0;0;0;0;0;0
1324;Campo Novo;Belém Velho;650;0;368;105;0;650
1325;Campo Novo;Boa Vista;150;0;84;25;0;150
1326;Campo Novo;Boa Vista do Sul;0;0;0;0;0;0
1327;Campo Novo;Bom Fim;0;0;0;0;0;0
1328;Campo Novo;Bom Jesus;250;0;147;33;0;250
1329;Campo Novo;Camaquã;300;0;174;62;0;300
1330;Campo Novo;Campo Novo;1700;0;968;252;0;1700
1331;Campo Novo;Cascata;150;0;95;17;0;150
1332;Campo Novo;Cavalhada;1050;0;538;213;0;1050
1333;Campo Novo;Cel. Aparício Borges;0;0;0;0;0;0
1334;Campo Novo;Centro Histórico;150;0;73;37;0;150
1335;Campo Novo;Chapéu do Sol;0;0;0;0;0;0
1336;Campo Novo;Chácara das Pedras;0;0;0;0;0;0
1337;Campo Novo;Cidade Baixa;50;0;30;12;0;50
1338;Campo Novo;Costa e Silva;0;0;0;0;0;0
1339;Campo Novo;Cristal;150;0;79;25;0;150
1340;Campo Novo;Cristo Redentor;0;0;0;0;0;0
1341;Campo Novo;Espírito Santo;200;0;108;37;0;200
1342;Campo Novo;Extrema;0;0;0;0;0;0
1343;Campo Novo;Farrapos;0;0;0;0;0;0
1344;Campo Novo;Farroupilha;50;0;27;10;0;50
1345;Campo Novo;Floresta;0;0;0;0;0;0
1346;Campo Novo;Glória;50;0;25;8;0;50
1347;Campo Novo;Guarujá;0;0;0;0;0;0
1348;Campo Novo;Higienópolis;0;0;0;0;0;0
1349;Campo Novo;Humaitá;0;0;0;0;0;0
1350;Campo Novo;Hípica;200;0;124;30;0;200
1351;Campo Novo;Independência;0;0;0;0;0;0
1352;Campo Novo;Ipanema;750;0;443;117;0;750
1353;Campo Novo;Jardim Botânico;50;0;23;13;0;50
1354;Campo Novo;Jardim Carvalho;150;0;90;25;0;150
1355;Campo Novo;Jardim Europa;0;0;0;0;0;0
1356;Campo Novo;Jardim Floresta;50;0;30;5;0;50
1357;Campo Novo;Jardim Isabel;100;0;64;11;0;100
1358;Campo Novo;Jardim Itú;50;0;30;6;0;50
1359;Campo Novo;Jardim Leopoldina;0;0;0;0;0;0
1360;Campo Novo;Jardim Lindóia;0;0;0;0;0;0
1361;Campo Novo;Jardim Sabará;0;0;0;0;0;0
1362;Campo Novo;Jardim São Pedro;50;0;27;11;0;50
1363;Campo Novo;Jardim do Salso;50;0;29;9;0;50
1364;Campo Novo;Lageado;0;0;0;0;0;0
1365;Campo Novo;Lami;0;0;0;0;0;0
1366;Campo Novo;Lomba do Pinheiro;200;0;114;26;0;200
1367;Campo Novo;Medianeira;100;0;47;22;0;100
1368;Campo Novo;Menino Deus;150;0;78;39;0;150
1369;Campo Novo;Moinhos de Vento;50;0;20;23;0;50
1370;Campo Novo;Mont'Serrat;50;0;33;7;0;50
1371;Campo Novo;Morro Santana;0;0;0;0;0;0
1372;Campo Novo;Mário Quintana;200;0;118;22;0;200
1373;Campo Novo;Navegantes;100;0;56;17;0;100
1374;Campo Novo;Nonoai;200;0;125;29;0;200
1375;Campo Novo;Parque Santa Fé;0;0;0;0;0;0
1376;Campo Novo;Partenon;50;0;29;3;0;50
1377;Campo Novo;Passo D'Areia;50;0;10;27;0;50
1378;Campo Novo;Passo das Pedras;0;0;0;0;0;0
1379;Campo Novo;Pedra Redonda;50;0;27;8;0;50
1380;Campo Novo;Petrópolis;100;0;57;29;0;100
1381;Campo Novo;Pitinga;100;0;56;10;0;100
1382;Campo Novo;Ponta Grossa;250;0;161;34;0;250
1383;Campo Novo;Praia de Belas;0;0;0;0;0;0
1384;Campo Novo;Restinga;1250;0;701;173;0;1250
1385;Campo Novo;Rio Branco;50;0;28;17;0;50
1386;Campo Novo;Rubem Berta;100;0;49;37;0;100
1387;Campo Novo;Santa Cecília;200;0;122;35;0;200
1388;Campo Novo;Santa Maria Goretti;0;0;0;0;0;0
1389;Campo Novo;Santa Rosa de Lima;100;0;58;13;0;100
1390;Campo Novo;Santa Tereza;200;0;106;35;0;200
1391;Campo Novo;Santana;50;0;29;8;0;50
1392;Campo Novo;Santo Antônio;100;0;48;24;0;100
1393;Campo Novo;Sarandi;0;0;0;0;0;0
1394;Campo Novo;Serraria;150;0;88;18;0;150
1395;Campo Novo;São Caetano;0;0;0;0;0;0
1396;Campo Novo;São Geraldo;0;0;0;0;0;0
1397;Campo Novo;São José;100;0;55;17;0;100
1398;Campo Novo;São João;50;0;27;16;0;50
1399;Campo Novo;São Sebastião;50;0;31;6;0;50
1400;Campo Novo;Sétimo Céu;150;0;84;22;0;150
1401;Campo Novo;Teresópolis;50;0;34;7;0;50
1402;Campo Novo;Tristeza;250;0;132;72;0;250
1403;Campo Novo;Três Figueiras;0;0;0;0;0;0
1404;Campo Novo;Vila Assunção;50;0;25;7;0;50
1405;Campo Novo;Vila Conceição;100;0;70;10;0;100
1406;Campo Novo;Vila Ipiranga;50;0;27;13;0;50
1407;Campo Novo;Vila Jardim;100;0;57;26;0;100
1408;Campo Novo;Vila João Pessoa;0;0;0;0;0;0
1409;Campo Novo;Vila Nova;1050;0;558;205;0;1050
1410;Cascata;Aberta dos Morros;50;0;32;7;0;50
1411;Cascata;Agronomia;200;0;119;25;0;200
1412;Cascata;Anchieta;100;0;48;16;0;100
1413;Cascata;Arquipélago;0;0;0;0;0;0
1414;Cascata;Auxiliadora;100;0;45;35;0;100
1415;Cascata;Azenha;150;0;86;15;0;150
1416;Cascata;Bela Vista;0;0;0;0;0;0
1417;Cascata;Belém Novo;50;0;34;5;0;50
1418;Cascata;Belém Velho;500;0;279;70;0;500
1419;Cascata;Boa Vista;50;0;33;5;0;50
1420;Cascata;Boa Vista do Sul;50;0;30;6;0;50
1421;Cascata;Bom Fim;150;0;79;28;0;150
1422;Cascata;Bom Jesus;450;0;260;67;0;450
1423;Cascata;Camaquã;150;0;77;30;0;150
1424;Cascata;Campo Novo;150;0;95;17;0;150
1425;Cascata;Cascata;900;0;520;120;0;900
1426;Cascata;Cavalhada;200;0;113;35;0;200
1427;Cascata;Cel. Aparício Borges;650;0;379;88;0;650
1428;Cascata;Centro Histórico;0;0;0;0;0;0
1429;Cascata;Chapéu do Sol;50;0;25;7;0;50
1430;Cascata;Chácara das Pedras;0;0;0;0;0;0
1431;Cascata;Cidade Baixa;0;0;0;0;0;0
1432;Cascata;Costa e Silva;100;0;51;18;0;100
1433;Cascata;Cristal;50;0;27;13;0;50
1434;Cascata;Cristo Redentor;50;0;25;13;0;50
1435;Cascata;Espírito Santo;0;0;0;0;0;0
1436;Cascata;Extrema;0;0;0;0;0;0
1437;Cascata;Farrapos;50;0;30;2;0;50
1438;Cascata;Farroupilha;0;0;0;0;0;0
1439;Cascata;Floresta;50;0;36;5;0;50
1440;Cascata;Glória;800;0;421;132;0;800
1441;Cascata;Guarujá;0;0;0;0;0;0
1442;Cascata;Higienópolis;0;0;0;0;0;0
1443;Cascata;Humaitá;100;0;60;12;0;100
1444;Cascata;Hípica;100;0;59;13;0;100
1445;Cascata;Independência;50;0;34;4;0;50
1446;Cascata;Ipanema;100;0;55;25;0;100
1447;Cascata;Jardim Botânico;150;0;80;22;0;150
1448;Cascata;Jardim Carvalho;300;0;170;56;0;300
1449;Cascata;Jardim Europa;0;0;0;0;0;0
1450;Cascata;Jardim Floresta;50;0;33;1;0;50
1451;Cascata;Jardim Isabel;0;0;0;0;0;0
1452;Cascata;Jardim Itú;50;0;26;16;0;50
1453;Cascata;Jardim Leopoldina;150;0;84;25;0;150
1454;Cascata;Jardim Lindóia;100;0;56;22;0;100
1455;Cascata;Jardim Sabará;0;0;0;0;0;0
1456;Cascata;Jardim São Pedro;150;0;98;18;0;150
1457;Cascata;Jardim do Salso;250;0;148;35;0;250
1458;Cascata;Lageado;0;0;0;0;0;0
1459;Cascata;Lami;0;0;0;0;0;0
1460;Cascata;Lomba do Pinheiro;2400;0;1351;308;0;2400
1461;Cascata;Medianeira;100;0;65;10;0;100
1462;Cascata;Menino Deus;0;0;0;0;0;0
1463;Cascata;Moinhos de Vento;100;0;41;37;0;100
1464;Cascata;Mont'Serrat;150;0;77;28;0;150
1465;Cascata;Morro Santana;150;0;88;24;0;150
1466;Cascata;Mário Quintana;200;0;114;22;0;200
1467;Cascata;Navegantes;100;0;53;17;0;100
1468;Cascata;Nonoai;150;0;84;26;0;150
1469;Cascata;Parque Santa Fé;100;0;56;14;0;100
1470;Cascata;Partenon;750;0;411;128;0;750
1471;Cascata;Passo D'Areia;100;0;41;37;0;100
1472;Cascata;Passo das Pedras;100;0;49;16;0;100
1473;Cascata;Pedra Redonda;0;0;0;0;0;0
1474;Cascata;Petrópolis;150;0;97;24;0;150
1475;Cascata;Pitinga;0;0;0;0;0;0
1476;Cascata;Ponta Grossa;150;0;97;19;0;150
1477;Cascata;Praia de Belas;0;0;0;0;0;0
1478;Cascata;Restinga;250;0;134;39;0;250
1479;Cascata;Rio Branco;100;0;50;15;0;100
1480;Cascata;Rubem Berta;100;0;50;14;0;100
1481;Cascata;Santa Cecília;50;0;28;5;0;50
1482;Cascata;Santa Maria Goretti;0;0;0;0;0;0
1483;Cascata;Santa Rosa de Lima;300;0;164;42;0;300
1484;Cascata;Santa Tereza;150;0;80;31;0;150
1485;Cascata;Santana;150;0;79;39;0;150
1486;Cascata;Santo Antônio;100;0;49;20;0;100
1487;Cascata;Sarandi;150;0;80;31;0;150
1488;Cascata;Serraria;0;0;0;0;0;0
1489;Cascata;São Caetano;0;0;0;0;0;0
1490;Cascata;São Geraldo;50;0;33;3;0;50
1491;Cascata;São José;5600;0;3269;873;0;5600
1492;Cascata;São João;0;0;0;0;0;0
1493;Cascata;São Sebastião;50;0;33;6;0;50
1494;Cascata;Sétimo Céu;0;0;0;0;0;0
1495;Cascata;Teresópolis;50;0;22;6;0;50
1496;Cascata;Tristeza;100;0;50;15;0;100
1497;Cascata;Três Figueiras;50;0;30;7;0;50
1498;Cascata;Vila Assunção;50;0;24;11;0;50
1499;Cascata;Vila Conceição;0;0;0;0;0;0
1500;Cascata;Vila Ipiranga;150;0;84;37;0;150
1501;Cascata;Vila Jardim;0;0;0;0;0;0
1502;Cascata;Vila João Pessoa;750;0;415;95;0;750
1503;Cascata;Vila Nova;400;0;202;89;0;400
1504;Cavalhada;Aberta dos Morros;350;0;190;70;0;350
1505;Cavalhada;Agronomia;0;0;0;0;0;0
1506;Cavalhada;Anchieta;100;0;55;16;0;100
1507;Cavalhada;Arquipélago;50;0;30;5;0;50
1508;Cavalhada;Auxiliadora;100;0;50;24;0;100
1509;Cavalhada;Azenha;150;0;71;39;0;150
1510;Cavalhada;Bela Vista;0;0;0;0;0;0
1511;Cavalhada;Belém Novo;50;0;28;11;0;50
1512;Cavalhada;Belém Velho;50;0;34;7;0;50
1513;Cavalhada;Boa Vista;100;0;59;24;0;100
1514;Cavalhada;Boa Vista do Sul;50;0;28;13;0;50
1515;Cavalhada;Bom Fim;0;0;0;0;0;0
1516;Cavalhada;Bom Jesus;200;0;111;29;0;200
1517;Cavalhada;Camaquã;2050;0;1159;394;0;2050
1518;Cavalhada;Campo Novo;1050;0;538;213;0;1050
1519;Cavalhada;Cascata;200;0;113;35;0;200
1520;Cavalhada;Cavalhada;300;0;178;42;0;300
1521;Cavalhada;Cel. Aparício Borges;50;0;30;7;0;50
1522;Cavalhada;Centro Histórico;200;0;118;45;0;200
1523;Cavalhada;Chapéu do Sol;50;0;26;12;0;50
1524;Cavalhada;Chácara das Pedras;50;0;25;11;0;50
1525;Cavalhada;Cidade Baixa;50;0;21;13;0;50
1526;Cavalhada;Costa e Silva;150;0;83;27;0;150
1527;Cavalhada;Cristal;3600;0;1937;718;0;3600
1528;Cavalhada;Cristo Redentor;0;0;0;0;0;0
1529;Cavalhada;Espírito Santo;550;0;308;111;0;550
1530;Cavalhada;Extrema;0;0;0;0;0;0
1531;Cavalhada;Farrapos;50;0;29;11;0;50
1532;Cavalhada;Farroupilha;0;0;0;0;0;0
1533;Cavalhada;Floresta;50;0;26;13;0;50
1534;Cavalhada;Glória;50;0;27;8;0;50
1535;Cavalhada;Guarujá;50;0;37;8;0;50
1536;Cavalhada;Higienópolis;0;0;0;0;0;0
1537;Cavalhada;Humaitá;0;0;0;0;0;0
1538;Cavalhada;Hípica;100;0;61;14;0;100
1539;Cavalhada;Independência;100;0;56;22;0;100
1540;Cavalhada;Ipanema;500;0;294;84;0;500
1541;Cavalhada;Jardim Botânico;0;0;0;0;0;0
1542;Cavalhada;Jardim Carvalho;150;0;84;28;0;150
1543;Cavalhada;Jardim Europa;250;0;135;60;0;250
1544;Cavalhada;Jardim Floresta;100;0;49;21;0;100
1545;Cavalhada;Jardim Isabel;1600;0;859;343;0;1600
1546;Cavalhada;Jardim Itú;50;0;30;12;0;50
1547;Cavalhada;Jardim Leopoldina;50;0;25;12;0;50
1548;Cavalhada;Jardim Lindóia;100;0;55;20;0;100
1549;Cavalhada;Jardim Sabará;250;0;143;46;0;250
1550;Cavalhada;Jardim São Pedro;50;0;26;8;0;50
1551;Cavalhada;Jardim do Salso;0;0;0;0;0;0
1552;Cavalhada;Lageado;100;0;57;19;0;100
1553;Cavalhada;Lami;0;0;0;0;0;0
1554;Cavalhada;Lomba do Pinheiro;150;0;84;23;0;150
1555;Cavalhada;Medianeira;150;0;71;36;0;150
1556;Cavalhada;Menino Deus;100;0;39;31;0;100
1557;Cavalhada;Moinhos de Vento;200;0;103;45;0;200
1558;Cavalhada;Mont'Serrat;0;0;0;0;0;0
1559;Cavalhada;Morro Santana;50;0;27;10;0;50
1560;Cavalhada;Mário Quintana;150;0;88;16;0;150
1561;Cavalhada;Navegantes;50;0;26;6;0;50
1562;Cavalhada;Nonoai;900;0;468;184;0;900
1563;Cavalhada;Parque Santa Fé;0;0;0;0;0;0
1564;Cavalhada;Partenon;450;0;263;83;0;450
1565;Cavalhada;Passo D'Areia;0;0;0;0;0;0
1566;Cavalhada;Passo das Pedras;50;0;27;8;0;50
1567;Cavalhada;Pedra Redonda;1850;0;1035;339;0;1850
1568;Cavalhada;Petrópolis;0;0;0;0;0;0
1569;Cavalhada;Pitinga;100;0;54;18;0;100
1570;Cavalhada;Ponta Grossa;300;0;163;60;0;300
1571;Cavalhada;Praia de Belas;250;0;132;57;0;250
1572;Cavalhada;Restinga;150;0;84;33;0;150
1573;Cavalhada;Rio Branco;50;0;28;7;0;50
1574;Cavalhada;Rubem Berta;450;0;209;155;0;450
1575;Cavalhada;Santa Cecília;250;0;134;63;0;250
1576;Cavalhada;Santa Maria Goretti;50;0;31;4;0;50
1577;Cavalhada;Santa Rosa de Lima;150;0;84;23;0;150
1578;Cavalhada;Santa Tereza;1350;0;755;223;0;1350
1579;Cavalhada;Santana;100;0;50;17;0;100
1580;Cavalhada;Santo Antônio;150;0;88;30;0;150
1581;Cavalhada;Sarandi;50;0;32;8;0;50
1582;Cavalhada;Serraria;450;0;243;75;0;450
