"node_name","lat","long","water_level"
"Belém Velho//school_5",-30.11614442076316,-51.16282941307979,""
"Belém Velho//home_6",-30.11427250210821,-51.18169792232343,""
"Belém Velho//work_6",-30.113809717772465,-51.18217709035641,""
"Belém Velho//school_6",-30.11579491320081,-51.18249736439672,""
"Belém Velho//home_7",-30.11602958251326,-51.15535664117309,""
"Belém Velho//work_7",-30.115990738570755,-51.1559996090697,""
"Belém Velho//school_7",-30.117447828299504,-51.15558314011201,""
"Belém Velho//home_8",-30.113379445477218,-51.15376615623328,""
"Belém Velho//work_8",-30.114483195281977,-51.154234471769264,""
"Belém Velho//school_8",-30.115038038966436,-51.153090062276924,""
"Belém Velho//home_9",-30.11522883063639,-51.15725929606911,""
"Belém Velho//work_9",-30.113928374642654,-51.15788830639534,""
"Belém Velho//school_9",-30.11468861962461,-51.158155563164634,""
"Belém Velho//home_10",-30.10843813100275,-51.14992144903911,""
"Belém Velho//work_10",-30.109932822597763,-51.15263995445635,""
"Belém Velho//school_10",-30.10786353800928,-51.14858008467386,""
"Belém Velho//home_11",-30.11743754347548,-51.152930389215264,""
"Belém Velho//work_11",-30.117474196554145,-51.14952923062332,""
"Belém Velho//school_11",-30.117546053351134,-51.148688060645064,""
"Belém Velho//home_12",-30.11130937996712,-51.15522209868156,""
"Belém Velho//work_12",-30.11100904095399,-51.15485417379996,""
"Belém Velho//school_12",-30.11230468109279,-51.154219354776984,""
"Belém Velho//home_13",-30.11506932324217,-51.14970855773069,""
"Belém Velho//work_13",-30.113974707302216,-51.15006414157045,""
"Belém Velho//school_13",-30.11088788708012,-51.152886296575105,""
"Belém Velho//home_14",-30.10917942609174,-51.16870647959572,""
"Belém Velho//work_14",-30.101156878883813,-51.15975767359447,""
"Belém Velho//school_14",-30.101548584210793,-51.15495168469213,""
"Belém Velho//home_15",-30.09886465207182,-51.17547487617471,""
"Belém Velho//work_15",-30.09978434611352,-51.174077381314916,""
"Belém Velho//school_15",-30.10537108616329,-51.17573172251781,""
"Belém Velho//marketplace_0",-30.112016211035705,-51.15976305351335,""
"Belém Velho//restaurant_0",-30.112461181630575,-51.158554321922715,""
"Belém Velho//pharmacy_0",-30.112511299054916,-51.157965204260876,""
"Belém Velho//marketplace_1",-30.117487404240247,-51.16479838724914,""
"Belém Velho//restaurant_1",-30.11624995024837,-51.164654277975906,""
"Belém Velho//pharmacy_1",-30.118828895112102,-51.1617668226392,""
"Belém Velho//marketplace_2",-30.119475440614554,-51.184485950933606,""
"Belém Velho//restaurant_2",-30.119725132439438,-51.186841880326675,""
"Belém Velho//pharmacy_2",-30.12080054900917,-51.18422908275663,""
"Belém Velho//marketplace_3",-30.115202579884535,-51.183996590348784,""
"Belém Velho//restaurant_3",-30.114777643741537,-51.182998657140104,""
"Belém Velho//pharmacy_3",-30.115746279541913,-51.18424206284905,""
"Belém Velho//marketplace_4",-30.101758799630115,-51.172941345935236,""
"Belém Velho//restaurant_4",-30.100453026301214,-51.171786127988234,""
"Belém Velho//pharmacy_4",-30.10277433609633,-51.17651512436608,""
"Belém Velho//marketplace_5",-30.115395998125912,-51.16897717646243,""
"Belém Velho//restaurant_5",-30.105008951075632,-51.150126878611715,""
"Belém Velho//pharmacy_5",-30.11618401122315,-51.171293646970796,""
"Belém Velho//marketplace_6",-30.114036084489335,-51.18282072235133,""
"Belém Velho//restaurant_6",-30.11497130720507,-51.18221994360926,""
"Belém Velho//pharmacy_6",-30.114950676918546,-51.18298643889249,""
"Belém Velho//marketplace_7",-30.11626032343229,-51.15530512536941,""
"Belém Velho//restaurant_7",-30.118722526699575,-51.15577372134705,""
"Belém Velho//pharmacy_7",-30.114069461824915,-51.15641169848496,""
"Belém Velho//marketplace_8",-30.112462365295297,-51.15536079727726,""
"Belém Velho//restaurant_8",-30.113384159805143,-51.1539251885652,""
"Belém Velho//pharmacy_8",-30.113481018531512,-51.15359237943316,""
"Belém Velho//marketplace_9",-30.11452015070632,-51.158653258455075,""
"Belém Velho//restaurant_9",-30.118089474625062,-51.15941568082994,""
"Belém Velho//pharmacy_9",-30.11524848628167,-51.157174026164476,""
"Belém Velho//marketplace_10",-30.108919430973778,-51.15032196222781,""
"Belém Velho//restaurant_10",-30.10903161465535,-51.152200714594365,""
"Belém Velho//pharmacy_10",-30.10843711741362,-51.14933919250224,""
"Belém Velho//marketplace_11",-30.117887078817613,-51.15360203389412,""
"Belém Velho//restaurant_11",-30.114739447786132,-51.15280028500116,""
"Belém Velho//pharmacy_11",-30.118595905827135,-51.15274809150878,""
"Belém Velho//marketplace_12",-30.11068834388062,-51.15454569781695,""
"Belém Velho//restaurant_12",-30.111488708082774,-51.15389637836403,""
"Belém Velho//pharmacy_12",-30.111410953021416,-51.15504832188144,""
"Belém Velho//marketplace_13",-30.114003073489947,-51.15162673615127,""
"Belém Velho//restaurant_13",-30.115539156780116,-51.149802837456605,""
"Belém Velho//pharmacy_13",-30.114680448135143,-51.149534688242866,""
"Belém Velho//marketplace_14",-30.108481144167527,-51.170065952715376,""
"Belém Velho//restaurant_14",-30.108678708798767,-51.16860873549591,""
"Belém Velho//pharmacy_14",-30.109397900732347,-51.16946661259482,""
"Belém Velho//marketplace_15",-30.099101986827975,-51.17580488417085,""
"Belém Velho//restaurant_15",-30.097351478090253,-51.1734870774606,""
"Belém Velho//pharmacy_15",-30.098629396583966,-51.175493199558545,""
"Boa Vista//home_0",-30.020591062366854,-51.1653126074895,""
"Boa Vista//work_0",-30.022206175548646,-51.16397438190913,""
"Boa Vista//school_0",-30.02281161710182,-51.16390480370571,""
"Boa Vista//home_1",-30.021278870896577,-51.18010791602903,""
"Boa Vista//work_1",-30.025603810531518,-51.18137064718855,""
"Boa Vista//school_1",-30.0233894353622,-51.18107581559598,""
"Boa Vista//home_2",-30.020665825899417,-51.180643623083164,""
"Boa Vista//work_2",-30.02223812882523,-51.18198404518968,""
"Boa Vista//school_2",-30.02157343010634,-51.18249364288577,""
"Boa Vista//home_3",-30.024020521330296,-51.17957753964141,""
"Boa Vista//work_3",-30.022363576710376,-51.1793813434679,""
"Boa Vista//school_3",-30.02206500400785,-51.17754694781897,""
"Boa Vista//home_4",-30.02368319427257,-51.178134863718824,""
"Boa Vista//work_4",-30.023228392013067,-51.17668953694277,""
"Boa Vista//school_4",-30.023390575983196,-51.177764743860166,""
"Boa Vista//home_5",-30.01952890435017,-51.17460737328078,""
"Boa Vista//work_5",-30.020229080733397,-51.174226620098956,""
"Boa Vista//school_5",-30.019590368689695,-51.17496256397264,""
"Boa Vista//home_6",-30.019462575124464,-51.17376369496217,""
"Boa Vista//work_6",-30.020133341763795,-51.173702425353,""
"Boa Vista//school_6",-30.020144511247363,-51.1731496303075,""
"Boa Vista//home_7",-30.021129506084154,-51.17327070284802,""
"Boa Vista//work_7",-30.021434996236817,-51.17292699750354,""
"Boa Vista//school_7",-30.0212627694774,-51.172677989403915,""
"Boa Vista//home_8",-30.02161243132361,-51.17187562528781,""
"Boa Vista//work_8",-30.02380833647782,-51.17115175614798,""
"Boa Vista//school_8",-30.022933202605017,-51.172745637245065,""
"Boa Vista//home_9",-30.023955290014392,-51.17365797626154,""
"Boa Vista//work_9",-30.02377739189298,-51.17366312624933,""
"Boa Vista//school_9",-30.023813545676298,-51.17497212848812,""
"Boa Vista//home_10",-30.024893069760044,-51.17690383966784,""
"Boa Vista//work_10",-30.026864447245426,-51.17626190272477,""
"Boa Vista//school_10",-30.0236387729724,-51.176371224233044,""
"Boa Vista//home_11",-30.027419633056045,-51.17846790468804,""
"Boa Vista//work_11",-30.026896701307937,-51.17796631899606,""
"Boa Vista//school_11",-30.026142028972053,-51.178895677296396,""
"Boa Vista//home_12",-30.020703666386986,-51.17454112871117,""
"Boa Vista//work_12",-30.021663464613113,-51.17354937343747,""
"Boa Vista//school_12",-30.021753874384135,-51.17342895388252,""
"Boa Vista//home_13",-30.019998378421064,-51.171749547791244,""
"Boa Vista//work_13",-30.01959443330971,-51.17200002752257,""
"Boa Vista//school_13",-30.020990065126636,-51.17325692212303,""
"Boa Vista//home_14",-30.021939946441037,-51.17586893198009,""
"Boa Vista//work_14",-30.022376311513238,-51.17472323463918,""
"Boa Vista//school_14",-30.022761396701082,-51.175527858171066,""
"Boa Vista//home_15",-30.024184978497743,-51.16963312232224,""
"Boa Vista//work_15",-30.024337695800806,-51.16861036753027,""
"Boa Vista//school_15",-30.025498257407236,-51.17280311700499,""
"Boa Vista//home_16",-30.02032179939384,-51.17569667735294,""
"Boa Vista//work_16",-30.020787418248037,-51.175978567644286,""
"Boa Vista//school_16",-30.019357882295388,-51.17720059530531,""
"Boa Vista//home_17",-30.01919507647492,-51.17578876314716,""
"Boa Vista//work_17",-30.020565888914092,-51.17518476411007,""
"Boa Vista//school_17",-30.019961167229457,-51.17524521791081,""
"Boa Vista//home_18",-30.0272072117399,-51.17161311872116,""
"Boa Vista//work_18",-30.027932684424318,-51.1712510712959,""
"Boa Vista//school_18",-30.026961003728914,-51.17190194752985,""
"Boa Vista//home_19",-30.026361984048553,-51.17148688756037,""
"Boa Vista//work_19",-30.027085852704,-51.17059669207583,""
"Boa Vista//school_19",-30.026279022730698,-51.17030079826928,""
"Boa Vista//marketplace_0",-30.020216746747977,-51.16474288548003,""
"Boa Vista//restaurant_0",-30.019974259924336,-51.164495353012875,""
"Boa Vista//pharmacy_0",-30.020336364497805,-51.16454851560276,""
"Boa Vista//marketplace_1",-30.02137082034444,-51.179279153424226,""
"Boa Vista//restaurant_1",-30.020839498981445,-51.18011168147281,""
"Boa Vista//pharmacy_1",-30.02145091753916,-51.17985154069632,""
"Boa Vista//marketplace_2",-30.021455039887694,-51.18092442864136,""
"Boa Vista//restaurant_2",-30.020936455697814,-51.17975574148221,""
"Boa Vista//pharmacy_2",-30.020376430284063,-51.18097479204118,""
"Boa Vista//marketplace_3",-30.022867361505398,-51.17985859153884,""
"Boa Vista//restaurant_3",-30.02396147407757,-51.17814325444756,""
"Boa Vista//pharmacy_3",-30.02433901280571,-51.17829311499943,""
"Boa Vista//marketplace_4",-30.023432384884373,-51.17933462450222,""
"Boa Vista//restaurant_4",-30.0231824769796,-51.17803711961901,""
"Boa Vista//pharmacy_4",-30.023777434027746,-51.17810188217105,""
"Boa Vista//marketplace_5",-30.01938685651171,-51.175112717133615,""
"Boa Vista//restaurant_5",-30.01976827342682,-51.17536073423701,""
"Boa Vista//pharmacy_5",-30.018429071430504,-51.175674683597244,""
"Boa Vista//marketplace_6",-30.019699909880618,-51.17409370295831,""
"Boa Vista//restaurant_6",-30.019052147134477,-51.171877813851,""
"Boa Vista//pharmacy_6",-30.020079094960757,-51.17343692372761,""
"Boa Vista//marketplace_7",-30.021654129427592,-51.17341042791014,""
"Boa Vista//restaurant_7",-30.021480654379772,-51.175446444529484,""
"Boa Vista//pharmacy_7",-30.017233681052733,-51.17334595417634,""
"Boa Vista//marketplace_8",-30.022091267902056,-51.173249852221,""
"Boa Vista//restaurant_8",-30.020783333937192,-51.171652065706816,""
"Boa Vista//pharmacy_8",-30.021164829323723,-51.1698713980757,""
"Boa Vista//marketplace_9",-30.02458256479896,-51.17340404865132,""
"Boa Vista//restaurant_9",-30.022790826771647,-51.1728328995867,""
"Boa Vista//pharmacy_9",-30.02345836179424,-51.17274363680408,""
"Boa Vista//marketplace_10",-30.025158718358423,-51.17622051880616,""
"Boa Vista//restaurant_10",-30.02359094201513,-51.176977150561356,""
"Boa Vista//pharmacy_10",-30.024418339066884,-51.17685407122501,""
"Boa Vista//marketplace_11",-30.027318639264923,-51.17963303732448,""
"Boa Vista//restaurant_11",-30.027191044588772,-51.17923972672799,""
"Boa Vista//pharmacy_11",-30.027698200936154,-51.17727482301912,""
"Boa Vista//marketplace_12",-30.02058525928773,-51.17479655541083,""
"Boa Vista//restaurant_12",-30.020151875910518,-51.17528386751511,""
"Boa Vista//pharmacy_12",-30.020731330707896,-51.17259686948402,""
"Boa Vista//marketplace_13",-30.020306664543927,-51.171896226191684,""
"Boa Vista//restaurant_13",-30.018620332525007,-51.17216692188189,""
"Boa Vista//pharmacy_13",-30.020968807588392,-51.172612568117366,""
"Boa Vista//marketplace_14",-30.022545636590063,-51.17581569996539,""
"Boa Vista//restaurant_14",-30.022595386369275,-51.17633717158704,""
"Boa Vista//pharmacy_14",-30.02209240192027,-51.17525041881042,""
"Boa Vista//marketplace_15",-30.024258243551607,-51.17100841536612,""
"Boa Vista//restaurant_15",-30.022942704936384,-51.16840918623944,""
"Boa Vista//pharmacy_15",-30.025065806270295,-51.16855237720424,""
"Boa Vista//marketplace_16",-30.021022615017664,-51.17509952034437,""
"Boa Vista//restaurant_16",-30.02047516432622,-51.17616305029785,""
"Boa Vista//pharmacy_16",-30.02023364628161,-51.17559820480972,""
"Boa Vista//marketplace_17",-30.01910281869166,-51.17924490734324,""
"Boa Vista//restaurant_17",-30.01899852000776,-51.177159169137475,""
"Boa Vista//pharmacy_17",-30.01978113802432,-51.17564619923451,""
"Boa Vista//marketplace_18",-30.027414309989062,-51.17108098549021,""
"Boa Vista//restaurant_18",-30.02626381120712,-51.17333760714424,""
"Boa Vista//pharmacy_18",-30.027377809904728,-51.17240480855236,""
"Boa Vista//marketplace_19",-30.02615298874086,-51.171746890723576,""
"Boa Vista//restaurant_19",-30.026448017425587,-51.17197988482799,""
"Boa Vista//pharmacy_19",-30.026032598998004,-51.17176325070586,""
"Boa Vista do Sul//home_0",-30.218853926658007,-51.10505131796535,""
"Boa Vista do Sul//work_0",-30.216578955733915,-51.107684082793845,""
"Boa Vista do Sul//school_0",-30.21329045092704,-51.12082438217621,""
"Boa Vista do Sul//home_1",-30.205314437885193,-51.12974057531426,""
"Boa Vista do Sul//work_1",-30.205911020014753,-51.1334499110393,""
"Boa Vista do Sul//school_1",-30.207112238732684,-51.13792603371774,""
"Boa Vista do Sul//home_2",-30.24660178255202,-51.13371974435905,""
"Boa Vista do Sul//work_2",-30.259397290089264,-51.13704565951032,""
"Boa Vista do Sul//school_2",-30.26481628831112,-51.13795456498062,""
"Boa Vista do Sul//home_3",-30.23948305539027,-51.1344903511458,""
"Boa Vista do Sul//work_3",-30.23920722896345,-51.134736756148044,""
"Boa Vista do Sul//school_3",-30.239218698143777,-51.1352302528905,""
"Boa Vista do Sul//home_4",-30.23390231602567,-51.15454431148105,""
"Boa Vista do Sul//work_4",-30.227851579456743,-51.15268775853322,""
"Boa Vista do Sul//school_4",-30.22266013913507,-51.1533468290213,""
"Boa Vista do Sul//home_5",-30.21887566336374,-51.13522543954859,""
"Boa Vista do Sul//work_5",-30.21847367914654,-51.13714251163505,""
"Boa Vista do Sul//school_5",-30.219132884387886,-51.135953269071734,""
"Boa Vista do Sul//marketplace_0",-30.218062145487885,-51.10456641886631,""
"Boa Vista do Sul//restaurant_0",-30.2189965328047,-51.104663456751,""
"Boa Vista do Sul//pharmacy_0",-30.22027725245739,-51.10563122006817,""
"Boa Vista do Sul//marketplace_1",-30.20659057214829,-51.12997887846314,""
"Boa Vista do Sul//restaurant_1",-30.20435880342291,-51.129695202800015,""
"Boa Vista do Sul//pharmacy_1",-30.20536465217013,-51.13004880349917,""
"Boa Vista do Sul//marketplace_2",-30.248545270200037,-51.134761034786884,""
"Boa Vista do Sul//restaurant_2",-30.24701301788744,-51.13466754175784,""
"Boa Vista do Sul//pharmacy_2",-30.246903686987924,-51.133924093397304,""
"Boa Vista do Sul//marketplace_3",-30.23942878779011,-51.13488459928538,""
"Boa Vista do Sul//restaurant_3",-30.23930588454079,-51.13451922554481,""
"Boa Vista do Sul//pharmacy_3",-30.240142882915894,-51.133865537640226,""
"Boa Vista do Sul//marketplace_4",-30.23419521308224,-51.15677365384442,""
"Boa Vista do Sul//restaurant_4",-30.232600188280756,-51.154617622374566,""
"Boa Vista do Sul//pharmacy_4",-30.234220807501085,-51.153259886839066,""
"Boa Vista do Sul//marketplace_5",-30.21888324639071,-51.13522275983378,""
"Boa Vista do Sul//restaurant_5",-30.219084321585512,-51.135137156248824,""
"Boa Vista do Sul//pharmacy_5",-30.219711014622227,-51.13460321800567,""
"Bom Fim//home_0",-30.0315596801601,-51.21997483690129,"10.0"
"Bom Fim//work_0",-30.03170141144964,-51.219921825625946,"10.0"
"Bom Fim//school_0",-30.031731700690656,-51.220048170295584,"10.0"
"Bom Fim//home_1",-30.03222603639328,-51.21929195467973,"10.0"
"Bom Fim//work_1",-30.032598546829366,-51.21775120363964,"10.0"
"Bom Fim//school_1",-30.032672736798315,-51.21755199823594,"10.0"
"Bom Fim//home_2",-30.030992152921016,-51.217597835519975,"10.0"
"Bom Fim//work_2",-30.031963029286626,-51.21955029440311,"10.0"
"Bom Fim//school_2",-30.031642100022772,-51.21944090569289,"10.0"
"Bom Fim//home_3",-30.030957174293622,-51.21638075317793,"10.0"
"Bom Fim//work_3",-30.030936389686396,-51.21602464675983,"10.0"
"Bom Fim//school_3",-30.031013072635115,-51.21685065995392,"10.0"
"Bom Fim//home_4",-30.032808405020656,-51.21619807624998,"10.0"
"Bom Fim//work_4",-30.03213621290567,-51.216390272509116,"10.0"
"Bom Fim//school_4",-30.033181569405777,-51.21653320681677,"10.0"
"Bom Fim//home_5",-30.032090285783664,-51.21542070636554,"10.0"
"Bom Fim//work_5",-30.032598193193717,-51.21533570896638,"10.0"
"Bom Fim//school_5",-30.03204089167835,-51.21593029657431,"10.0"
"Bom Fim//home_6",-30.032161821272837,-51.215259022981506,"10.0"
"Bom Fim//work_6",-30.031196136089545,-51.21438564502016,"10.0"
"Bom Fim//school_6",-30.032962333778553,-51.21451111536825,"10.0"
"Bom Fim//home_7",-30.031681246369065,-51.21407629322785,"10.0"
"Bom Fim//work_7",-30.03338173273249,-51.214183568888245,"10.0"
"Bom Fim//school_7",-30.03261462135937,-51.21426901215789,"10.0"
"Bom Fim//home_8",-30.03343583662133,-51.213156311001036,"10.0"
"Bom Fim//work_8",-30.032297173277914,-51.2129542690319,"10.0"
"Bom Fim//school_8",-30.033522039356296,-51.21351132323416,"10.0"
"Bom Fim//home_9",-30.032778989490435,-51.21276019924342,"10.0"
"Bom Fim//work_9",-30.034270295076908,-51.21300489218752,"10.0"
"Bom Fim//school_9",-30.032418321326237,-51.21266581496117,"10.0"
"Bom Fim//home_10",-30.03161646944679,-51.213189329154346,"10.0"
"Bom Fim//work_10",-30.033392866133443,-51.213745424330355,"10.0"
"Bom Fim//school_10",-30.032465379554317,-51.21382562114697,"10.0"
"Bom Fim//home_11",-30.030844037807128,-51.21232594436086,"10.0"
"Bom Fim//work_11",-30.03018423115178,-51.212774912254794,"10.0"
"Bom Fim//school_11",-30.030742500319068,-51.21310165730653,"10.0"
"Bom Fim//home_12",-30.03017253638605,-51.211895077227766,"10.0"
"Bom Fim//work_12",-30.030701943698034,-51.21209307429456,"10.0"
"Bom Fim//school_12",-30.031249724502942,-51.21198486474322,"10.0"
"Bom Fim//home_13",-30.032535744507076,-51.21131575807953,"10.0"
"Bom Fim//work_13",-30.032286585706125,-51.21147882531482,"10.0"
"Bom Fim//school_13",-30.031945783045632,-51.211107125519085,"10.0"
"Bom Fim//home_14",-30.03390686357103,-51.212259445541946,"10.0"
"Bom Fim//work_14",-30.035109378847846,-51.21180835581002,"10.0"
"Bom Fim//school_14",-30.03427777424186,-51.21220169740891,"10.0"
"Bom Fim//home_15",-30.03307584661478,-51.21116669231003,"10.0"
"Bom Fim//work_15",-30.033077736052498,-51.21145367440981,"10.0"
"Bom Fim//school_15",-30.034589586918408,-51.211319424740715,"10.0"
"Bom Fim//home_16",-30.033567876971684,-51.210492353528984,"10.0"
"Bom Fim//work_16",-30.034747505438485,-51.21074150770317,"10.0"
"Bom Fim//school_16",-30.03319064870747,-51.210143383661446,"10.0"
"Bom Fim//home_17",-30.03433309723457,-51.210236036552146,"10.0"
"Bom Fim//work_17",-30.034476380770172,-51.21023648887111,"10.0"
"Bom Fim//school_17",-30.035870048238543,-51.20985018067495,"10.0"
"Bom Fim//home_18",-30.03236886853257,-51.21011816360343,"10.0"
"Bom Fim//work_18",-30.032592202623785,-51.20978596430781,"10.0"
"Bom Fim//school_18",-30.032778515167323,-51.21029731858693,"10.0"
"Bom Fim//home_19",-30.03138982971184,-51.210777207210775,"10.0"
"Bom Fim//work_19",-30.030381631731213,-51.2104460822706,"10.0"
"Bom Fim//school_19",-30.031656706514873,-51.21042639604656,"10.0"
"Bom Fim//home_20",-30.031737299070535,-51.20898585089806,"10.0"
"Bom Fim//work_20",-30.031683276419454,-51.20963770297641,"10.0"
"Bom Fim//school_20",-30.031756543626226,-51.209061024920715,"10.0"
"Bom Fim//home_21",-30.032301095950032,-51.209371324205556,"10.0"
"Bom Fim//work_21",-30.033143919561482,-51.20912714671115,"10.0"
"Bom Fim//school_21",-30.03217410271778,-51.208845932406426,"10.0"
"Bom Fim//home_22",-30.032703106339113,-51.208427614104885,"10.0"
"Bom Fim//work_22",-30.03420335626213,-51.20878576066888,"10.0"
"Bom Fim//school_22",-30.033938098052545,-51.20905941771507,"10.0"
"Bom Fim//home_23",-30.035547557155198,-51.20916546458912,"10.0"
"Bom Fim//work_23",-30.034781231039656,-51.208700049011675,"10.0"
"Bom Fim//school_23",-30.03556380295904,-51.20899432051583,"10.0"
"Bom Fim//home_24",-30.03100723396093,-51.21393097394987,"10.0"
"Bom Fim//work_24",-30.029772984273528,-51.21381754217817,"10.0"
"Bom Fim//school_24",-30.03065587326443,-51.21410568006584,"10.0"
"Bom Fim//home_25",-30.03617558090939,-51.20851592597184,"10.0"
"Bom Fim//work_25",-30.036482739211454,-51.208390815596,"10.0"
"Bom Fim//school_25",-30.03655273072147,-51.20856202787791,"10.0"
"Bom Fim//marketplace_0",-30.03179318620736,-51.219251450011235,""
"Bom Fim//restaurant_0",-30.032282392963985,-51.22276961963088,""
"Bom Fim//pharmacy_0",-30.031306832795213,-51.21973916208419,""
"Bom Fim//marketplace_1",-30.033488929607948,-51.22260914096048,""
"Bom Fim//restaurant_1",-30.032577184688897,-51.221467696361195,""
"Bom Fim//pharmacy_1",-30.032074913954723,-51.217763211528705,""
"Bom Fim//marketplace_2",-30.03071308180058,-51.21648261623102,""
"Bom Fim//restaurant_2",-30.032279456808055,-51.21832424988267,""
"Bom Fim//pharmacy_2",-30.031162751085844,-51.21838952535117,""
"Bom Fim//marketplace_3",-30.031710866858738,-51.215261846478015,""
"Bom Fim//restaurant_3",-30.028836369945765,-51.215311984243655,""
"Bom Fim//pharmacy_3",-30.030210001569127,-51.21639824821401,""
"Bom Fim//marketplace_4",-30.033435679805223,-51.215944148639764,""
"Bom Fim//restaurant_4",-30.032588781579186,-51.21813340798052,""
"Bom Fim//pharmacy_4",-30.032682671142698,-51.2153519519451,""
"Bom Fim//marketplace_5",-30.03240434976507,-51.21517620841115,""
"Bom Fim//restaurant_5",-30.031684391140836,-51.21587220479281,""
"Bom Fim//pharmacy_5",-30.032525266555307,-51.21550215565271,""
"Bom Fim//marketplace_6",-30.032559777475633,-51.215547395471475,""
"Bom Fim//restaurant_6",-30.031950704658104,-51.21538500737124,""
"Bom Fim//pharmacy_6",-30.032020223610598,-51.216221550753815,""
"Bom Fim//marketplace_7",-30.03142911203801,-51.21349206348793,""
"Bom Fim//restaurant_7",-30.030852148982646,-51.21385273364685,""
"Bom Fim//pharmacy_7",-30.031355967866386,-51.214331306974216,""
"Bom Fim//marketplace_8",-30.031553962236607,-51.212588364244915,""
"Bom Fim//restaurant_8",-30.03405318939138,-51.21381034408369,""
"Bom Fim//pharmacy_8",-30.03281447843959,-51.21262409276038,""
"Bom Fim//marketplace_9",-30.03291816435474,-51.21321385139978,""
"Bom Fim//restaurant_9",-30.03439154288017,-51.21203880899825,""
"Bom Fim//pharmacy_9",-30.03248519107934,-51.21199572624529,""
"Bom Fim//marketplace_10",-30.03151069165795,-51.21315338819677,""
"Bom Fim//restaurant_10",-30.030874016407278,-51.2131934238722,""
"Bom Fim//pharmacy_10",-30.034620288026048,-51.21074955193669,""
"Bom Fim//marketplace_11",-30.030840147305515,-51.2123542180604,""
"Bom Fim//restaurant_11",-30.03324972937752,-51.2113729409216,""
"Bom Fim//pharmacy_11",-30.0295401661453,-51.212909260150745,""
"Bom Fim//marketplace_12",-30.02991658497841,-51.2146214044631,""
"Bom Fim//restaurant_12",-30.029975242255706,-51.21122346440875,""
"Bom Fim//pharmacy_12",-30.02983486082934,-51.21162260340173,""
"Bom Fim//marketplace_13",-30.032271154337323,-51.21087950489115,""
"Bom Fim//restaurant_13",-30.033463300802804,-51.21032894399936,""
"Bom Fim//pharmacy_13",-30.03343767215671,-51.211667354947075,""
"Bom Fim//marketplace_14",-30.033055399865013,-51.21216680412209,""
"Bom Fim//restaurant_14",-30.0347457465539,-51.21172539479677,""
"Bom Fim//pharmacy_14",-30.035104057928987,-51.21164387075135,""
"Bom Fim//marketplace_15",-30.031827563687038,-51.21177714777059,""
"Bom Fim//restaurant_15",-30.033166041310498,-51.211558693002104,""
"Bom Fim//pharmacy_15",-30.032059459097223,-51.21002627588981,""
"Bom Fim//marketplace_16",-30.03371895687144,-51.21055558573438,""
"Bom Fim//restaurant_16",-30.03387331817995,-51.211090201779285,""
"Bom Fim//pharmacy_16",-30.033548896888565,-51.21079764278487,""
"Bom Fim//marketplace_17",-30.0345638381536,-51.21018452074846,""
"Bom Fim//restaurant_17",-30.03479343947819,-51.21138895275061,""
"Bom Fim//pharmacy_17",-30.03655145163928,-51.210745311895,""
"Bom Fim//marketplace_18",-30.032170878579965,-51.20810596809234,""
"Bom Fim//restaurant_18",-30.0337297911299,-51.21052052277814,""
"Bom Fim//pharmacy_18",-30.0333074886622,-51.20952993062111,""
"Bom Fim//marketplace_19",-30.03285155684513,-51.210119350154635,""
"Bom Fim//restaurant_19",-30.03129364987893,-51.21084569865121,""
"Bom Fim//pharmacy_19",-30.03065875811545,-51.21103148930635,""
"Bom Fim//marketplace_20",-30.032880844436107,-51.20840225461788,""
"Bom Fim//restaurant_20",-30.030323681986232,-51.209708536575214,""
"Bom Fim//pharmacy_20",-30.031394621402136,-51.209209814599824,""
"Bom Fim//marketplace_21",-30.032891787620194,-51.210703804430324,""
"Bom Fim//restaurant_21",-30.031895201307204,-51.20982282263282,""
"Bom Fim//pharmacy_21",-30.03204257147038,-51.210479266662404,""
"Bom Fim//marketplace_22",-30.033444056188465,-51.20867703881947,""
"Bom Fim//restaurant_22",-30.03330834741272,-51.20920612822522,""
"Bom Fim//pharmacy_22",-30.03343977505311,-51.21012310612887,""
"Bom Fim//marketplace_23",-30.036177611712446,-51.209765991089306,""
"Bom Fim//restaurant_23",-30.035408646147214,-51.20952423173203,""
"Bom Fim//pharmacy_23",-30.036696986074094,-51.21018441285323,""
"Bom Fim//marketplace_24",-30.031077468755026,-51.213008126391856,""
"Bom Fim//restaurant_24",-30.03095193082239,-51.214181088707946,""
"Bom Fim//pharmacy_24",-30.030828222885166,-51.2150142558883,""
"Bom Fim//marketplace_25",-30.034293706524668,-51.20794797921572,""
"Bom Fim//restaurant_25",-30.036462662601934,-51.2085605333271,""
"Bom Fim//pharmacy_25",-30.036769481330655,-51.209831768820045,""
"Bom Jesus//home_0",-30.04180010217748,-51.17074765176228,""
"Bom Jesus//work_0",-30.041118590188525,-51.17143674609423,""
"Bom Jesus//school_0",-30.0400252845623,-51.1714289430571,""
"Bom Jesus//home_1",-30.0410400812188,-51.16994229648791,""
"Bom Jesus//work_1",-30.042379093030984,-51.169725961293864,""
"Bom Jesus//school_1",-30.04314234510741,-51.17174254581724,""
"Bom Jesus//home_2",-30.04442779757644,-51.170860517233365,""
"Bom Jesus//work_2",-30.045346949057652,-51.170924336764095,""
"Bom Jesus//school_2",-30.04556936330674,-51.170165408434485,""
"Bom Jesus//home_3",-30.044717386051452,-51.16860160168385,""
