Simulation Frame;Azenha;Bom Fim;Centro;Cidade Baixa;Farroupilha;Floresta;Independência;Menino Deus;Moinhos de Vento;Praia de Belas;Rio Branco;Santa Cecília;Santana
490;36;36;36;36;19;36;34;36;36;27;36;31;36
491;36;36;36;36;19;36;34;36;36;27;36;31;36
492;36;36;36;36;19;36;34;36;36;27;36;31;36
493;36;36;36;36;19;36;34;36;36;27;36;31;36
494;36;36;36;36;19;36;34;36;36;27;36;31;36
495;36;36;36;36;19;36;34;36;36;27;36;31;36
496;36;36;36;36;19;36;34;36;36;27;36;31;36
497;36;36;36;36;19;36;34;36;36;27;36;31;36
498;36;36;36;36;19;36;34;36;36;27;36;31;36
499;36;36;36;36;19;36;34;36;36;27;36;31;36
500;36;36;36;36;19;36;34;36;36;27;36;31;36
501;36;36;36;36;19;36;34;36;36;27;36;31;36
502;36;36;36;36;19;36;34;36;36;27;36;31;36
503;36;36;36;36;19;36;34;36;36;27;36;31;36
504;36;36;36;36;19;36;34;36;36;27;36;31;36
505;36;36;36;36;19;36;34;36;36;27;36;31;36
506;36;36;36;36;19;36;34;36;36;27;36;31;36
507;36;36;36;36;19;36;34;36;36;27;36;31;36
508;36;36;36;36;19;36;34;36;36;27;36;31;36
509;36;36;36;36;19;36;34;36;36;27;36;31;36
510;36;36;36;36;19;36;34;36;36;27;36;31;36
511;36;36;36;36;19;36;34;36;36;27;36;31;36
512;36;36;36;36;17;36;33;36;36;25;36;28;36
513;36;36;36;36;17;36;33;36;36;25;36;28;36
514;36;36;36;36;17;36;33;36;36;25;36;28;36
515;36;36;36;36;17;36;33;36;36;25;36;28;36
516;36;36;36;36;18;36;33;36;36;25;36;28;36
517;36;36;36;36;18;36;33;36;36;25;36;28;36
518;36;36;36;36;18;36;33;36;36;25;36;28;36
519;36;36;36;36;18;36;33;36;36;25;36;28;36
520;36;36;36;36;18;36;33;36;36;25;36;28;36
521;36;36;36;36;18;36;33;36;36;25;36;28;36
522;36;36;36;36;18;36;33;36;36;25;36;28;36
523;36;36;36;36;18;36;33;36;36;25;36;28;36
524;36;36;36;36;18;36;33;36;36;25;36;28;36
525;36;36;36;36;18;36;33;36;36;25;36;28;36
526;36;36;36;36;18;36;33;36;36;25;36;28;36
527;36;36;36;36;18;36;33;36;36;25;36;28;36
528;36;36;36;36;18;36;33;36;36;25;36;28;36
529;36;36;36;36;18;36;33;36;36;25;36;28;36
530;36;36;36;36;18;36;33;36;36;25;36;28;36
531;36;36;36;36;18;36;33;36;36;25;36;28;36
532;36;36;36;36;18;36;33;36;36;25;36;28;36
533;36;36;36;36;18;36;33;36;36;25;36;28;36
534;36;36;36;36;18;36;33;36;36;25;36;28;36
535;36;36;36;36;18;36;33;36;36;25;36;28;36
536;47;47;47;47;24;47;44;47;47;36;47;39;47
537;47;47;47;47;24;47;44;47;47;36;47;39;47
538;47;47;47;47;24;47;44;47;47;36;47;39;47
539;47;47;47;47;24;47;44;47;47;36;47;39;47
540;47;47;47;47;24;47;44;47;47;36;47;39;47
541;47;47;47;47;24;47;44;47;47;36;47;39;47
542;47;47;47;47;24;47;44;47;47;36;47;39;47
543;47;47;47;47;24;47;44;47;47;36;47;39;47
544;47;47;47;47;24;47;44;47;47;36;47;39;47
545;47;47;47;47;24;47;44;47;47;36;47;39;47
546;47;47;47;47;24;47;44;47;47;36;47;39;47
547;47;47;47;47;24;47;44;47;47;36;47;39;47
548;47;47;47;47;24;47;44;47;47;36;47;39;47
549;47;47;47;47;24;47;44;47;47;36;47;39;47
550;47;47;47;47;24;47;44;47;47;36;47;39;47
551;47;47;47;47;24;47;44;47;47;36;47;39;47
552;47;47;47;47;24;47;44;47;47;36;47;39;47
553;47;47;47;47;24;47;44;47;47;36;47;39;47
554;47;47;47;47;24;47;44;47;47;36;47;39;47
555;47;47;47;47;24;47;44;47;47;36;47;39;47
556;47;47;47;47;24;47;44;47;47;36;47;39;47
557;47;47;47;47;24;47;44;47;47;36;47;39;47
558;47;47;47;47;24;47;44;47;47;36;47;39;47
559;47;47;47;47;24;47;44;47;47;36;47;39;47
560;47;47;47;47;26;47;46;47;47;41;47;44;47
561;47;47;47;47;26;47;46;47;47;41;47;44;47
562;47;47;47;47;26;47;46;47;47;41;47;44;47
563;47;47;47;47;26;47;46;47;47;41;47;44;47
564;47;47;47;47;26;47;46;47;47;41;47;44;47
565;47;47;47;47;26;47;46;47;47;41;47;44;47
566;47;47;47;47;26;47;46;47;47;41;47;44;47
567;47;47;47;47;26;47;46;47;47;41;47;44;47
568;47;47;47;47;26;47;46;47;47;41;47;44;47
569;47;47;47;47;26;47;46;47;47;41;47;44;47
570;47;47;47;47;26;47;46;47;47;41;47;44;47
571;47;47;47;47;26;47;46;47;47;41;47;44;47
572;47;47;47;47;26;47;46;47;47;41;47;44;47
573;47;47;47;47;26;47;46;47;47;41;47;44;47
574;47;47;47;47;26;47;46;47;47;41;47;44;47
575;47;47;47;47;26;47;46;47;47;41;47;44;47
576;47;47;47;47;26;47;46;47;47;41;47;44;47
577;47;47;47;47;26;47;46;47;47;41;47;44;47
578;47;47;47;47;26;47;46;47;47;41;47;44;47
579;47;47;47;47;26;47;46;47;47;41;47;44;47
580;47;47;47;47;26;47;46;47;47;41;47;44;47
581;47;47;47;47;26;47;46;47;47;41;47;44;47
582;47;47;47;47;26;47;46;47;47;41;47;44;47
583;47;47;47;47;26;47;46;47;47;41;47;44;47
584;47;47;47;47;29;47;47;47;47;46;47;47;47
585;47;47;47;47;29;47;47;47;47;46;47;47;47
586;47;47;47;47;29;47;47;47;47;46;47;47;47
587;47;47;47;47;29;47;47;47;47;46;47;47;47
588;47;47;47;47;29;47;47;47;47;46;47;47;47
589;47;47;47;47;29;47;47;47;47;46;47;47;47
590;47;47;47;47;29;47;47;47;47;46;47;47;47
591;47;47;47;47;29;47;47;47;47;46;47;47;47
592;47;47;47;47;29;47;47;47;47;46;47;47;47
593;47;47;47;47;29;47;47;47;47;46;47;47;47
594;47;47;47;47;29;47;47;47;47;46;47;47;47
595;47;47;47;47;29;47;47;47;47;46;47;47;47
596;47;47;47;47;29;47;47;47;47;46;47;47;47
597;47;47;47;47;29;47;47;47;47;46;47;47;47
598;47;47;47;47;29;47;47;47;47;46;47;47;47
599;47;47;47;47;29;47;47;47;47;46;47;47;47
600;47;47;47;47;29;47;47;47;47;46;47;47;47
601;47;47;47;47;29;47;47;47;47;46;47;47;47
602;47;47;47;47;29;47;47;47;47;46;47;47;47
603;47;47;47;47;29;47;47;47;47;46;47;47;47
604;47;47;47;47;29;47;47;47;47;46;47;47;47
605;47;47;47;47;29;47;47;47;47;46;47;47;47
606;47;47;47;47;29;47;47;47;47;46;47;47;47
607;47;47;47;47;29;47;47;47;47;46;47;47;47
608;43;45;47;47;25;42;41;47;42;39;46;39;47
609;43;45;47;47;25;42;41;47;42;39;46;39;47
610;43;45;47;47;25;42;41;47;42;40;46;39;47
611;43;45;47;47;25;42;41;47;42;40;46;39;47
612;44;45;47;47;25;42;41;47;42;40;47;39;47
613;44;45;47;47;25;42;41;47;42;40;47;39;47
614;44;45;47;47;25;42;41;47;42;40;47;39;47
615;44;45;47;47;25;42;41;47;42;40;47;39;47
616;44;45;47;47;25;42;41;47;42;40;47;39;47
617;44;45;47;47;25;42;41;47;42;40;47;39;47
618;44;45;47;47;25;42;41;47;42;40;47;39;47
619;44;45;47;47;25;42;41;47;42;40;47;39;47
620;44;45;47;47;25;42;41;47;42;40;47;39;47
621;44;45;47;47;25;42;41;47;42;40;47;39;47
622;44;45;47;47;25;42;41;47;42;40;47;39;47
623;44;45;47;47;25;42;41;47;42;40;47;39;47
624;44;45;47;47;25;42;41;47;42;40;47;39;47
625;44;45;47;47;25;42;41;47;42;40;47;39;47
626;44;45;47;47;25;42;41;47;42;40;47;39;47
627;44;45;47;47;25;42;41;47;42;40;47;39;47
628;44;45;47;47;25;42;41;47;42;40;47;39;47
629;44;45;47;47;25;42;41;47;42;40;47;39;47
630;44;45;47;47;25;42;41;47;42;40;47;39;47
631;44;45;47;47;25;42;41;47;42;40;47;39;47
632;33;34;36;36;19;31;30;36;31;29;36;28;36
633;33;34;36;36;19;31;30;36;31;29;36;28;36
634;33;34;36;36;19;31;30;36;31;29;36;28;36
635;33;34;36;36;19;31;30;36;31;29;36;28;36
636;33;34;36;36;19;31;30;36;31;29;36;28;36
637;33;34;36;36;19;31;30;36;31;29;36;28;36
638;33;34;36;36;19;31;30;36;31;29;36;28;36
639;33;34;36;36;19;31;30;36;31;29;36;28;36
640;33;34;36;36;19;31;30;36;31;29;36;28;36
641;33;34;36;36;19;31;30;36;31;29;36;28;36
642;33;34;36;36;19;31;30;36;31;29;36;28;36
643;33;34;36;36;19;31;30;36;31;29;36;28;36
644;33;34;36;36;19;31;30;36;31;29;36;28;36
645;33;34;36;36;19;31;30;36;31;29;36;28;36
646;33;34;36;36;19;31;30;36;31;29;36;28;36
647;33;34;36;36;19;31;30;36;31;29;36;28;36
648;33;34;36;36;19;31;30;36;31;29;36;28;36
649;33;34;36;36;19;31;30;36;31;29;36;28;36
650;33;34;36;36;19;31;30;36;31;29;36;28;36
651;33;34;36;36;19;31;30;36;31;29;36;28;36
652;33;34;36;36;19;31;30;36;31;29;36;28;36
653;33;34;36;36;19;31;30;36;31;29;36;28;36
654;33;34;36;36;19;31;30;36;31;29;36;28;36
655;33;34;36;36;19;31;30;36;31;29;36;28;36
656;28;30;36;35;12;25;24;36;25;22;34;19;36
657;28;30;36;35;12;25;24;36;25;22;34;19;36
658;28;30;36;35;13;26;24;36;25;22;35;20;36
659;28;30;36;35;13;26;24;36;25;22;35;20;36
660;28;30;36;35;13;26;24;36;25;22;35;20;36
661;28;30;36;35;13;26;24;36;25;22;35;20;36
662;28;30;36;35;13;26;24;36;25;22;35;20;36
663;28;30;36;35;13;26;24;36;25;22;35;20;36
664;28;30;36;35;13;26;24;36;25;22;35;20;36
665;28;30;36;35;13;26;24;36;25;22;35;20;36
666;28;30;36;35;13;26;24;36;25;22;35;20;36
667;28;30;36;35;13;26;24;36;25;22;35;20;36
668;28;30;36;35;13;26;24;36;25;22;35;20;36
669;28;30;36;35;13;26;24;36;25;22;35;20;36
670;28;30;36;35;13;26;24;36;25;22;35;20;36
671;28;30;36;35;13;26;24;36;25;22;35;20;36
672;28;30;36;35;13;26;24;36;25;22;35;20;36
673;28;30;36;35;13;26;24;36;25;22;35;20;36
674;28;30;36;35;13;26;24;36;25;22;35;20;36
675;28;30;36;35;13;26;24;36;25;22;35;20;36
676;28;30;36;35;13;26;24;36;25;22;35;20;36
677;28;30;36;35;13;26;24;36;25;22;35;20;36
678;28;30;36;35;13;26;24;36;25;22;35;20;36
679;28;30;36;35;13;26;24;36;25;22;35;20;36
680;31;32;36;35;16;31;30;36;30;23;35;27;35
681;31;32;36;35;16;31;30;36;30;23;35;27;35
682;31;32;36;35;17;31;30;36;30;24;35;27;35
683;31;32;36;35;17;31;30;36;30;24;35;27;35
684;31;32;36;35;17;31;30;36;30;24;35;27;35
685;31;32;36;35;17;31;30;36;30;24;35;27;35
686;31;32;36;35;17;31;30;36;30;24;35;27;35
687;31;32;36;35;17;31;30;36;30;24;35;27;35
688;31;32;36;35;17;31;30;36;30;24;35;27;35
689;31;32;36;35;17;31;30;36;30;24;35;27;35
690;31;32;36;35;17;31;30;36;30;24;35;27;35
691;31;32;36;35;17;31;30;36;30;24;35;27;35
692;31;32;36;35;17;31;30;36;30;24;35;27;35
693;31;32;36;35;17;31;30;36;30;24;35;27;35
694;31;32;36;35;17;31;30;36;30;24;35;27;35
695;31;32;36;35;17;31;30;36;30;24;35;27;35
696;31;32;36;35;17;31;30;36;30;24;35;27;35
697;31;32;36;35;17;31;30;36;30;24;35;27;35
698;31;32;36;35;17;31;30;36;30;24;35;27;35
699;31;32;36;35;17;31;30;36;30;24;35;27;35
700;31;32;36;35;17;31;30;36;30;24;35;27;35
701;31;32;36;35;17;31;30;36;30;24;35;27;35
702;31;32;36;35;17;31;30;36;30;24;35;27;35
703;31;32;36;35;17;31;30;36;30;24;35;27;35
704;41;42;46;45;21;41;39;46;40;29;45;37;45
705;41;42;46;45;21;41;39;46;40;29;45;37;45
706;41;42;46;45;21;41;39;46;40;29;45;37;45
707;41;42;46;45;21;41;39;46;40;29;45;37;45
708;41;42;46;45;21;41;39;46;40;29;45;37;45
709;41;42;46;45;21;41;39;46;40;29;45;37;45
710;41;42;46;45;21;41;39;46;40;29;45;37;45
711;41;42;46;45;21;41;39;46;40;29;45;37;45
712;41;42;46;45;21;41;39;46;40;29;45;37;45
713;41;42;46;45;21;41;39;46;40;29;45;37;45
714;41;42;46;45;21;41;39;46;40;29;45;37;45
715;41;42;46;45;21;41;39;46;40;29;45;37;45
716;41;42;46;45;21;41;39;46;40;29;45;37;45
717;41;42;46;45;21;41;39;46;40;29;45;37;45
718;41;42;46;45;21;41;39;46;40;29;45;37;45
719;41;42;46;45;21;41;39;46;40;29;45;37;45
720;41;42;46;45;21;41;39;46;40;29;45;37;45
721;41;42;46;45;21;41;39;46;40;29;45;37;45
722;41;42;46;45;21;41;39;46;40;29;45;37;45
723;41;42;46;45;21;41;39;46;40;29;45;37;45
724;41;42;46;45;21;41;39;46;40;29;45;37;45
725;41;42;46;45;21;41;39;46;40;29;45;37;45
726;41;42;46;45;21;41;39;46;40;29;45;37;45
727;41;42;46;45;21;41;39;46;40;29;45;37;45
728;45;45;45;45;22;44;41;45;44;30;45;44;44
729;45;45;45;45;22;44;41;45;44;30;45;44;44
730;45;45;45;45;22;44;41;45;44;31;45;44;44
731;45;45;45;45;22;44;41;45;44;31;45;44;44
732;45;45;45;45;22;44;41;45;44;31;45;44;44
733;45;45;45;45;22;44;41;45;44;31;45;44;44
734;45;45;45;45;22;44;41;45;44;31;45;44;44
735;45;45;45;45;22;44;41;45;44;31;45;44;44
736;45;45;45;45;22;44;41;45;44;31;45;44;44
737;45;45;45;45;22;44;41;45;44;31;45;44;44
738;45;45;45;45;22;44;41;45;44;31;45;44;44
739;45;45;45;45;22;44;41;45;44;31;45;44;44
740;45;45;45;45;22;44;41;45;44;31;45;44;44
741;45;45;45;45;22;44;41;45;44;31;45;44;44
742;45;45;45;45;22;44;41;45;44;31;45;44;44
743;45;45;45;45;22;44;41;45;44;31;45;44;44
744;45;45;45;45;22;44;41;45;44;31;45;44;44
745;45;45;45;45;22;44;41;45;44;31;45;44;44
746;45;45;45;45;22;44;41;45;44;31;45;44;44
747;45;45;45;45;22;44;41;45;44;31;45;44;44
748;45;45;45;45;22;44;41;45;44;31;45;44;44
749;45;45;45;45;22;44;41;45;44;31;45;44;44
750;45;45;45;45;22;44;41;45;44;31;45;44;44
751;45;45;45;45;22;44;41;45;44;31;45;44;44
752;42;42;44;44;18;39;35;44;38;28;44;38;44
753;42;42;44;44;18;39;35;44;38;28;44;38;44
754;42;42;44;44;18;39;35;44;38;29;44;38;44
755;42;42;44;44;18;39;35;44;38;29;44;38;44
756;42;42;44;44;18;39;35;44;38;29;44;39;44
757;42;42;44;44;18;39;35;44;38;29;44;39;44
758;42;42;44;44;18;39;35;44;38;29;44;39;44
759;42;42;44;44;18;39;35;44;38;29;44;39;44
760;42;42;44;44;18;39;35;44;38;29;44;39;44
761;42;42;44;44;18;39;35;44;38;29;44;39;44
762;42;42;44;44;18;39;35;44;38;29;44;39;44
763;42;42;44;44;18;39;35;44;38;29;44;39;44
764;42;42;44;44;18;39;35;44;38;29;44;39;44
765;42;42;44;44;18;39;35;44;38;29;44;39;44
766;42;42;44;44;18;39;35;44;38;29;44;39;44
767;42;42;44;44;18;39;35;44;38;29;44;39;44
768;42;42;44;44;18;39;35;44;38;29;44;39;44
769;42;42;44;44;18;39;35;44;38;29;44;39;44
770;42;42;44;44;18;39;35;44;38;29;44;39;44
771;42;42;44;44;18;39;35;44;38;29;44;39;44
772;42;42;44;44;18;39;35;44;38;29;44;39;44
773;42;42;44;44;18;39;35;44;38;29;44;39;44
774;42;42;44;44;18;39;35;44;38;29;44;39;44
775;42;42;44;44;18;39;35;44;38;29;44;39;44
776;32;32;34;34;14;29;26;34;28;24;34;29;34
777;32;32;34;34;14;29;26;34;28;24;34;29;34
778;32;32;34;34;14;29;26;34;28;24;34;29;34
779;32;32;34;34;14;29;26;34;28;24;34;29;34
780;32;32;34;34;14;29;26;34;28;24;34;29;34
781;32;32;34;34;14;29;26;34;28;24;34;29;34
782;32;32;34;34;14;29;26;34;28;24;34;29;34
783;32;32;34;34;14;29;26;34;28;24;34;29;34
784;32;32;34;34;14;29;26;34;28;24;34;29;34
785;32;32;34;34;14;29;26;34;28;24;34;29;34
786;32;32;34;34;14;29;26;34;28;24;34;29;34
787;32;32;34;34;14;29;26;34;28;24;34;29;34
788;32;32;34;34;14;29;26;34;28;24;34;29;34
789;32;32;34;34;14;29;26;34;28;24;34;29;34
790;32;32;34;34;14;29;26;34;28;24;34;29;34
791;32;32;34;34;14;29;26;34;28;24;34;29;34
792;32;32;34;34;14;29;26;34;28;24;34;29;34
793;32;32;34;34;14;29;26;34;28;24;34;29;34
794;32;32;34;34;14;29;26;34;28;24;34;29;34
795;32;32;34;34;14;29;26;34;28;24;34;29;34
796;32;32;34;34;14;29;26;34;28;24;34;29;34
797;32;32;34;34;14;29;26;34;28;24;34;29;34
798;32;32;34;34;14;29;26;34;28;24;34;29;34
799;32;32;34;34;14;29;26;34;28;24;34;29;34
800;22;22;24;24;11;20;19;24;19;18;24;19;24
801;22;22;24;24;11;20;19;24;19;18;24;19;24
802;22;22;24;24;11;20;19;24;19;18;24;19;24
803;22;22;24;24;11;20;19;24;19;18;24;19;24
804;22;22;24;24;11;20;19;24;19;18;24;19;24
805;22;22;24;24;11;20;19;24;19;18;24;19;24
806;22;22;24;24;11;20;19;24;19;18;24;19;24
807;22;22;24;24;11;20;19;24;19;18;24;19;24
808;22;22;24;24;11;20;19;24;19;18;24;19;24
809;22;22;24;24;11;20;19;24;19;18;24;19;24
810;22;22;24;24;11;20;19;24;19;18;24;19;24
811;22;22;24;24;11;20;19;24;19;18;24;19;24
812;22;22;24;24;11;20;19;24;19;18;24;19;24
813;22;22;24;24;11;20;19;24;19;18;24;19;24
814;22;22;24;24;11;20;19;24;19;18;24;19;24
815;22;22;24;24;11;20;19;24;19;18;24;19;24
816;22;22;24;24;11;20;19;24;19;18;24;19;24
817;22;22;24;24;11;20;19;24;19;18;24;19;24
818;22;22;24;24;11;20;19;24;19;18;24;19;24
819;22;22;24;24;11;20;19;24;19;18;24;19;24
820;22;22;24;24;11;20;19;24;19;18;24;19;24
821;22;22;24;24;11;20;19;24;19;18;24;19;24
822;22;22;24;24;11;20;19;24;19;18;24;19;24
823;22;22;24;24;11;20;19;24;19;18;24;19;24
824;19;20;24;23;10;19;19;24;19;17;23;19;24
825;19;20;24;23;10;19;19;24;19;17;23;19;24
826;19;20;24;23;11;19;19;24;19;17;23;19;24
827;19;20;24;23;11;19;19;24;19;17;23;19;24
828;19;21;24;23;11;20;19;24;19;17;23;19;24
829;19;21;24;23;11;20;19;24;19;17;23;19;24
830;19;21;24;23;11;20;19;24;19;17;23;19;24
831;19;21;24;23;11;20;19;24;19;17;23;19;24
832;19;21;24;23;11;20;19;24;19;17;23;19;24
833;19;21;24;23;11;20;19;24;19;17;23;19;24
834;19;21;24;23;11;20;19;24;19;17;23;19;24
835;19;21;24;23;11;20;19;24;19;17;23;19;24
836;19;21;24;23;11;20;19;24;19;17;23;19;24
837;19;21;24;23;11;20;19;24;19;17;23;19;24
838;19;21;24;23;11;20;19;24;19;17;23;19;24
839;19;21;24;23;11;20;19;24;19;17;23;19;24
840;19;21;24;23;11;20;19;24;19;17;23;19;24
841;19;21;24;23;11;20;19;24;19;17;23;19;24
842;19;21;24;23;11;20;19;24;19;17;23;19;24
843;19;21;24;23;11;20;19;24;19;17;23;19;24
844;19;21;24;23;11;20;19;24;19;17;23;19;24
845;19;21;24;23;11;20;19;24;19;17;23;19;24
846;19;21;24;23;11;20;19;24;19;17;23;19;24
847;19;21;24;23;11;20;19;24;19;17;23;19;24
848;23;24;34;30;12;24;22;34;24;20;29;25;32
849;23;24;34;30;12;24;22;34;24;20;29;25;32
850;23;24;34;30;12;24;22;34;24;20;29;25;32
851;23;24;34;30;12;24;22;34;24;20;29;25;32
852;23;24;34;30;13;24;22;34;24;20;29;25;32
853;23;24;34;30;13;24;22;34;24;20;29;25;32
854;23;24;34;30;13;24;22;34;24;20;29;25;32
855;23;24;34;30;13;24;22;34;24;20;29;25;32
856;23;24;34;30;13;24;22;34;24;20;29;25;32
857;23;24;34;30;13;24;22;34;24;20;29;25;32
858;23;24;34;30;13;24;22;34;24;20;29;25;32
859;23;24;34;30;13;24;22;34;24;20;29;25;32
860;23;24;34;30;13;24;22;34;24;20;29;25;32
861;23;24;34;30;13;24;22;34;24;20;29;25;32
862;23;24;34;30;13;24;22;34;24;20;29;25;32
863;23;24;34;30;13;24;22;34;24;20;29;25;32
864;23;24;34;30;13;24;22;34;24;20;29;25;32
865;23;24;34;30;13;24;22;34;24;20;29;25;32
866;23;24;34;30;13;24;22;34;24;20;29;25;32
867;23;24;34;30;13;24;22;34;24;20;29;25;32
868;23;24;34;30;13;24;22;34;24;20;29;25;32
869;23;24;34;30;13;24;22;34;24;20;29;25;32
870;23;24;34;30;13;24;22;34;24;20;29;25;32
871;23;24;34;30;13;24;22;34;24;20;29;25;32
872;26;27;44;32;13;27;24;42;26;22;33;30;38
873;26;27;44;32;13;27;24;42;26;22;33;30;38
874;26;27;44;32;14;27;24;42;28;22;33;30;38
875;26;27;44;32;14;27;24;42;28;22;33;30;38
876;26;27;44;32;14;27;24;42;28;22;33;30;38
877;26;27;44;32;14;27;24;42;28;22;33;30;38
878;26;27;44;32;14;27;24;42;28;22;33;30;38
879;26;27;44;32;14;27;24;42;28;22;33;30;38
880;26;27;44;32;14;27;24;42;28;22;33;30;38
881;26;27;44;32;14;27;24;42;28;22;33;30;38
882;26;27;44;32;14;27;24;42;28;22;33;30;38
883;26;27;44;32;14;27;24;42;28;22;33;30;38
884;26;27;44;32;14;27;24;42;28;22;33;30;38
885;26;27;44;32;14;27;24;42;28;22;33;30;38
886;26;27;44;32;14;27;24;42;28;22;33;30;38
887;26;27;44;32;14;27;24;42;28;22;33;30;38
888;26;27;44;32;14;27;24;42;28;22;33;30;38
889;26;27;44;32;14;27;24;42;28;22;33;30;38
890;26;27;44;32;14;27;24;42;28;22;33;30;38
891;26;27;44;32;14;27;24;42;28;22;33;30;38
892;26;27;44;32;14;27;24;42;28;22;33;30;38
893;26;27;44;32;14;27;24;42;28;22;33;30;38
894;26;27;44;32;14;27;24;42;28;22;33;30;38
895;26;27;44;32;14;27;24;42;28;22;33;30;38
896;26;26;44;32;13;26;23;42;28;22;33;30;38
897;26;26;44;32;13;26;23;42;28;22;33;30;38
898;26;26;44;32;14;26;23;42;28;22;33;30;38
899;26;26;44;32;14;26;23;42;28;22;33;30;38
900;26;26;44;32;14;26;24;42;28;22;33;30;38
901;26;26;44;32;14;26;24;42;28;22;33;30;38
902;26;26;44;32;14;26;24;42;28;22;33;30;38
903;26;26;44;32;14;26;24;42;28;22;33;30;38
904;26;26;44;32;14;26;24;42;28;22;33;30;38
905;26;26;44;32;14;26;24;42;28;22;33;30;38
906;26;26;44;32;14;26;24;42;28;22;33;30;38
907;26;26;44;32;14;26;24;42;28;22;33;30;38
908;26;26;44;32;14;26;24;42;28;22;33;30;38
909;26;26;44;32;14;26;24;42;28;22;33;30;38
910;26;26;44;32;14;26;24;42;28;22;33;30;38
911;26;26;44;32;14;26;24;42;28;22;33;30;38
912;26;26;44;32;14;26;24;42;28;22;33;30;38
913;26;26;44;32;14;26;24;42;28;22;33;30;38
914;26;26;44;32;14;26;24;42;28;22;33;30;38
915;26;26;44;32;14;26;24;42;28;22;33;30;38
916;26;26;44;32;14;26;24;42;28;22;33;30;38
917;26;26;44;32;14;26;24;42;28;22;33;30;38
918;26;26;44;32;14;26;24;42;28;22;33;30;38
919;26;26;44;32;14;26;24;42;28;22;33;30;38
920;32;33;44;35;16;32;30;42;33;23;37;34;40
921;32;33;44;35;16;32;30;42;33;23;37;34;40
922;32;33;44;35;16;32;30;42;33;23;37;34;40
923;32;33;44;35;16;32;30;42;33;23;37;34;40
924;32;33;44;35;16;32;30;42;33;23;37;34;40
925;32;33;44;35;16;32;30;42;33;23;37;34;40
926;32;33;44;35;16;32;30;42;33;23;37;34;40
927;32;33;44;35;16;32;30;42;33;23;37;34;40
928;32;33;44;35;16;32;30;42;33;23;37;34;40
929;32;33;44;35;16;32;30;42;33;23;37;34;40
930;32;33;44;35;16;32;30;42;33;23;37;34;40
931;32;33;44;35;16;32;30;42;33;23;37;34;40
932;32;33;44;35;16;32;30;42;33;23;37;34;40
933;32;33;44;35;16;32;30;42;33;23;37;34;40
934;32;33;44;35;16;32;30;42;33;23;37;34;40
935;32;33;44;35;16;32;30;42;33;23;37;34;40
936;32;33;44;35;16;32;30;42;33;23;37;34;40
937;32;33;44;35;16;32;30;42;33;23;37;34;40
938;32;33;44;35;16;32;30;42;33;23;37;34;40
939;32;33;44;35;16;32;30;42;33;23;37;34;40
940;32;33;44;35;16;32;30;42;33;23;37;34;40
941;32;33;44;35;16;32;30;42;33;23;37;34;40
942;32;33;44;35;16;32;30;42;33;23;37;34;40
943;32;33;44;35;16;32;30;42;33;23;37;34;40
944;33;33;44;40;16;33;31;44;34;24;39;34;41
945;33;33;44;40;16;33;31;44;34;24;39;34;41
946;33;33;44;40;16;33;31;44;34;24;39;35;42
947;33;33;44;40;16;33;31;44;34;24;39;35;42
948;33;33;44;40;16;33;31;44;34;24;39;35;42
949;33;33;44;40;16;33;31;44;34;24;39;35;42
950;33;33;44;40;16;33;31;44;34;24;39;35;42
951;33;33;44;40;16;33;31;44;34;24;39;35;42
952;33;33;44;40;16;33;31;44;34;24;39;35;42
953;33;33;44;40;16;33;31;44;34;24;39;35;42
954;33;33;44;40;16;33;31;44;34;24;39;35;42
955;33;33;44;40;16;33;31;44;34;24;39;35;42
956;33;33;44;40;16;33;31;44;34;24;39;35;42
957;33;33;44;40;16;33;31;44;34;24;39;35;42
958;33;33;44;40;16;33;31;44;34;24;39;35;42
959;33;33;44;40;16;33;31;44;34;24;39;35;42
960;33;33;44;40;16;33;31;44;34;24;39;35;42
961;33;33;44;40;16;33;31;44;34;24;39;35;42
962;33;33;44;40;16;33;31;44;34;24;39;35;42
963;33;33;44;40;16;33;31;44;34;24;39;35;42
964;33;33;44;40;16;33;31;44;34;24;39;35;42
965;33;33;44;40;16;33;31;44;34;24;39;35;42
966;33;33;44;40;16;33;31;44;34;24;39;35;42
967;33;33;44;40;16;33;31;44;34;24;39;35;42
968;28;27;34;31;14;28;26;34;29;20;30;29;32
969;28;27;34;31;14;28;26;34;29;20;30;29;32
970;28;27;34;31;14;28;26;34;29;20;30;29;32
971;28;27;34;31;14;28;26;34;29;20;30;29;32
972;28;27;34;31;14;28;26;34;29;20;30;29;32
973;28;27;34;31;14;28;26;34;29;20;30;29;32
974;28;27;34;31;14;28;26;34;29;20;30;29;32
975;28;27;34;31;14;28;26;34;29;20;30;29;32
976;28;27;34;31;14;28;26;34;29;20;30;29;32
977;28;27;34;31;14;28;26;34;29;20;30;29;32
978;28;27;34;31;14;28;26;34;29;20;30;29;32
979;28;27;34;31;14;28;26;34;29;20;30;29;32
980;28;27;34;31;14;28;26;34;29;20;30;29;32
981;28;27;34;31;14;28;26;34;29;20;30;29;32
982;28;27;34;31;14;28;26;34;29;20;30;29;32
983;28;27;34;31;14;28;26;34;29;20;30;29;32
984;28;27;34;31;14;28;26;34;29;20;30;29;32
985;28;27;34;31;14;28;26;34;29;20;30;29;32
