Simulation Frame;Blob Count
0;94
1;308
2;465
3;612
4;728
5;814
6;886
7;957
8;1669
9;1721
10;1781
11;1823
12;1912
13;2328
14;2374
15;2416
16;2493
17;2540
18;2587
19;2561
20;5496
21;5989
22;5560
23;307
