;Origin;Destination;Total;age: [children];age: [adults];age: [elders];occupation: [student];occupation: [worker]
1920;Chácara das Pedras;Jardim Floresta;100;0;63;22;0;100
1921;Chácara das Pedras;Jardim Isabel;0;0;0;0;0;0
1922;Chácara das Pedras;Jardim Itú;148;47;64;15;47;101
1923;Chácara das Pedras;Jardim Leopoldina;406;0;257;76;0;406
1924;Chácara das Pedras;Jardim Lindóia;150;50;62;16;50;100
1925;Chácara das Pedras;Jardim Sabará;900;0;489;220;0;900
1926;Chácara das Pedras;Jardim São Pedro;150;100;27;14;100;50
1927;Chácara das Pedras;Jardim do Salso;200;50;82;39;50;150
1928;Chácara das Pedras;Lageado;50;0;31;11;0;50
1929;Chácara das Pedras;Lami;150;50;53;34;50;100
1930;Chácara das Pedras;Lomba do Pinheiro;204;50;31;6;146;58
1931;Chácara das Pedras;Medianeira;50;0;26;15;0;50
1932;Chácara das Pedras;Menino Deus;240;0;134;55;25;215
1933;Chácara das Pedras;Moinhos de Vento;100;0;0;0;100;0
1934;Chácara das Pedras;Mont'Serrat;228;48;25;17;173;55
1935;Chácara das Pedras;Morro Santana;262;0;139;56;0;262
1936;Chácara das Pedras;Mário Quintana;200;0;117;38;0;200
1937;Chácara das Pedras;Navegantes;47;47;0;0;47;0
1938;Chácara das Pedras;Nonoai;153;47;63;21;47;106
1939;Chácara das Pedras;Parque Santa Fé;100;0;67;18;0;100
1940;Chácara das Pedras;Partenon;281;48;74;19;170;111
1941;Chácara das Pedras;Passo D'Areia;301;144;21;22;236;65
1942;Chácara das Pedras;Passo das Pedras;62;0;31;18;0;62
1943;Chácara das Pedras;Pedra Redonda;0;0;0;0;0;0
1944;Chácara das Pedras;Petrópolis;757;49;284;116;342;415
1945;Chácara das Pedras;Pitinga;0;0;0;0;0;0
1946;Chácara das Pedras;Ponta Grossa;50;0;33;14;0;50
1947;Chácara das Pedras;Praia de Belas;100;0;24;14;50;50
1948;Chácara das Pedras;Restinga;116;0;64;27;0;116
1949;Chácara das Pedras;Rio Branco;334;50;101;67;126;208
1950;Chácara das Pedras;Rubem Berta;56;0;27;15;0;56
1951;Chácara das Pedras;Santa Cecília;200;50;80;51;50;150
1952;Chácara das Pedras;Santa Maria Goretti;50;50;0;0;50;0
1953;Chácara das Pedras;Santa Rosa de Lima;156;0;86;31;0;156
1954;Chácara das Pedras;Santa Tereza;66;0;34;19;0;66
1955;Chácara das Pedras;Santana;157;0;87;44;0;157
1956;Chácara das Pedras;Santo Antônio;55;0;25;14;0;55
1957;Chácara das Pedras;Sarandi;444;97;134;64;196;248
1958;Chácara das Pedras;Serraria;0;0;0;0;0;0
1959;Chácara das Pedras;São Caetano;0;0;0;0;0;0
1960;Chácara das Pedras;São Geraldo;100;0;52;22;0;100
1961;Chácara das Pedras;São José;158;0;101;31;0;158
1962;Chácara das Pedras;São João;0;0;0;0;0;0
1963;Chácara das Pedras;São Sebastião;200;0;94;28;50;150
1964;Chácara das Pedras;Sétimo Céu;0;0;0;0;0;0
1965;Chácara das Pedras;Teresópolis;0;0;0;0;0;0
1966;Chácara das Pedras;Tristeza;7;0;4;3;0;7
1967;Chácara das Pedras;Três Figueiras;515;143;139;60;315;200
1968;Chácara das Pedras;Vila Assunção;50;0;26;14;0;50
1969;Chácara das Pedras;Vila Conceição;50;0;24;12;0;50
1970;Chácara das Pedras;Vila Ipiranga;440;100;26;18;386;54
1971;Chácara das Pedras;Vila Jardim;1708;749;423;187;1049;659
1972;Chácara das Pedras;Vila João Pessoa;101;0;61;24;0;101
1973;Chácara das Pedras;Vila Nova;50;0;35;4;0;50
1974;Cidade Baixa;Aberta dos Morros;12;0;7;2;0;12
1975;Cidade Baixa;Agronomia;0;0;0;0;0;0
1976;Cidade Baixa;Anchieta;150;0;74;36;0;150
1977;Cidade Baixa;Arquipélago;224;100;47;18;148;76
1978;Cidade Baixa;Auxiliadora;153;0;62;27;50;103
1979;Cidade Baixa;Azenha;687;149;220;120;245;442
1980;Cidade Baixa;Bela Vista;497;50;160;36;300;197
1981;Cidade Baixa;Belém Novo;150;0;49;28;50;100
1982;Cidade Baixa;Belém Velho;25;0;19;4;0;25
1983;Cidade Baixa;Boa Vista;78;0;44;15;0;78
1984;Cidade Baixa;Boa Vista do Sul;150;50;46;13;50;100
1985;Cidade Baixa;Bom Fim;1386;50;583;279;200;1186
1986;Cidade Baixa;Bom Jesus;116;0;48;14;40;76
1987;Cidade Baixa;Camaquã;2;0;1;0;0;2
1988;Cidade Baixa;Campo Novo;0;0;0;0;0;0
1989;Cidade Baixa;Cascata;50;0;25;12;0;50
1990;Cidade Baixa;Cavalhada;27;0;15;10;0;27
1991;Cidade Baixa;Cel. Aparício Borges;141;50;31;4;100;41
1992;Cidade Baixa;Centro Histórico;1506;246;382;169;785;721
1993;Cidade Baixa;Chapéu do Sol;0;0;0;0;0;0
1994;Cidade Baixa;Chácara das Pedras;100;0;49;27;0;100
1995;Cidade Baixa;Cidade Baixa;6474;0;3212;1441;199;6275
1996;Cidade Baixa;Costa e Silva;120;50;31;16;50;70
1997;Cidade Baixa;Cristal;497;194;135;28;343;154
1998;Cidade Baixa;Cristo Redentor;14;0;7;3;0;14
1999;Cidade Baixa;Espírito Santo;100;0;49;26;0;100
2000;Cidade Baixa;Extrema;250;50;88;36;100;150
2001;Cidade Baixa;Farrapos;15054;111;7932;3916;387;14667
2002;Cidade Baixa;Farroupilha;2600;550;425;136;2000;600
2003;Cidade Baixa;Floresta;475;149;48;29;349;126
2004;Cidade Baixa;Glória;150;100;0;0;150;0
2005;Cidade Baixa;Guarujá;50;0;34;11;0;50
2006;Cidade Baixa;Higienópolis;103;50;2;0;100;3
2007;Cidade Baixa;Humaitá;50;0;0;0;50;0
2008;Cidade Baixa;Hípica;0;0;0;0;0;0
2009;Cidade Baixa;Independência;545;100;131;67;249;296
2010;Cidade Baixa;Ipanema;104;0;42;22;0;104
2011;Cidade Baixa;Jardim Botânico;134;0;89;16;50;84
2012;Cidade Baixa;Jardim Carvalho;53;0;29;16;0;53
2013;Cidade Baixa;Jardim Europa;26;0;17;4;0;26
2014;Cidade Baixa;Jardim Floresta;50;50;0;0;50;0
2015;Cidade Baixa;Jardim Isabel;0;0;0;0;0;0
2016;Cidade Baixa;Jardim Itú;47;0;34;7;0;47
2017;Cidade Baixa;Jardim Leopoldina;52;0;1;0;50;2
2018;Cidade Baixa;Jardim Lindóia;0;0;0;0;0;0
2019;Cidade Baixa;Jardim Sabará;45;0;23;12;0;45
2020;Cidade Baixa;Jardim São Pedro;50;0;27;9;0;50
2021;Cidade Baixa;Jardim do Salso;70;0;39;22;0;70
2022;Cidade Baixa;Lageado;50;0;30;14;0;50
2023;Cidade Baixa;Lami;0;0;0;0;0;0
2024;Cidade Baixa;Lomba do Pinheiro;52;0;35;7;0;52
2025;Cidade Baixa;Medianeira;430;100;166;53;200;230
2026;Cidade Baixa;Menino Deus;5981;859;2360;1175;1916;4065
2027;Cidade Baixa;Moinhos de Vento;290;0;95;52;90;200
2028;Cidade Baixa;Mont'Serrat;302;0;128;49;50;252
2029;Cidade Baixa;Morro Santana;78;0;17;6;50;28
2030;Cidade Baixa;Mário Quintana;215;50;115;21;100;115
2031;Cidade Baixa;Navegantes;201;50;59;27;100;101
2032;Cidade Baixa;Nonoai;103;0;3;0;100;3
2033;Cidade Baixa;Parque Santa Fé;176;0;10;7;150;26
2034;Cidade Baixa;Partenon;522;100;181;78;190;332
2035;Cidade Baixa;Passo D'Areia;121;0;61;31;0;121
2036;Cidade Baixa;Passo das Pedras;42;0;18;13;0;42
2037;Cidade Baixa;Pedra Redonda;0;0;0;0;0;0
2038;Cidade Baixa;Petrópolis;647;49;331;113;197;450
2039;Cidade Baixa;Pitinga;49;49;0;0;49;0
2040;Cidade Baixa;Ponta Grossa;0;0;0;0;0;0
2041;Cidade Baixa;Praia de Belas;1062;150;377;134;450;612
2042;Cidade Baixa;Restinga;133;49;47;11;49;84
2043;Cidade Baixa;Rio Branco;283;100;42;16;200;83
2044;Cidade Baixa;Rubem Berta;22;0;9;10;0;22
2045;Cidade Baixa;Santa Cecília;391;50;81;41;240;151
2046;Cidade Baixa;Santa Maria Goretti;0;0;0;0;0;0
2047;Cidade Baixa;Santa Rosa de Lima;50;0;31;10;0;50
2048;Cidade Baixa;Santa Tereza;297;50;101;51;100;197
2049;Cidade Baixa;Santana;2731;145;1280;708;325;2406
2050;Cidade Baixa;Santo Antônio;479;200;15;9;450;29
2051;Cidade Baixa;Sarandi;256;0;95;32;99;157
2052;Cidade Baixa;Serraria;0;0;0;0;0;0
2053;Cidade Baixa;São Caetano;50;0;26;11;0;50
2054;Cidade Baixa;São Geraldo;220;0;87;36;50;170
2055;Cidade Baixa;São José;56;0;27;19;0;56
2056;Cidade Baixa;São João;320;0;113;46;100;220
2057;Cidade Baixa;São Sebastião;70;0;45;16;0;70
2058;Cidade Baixa;Sétimo Céu;150;0;41;27;50;100
2059;Cidade Baixa;Teresópolis;76;50;14;6;50;26
2060;Cidade Baixa;Tristeza;38;0;26;6;0;38
2061;Cidade Baixa;Três Figueiras;150;0;23;11;100;50
2062;Cidade Baixa;Vila Assunção;76;0;39;13;0;76
2063;Cidade Baixa;Vila Conceição;50;0;24;12;0;50
2064;Cidade Baixa;Vila Ipiranga;53;0;30;13;0;53
2065;Cidade Baixa;Vila Jardim;64;0;7;4;50;14
2066;Cidade Baixa;Vila João Pessoa;200;100;63;19;100;100
2067;Cidade Baixa;Vila Nova;94;0;23;12;50;44
2068;Costa e Silva;Aberta dos Morros;75;0;15;2;50;25
2069;Costa e Silva;Agronomia;50;0;36;6;0;50
2070;Costa e Silva;Anchieta;0;0;0;0;0;0
2071;Costa e Silva;Arquipélago;50;0;29;13;0;50
2072;Costa e Silva;Auxiliadora;76;50;16;7;50;26
2073;Costa e Silva;Azenha;37;0;12;18;0;37
2074;Costa e Silva;Bela Vista;51;0;34;7;0;51
2075;Costa e Silva;Belém Novo;0;0;0;0;0;0
2076;Costa e Silva;Belém Velho;158;50;83;16;50;108
2077;Costa e Silva;Boa Vista;176;50;80;14;50;126
2078;Costa e Silva;Boa Vista do Sul;0;0;0;0;0;0
2079;Costa e Silva;Bom Fim;50;0;31;7;0;50
2080;Costa e Silva;Bom Jesus;172;100;44;10;100;72
2081;Costa e Silva;Camaquã;1;0;1;0;0;1
2082;Costa e Silva;Campo Novo;50;50;0;0;50;0
2083;Costa e Silva;Cascata;75;0;56;12;0;75
2084;Costa e Silva;Cavalhada;19;0;14;4;0;19
2085;Costa e Silva;Cel. Aparício Borges;166;50;39;9;100;66
2086;Costa e Silva;Centro Histórico;156;100;20;15;100;56
2087;Costa e Silva;Chapéu do Sol;50;50;0;0;50;0
2088;Costa e Silva;Chácara das Pedras;25;0;15;6;0;25
2089;Costa e Silva;Cidade Baixa;126;50;42;10;50;76
2090;Costa e Silva;Costa e Silva;3129;600;862;165;1800;1329
2091;Costa e Silva;Cristal;95;50;26;11;50;45
2092;Costa e Silva;Cristo Redentor;237;50;85;26;100;137
2093;Costa e Silva;Espírito Santo;0;0;0;0;0;0
2094;Costa e Silva;Extrema;100;0;64;10;0;100
2095;Costa e Silva;Farrapos;15327;4888;6372;1915;2070;9500
2096;Costa e Silva;Farroupilha;100;0;65;14;0;100
2097;Costa e Silva;Floresta;0;0;0;0;0;0
2098;Costa e Silva;Glória;177;0;119;30;0;177
2099;Costa e Silva;Guarujá;0;0;0;0;0;0
2100;Costa e Silva;Higienópolis;151;0;67;16;50;101
2101;Costa e Silva;Humaitá;0;0;0;0;0;0
2102;Costa e Silva;Hípica;50;50;0;0;50;0
2103;Costa e Silva;Independência;50;0;35;9;0;50
2104;Costa e Silva;Ipanema;56;0;5;0;50;6
2105;Costa e Silva;Jardim Botânico;84;0;53;10;0;84
2106;Costa e Silva;Jardim Carvalho;126;50;11;3;100;26
2107;Costa e Silva;Jardim Europa;0;0;0;0;0;0
2108;Costa e Silva;Jardim Floresta;50;50;0;0;50;0
2109;Costa e Silva;Jardim Isabel;50;0;34;8;0;50
2110;Costa e Silva;Jardim Itú;427;100;105;12;350;77
2111;Costa e Silva;Jardim Leopoldina;3255;650;1146;277;1550;1705
2112;Costa e Silva;Jardim Lindóia;150;0;101;16;0;150
2113;Costa e Silva;Jardim Sabará;276;50;136;43;50;226
2114;Costa e Silva;Jardim São Pedro;200;100;73;7;100;100
2115;Costa e Silva;Jardim do Salso;0;0;0;0;0;0
2116;Costa e Silva;Lageado;125;50;47;14;50;75
2117;Costa e Silva;Lami;0;0;0;0;0;0
2118;Costa e Silva;Lomba do Pinheiro;105;0;57;15;0;105
2119;Costa e Silva;Medianeira;50;50;0;0;50;0
2120;Costa e Silva;Menino Deus;40;0;17;14;0;40
2121;Costa e Silva;Moinhos de Vento;75;0;12;9;50;25
2122;Costa e Silva;Mont'Serrat;26;0;18;5;0;26
2123;Costa e Silva;Morro Santana;105;50;39;8;50;55
2124;Costa e Silva;Mário Quintana;585;100;221;54;200;385
2125;Costa e Silva;Navegantes;50;0;50;0;50;0
2126;Costa e Silva;Nonoai;76;0;47;17;0;76
2127;Costa e Silva;Parque Santa Fé;3048;1100;739;161;1967;1081
2128;Costa e Silva;Partenon;83;0;52;14;0;83
2129;Costa e Silva;Passo D'Areia;315;50;178;38;50;265
2130;Costa e Silva;Passo das Pedras;1016;250;281;96;500;516
2131;Costa e Silva;Pedra Redonda;50;0;27;8;0;50
2132;Costa e Silva;Petrópolis;76;50;17;6;50;26
2133;Costa e Silva;Pitinga;150;0;86;23;0;150
2134;Costa e Silva;Ponta Grossa;100;0;60;12;0;100
2135;Costa e Silva;Praia de Belas;0;0;0;0;0;0
2136;Costa e Silva;Restinga;271;50;70;16;150;121
2137;Costa e Silva;Rio Branco;19;0;10;5;0;19
2138;Costa e Silva;Rubem Berta;1900;750;296;186;1350;550
2139;Costa e Silva;Santa Cecília;87;50;14;15;50;37
2140;Costa e Silva;Santa Maria Goretti;62;0;54;5;0;62
2141;Costa e Silva;Santa Rosa de Lima;1342;700;289;94;850;492
2142;Costa e Silva;Santa Tereza;177;0;18;3;150;27
2143;Costa e Silva;Santana;71;0;11;7;50;21
2144;Costa e Silva;Santo Antônio;101;50;35;7;50;51
2145;Costa e Silva;Sarandi;1104;250;360;112;500;604
2146;Costa e Silva;Serraria;87;0;21;5;50;37
2147;Costa e Silva;São Caetano;0;0;0;0;0;0
2148;Costa e Silva;São Geraldo;62;50;9;3;50;12
2149;Costa e Silva;São José;108;0;41;2;50;58
2150;Costa e Silva;São João;75;0;53;10;0;75
2151;Costa e Silva;São Sebastião;650;150;232;40;300;350
2152;Costa e Silva;Sétimo Céu;0;0;0;0;0;0
2153;Costa e Silva;Teresópolis;100;50;37;6;50;50
2154;Costa e Silva;Tristeza;60;0;38;10;0;60
2155;Costa e Silva;Três Figueiras;325;50;137;34;100;225
2156;Costa e Silva;Vila Assunção;100;50;0;0;100;0
2157;Costa e Silva;Vila Conceição;0;0;0;0;0;0
2158;Costa e Silva;Vila Ipiranga;401;150;152;24;150;251
2159;Costa e Silva;Vila Jardim;156;0;37;7;100;56
2160;Costa e Silva;Vila João Pessoa;150;100;0;0;150;0
2161;Costa e Silva;Vila Nova;220;50;67;17;100;120
2162;Cristal;Aberta dos Morros;125;50;33;19;50;75
2163;Cristal;Agronomia;50;0;0;0;50;0
2164;Cristal;Anchieta;100;50;26;14;50;50
2165;Cristal;Arquipélago;50;50;0;0;50;0
2166;Cristal;Auxiliadora;2;0;0;1;0;2
2167;Cristal;Azenha;152;50;56;28;50;102
2168;Cristal;Bela Vista;148;48;30;6;98;50
2169;Cristal;Belém Novo;50;0;27;12;0;50
2170;Cristal;Belém Velho;102;0;61;25;0;102
2171;Cristal;Boa Vista;100;0;29;12;50;50
2172;Cristal;Boa Vista do Sul;200;100;0;0;200;0
2173;Cristal;Bom Fim;225;100;71;27;100;125
2174;Cristal;Bom Jesus;63;0;10;5;34;29
2175;Cristal;Camaquã;3066;545;1232;395;944;2122
2176;Cristal;Campo Novo;100;0;57;24;0;100
2177;Cristal;Cascata;50;0;29;14;0;50
2178;Cristal;Cavalhada;9952;445;5369;1865;545;9407
2179;Cristal;Cel. Aparício Borges;120;50;43;17;50;70
2180;Cristal;Centro Histórico;225;0;132;41;0;225
2181;Cristal;Chapéu do Sol;50;50;0;0;50;0
2182;Cristal;Chácara das Pedras;100;0;34;6;50;50
2183;Cristal;Cidade Baixa;500;200;132;34;348;152
2184;Cristal;Costa e Silva;101;50;30;7;50;51
2185;Cristal;Cristal;5609;1471;1580;596;2755;2854
2186;Cristal;Cristo Redentor;282;48;109;36;98;184
2187;Cristal;Espírito Santo;162;0;96;33;0;162
2188;Cristal;Extrema;50;50;0;0;50;0
2189;Cristal;Farrapos;6128;117;3228;1254;444;5684
2190;Cristal;Farroupilha;200;0;25;11;150;50
2191;Cristal;Floresta;319;0;91;47;150;169
2192;Cristal;Glória;50;0;0;0;50;0
2193;Cristal;Guarujá;150;100;0;0;150;0
2194;Cristal;Higienópolis;198;50;0;0;198;0
2195;Cristal;Humaitá;75;0;48;15;0;75
2196;Cristal;Hípica;25;0;12;3;0;25
2197;Cristal;Independência;12;0;7;3;0;12
2198;Cristal;Ipanema;294;100;52;23;200;94
2199;Cristal;Jardim Botânico;262;0;63;36;148;114
2200;Cristal;Jardim Carvalho;50;0;33;9;0;50
2201;Cristal;Jardim Europa;150;0;59;23;50;100
2202;Cristal;Jardim Floresta;125;0;98;16;50;75
2203;Cristal;Jardim Isabel;400;50;187;76;50;350
2204;Cristal;Jardim Itú;236;0;113;34;50;186
2205;Cristal;Jardim Leopoldina;300;100;24;8;250;50
2206;Cristal;Jardim Lindóia;50;0;50;0;50;0
2207;Cristal;Jardim Sabará;50;0;29;10;0;50
2208;Cristal;Jardim São Pedro;0;0;0;0;0;0
2209;Cristal;Jardim do Salso;100;0;60;16;0;100
2210;Cristal;Lageado;150;0;110;14;50;100
2211;Cristal;Lami;50;0;29;9;0;50
2212;Cristal;Lomba do Pinheiro;19;0;9;4;0;19
2213;Cristal;Medianeira;448;248;54;15;348;100
2214;Cristal;Menino Deus;306;50;58;17;197;109
2215;Cristal;Moinhos de Vento;50;0;29;11;0;50
2216;Cristal;Mont'Serrat;19;0;9;6;0;19
2217;Cristal;Morro Santana;106;50;29;16;50;56
2218;Cristal;Mário Quintana;182;48;20;6;148;34
2219;Cristal;Navegantes;25;0;14;4;0;25
2220;Cristal;Nonoai;2000;744;268;97;1521;479
2221;Cristal;Parque Santa Fé;148;0;56;19;48;100
2222;Cristal;Partenon;128;0;94;17;50;78
2223;Cristal;Passo D'Areia;199;98;36;10;133;66
2224;Cristal;Passo das Pedras;144;50;40;11;85;59
2225;Cristal;Pedra Redonda;350;100;142;49;100;250
2226;Cristal;Petrópolis;276;50;128;63;50;226
2227;Cristal;Pitinga;100;50;0;0;100;0
2228;Cristal;Ponta Grossa;110;48;41;8;48;62
2229;Cristal;Praia de Belas;333;100;66;16;220;113
2230;Cristal;Restinga;138;0;20;6;100;38
2231;Cristal;Rio Branco;223;98;71;29;98;125
2232;Cristal;Rubem Berta;200;100;34;12;150;50
2233;Cristal;Santa Cecília;300;0;172;57;0;300
2234;Cristal;Santa Maria Goretti;100;0;77;10;50;50
2235;Cristal;Santa Rosa de Lima;50;0;31;7;0;50
2236;Cristal;Santa Tereza;4158;497;1925;684;782;3376
2237;Cristal;Santana;275;50;73;29;150;125
2238;Cristal;Santo Antônio;200;100;63;20;100;100
2239;Cristal;Sarandi;153;0;51;33;50;103
2240;Cristal;Serraria;162;0;101;28;0;162
2241;Cristal;São Caetano;250;150;54;24;150;100
2242;Cristal;São Geraldo;50;50;0;0;50;0
2243;Cristal;São José;100;50;0;0;100;0
2244;Cristal;São João;100;0;64;11;0;100
2245;Cristal;São Sebastião;25;0;12;4;0;25
2246;Cristal;Sétimo Céu;497;100;186;44;235;262
2247;Cristal;Teresópolis;912;50;333;83;350;562
2248;Cristal;Tristeza;1176;298;386;153;498;678
2249;Cristal;Três Figueiras;50;50;0;0;50;0
2250;Cristal;Vila Assunção;1149;397;218;49;942;207
2251;Cristal;Vila Conceição;200;100;58;20;100;100
2252;Cristal;Vila Ipiranga;50;50;0;0;50;0
2253;Cristal;Vila Jardim;60;0;12;5;35;25
2254;Cristal;Vila João Pessoa;0;0;0;0;0;0
2255;Cristal;Vila Nova;521;100;206;63;150;371
2256;Cristo Redentor;Aberta dos Morros;0;0;0;0;0;0
2257;Cristo Redentor;Agronomia;50;0;50;0;50;0
2258;Cristo Redentor;Anchieta;181;50;34;8;131;50
2259;Cristo Redentor;Arquipélago;200;50;80;44;50;150
2260;Cristo Redentor;Auxiliadora;302;0;151;54;50;252
2261;Cristo Redentor;Azenha;26;0;12;13;0;26
2262;Cristo Redentor;Bela Vista;330;0;102;41;150;180
2263;Cristo Redentor;Belém Novo;0;0;0;0;0;0
2264;Cristo Redentor;Belém Velho;106;0;68;27;0;106
2265;Cristo Redentor;Boa Vista;401;99;103;20;249;152
2266;Cristo Redentor;Boa Vista do Sul;0;0;0;0;0;0
2267;Cristo Redentor;Bom Fim;0;0;0;0;0;0
2268;Cristo Redentor;Bom Jesus;36;0;22;4;0;36
2269;Cristo Redentor;Camaquã;79;0;59;12;0;79
2270;Cristo Redentor;Campo Novo;0;0;0;0;0;0
2271;Cristo Redentor;Cascata;97;0;47;0;97;0
2272;Cristo Redentor;Cavalhada;124;0;51;14;47;77
2273;Cristo Redentor;Cel. Aparício Borges;70;50;10;3;50;20
2274;Cristo Redentor;Centro Histórico;277;99;64;29;149;128
2275;Cristo Redentor;Chapéu do Sol;0;0;0;0;0;0
2276;Cristo Redentor;Chácara das Pedras;226;50;69;30;100;126
2277;Cristo Redentor;Cidade Baixa;4;0;1;1;0;4
2278;Cristo Redentor;Costa e Silva;195;50;55;24;97;98
2279;Cristo Redentor;Cristal;268;50;105;37;97;171
2280;Cristo Redentor;Cristo Redentor;2550;96;1257;475;572;1978
2281;Cristo Redentor;Espírito Santo;50;0;33;15;0;50
2282;Cristo Redentor;Extrema;50;50;0;0;50;0
2283;Cristo Redentor;Farrapos;12969;2627;6079;2506;2496;6571
2284;Cristo Redentor;Farroupilha;100;50;29;12;50;50
2285;Cristo Redentor;Floresta;100;50;22;9;50;50
2286;Cristo Redentor;Glória;50;47;3;0;47;3
2287;Cristo Redentor;Guarujá;50;0;31;9;0;50
2288;Cristo Redentor;Higienópolis;369;97;153;57;97;272
2289;Cristo Redentor;Humaitá;20;0;7;2;0;20
2290;Cristo Redentor;Hípica;100;0;67;18;0;100
2291;Cristo Redentor;Independência;50;0;32;11;0;50
2292;Cristo Redentor;Ipanema;7;0;6;1;0;7
2293;Cristo Redentor;Jardim Botânico;11;0;5;3;0;11
2294;Cristo Redentor;Jardim Carvalho;2;0;1;1;0;2
2295;Cristo Redentor;Jardim Europa;429;195;61;18;326;103
2296;Cristo Redentor;Jardim Floresta;1744;147;817;302;447;1297
2297;Cristo Redentor;Jardim Isabel;0;0;0;0;0;0
2298;Cristo Redentor;Jardim Itú;171;97;17;5;144;27
2299;Cristo Redentor;Jardim Leopoldina;56;0;30;21;0;56
2300;Cristo Redentor;Jardim Lindóia;1272;100;569;226;300;972
2301;Cristo Redentor;Jardim Sabará;103;0;54;29;0;103
2302;Cristo Redentor;Jardim São Pedro;3697;1450;642;196;2780;917
2303;Cristo Redentor;Jardim do Salso;50;0;26;9;0;50
2304;Cristo Redentor;Lageado;100;0;60;24;0;100
2305;Cristo Redentor;Lami;50;0;25;12;0;50
2306;Cristo Redentor;Lomba do Pinheiro;83;0;42;15;0;83
2307;Cristo Redentor;Medianeira;100;0;29;11;50;50
2308;Cristo Redentor;Menino Deus;121;0;74;28;0;121
2309;Cristo Redentor;Moinhos de Vento;100;50;31;8;50;50
2310;Cristo Redentor;Mont'Serrat;252;50;111;40;50;202
2311;Cristo Redentor;Morro Santana;217;0;72;24;100;117
2312;Cristo Redentor;Mário Quintana;73;0;45;5;0;73
2313;Cristo Redentor;Navegantes;103;50;3;0;100;3
2314;Cristo Redentor;Nonoai;115;0;66;22;0;115
2315;Cristo Redentor;Parque Santa Fé;100;0;55;26;0;100
2316;Cristo Redentor;Partenon;84;0;49;19;0;84
2317;Cristo Redentor;Passo D'Areia;965;99;323;138;378;587
2318;Cristo Redentor;Passo das Pedras;32;0;19;6;0;32
2319;Cristo Redentor;Pedra Redonda;0;0;0;0;0;0
2320;Cristo Redentor;Petrópolis;279;47;107;50;97;182
2321;Cristo Redentor;Pitinga;50;50;0;0;50;0
2322;Cristo Redentor;Ponta Grossa;50;0;0;0;50;0
2323;Cristo Redentor;Praia de Belas;50;0;28;15;0;50
2324;Cristo Redentor;Restinga;77;0;40;19;0;77
2325;Cristo Redentor;Rio Branco;81;47;21;11;47;34
2326;Cristo Redentor;Rubem Berta;52;0;2;0;50;2
2327;Cristo Redentor;Santa Cecília;0;0;0;0;0;0
2328;Cristo Redentor;Santa Maria Goretti;1600;50;871;326;150;1450
2329;Cristo Redentor;Santa Rosa de Lima;155;50;81;12;99;56
2330;Cristo Redentor;Santa Tereza;48;0;28;6;0;48
2331;Cristo Redentor;Santana;83;50;17;7;50;33
2332;Cristo Redentor;Santo Antônio;53;0;32;12;0;53
2333;Cristo Redentor;Sarandi;243;0;117;52;31;212
2334;Cristo Redentor;Serraria;20;0;15;1;0;20
2335;Cristo Redentor;São Caetano;50;0;27;16;0;50
2336;Cristo Redentor;São Geraldo;53;0;2;1;50;3
2337;Cristo Redentor;São José;58;0;25;14;0;58
2338;Cristo Redentor;São João;450;0;228;74;100;350
2339;Cristo Redentor;São Sebastião;489;194;148;50;244;245
2340;Cristo Redentor;Sétimo Céu;0;0;0;0;0;0
2341;Cristo Redentor;Teresópolis;120;50;36;17;50;70
2342;Cristo Redentor;Tristeza;37;0;24;8;0;37
2343;Cristo Redentor;Três Figueiras;400;50;158;73;100;300
2344;Cristo Redentor;Vila Assunção;70;50;15;5;50;20
2345;Cristo Redentor;Vila Conceição;0;0;0;0;0;0
2346;Cristo Redentor;Vila Ipiranga;2183;814;404;167;1483;700
2347;Cristo Redentor;Vila Jardim;503;150;175;72;181;322
2348;Cristo Redentor;Vila João Pessoa;47;47;0;0;47;0
2349;Cristo Redentor;Vila Nova;187;50;49;19;100;87
2350;Espírito Santo;Aberta dos Morros;1892;750;250;47;1642;250
2351;Espírito Santo;Agronomia;100;0;48;24;0;100
2352;Espírito Santo;Anchieta;0;0;0;0;0;0
2353;Espírito Santo;Arquipélago;50;0;29;9;0;50
2354;Espírito Santo;Auxiliadora;100;50;0;0;100;0
2355;Espírito Santo;Azenha;50;0;0;0;50;0
2356;Espírito Santo;Bela Vista;50;0;27;15;0;50
2357;Espírito Santo;Belém Novo;150;50;66;20;50;100
2358;Espírito Santo;Belém Velho;155;0;1;4;150;5
2359;Espírito Santo;Boa Vista;150;0;108;24;50;100
2360;Espírito Santo;Boa Vista do Sul;50;50;0;0;50;0
2361;Espírito Santo;Bom Fim;100;0;18;17;50;50
2362;Espírito Santo;Bom Jesus;106;0;65;16;0;106
2363;Espírito Santo;Camaquã;150;50;52;22;50;100
2364;Espírito Santo;Campo Novo;450;50;236;84;50;400
2365;Espírito Santo;Cascata;0;0;0;0;0;0
2366;Espírito Santo;Cavalhada;1058;350;238;73;750;308
2367;Espírito Santo;Cel. Aparício Borges;58;50;4;1;50;8
2368;Espírito Santo;Centro Histórico;304;0;179;92;0;304
2369;Espírito Santo;Chapéu do Sol;50;0;33;12;0;50
2370;Espírito Santo;Chácara das Pedras;0;0;0;0;0;0
2371;Espírito Santo;Cidade Baixa;100;0;49;26;0;100
2372;Espírito Santo;Costa e Silva;6;0;4;0;0;6
